position_holder,issuer_name,position_date,net_short_position,isin,source
Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2024-06-21,1.1,NL0000888691,archive
Balyasny Asset Management (UK) LLP,Fugro N.V.,2024-06-20,0.84,NL00150003E1,archive
Citadel Advisors LLC,Alfen N.V.,2024-06-20,0.76,NL0012817175,archive
Marshall Wace LLP,AMG Critical Materials N.V.,2024-06-20,1.62,NL0000888691,archive
Millennium Capital Partners LLP,Alfen N.V.,2024-06-20,0.9,NL0012817175,archive
Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2024-06-20,1.01,NL0000888691,archive
"BlackRock Advisors, LLC",AMG Critical Materials N.V.,2024-06-19,0.69,NL0000888691,archive
Marshall Wace LLP,ArcelorMittal S.A.,2024-06-19,1.1,LU1598757687,archive
Millennium International Management LP,Alfen N.V.,2024-06-19,1.8,NL0012817175,archive
Millennium International Management LP,Vivoryon Therapeutics N.V.,2024-06-19,0.51,NL00150002Q7,archive
AKO Capital LLP,Signify N.V.,2024-06-18,1.18,NL0011821392,archive
BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,2024-06-18,2.59,NL0011872650,archive
Citadel Advisors LLC,Alfen N.V.,2024-06-18,0.88,NL0012817175,archive
Greenvale Capital LLP,Koninklijke Philips N.V.,2024-06-18,0.5,NL0000009538,archive
Marshall Wace LLP,Alfen N.V.,2024-06-18,0.68,NL0012817175,archive
Marshall Wace LLP,AMG Critical Materials N.V.,2024-06-18,1.58,NL0000888691,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2024-06-18,2.19,NL0012817175,archive
Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2024-06-18,0.93,NL0000888691,archive
SIH Partners LLLP,AMG Critical Materials N.V.,2024-06-18,0.49,NL0000888691,archive
Wellington Management International Ltd.,Basic-Fit N.V.,2024-06-18,0.6,NL0011872650,archive
AKO Capital LLP,Signify N.V.,2024-06-17,1.2,NL0011821392,archive
"BlackRock Advisors, LLC",AMG Critical Materials N.V.,2024-06-17,0.7,NL0000888691,archive
Citadel Advisors LLC,Alfen N.V.,2024-06-17,0.96,NL0012817175,archive
Marshall Wace LLP,Wolters Kluwer N.V.,2024-06-17,0.46,NL0000395903,archive
Millennium International Management LP,Alfen N.V.,2024-06-17,1.71,NL0012817175,archive
Millennium International Management LP,Vivoryon Therapeutics N.V.,2024-06-17,0.61,NL00150002Q7,archive
Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2024-06-17,0.81,NL0000888691,archive
Qube Research & Technologies Ltd.,Flow Traders Ltd.,2024-06-17,0.98,BMG3602E1084,archive
Qube Research & Technologies Ltd.,PostNL N.V.,2024-06-17,0.73,NL0009739416,archive
Voleon Capital Management LP,Alfen N.V.,2024-06-17,0.69,NL0012817175,archive
BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,2024-06-14,2.64,NL0011872650,archive
Citadel Advisors LLC,Alfen N.V.,2024-06-14,1.02,NL0012817175,archive
"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,2024-06-14,0.9,NL0000888691,archive
Marshall Wace LLP,Wolters Kluwer N.V.,2024-06-14,0.5,NL0000395903,archive
Millennium Capital Partners LLP,Alfen N.V.,2024-06-14,0.8,NL0012817175,archive
Millennium International Management LP,Pharming Group N.V.,2024-06-14,1.52,NL0010391025,archive
Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2024-06-14,0.67,NL0000888691,archive
Qube Research & Technologies Ltd.,Basic-Fit N.V.,2024-06-14,0.7,NL0011872650,archive
Balyasny Asset Management (UK) LLP,Fugro N.V.,2024-06-13,0.7,NL00150003E1,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,2024-06-13,0.52,NL0000888691,archive
Marshall Wace LLP,ASR Nederland N.V.,2024-06-13,0.5,NL0011872643,archive
Marshall Wace LLP,Koninklijke Philips N.V.,2024-06-13,0.5,NL0000009538,archive
Marshall Wace LLP,PostNL N.V.,2024-06-13,0.91,NL0009739416,archive
Millennium Capital Partners LLP,Alfen N.V.,2024-06-13,0.73,NL0012817175,archive
"PDT Partners, LLC",Alfen N.V.,2024-06-13,1.2,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2024-06-13,2.2,NL0012817175,archive
Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2024-06-13,0.54,NL0000888691,archive
Voleon Capital Management LP,Alfen N.V.,2024-06-13,0.7,NL0012817175,archive
AKO Capital LLP,Akzo Nobel N.V.,2024-06-12,1.27,NL0013267909,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,2024-06-12,0.48,NL0000888691,archive
Marshall Wace LLP,ASR Nederland N.V.,2024-06-12,0.49,NL0011872643,archive
Marshall Wace LLP,Van Lanschot Kempen N.V.,2024-06-12,0.49,NL0000302636,archive
Marshall Wace LLP,Wolters Kluwer N.V.,2024-06-12,0.49,NL0000395903,archive
Millennium International Management LP,Alfen N.V.,2024-06-12,1.61,NL0012817175,archive
Millennium International Management LP,Vivoryon Therapeutics N.V.,2024-06-12,0.79,NL00150002Q7,archive
Qube Research & Technologies Ltd.,PostNL N.V.,2024-06-12,0.61,NL0009739416,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,2024-06-11,0.51,NL0000888691,archive
Marshall Wace LLP,Alfen N.V.,2024-06-11,0.79,NL0012817175,archive
Marshall Wace LLP,PostNL N.V.,2024-06-11,0.89,NL0009739416,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2024-06-11,2.13,NL0012817175,archive
"WorldQuant, LLC",Alfen N.V.,2024-06-11,0.46,NL0012817175,archive
Marshall Wace LLP,PostNL N.V.,2024-06-10,0.9,NL0009739416,archive
Millennium International Management LP,Pharming Group N.V.,2024-06-10,1.42,NL0010391025,archive
Millennium International Management LP,Vivoryon Therapeutics N.V.,2024-06-10,0.84,NL00150002Q7,archive
Qube Research & Technologies Ltd.,PostNL N.V.,2024-06-10,0.55,NL0009739416,archive
Voleon Capital Management LP,Alfen N.V.,2024-06-10,0.68,NL0012817175,archive
"Arrowstreet Capital, Limited Partnership",Basic-Fit N.V.,2024-06-07,0.6,NL0011872650,archive
Millennium Capital Partners LLP,Alfen N.V.,2024-06-07,0.61,NL0012817175,archive
AKO Capital LLP,Akzo Nobel N.V.,2024-06-06,1.1,NL0013267909,archive
Marshall Wace LLP,Koninklijke Philips N.V.,2024-06-06,0.49,NL0000009538,archive
Millennium International Management LP,Vivoryon Therapeutics N.V.,2024-06-06,0.93,NL00150002Q7,archive
Qube Research & Technologies Ltd.,PostNL N.V.,2024-06-06,0.61,NL0009739416,archive
SIH Partners LLLP,AMG Critical Materials N.V.,2024-06-06,0.5,NL0000888691,archive
Walleye Capital LLC,Alfen N.V.,2024-06-06,0.5,NL0012817175,archive
AKO Capital LLP,Akzo Nobel N.V.,2024-06-05,1.0,NL0013267909,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2024-06-05,0.51,NL0000360618,archive
"BlackRock Advisors, LLC",Alfen N.V.,2024-06-05,0.9,NL0012817175,archive
Citadel Advisors LLC,Alfen N.V.,2024-06-05,0.98,NL0012817175,archive
Citadel Advisors LLC,Pharming Group N.V.,2024-06-05,0.48,NL0010391025,archive
Marshall Wace LLP,AMG Critical Materials N.V.,2024-06-05,1.61,NL0000888691,archive
Millennium International Management LP,Pharming Group N.V.,2024-06-05,1.38,NL0010391025,archive
"PDT Partners, LLC",Alfen N.V.,2024-06-05,1.1,NL0012817175,archive
"WorldQuant, LLC",Alfen N.V.,2024-06-05,0.56,NL0012817175,archive
"WorldQuant, LLC",AMG Critical Materials N.V.,2024-06-05,0.48,NL0000888691,archive
"WorldQuant, LLC",TomTom N.V.,2024-06-05,0.49,NL0013332471,archive
Citadel Advisors LLC,Alfen N.V.,2024-06-04,1.01,NL0012817175,archive
"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,2024-06-04,0.8,NL0000888691,archive
Franklin Templeton Investment Management Limited,Basic-Fit N.V.,2024-06-04,0.52,NL0011872650,archive
Marshall Wace LLP,Alfen N.V.,2024-06-04,0.85,NL0012817175,archive
Marshall Wace LLP,PostNL N.V.,2024-06-04,1.06,NL0009739416,archive
Marshall Wace LLP,Van Lanschot Kempen N.V.,2024-06-04,0.5,NL0000302636,archive
Millennium International Management LP,Pharming Group N.V.,2024-06-04,1.4,NL0010391025,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2024-06-04,2.08,NL0012817175,archive
Qube Research & Technologies Ltd.,Basic-Fit N.V.,2024-06-04,0.63,NL0011872650,archive
Qube Research & Technologies Ltd.,PostNL N.V.,2024-06-04,0.55,NL0009739416,archive
ShadowFall Capital & Research LLP,Basic-Fit N.V.,2024-06-04,0.54,NL0011872650,archive
Balyasny Asset Management (UK) LLP,Fugro N.V.,2024-06-03,0.65,NL00150003E1,archive
Balyasny Asset Management (UK) LLP,SBM Offshore N.V.,2024-06-03,0.8,NL0000360618,archive
"BlackRock Advisors, LLC",AMG Critical Materials N.V.,2024-06-03,0.69,NL0000888691,archive
Citadel Advisors LLC,Pharming Group N.V.,2024-06-03,0.57,NL0010391025,archive
Marshall Wace LLP,PostNL N.V.,2024-06-03,1.11,NL0009739416,archive
Millennium Capital Partners LLP,Alfen N.V.,2024-06-03,0.51,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2024-06-03,1.85,NL0012817175,archive
Voleon Capital Management LP,Alfen N.V.,2024-06-03,0.78,NL0012817175,archive
Voleon Capital Management LP,Basic-Fit N.V.,2024-06-03,0.5,NL0011872650,archive
Balyasny Asset Management (UK) LLP,Fugro N.V.,2024-05-31,0.78,NL00150003E1,archive
Marshall Wace LLP,Koninklijke Philips N.V.,2024-05-31,0.51,NL0000009538,archive
Millennium International Management LP,Alfen N.V.,2024-05-31,1.51,NL0012817175,archive
Millennium International Management LP,NSI N.V.,2024-05-31,0.0,NL0012365084,archive
Marshall Wace LLP,AMG Critical Materials N.V.,2024-05-30,1.59,NL0000888691,archive
Marshall Wace LLP,Koninklijke Philips N.V.,2024-05-30,0.49,NL0000009538,archive
Millennium International Management LP,NSI N.V.,2024-05-30,0.81,NL0012365084,archive
Citadel Advisors LLC,Pharming Group N.V.,2024-05-29,0.69,NL0010391025,archive
Franklin Templeton Investment Management Limited,Basic-Fit N.V.,2024-05-29,0.49,NL0011872650,archive
Franklin Templeton Investment Management Limited,TomTom N.V.,2024-05-29,0.58,NL0013332471,archive
JPMorgan Asset Management (UK) Ltd.,Aperam S.A.,2024-05-29,0.72,LU0569974404,archive
Marshall Wace LLP,PostNL N.V.,2024-05-29,1.29,NL0009739416,archive
Millennium International Management LP,NSI N.V.,2024-05-29,0.73,NL0012365084,archive
Millennium International Management LP,Vivoryon Therapeutics N.V.,2024-05-29,1.09,NL00150002Q7,archive
Qube Research & Technologies Ltd.,Ebusco Holding N.V.,2024-05-29,0.51,NL0015000CZ2,archive
"WorldQuant, LLC",Alfen N.V.,2024-05-29,0.45,NL0012817175,archive
"WorldQuant, LLC",TomTom N.V.,2024-05-29,0.58,NL0013332471,archive
"BlackRock Advisors, LLC",Alfen N.V.,2024-05-28,0.8,NL0012817175,archive
Franklin Templeton Investment Management Limited,TomTom N.V.,2024-05-28,0.64,NL0013332471,archive
GSA Capital Partners LLP,Vivoryon Therapeutics N.V.,2024-05-28,0.47,NL00150002Q7,archive
Marshall Wace LLP,ASR Nederland N.V.,2024-05-28,0.59,NL0011872643,archive
Millennium International Management LP,Alfen N.V.,2024-05-28,1.43,NL0012817175,archive
Millennium International Management LP,NSI N.V.,2024-05-28,0.66,NL0012365084,archive
Qube Research & Technologies Ltd.,Ebusco Holding N.V.,2024-05-28,0.49,NL0015000CZ2,archive
Wellington Management International Ltd.,Basic-Fit N.V.,2024-05-28,0.52,NL0011872650,archive
"WorldQuant, LLC",Alfen N.V.,2024-05-28,0.5,NL0012817175,archive
GSA Capital Partners LLP,Vivoryon Therapeutics N.V.,2024-05-27,0.5,NL00150002Q7,archive
Marshall Wace LLP,PostNL N.V.,2024-05-27,1.39,NL0009739416,archive
Millennium International Management LP,IMCD N.V.,2024-05-27,0.5,NL0010801007,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2024-05-27,1.98,NL0012817175,archive
Balyasny Asset Management (UK) LLP,SBM Offshore N.V.,2024-05-24,0.7,NL0000360618,archive
"BlackRock Advisors, LLC",AMG Critical Materials N.V.,2024-05-24,0.7,NL0000888691,archive
Millennium International Management LP,Alfen N.V.,2024-05-24,1.31,NL0012817175,archive
Millennium International Management LP,NSI N.V.,2024-05-24,0.51,NL0012365084,archive
Qube Research & Technologies Ltd.,Ebusco Holding N.V.,2024-05-24,0.5,NL0015000CZ2,archive
Balyasny Asset Management (UK) LLP,SBM Offshore N.V.,2024-05-23,0.63,NL0000360618,archive
Citadel Advisors LLC,Alfen N.V.,2024-05-23,0.85,NL0012817175,archive
Citadel Advisors LLC,Pharming Group N.V.,2024-05-23,0.77,NL0010391025,archive
Marshall Wace LLP,ArcelorMittal S.A.,2024-05-23,1.01,LU1598757687,archive
Millennium International Management LP,Alfen N.V.,2024-05-23,1.23,NL0012817175,archive
"PDT Partners, LLC",Alfen N.V.,2024-05-23,1.07,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2024-05-23,2.03,NL0012817175,archive
Qube Research & Technologies Ltd.,OCI N.V.,2024-05-23,0.59,NL0010558797,archive
Voleon Capital Management LP,Alfen N.V.,2024-05-23,0.89,NL0012817175,archive
Balyasny Asset Management (UK) LLP,Fugro N.V.,2024-05-22,0.89,NL00150003E1,archive
Franklin Templeton Investment Management Limited,Basic-Fit N.V.,2024-05-22,0.53,NL0011872650,archive
Marshall Wace LLP,Wolters Kluwer N.V.,2024-05-22,0.59,NL0000395903,archive
Millennium International Management LP,Alfen N.V.,2024-05-22,1.01,NL0012817175,archive
Millennium International Management LP,Pharming Group N.V.,2024-05-22,1.33,NL0010391025,archive
Millennium International Management LP,Vivoryon Therapeutics N.V.,2024-05-22,1.17,NL00150002Q7,archive
"BlackRock Advisors, LLC",Alfen N.V.,2024-05-21,0.71,NL0012817175,archive
Citadel Advisors LLC,Alfen N.V.,2024-05-21,0.92,NL0012817175,archive
JPMorgan Asset Management (UK) Ltd.,Alfen N.V.,2024-05-21,0.9,NL0012817175,archive
Marshall Wace LLP,Alfen N.V.,2024-05-21,0.72,NL0012817175,archive
Millennium International Management LP,Alfen N.V.,2024-05-21,0.87,NL0012817175,archive
Millennium International Management LP,Flow Traders Ltd.,2024-05-21,0.46,NL0011279492,archive
"PDT Partners, LLC",Alfen N.V.,2024-05-21,1.15,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2024-05-21,2.23,NL0012817175,archive
Qube Research & Technologies Ltd.,Flow Traders Ltd.,2024-05-21,1.01,BMG3602E1084,archive
Qube Research & Technologies Ltd.,OCI N.V.,2024-05-21,0.6,NL0010558797,archive
Voleon Capital Management LP,Alfen N.V.,2024-05-21,0.95,NL0012817175,archive
Wellington Management International Ltd.,Alfen N.V.,2024-05-21,0.48,NL0012817175,archive
Balyasny Asset Management (UK) LLP,SBM Offshore N.V.,2024-05-20,0.55,NL0000360618,archive
"BlackRock Advisors, LLC",AMG Critical Materials N.V.,2024-05-20,0.62,NL0000888691,archive
Citadel Advisors LLC,Pharming Group N.V.,2024-05-20,0.88,NL0010391025,archive
Millennium International Management LP,Alfen N.V.,2024-05-20,0.73,NL0012817175,archive
"WorldQuant, LLC",TomTom N.V.,2024-05-20,0.69,NL0013332471,archive
Citadel Advisors LLC,Alfen N.V.,2024-05-17,0.51,NL0012817175,archive
Millennium International Management LP,Alfen N.V.,2024-05-17,0.86,NL0012817175,archive
Millennium International Management LP,Flow Traders Ltd.,2024-05-17,0.73,NL0011279492,archive
"PDT Partners, LLC",Alfen N.V.,2024-05-17,1.09,NL0012817175,archive
"AQR Capital Management, LLC",DSM-Firmenich AG,2024-05-16,0.49,CH1216478797,archive
"BlackRock Advisors, LLC",Alfen N.V.,2024-05-16,0.61,NL0012817175,archive
Citadel Advisors LLC,Basic-Fit N.V.,2024-05-16,0.47,NL0011872650,archive
JPMorgan Asset Management (UK) Ltd.,Aperam S.A.,2024-05-16,0.67,LU0569974404,archive
"WorldQuant, LLC",TomTom N.V.,2024-05-16,0.71,NL0013332471,archive
Millennium International Management LP,Flow Traders Ltd.,2024-05-15,0.62,NL0011279492,archive
Millennium International Management LP,Pharming Group N.V.,2024-05-15,1.23,NL0010391025,archive
Millennium International Management LP,Vivoryon Therapeutics N.V.,2024-05-15,1.29,NL00150002Q7,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2024-05-15,1.56,NL0012817175,archive
Qube Research & Technologies Ltd.,Flow Traders Ltd.,2024-05-15,0.99,BMG3602E1084,archive
Qube Research & Technologies Ltd.,OCI N.V.,2024-05-15,0.59,NL0010558797,archive
Voleon Capital Management LP,Alfen N.V.,2024-05-15,0.8,NL0012817175,archive
"WorldQuant, LLC",AMG Critical Materials N.V.,2024-05-15,0.51,NL0000888691,archive
"BlackRock Advisors, LLC",Alfen N.V.,2024-05-14,0.53,NL0012817175,archive
"BlackRock Advisors, LLC",AMG Critical Materials N.V.,2024-05-14,0.52,NL0000888691,archive
Capital Fund Management S.A.,Flow Traders Ltd.,2024-05-14,0.48,BMG3602E1084,archive
Marshall Wace LLP,PostNL N.V.,2024-05-14,1.49,NL0009739416,archive
Millennium International Management LP,Alfen N.V.,2024-05-14,0.74,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2024-05-14,1.43,NL0012817175,archive
Wellington Management International Ltd.,Basic-Fit N.V.,2024-05-14,0.47,NL0011872650,archive
"AQR Capital Management, LLC",IMCD N.V.,2024-05-13,0.61,NL0010801007,archive
Marshall Wace LLP,Alfen N.V.,2024-05-13,0.61,NL0012817175,archive
Marshall Wace LLP,ArcelorMittal S.A.,2024-05-13,0.9,LU1598757687,archive
Marshall Wace LLP,Flow Traders Ltd.,2024-05-13,0.46,BMG3602E1084,archive
Millennium International Management LP,Vivoryon Therapeutics N.V.,2024-05-13,1.35,NL00150002Q7,archive
Voleon Capital Management LP,Alfen N.V.,2024-05-13,0.79,NL0012817175,archive
Citadel Advisors LLC,Pharming Group N.V.,2024-05-10,0.99,NL0010391025,archive
Marshall Wace LLP,AMG Critical Materials N.V.,2024-05-10,1.61,NL0000888691,archive
Millennium International Management LP,Alfen N.V.,2024-05-10,0.88,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2024-05-10,1.27,NL0012817175,archive
Qube Research & Technologies Ltd.,Flow Traders Ltd.,2024-05-10,1.09,BMG3602E1084,archive
Citadel Advisors LLC,Koninklijke Philips N.V.,2024-05-09,0.45,NL0000009538,archive
Citadel Advisors LLC,Pharming Group N.V.,2024-05-09,1.01,NL0010391025,archive
Marshall Wace LLP,Flow Traders Ltd.,2024-05-09,0.56,BMG3602E1084,archive
Marshall Wace LLP,PostNL N.V.,2024-05-09,1.51,NL0009739416,archive
Qube Research & Technologies Ltd.,Basic-Fit N.V.,2024-05-09,0.49,NL0011872650,archive
Qube Research & Technologies Ltd.,Ebusco Holding N.V.,2024-05-09,0.49,NL0015000CZ2,archive
Voleon Capital Management LP,Alfen N.V.,2024-05-09,0.89,NL0012817175,archive
"WorldQuant, LLC",TomTom N.V.,2024-05-09,0.6,NL0013332471,archive
Citadel Advisors LLC,Pharming Group N.V.,2024-05-08,0.95,NL0010391025,archive
Marshall Wace LLP,ASR Nederland N.V.,2024-05-08,0.68,NL0011872643,archive
Marshall Wace LLP,NEPI Rockcastle N.V.,2024-05-08,0.47,NL0015000RT3,archive
Marshall Wace LLP,TomTom N.V.,2024-05-08,1.1,NL0013332471,archive
Millennium International Management LP,Pharming Group N.V.,2024-05-08,1.11,NL0010391025,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2024-05-08,1.3,NL0012817175,archive
Citadel Advisors LLC,Basic-Fit N.V.,2024-05-07,0.58,NL0011872650,archive
Citadel Advisors LLC,Pharming Group N.V.,2024-05-07,0.85,NL0010391025,archive
JPMorgan Asset Management (UK) Ltd.,PostNL N.V.,2024-05-07,0.37,NL0009739416,archive
Marshall Wace LLP,Flow Traders Ltd.,2024-05-07,0.64,BMG3602E1084,archive
Millennium International Management LP,Alfen N.V.,2024-05-07,0.95,NL0012817175,archive
Qube Research & Technologies Ltd.,OCI N.V.,2024-05-07,0.69,NL0010558797,archive
Wellington Management International Ltd.,Alfen N.V.,2024-05-07,0.52,NL0012817175,archive
Wellington Management International Ltd.,Basic-Fit N.V.,2024-05-07,0.51,NL0011872650,archive
Citadel Advisors LLC,Koninklijke Philips N.V.,2024-05-06,0.58,NL0000009538,archive
Citadel Securities (Europe) Limited,Pharming Group N.V.,2024-05-06,0.53,NL0010391025,archive
Marshall Wace LLP,Koninklijke Philips N.V.,2024-05-06,0.57,NL0000009538,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2024-05-06,1.27,NL0012817175,archive
Citadel Advisors LLC,ArcelorMittal S.A.,2024-05-03,0.49,LU1598757687,archive
Citadel Advisors LLC,Pharming Group N.V.,2024-05-03,0.99,NL0010391025,archive
Marshall Wace LLP,AMG Critical Materials N.V.,2024-05-03,1.57,NL0000888691,archive
Millennium International Management LP,Alfen N.V.,2024-05-03,1.08,NL0012817175,archive
Qube Research & Technologies Ltd.,OCI N.V.,2024-05-03,0.7,NL0010558797,archive
Citadel Advisors LLC,Alfen N.V.,2024-05-02,0.48,NL0012817175,archive
Citadel Advisors LLC,ArcelorMittal S.A.,2024-05-02,0.5,LU1598757687,archive
Citadel Advisors LLC,Basic-Fit N.V.,2024-05-02,0.61,NL0011872650,archive
Marshall Wace LLP,ArcelorMittal S.A.,2024-05-02,0.82,LU1598757687,archive
Marshall Wace LLP,Flow Traders Ltd.,2024-05-02,0.79,BMG3602E1084,archive
