position_holder,issuer_name,position_date,isin,net_short_position,source
Citadel Advisors LLC,Signify N.V.,2021-10-27,NL0011821392,0.45,archive
Lone Pine Capital LLC,BE Semiconductor Industries N.V.,2021-10-27,NL0012866412,1.03,archive
Marshall Wace LLP,PostNL N.V.,2021-10-27,NL0009739416,1.5,archive
Qube Research & Technologies Ltd.,Galapagos NV,2021-10-26,BE0003818359,0.44,archive
Systematica Investments Limited,AMG Critical Materials N.V.,2021-10-26,NL0000888691,1.0,archive
BlackRock Investment Management (UK) Limited,Fugro N.V.,2021-10-25,NL00150003E1,1.27,archive
"ExodusPoint Capital Management, LP",Koninklijke Vopak N.V.,2021-10-25,NL0009432491,0.59,archive
Whitebox Advisors LLC,CM.com N.V.,2021-10-25,NL0012747059,0.66,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-10-22,NL0000888691,0.73,archive
Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,2021-10-22,FR0013326246,0.41,archive
Marshall Wace LLP,TomTom N.V.,2021-10-22,NL0013332471,0.5,archive
BlackRock Investment Management (UK) Limited,Fugro N.V.,2021-10-21,NL00150003E1,1.06,archive
Capital Fund Management S.A.,Fugro N.V.,2021-10-21,NL00150003E1,0.49,archive
Citadel Europe LLP,Signify N.V.,2021-10-21,NL0011821392,0.57,archive
Marshall Wace LLP,PostNL N.V.,2021-10-21,NL0009739416,1.43,archive
Marshall Wace LLP,Unibail-Rodamco-Westfield SE,2021-10-21,FR0013326246,0.79,archive
Millennium International Management LP,BE Semiconductor Industries N.V.,2021-10-21,NL0012866412,0.45,archive
Qube Research & Technologies Ltd.,Galapagos NV,2021-10-21,BE0003818359,0.5,archive
Whitebox Advisors LLC,CM.com N.V.,2021-10-21,NL0012747059,0.5,archive
"WorldQuant, LLC",TomTom N.V.,2021-10-21,NL0013332471,0.53,archive
AHL Partners LLP,Galapagos NV,2021-10-20,BE0003818359,0.71,archive
BlackRock Investment Management (UK) Limited,Fugro N.V.,2021-10-20,NL00150003E1,0.96,archive
Citadel Advisors LLC,Signify N.V.,2021-10-20,NL0011821392,0.5,archive
Kuvari Partners LLP,PostNL N.V.,2021-10-20,NL0009739416,0.63,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2021-10-20,NL0009432491,0.52,archive
Marshall Wace LLP,PostNL N.V.,2021-10-20,NL0009739416,1.39,archive
Marshall Wace LLP,Unibail-Rodamco-Westfield SE,2021-10-20,FR0013326246,0.8,archive
"WorldQuant, LLC",TomTom N.V.,2021-10-20,NL0013332471,0.49,archive
Citadel Advisors LLC,Signify N.V.,2021-10-19,NL0011821392,0.48,archive
"D. E. Shaw & Co., L.P.",Alfen N.V.,2021-10-19,NL0012817175,0.49,archive
Kuvari Partners LLP,PostNL N.V.,2021-10-19,NL0009739416,0.59,archive
Marshall Wace LLP,PostNL N.V.,2021-10-19,NL0009739416,1.4,archive
Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,2021-10-18,FR0013326246,0.58,archive
Citadel Europe LLP,Signify N.V.,2021-10-15,NL0011821392,0.49,archive
"ExodusPoint Capital Management, LP",Koninklijke Vopak N.V.,2021-10-15,NL0009432491,0.6,archive
Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,2021-10-15,FR0013326246,0.49,archive
Linden Advisors LP,Pharming Group N.V.,2021-10-15,NL0010391025,0.58,archive
Marshall Wace LLP,SBM Offshore N.V.,2021-10-15,NL0000360618,0.89,archive
BlackRock Investment Management (UK) Limited,Fugro N.V.,2021-10-14,NL00150003E1,0.72,archive
Citadel Advisors LLC,Koninklijke BAM Groep N.V.,2021-10-14,NL0000337319,0.49,archive
Millennium International Management LP,Wereldhave N.V.,2021-10-14,NL0000289213,0.49,archive
Qube Research & Technologies Ltd.,Galapagos NV,2021-10-14,BE0003818359,0.47,archive
AHL Partners LLP,Galapagos NV,2021-10-13,BE0003818359,0.61,archive
Citadel Advisors LLC,Koninklijke BAM Groep N.V.,2021-10-13,NL0000337319,0.5,archive
Citadel Advisors LLC,Signify N.V.,2021-10-13,NL0011821392,0.52,archive
Marshall Wace LLP,Alfen N.V.,2021-10-13,NL0012817175,1.09,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2021-10-13,NL0009432491,0.48,archive
Qube Research & Technologies Ltd.,Galapagos NV,2021-10-13,BE0003818359,0.51,archive
AHL Partners LLP,Galapagos NV,2021-10-12,BE0003818359,0.59,archive
BlackRock Investment Management (UK) Limited,Fugro N.V.,2021-10-12,NL00150003E1,0.66,archive
Lone Pine Capital LLC,BE Semiconductor Industries N.V.,2021-10-12,NL0012866412,0.97,archive
Marshall Wace LLP,PostNL N.V.,2021-10-12,NL0009739416,1.32,archive
Citadel Advisors LLC,Signify N.V.,2021-10-11,NL0011821392,0.48,archive
Lone Pine Capital LLC,BE Semiconductor Industries N.V.,2021-10-11,NL0012866412,0.61,archive
Marshall Wace LLP,ARCADIS N.V.,2021-10-11,NL0006237562,0.49,archive
Marshall Wace LLP,PostNL N.V.,2021-10-11,NL0009739416,1.29,archive
"D. E. Shaw & Co., L.P.",Alfen N.V.,2021-10-08,NL0012817175,0.51,archive
"ExodusPoint Capital Management, LP",Koninklijke Vopak N.V.,2021-10-08,NL0009432491,0.5,archive
Qube Research & Technologies Ltd.,Galapagos NV,2021-10-08,BE0003818359,0.67,archive
Tiger Global Management LLC,Unibail-Rodamco-Westfield SE,2021-10-08,FR0013326246,0.48,archive
"WorldQuant, LLC",TomTom N.V.,2021-10-08,NL0013332471,0.5,archive
AHL Partners LLP,Galapagos NV,2021-10-07,BE0003818359,0.6,archive
Capital Fund Management S.A.,Fugro N.V.,2021-10-07,NL00150003E1,0.5,archive
Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,2021-10-07,FR0013326246,0.56,archive
Lone Pine Capital LLC,BE Semiconductor Industries N.V.,2021-10-07,NL0012866412,0.51,archive
Marshall Wace LLP,Unibail-Rodamco-Westfield SE,2021-10-07,FR0013326246,0.73,archive
"PDT Partners, LLC",AMG Critical Materials N.V.,2021-10-07,NL0000888691,0.49,archive
Tiger Global Management LLC,Unibail-Rodamco-Westfield SE,2021-10-07,FR0013326246,0.57,archive
"WorldQuant, LLC",TomTom N.V.,2021-10-07,NL0013332471,0.49,archive
B&G Master Fund Plc,ArcelorMittal S.A.,2021-10-06,LU1598757687,2.19,archive
Citadel Advisors LLC,Signify N.V.,2021-10-06,NL0011821392,0.5,archive
Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,2021-10-06,FR0013326246,0.62,archive
Marshall Wace LLP,Alfen N.V.,2021-10-06,NL0012817175,1.19,archive
Marshall Wace LLP,PostNL N.V.,2021-10-06,NL0009739416,1.31,archive
Marshall Wace LLP,Unibail-Rodamco-Westfield SE,2021-10-06,FR0013326246,0.68,archive
Millennium International Management LP,BE Semiconductor Industries N.V.,2021-10-06,NL0012866412,0.52,archive
Qube Research & Technologies Ltd.,Galapagos NV,2021-10-06,BE0003818359,0.74,archive
Tiger Global Management LLC,Unibail-Rodamco-Westfield SE,2021-10-06,FR0013326246,0.77,archive
"WorldQuant, LLC",PostNL N.V.,2021-10-06,NL0009739416,0.47,archive
Capital Fund Management S.A.,Fugro N.V.,2021-10-05,NL00150003E1,0.49,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2021-10-05,NL0009432491,0.59,archive
Capital Fund Management S.A.,Fugro N.V.,2021-10-04,NL00150003E1,0.5,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-10-04,NL0000888691,0.69,archive
Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,2021-10-04,FR0013326246,0.5,archive
Millennium International Management LP,BE Semiconductor Industries N.V.,2021-10-04,NL0012866412,0.47,archive
"PDT Partners, LLC",AMG Critical Materials N.V.,2021-10-04,NL0000888691,0.5,archive
Qube Research & Technologies Ltd.,Galapagos NV,2021-10-04,BE0003818359,0.64,archive
Marshall Wace LLP,PostNL N.V.,2021-10-01,NL0009739416,1.24,archive
Citadel Advisors LLC,Koninklijke BAM Groep N.V.,2021-09-30,NL0000337319,0.49,archive
Millennium International Management LP,BE Semiconductor Industries N.V.,2021-09-30,NL0012866412,0.51,archive
"PDT Partners, LLC",AMG Critical Materials N.V.,2021-09-30,NL0000888691,0.49,archive
"AQR Capital Management, LLC",Galapagos NV,2021-09-29,BE0003818359,0.5,archive
"Arrowstreet Capital, Limited Partnership",Fugro N.V.,2021-09-29,NL00150003E1,0.41,archive
Capital Fund Management S.A.,Fugro N.V.,2021-09-29,NL00150003E1,0.49,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-09-29,NL0000888691,0.72,archive
Citadel Advisors LLC,Koninklijke BAM Groep N.V.,2021-09-29,NL0000337319,0.5,archive
Citadel Europe LLP,Signify N.V.,2021-09-29,NL0011821392,0.51,archive
Marshall Wace LLP,Alfen N.V.,2021-09-29,NL0012817175,1.25,archive
Marshall Wace LLP,PostNL N.V.,2021-09-29,NL0009739416,1.11,archive
Millennium International Management LP,BE Semiconductor Industries N.V.,2021-09-29,NL0012866412,0.49,archive
Millennium International Management LP,Wereldhave N.V.,2021-09-29,NL0000289213,0.5,archive
Qube Research & Technologies Ltd.,Galapagos NV,2021-09-29,BE0003818359,0.54,archive
Citadel Advisors LLC,Koninklijke BAM Groep N.V.,2021-09-28,NL0000337319,0.49,archive
Marshall Wace LLP,Unibail-Rodamco-Westfield SE,2021-09-28,FR0013326246,0.53,archive
"WorldQuant, LLC",Pharming Group N.V.,2021-09-28,NL0010391025,0.49,archive
"Arrowstreet Capital, Limited Partnership",Fugro N.V.,2021-09-24,NL00150003E1,0.58,archive
Capital Fund Management S.A.,Fugro N.V.,2021-09-24,NL00150003E1,0.5,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-09-24,NL0000888691,0.62,archive
Citadel Advisors LLC,Koninklijke BAM Groep N.V.,2021-09-24,NL0000337319,0.5,archive
Linden Advisors LP,Pharming Group N.V.,2021-09-24,NL0010391025,0.78,archive
Marshall Wace LLP,ARCADIS N.V.,2021-09-24,NL0006237562,0.5,archive
Millennium International Management LP,BE Semiconductor Industries N.V.,2021-09-24,NL0012866412,0.59,archive
"AQR Capital Management, LLC",Galapagos NV,2021-09-23,BE0003818359,0.49,archive
Marshall Wace LLP,PostNL N.V.,2021-09-23,NL0009739416,1.0,archive
"WorldQuant, LLC",PostNL N.V.,2021-09-23,NL0009739416,0.59,archive
"WorldQuant, LLC",TomTom N.V.,2021-09-23,NL0013332471,0.5,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-09-22,NL0000888691,0.57,archive
Citadel Europe LLP,Basic-Fit N.V.,2021-09-22,NL0011872650,0.7,archive
Marshall Wace LLP,Alfen N.V.,2021-09-22,NL0012817175,1.32,archive
"Arrowstreet Capital, Limited Partnership",Fugro N.V.,2021-09-21,NL00150003E1,0.6,archive
Capital Fund Management S.A.,Fugro N.V.,2021-09-21,NL00150003E1,0.49,archive
"D. E. Shaw & Co. (London), LLP",Basic-Fit N.V.,2021-09-21,NL0011872650,0.5,archive
Linden Advisors LP,Pharming Group N.V.,2021-09-21,NL0010391025,0.87,archive
Marshall Wace LLP,ARCADIS N.V.,2021-09-21,NL0006237562,0.49,archive
Millennium International Management LP,BE Semiconductor Industries N.V.,2021-09-21,NL0012866412,0.61,archive
"D. E. Shaw & Co. (London), LLP",Basic-Fit N.V.,2021-09-20,NL0011872650,0.47,archive
Marshall Wace LLP,Alfen N.V.,2021-09-20,NL0012817175,1.29,archive
Millennium International Management LP,BE Semiconductor Industries N.V.,2021-09-20,NL0012866412,0.59,archive
"PDT Partners, LLC",AMG Critical Materials N.V.,2021-09-20,NL0000888691,0.5,archive
BNP Paribas S.A.,Basic-Fit N.V.,2021-09-17,NL0011872650,0.49,archive
Canada Pension Plan Investment Board,Galapagos NV,2021-09-17,BE0003818359,0.5,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-09-17,NL0000888691,0.62,archive
Marshall Wace LLP,ABN AMRO Bank NV,2021-09-17,NL0011540547,0.49,archive
Marshall Wace LLP,PostNL N.V.,2021-09-17,NL0009739416,0.91,archive
Millennium International Management LP,BE Semiconductor Industries N.V.,2021-09-17,NL0012866412,0.6,archive
Millennium International Management LP,Unibail-Rodamco-Westfield SE,2021-09-17,FR0013326246,0.0,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-09-16,NL0000888691,0.54,archive
Marshall Wace LLP,Alfen N.V.,2021-09-16,NL0012817175,1.31,archive
Millennium International Management LP,Unibail-Rodamco-Westfield SE,2021-09-16,FR0013326246,0.7,archive
Adelphi Capital LLP,Eurocommercial Properties N.V.,2021-09-15,NL0015000K93,2.04,archive
Marshall Wace LLP,ABN AMRO Bank NV,2021-09-15,NL0011540547,0.54,archive
Marshall Wace LLP,PostNL N.V.,2021-09-15,NL0009739416,0.81,archive
Millennium International Management LP,Unibail-Rodamco-Westfield SE,2021-09-15,FR0013326246,0.61,archive
Adelphi Capital LLP,Eurocommercial Properties N.V.,2021-09-14,NL0000288876,0.0,archive
Millennium International Management LP,Unibail-Rodamco-Westfield SE,2021-09-14,FR0013326246,0.53,archive
"PDT Partners, LLC",AMG Critical Materials N.V.,2021-09-13,NL0000888691,0.47,archive
Toscafund Asset Management LLP,Wereldhave N.V.,2021-09-13,NL0000289213,0.82,archive
Lansdowne Partners (UK) LLP,ARCADIS N.V.,2021-09-10,NL0006237562,0.59,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2021-09-10,NL0009432491,0.68,archive
"WorldQuant, LLC",PostNL N.V.,2021-09-10,NL0009739416,0.68,archive
Marshall Wace LLP,ABN AMRO Bank NV,2021-09-09,NL0011540547,0.69,archive
Eleva Capital SAS,Eurocommercial Properties N.V.,2021-09-07,NL0000288876,0.29,archive
Marshall Wace LLP,Alfen N.V.,2021-09-07,NL0012817175,1.29,archive
"WorldQuant, LLC",Pharming Group N.V.,2021-09-07,NL0010391025,0.59,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2021-09-06,NL0009432491,0.7,archive
Marshall Wace LLP,PostNL N.V.,2021-09-06,NL0009739416,0.72,archive
Marshall Wace LLP,ABN AMRO Bank NV,2021-09-03,NL0011540547,0.78,archive
"WorldQuant, LLC",PostNL N.V.,2021-09-03,NL0009739416,0.77,archive
Highbridge Capital Management LLC,CM.com N.V.,2021-09-02,NL0012747059,0.62,archive
"Arrowstreet Capital, Limited Partnership",Fugro N.V.,2021-09-01,NL00150003E1,0.5,archive
Marshall Wace LLP,PostNL N.V.,2021-09-01,NL0009739416,0.62,archive
"WorldQuant, LLC",PostNL N.V.,2021-09-01,NL0009739416,0.82,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-08-31,NL0000888691,0.49,archive
"PDT Partners, LLC",AMG Critical Materials N.V.,2021-08-31,NL0000888691,0.5,archive
Marshall Wace LLP,Alfen N.V.,2021-08-30,NL0012817175,1.32,archive
"WorldQuant, LLC",PostNL N.V.,2021-08-30,NL0009739416,0.79,archive
Marshall Wace LLP,Alfen N.V.,2021-08-27,NL0012817175,1.26,archive
Marshall Wace LLP,PostNL N.V.,2021-08-27,NL0009739416,0.54,archive
"WorldQuant, LLC",Pharming Group N.V.,2021-08-27,NL0010391025,0.69,archive
Lansdowne Partners (UK) LLP,ARCADIS N.V.,2021-08-25,NL0006237562,0.69,archive
Marshall Wace LLP,Alfen N.V.,2021-08-25,NL0012817175,1.0,archive
"PDT Partners, LLC",AMG Critical Materials N.V.,2021-08-25,NL0000888691,0.49,archive
BNP Paribas S.A.,Basic-Fit N.V.,2021-08-24,NL0011872650,0.52,archive
Systematica Investments Limited,AMG Critical Materials N.V.,2021-08-24,NL0000888691,0.99,archive
Capital Fund Management S.A.,Fugro N.V.,2021-08-23,NL00150003E1,0.5,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-08-23,NL0000888691,0.56,archive
BNP Paribas S.A.,Basic-Fit N.V.,2021-08-20,NL0011872650,0.49,archive
Systematica Investments Limited,AMG Critical Materials N.V.,2021-08-20,NL0000888691,1.02,archive
"TGS Management Company, LLC",AMG Critical Materials N.V.,2021-08-20,NL0000888691,0.47,archive
"WorldQuant, LLC",PostNL N.V.,2021-08-20,NL0009739416,0.81,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2021-08-19,NL0009432491,0.62,archive
Millennium Capital Partners LLP,Aperam S.A.,2021-08-19,LU0569974404,0.43,archive
"TGS Management Company, LLC",AMG Critical Materials N.V.,2021-08-19,NL0000888691,0.5,archive
Voleon Capital Management LP,SBM Offshore N.V.,2021-08-19,NL0000360618,0.49,archive
"WorldQuant, LLC",Pharming Group N.V.,2021-08-19,NL0010391025,0.7,archive
"WorldQuant, LLC",Pharming Group N.V.,2021-08-17,NL0010391025,0.6,archive
"WorldQuant, LLC",PostNL N.V.,2021-08-17,NL0009739416,0.75,archive
Marshall Wace LLP,ABN AMRO Bank NV,2021-08-16,NL0011540547,0.89,archive
Citadel Europe LLP,Aperam S.A.,2021-08-13,LU0569974404,0.48,archive
Marshall Wace LLP,Alfen N.V.,2021-08-13,NL0012817175,0.91,archive
"WorldQuant, LLC",PostNL N.V.,2021-08-13,NL0009739416,0.68,archive
"PDT Partners, LLC",AMG Critical Materials N.V.,2021-08-12,NL0000888691,0.52,archive
"WorldQuant, LLC",Pharming Group N.V.,2021-08-12,NL0010391025,0.56,archive
"WorldQuant, LLC",PostNL N.V.,2021-08-12,NL0009739416,0.56,archive
"PDT Partners, LLC",AMG Critical Materials N.V.,2021-08-11,NL0000888691,0.49,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-08-10,NL0000888691,0.47,archive
Citadel Advisors LLC,Pharming Group N.V.,2021-08-10,NL0010391025,0.47,archive
Voleon Capital Management LP,SBM Offshore N.V.,2021-08-10,NL0000360618,0.5,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-08-09,NL0000888691,0.5,archive
"WorldQuant, LLC",Pharming Group N.V.,2021-08-09,NL0010391025,0.64,archive
BNP Paribas S.A.,STMicroelectronics N.V.,2021-08-06,NL0000226223,0.35,archive
Citadel Advisors LLC,Pharming Group N.V.,2021-08-06,NL0010391025,0.54,archive
"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,2021-08-06,NL0012866412,1.01,archive
"PDT Partners, LLC",Pharming Group N.V.,2021-08-06,NL0010391025,0.47,archive
Tiger Global Management LLC,Unibail-Rodamco-Westfield SE,2021-08-06,FR0013326246,0.97,archive
"WorldQuant, LLC",Pharming Group N.V.,2021-08-06,NL0010391025,0.5,archive
Canada Pension Plan Investment Board,Basic-Fit N.V.,2021-08-05,NL0011872650,0.7,archive
"Great Point Partners, LLC",Pharming Group N.V.,2021-08-05,NL0010391025,0.47,archive
Lansdowne Partners (UK) LLP,ARCADIS N.V.,2021-08-05,NL0006237562,0.77,archive
"PDT Partners, LLC",Pharming Group N.V.,2021-08-05,NL0010391025,0.53,archive
Tiger Global Management LLC,Unibail-Rodamco-Westfield SE,2021-08-05,FR0013326246,1.01,archive
Capital Fund Management S.A.,Fugro N.V.,2021-08-04,NL00150003E1,0.49,archive
Tiger Global Management LLC,Unibail-Rodamco-Westfield SE,2021-08-04,FR0013326246,1.27,archive
Canada Pension Plan Investment Board,Basic-Fit N.V.,2021-08-03,NL0011872650,0.62,archive
Capital Fund Management S.A.,Fugro N.V.,2021-08-03,NL00150003E1,0.5,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-08-03,NL0000888691,0.47,archive
"Great Point Partners, LLC",Pharming Group N.V.,2021-08-03,NL0010391025,0.85,archive
Marshall Wace LLP,Alfen N.V.,2021-08-03,NL0012817175,0.8,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2021-08-03,NL0009432491,0.5,archive
BNP Paribas S.A.,STMicroelectronics N.V.,2021-07-30,NL0000226223,0.58,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-07-30,NL0000888691,0.52,archive
Citadel Europe LLP,Basic-Fit N.V.,2021-07-30,NL0011872650,0.61,archive
"Great Point Partners, LLC",Pharming Group N.V.,2021-07-30,NL0010391025,0.95,archive
Marshall Wace LLP,ARCADIS N.V.,2021-07-30,NL0006237562,0.5,archive
Millennium Capital Partners LLP,Aperam S.A.,2021-07-30,LU0569974404,0.58,archive
Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,2021-07-30,NL0000226223,0.46,archive
Citadel Europe LLP,Basic-Fit N.V.,2021-07-29,NL0011872650,0.58,archive
"D. E. Shaw & Co. (London), LLP",Basic-Fit N.V.,2021-07-29,NL0011872650,0.52,archive
"PDT Partners, LLC",AMG Critical Materials N.V.,2021-07-29,NL0000888691,0.54,archive
Qube Research & Technologies Ltd.,Galapagos NV,2021-07-28,BE0003818359,0.45,archive
"Arrowstreet Capital, Limited Partnership",Alfen N.V.,2021-07-27,NL0012817175,1.11,archive
Qube Research & Technologies Ltd.,Galapagos NV,2021-07-27,BE0003818359,0.53,archive
Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,2021-07-27,NL0000226223,0.57,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-07-26,NL0000888691,0.47,archive
Marshall Wace LLP,Alfen N.V.,2021-07-26,NL0012817175,0.72,archive
Pelham Capital Ltd.,ARCADIS N.V.,2021-07-26,NL0006237562,0.69,archive
Qube Research & Technologies Ltd.,Galapagos NV,2021-07-26,BE0003818359,0.44,archive
BNP Paribas S.A.,Basic-Fit N.V.,2021-07-23,NL0011872650,0.52,archive
Millennium Capital Partners LLP,Aperam S.A.,2021-07-23,LU0569974404,0.68,archive
AHL Partners LLP,Galapagos NV,2021-07-22,BE0003818359,0.51,archive
Adelphi Capital LLP,Eurocommercial Properties N.V.,2021-07-21,NL0000288876,2.04,archive
Adelphi Capital LLP,Eurocommercial Properties N.V.,2021-07-20,NL0000288876,1.93,archive
Marshall Wace LLP,ABN AMRO Bank NV,2021-07-20,NL0011540547,0.92,archive
Adelphi Capital LLP,Eurocommercial Properties N.V.,2021-07-19,NL0000288876,1.84,archive
BNP Paribas S.A.,STMicroelectronics N.V.,2021-07-19,NL0000226223,0.69,archive
Millennium Capital Partners LLP,Aperam S.A.,2021-07-19,LU0569974404,0.7,archive
Marshall Wace LLP,Alfen N.V.,2021-07-16,NL0012817175,0.69,archive
Millennium International Management LP,Signify N.V.,2021-07-16,NL0011821392,0.42,archive
Qube Research & Technologies Ltd.,Galapagos NV,2021-07-16,BE0003818359,0.55,archive
Toscafund Asset Management LLP,Wereldhave N.V.,2021-07-16,NL0000289213,0.77,archive
BNP Paribas S.A.,Basic-Fit N.V.,2021-07-15,NL0011872650,0.49,archive
Toscafund Asset Management LLP,Wereldhave N.V.,2021-07-15,NL0000289213,0.65,archive
Marshall Wace LLP,ABN AMRO Bank NV,2021-07-14,NL0011540547,0.89,archive
Highbridge Capital Management LLC,Basic-Fit N.V.,2021-07-13,NL0011872650,0.52,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2021-07-09,NL0000888691,0.59,archive
Marshall Wace LLP,Alfen N.V.,2021-07-09,NL0012817175,0.79,archive
