issuer_name,position_holder,position_date,isin,net_short_position,source
Vivoryon Therapeutics N.V.,Citadel Securities (Europe) Limited,2024-09-12,NL00150002Q7,0.51,archive
Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",2024-09-12,NL0012817175,0.96,archive
Alfen N.V.,"Cubist Systematic Strategies, LLC",2024-09-12,NL0012817175,0.43,archive
Alfen N.V.,Millennium International Management LP,2024-09-12,NL0012817175,2.1,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2024-09-12,NL0012817175,1.95,archive
ARCADIS N.V.,SIH Partners LLLP,2024-09-12,NL0006237562,1.13,archive
Vivoryon Therapeutics N.V.,Voleon Capital Management LP,2024-09-12,NL00150002Q7,0.57,archive
ASR Nederland N.V.,"AQR Capital Management, LLC",2024-09-11,NL0011872643,0.7,archive
Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,2024-09-11,NL0011872650,1.26,archive
AMG Critical Materials N.V.,Capital Fund Management S.A.,2024-09-11,NL0000888691,0.89,archive
Alfen N.V.,Citadel Advisors LLC,2024-09-11,NL0012817175,1.47,archive
AMG Critical Materials N.V.,Marshall Wace LLP,2024-09-11,NL0000888691,1.25,archive
PostNL N.V.,Marshall Wace LLP,2024-09-11,NL0009739416,0.88,archive
Alfen N.V.,Millennium International Management LP,2024-09-11,NL0012817175,2.07,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2024-09-11,NL0012817175,2.12,archive
PostNL N.V.,Qube Research & Technologies Ltd.,2024-09-11,NL0009739416,1.0,archive
Alfen N.V.,Systematica Investments Limited,2024-09-11,NL0012817175,0.5,archive
Fugro N.V.,TFG Asset Management UK LLP,2024-09-11,NL0000352565,0.57,archive
Vivoryon Therapeutics N.V.,Voleon Capital Management LP,2024-09-11,NL00150002Q7,0.77,archive
AMG Critical Materials N.V.,Acadian Asset Management LLC.,2024-09-10,NL0000888691,0.52,archive
Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,2024-09-10,NL0011872650,1.42,archive
Alfen N.V.,Citadel Advisors LLC,2024-09-10,NL0012817175,1.52,archive
Vivoryon Therapeutics N.V.,Citadel Securities (Europe) Limited,2024-09-10,NL00150002Q7,0.7,archive
Alfen N.V.,"Cubist Systematic Strategies, LLC",2024-09-10,NL0012817175,0.58,archive
Alfen N.V.,Millennium Capital Partners LLP,2024-09-10,NL0012817175,2.01,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2024-09-10,NL0012817175,2.2,archive
TomTom N.V.,Qube Research & Technologies Ltd.,2024-09-10,NL0013332471,0.51,archive
Alfen N.V.,SIH Partners LLLP,2024-09-10,NL0012817175,0.61,archive
AMG Critical Materials N.V.,Capital Fund Management S.A.,2024-09-09,NL0000888691,0.92,archive
Alfen N.V.,"Cubist Systematic Strategies, LLC",2024-09-09,NL0012817175,0.65,archive
PostNL N.V.,GSA Capital Partners LLP,2024-09-09,NL0009739416,0.49,archive
Akzo Nobel N.V.,Marshall Wace LLP,2024-09-09,NL0013267909,0.5,archive
Alfen N.V.,Millennium International Management LP,2024-09-09,NL0012817175,1.93,archive
Pharming Group N.V.,Millennium International Management LP,2024-09-09,NL0010391025,1.72,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2024-09-09,NL0012817175,2.18,archive
Flow Traders Ltd.,Qube Research & Technologies Ltd.,2024-09-09,BMG3602E1084,1.89,archive
PostNL N.V.,Qube Research & Technologies Ltd.,2024-09-09,NL0009739416,0.99,archive
ARCADIS N.V.,SIH Partners LLLP,2024-09-09,NL0006237562,0.99,archive
AMG Critical Materials N.V.,"AQR Capital Management, LLC",2024-09-06,NL0000888691,0.6,archive
Alfen N.V.,"Arrowstreet Capital, Limited Partnership",2024-09-06,NL0012817175,1.82,archive
AMG Critical Materials N.V.,Capital Fund Management S.A.,2024-09-06,NL0000888691,1.03,archive
ArcelorMittal S.A.,Marshall Wace LLP,2024-09-06,LU1598757687,0.78,archive
Alfen N.V.,Millennium Capital Partners LLP,2024-09-06,NL0012817175,1.92,archive
Alfen N.V.,Millennium International Management LP,2024-09-06,NL0012817175,1.86,archive
OCI N.V.,Qube Research & Technologies Ltd.,2024-09-06,NL0010558797,1.0,archive
PostNL N.V.,Qube Research & Technologies Ltd.,2024-09-06,NL0009739416,1.01,archive
ARCADIS N.V.,SIH Partners LLLP,2024-09-06,NL0006237562,0.81,archive
Alfen N.V.,Citadel Advisors LLC,2024-09-05,NL0012817175,1.47,archive
Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",2024-09-05,NL0012817175,1.0,archive
TomTom N.V.,Marshall Wace LLP,2024-09-05,NL0013332471,0.49,archive
Alfen N.V.,Millennium International Management LP,2024-09-05,NL0012817175,1.9,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2024-09-05,NL0012817175,2.27,archive
PostNL N.V.,Qube Research & Technologies Ltd.,2024-09-05,NL0009739416,0.98,archive
Alfen N.V.,SIH Partners LLLP,2024-09-05,NL0012817175,0.5,archive
ARCADIS N.V.,SIH Partners LLLP,2024-09-05,NL0006237562,0.91,archive
Vivoryon Therapeutics N.V.,Voleon Capital Management LP,2024-09-05,NL00150002Q7,0.87,archive
Alfen N.V.,Citadel Advisors LLC,2024-09-04,NL0012817175,1.38,archive
Avantium N.V.,Citadel Securities (Europe) Limited,2024-09-04,NL0012047823,0.53,archive
Vivoryon Therapeutics N.V.,Citadel Securities (Europe) Limited,2024-09-04,NL00150002Q7,0.63,archive
Alfen N.V.,"Cubist Systematic Strategies, LLC",2024-09-04,NL0012817175,0.72,archive
Koninklijke KPN N.V.,Marshall Wace LLP,2024-09-04,NL0000009082,1.0,archive
Alfen N.V.,Millennium Capital Partners LLP,2024-09-04,NL0012817175,1.82,archive
Alfen N.V.,Millennium International Management LP,2024-09-04,NL0012817175,1.85,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2024-09-04,NL0012817175,2.33,archive
ARCADIS N.V.,SIH Partners LLLP,2024-09-04,NL0006237562,0.73,archive
Vivoryon Therapeutics N.V.,Citadel Securities (Europe) Limited,2024-09-03,NL00150002Q7,0.51,archive
Alfen N.V.,"Cubist Systematic Strategies, LLC",2024-09-03,NL0012817175,0.63,archive
Alfen N.V.,Millennium International Management LP,2024-09-03,NL0012817175,1.79,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2024-09-03,NL0012817175,2.42,archive
AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,2024-09-03,NL0000888691,2.04,archive
AMG Critical Materials N.V.,Capital Fund Management S.A.,2024-09-02,NL0000888691,0.95,archive
Ebusco Holding N.V.,Citadel Securities (Europe) Limited,2024-09-02,NL0015000CZ2,0.69,archive
AMG Critical Materials N.V.,Marshall Wace LLP,2024-09-02,NL0000888691,1.38,archive
ArcelorMittal S.A.,Marshall Wace LLP,2024-09-02,LU1598757687,0.89,archive
Alfen N.V.,Millennium Capital Partners LLP,2024-09-02,NL0012817175,1.73,archive
Alfen N.V.,"PDT Partners, LLC",2024-09-02,NL0012817175,1.8,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2024-09-02,NL0012817175,2.34,archive
OCI N.V.,Qube Research & Technologies Ltd.,2024-09-02,NL0010558797,0.92,archive
PostNL N.V.,Qube Research & Technologies Ltd.,2024-09-02,NL0009739416,1.0,archive
Akzo Nobel N.V.,AKO Capital LLP,2024-08-30,NL0013267909,1.51,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2024-08-30,NL0000360618,0.48,archive
SBM Offshore N.V.,Balyasny Asset Management (UK) LLP,2024-08-30,NL0000360618,0.67,archive
Alfen N.V.,Citadel Securities (Europe) Limited,2024-08-30,NL0012817175,0.75,archive
Alfen N.V.,"Cubist Systematic Strategies, LLC",2024-08-30,NL0012817175,0.5,archive
TomTom N.V.,Franklin Templeton Investment Management Limited,2024-08-30,NL0013332471,0.44,archive
Alfen N.V.,Millennium Capital Partners LLP,2024-08-30,NL0012817175,1.68,archive
OCI N.V.,Qube Research & Technologies Ltd.,2024-08-30,NL0010558797,0.83,archive
Alfen N.V.,Teacher Retirement System of Texas,2024-08-30,NL0012817175,0.83,archive
AMG Critical Materials N.V.,Teacher Retirement System of Texas,2024-08-30,NL0000888691,0.55,archive
Vivoryon Therapeutics N.V.,Voleon Capital Management LP,2024-08-30,NL00150002Q7,0.99,archive
Alfen N.V.,Citadel Advisors LLC,2024-08-29,NL0012817175,1.48,archive
Alfen N.V.,Citadel Securities (Europe) Limited,2024-08-29,NL0012817175,0.66,archive
Alfen N.V.,"Cubist Systematic Strategies, LLC",2024-08-29,NL0012817175,0.47,archive
Alfen N.V.,Millennium Capital Partners LLP,2024-08-29,NL0012817175,1.7,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2024-08-29,NL0012817175,2.26,archive
PostNL N.V.,Qube Research & Technologies Ltd.,2024-08-29,NL0009739416,0.99,archive
ARCADIS N.V.,SIH Partners LLLP,2024-08-29,NL0006237562,1.0,archive
IMCD N.V.,"AQR Capital Management, LLC",2024-08-28,NL0010801007,0.5,archive
AMG Critical Materials N.V.,Marshall Wace LLP,2024-08-28,NL0000888691,1.49,archive
TomTom N.V.,Marshall Wace LLP,2024-08-28,NL0013332471,0.59,archive
Alfen N.V.,Millennium International Management LP,2024-08-28,NL0012817175,1.88,archive
Pharming Group N.V.,Millennium International Management LP,2024-08-28,NL0010391025,1.61,archive
Avantium N.V.,Qube Research & Technologies Ltd.,2024-08-28,NL0012047823,0.63,archive
ARCADIS N.V.,SIH Partners LLLP,2024-08-28,NL0006237562,0.89,archive
Alfen N.V.,Citadel Advisors LLC,2024-08-27,NL0012817175,1.57,archive
Alfen N.V.,Citadel Securities (Europe) Limited,2024-08-27,NL0012817175,0.74,archive
ArcelorMittal S.A.,Marshall Wace LLP,2024-08-27,LU1598757687,0.98,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2024-08-27,NL0012817175,2.3,archive
OCI N.V.,Qube Research & Technologies Ltd.,2024-08-27,NL0010558797,0.7,archive
Alfen N.V.,Citadel Securities (Europe) Limited,2024-08-26,NL0012817175,0.61,archive
Avantium N.V.,Qube Research & Technologies Ltd.,2024-08-26,NL0012047823,0.53,archive
Alfen N.V.,Citadel Advisors LLC,2024-08-23,NL0012817175,1.4,archive
Alfen N.V.,Citadel Securities (Europe) Limited,2024-08-23,NL0012817175,0.49,archive
Alfen N.V.,"Cubist Systematic Strategies, LLC",2024-08-23,NL0012817175,0.59,archive
TomTom N.V.,Franklin Templeton Investment Management Limited,2024-08-23,NL0013332471,0.59,archive
Alfen N.V.,Millennium Capital Partners LLP,2024-08-23,NL0012817175,1.66,archive
Alfen N.V.,"PDT Partners, LLC",2024-08-23,NL0012817175,1.71,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2024-08-23,NL0012817175,2.16,archive
ARCADIS N.V.,SIH Partners LLLP,2024-08-23,NL0006237562,0.72,archive
AMG Critical Materials N.V.,Capital Fund Management S.A.,2024-08-22,NL0000888691,0.8,archive
Alfen N.V.,Citadel Advisors LLC,2024-08-22,NL0012817175,1.5,archive
TomTom N.V.,Citadel Advisors LLC,2024-08-22,NL0013332471,0.59,archive
Alfen N.V.,Citadel Securities (Europe) Limited,2024-08-22,NL0012817175,0.72,archive
AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",2024-08-22,NL0000888691,0.93,archive
AMG Critical Materials N.V.,Marshall Wace LLP,2024-08-22,NL0000888691,1.59,archive
Alfen N.V.,Millennium International Management LP,2024-08-22,NL0012817175,1.94,archive
Alfen N.V.,"PDT Partners, LLC",2024-08-22,NL0012817175,1.67,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2024-08-22,NL0012817175,2.32,archive
Aperam S.A.,Qube Research & Technologies Ltd.,2024-08-22,LU0569974404,0.5,archive
AMG Critical Materials N.V.,"AQR Capital Management, LLC",2024-08-21,NL0000888691,0.51,archive
IMCD N.V.,"AQR Capital Management, LLC",2024-08-21,NL0010801007,0.49,archive
AMG Critical Materials N.V.,Capital Fund Management S.A.,2024-08-21,NL0000888691,0.78,archive
Alfen N.V.,Citadel Advisors LLC,2024-08-21,NL0012817175,1.46,archive
Alfen N.V.,Citadel Securities (Europe) Limited,2024-08-21,NL0012817175,0.49,archive
AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",2024-08-21,NL0000888691,0.88,archive
ArcelorMittal S.A.,Marshall Wace LLP,2024-08-21,LU1598757687,1.07,archive
Alfen N.V.,Millennium International Management LP,2024-08-21,NL0012817175,2.0,archive
TomTom N.V.,Millennium International Management LP,2024-08-21,NL0013332471,0.49,archive
ARCADIS N.V.,SIH Partners LLLP,2024-08-21,NL0006237562,0.63,archive
BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,2024-08-20,NL0012866412,0.5,archive
Alfen N.V.,Citadel Advisors LLC,2024-08-20,NL0012817175,1.5,archive
Alfen N.V.,Citadel Securities (Europe) Limited,2024-08-20,NL0012817175,0.56,archive
Basic-Fit N.V.,Franklin Templeton Investment Management Limited,2024-08-20,NL0011872650,0.49,archive
Alfen N.V.,Millennium Capital Partners LLP,2024-08-20,NL0012817175,1.79,archive
Flow Traders Ltd.,Qube Research & Technologies Ltd.,2024-08-20,BMG3602E1084,1.9,archive
ARCADIS N.V.,SIH Partners LLLP,2024-08-20,NL0006237562,0.59,archive
Alfen N.V.,Citadel Advisors LLC,2024-08-19,NL0012817175,1.44,archive
PostNL N.V.,Marshall Wace LLP,2024-08-19,NL0009739416,0.98,archive
Alfen N.V.,"PDT Partners, LLC",2024-08-19,NL0012817175,1.53,archive
OCI N.V.,Qube Research & Technologies Ltd.,2024-08-19,NL0010558797,0.68,archive
ARCADIS N.V.,SIH Partners LLLP,2024-08-19,NL0006237562,0.61,archive
AMG Critical Materials N.V.,Capital Fund Management S.A.,2024-08-16,NL0000888691,0.81,archive
Alfen N.V.,Citadel Advisors LLC,2024-08-16,NL0012817175,1.53,archive
AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",2024-08-16,NL0000888691,0.95,archive
PostNL N.V.,Marshall Wace LLP,2024-08-16,NL0009739416,1.0,archive
AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,2024-08-16,NL0000888691,1.9,archive
ARCADIS N.V.,SIH Partners LLLP,2024-08-16,NL0006237562,0.56,archive
Vivoryon Therapeutics N.V.,Voleon Capital Management LP,2024-08-16,NL00150002Q7,1.09,archive
AMG Critical Materials N.V.,Capital Fund Management S.A.,2024-08-15,NL0000888691,0.76,archive
Alfen N.V.,Citadel Advisors LLC,2024-08-15,NL0012817175,1.45,archive
TomTom N.V.,Citadel Advisors LLC,2024-08-15,NL0013332471,0.6,archive
Alfen N.V.,Citadel Securities (Europe) Limited,2024-08-15,NL0012817175,0.63,archive
Ebusco Holding N.V.,Citadel Securities (Europe) Limited,2024-08-15,NL0015000CZ2,0.71,archive
AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",2024-08-15,NL0000888691,0.88,archive
Koninklijke KPN N.V.,Marshall Wace LLP,2024-08-15,NL0000009082,0.9,archive
Alfen N.V.,Millennium Capital Partners LLP,2024-08-15,NL0012817175,1.85,archive
Pharming Group N.V.,Millennium International Management LP,2024-08-15,NL0010391025,1.59,archive
Flow Traders Ltd.,"PDT Partners, LLC",2024-08-15,BMG3602E1084,0.58,archive
Alfen N.V.,Citadel Advisors LLC,2024-08-14,NL0012817175,1.54,archive
Alfen N.V.,"Cubist Systematic Strategies, LLC",2024-08-14,NL0012817175,0.74,archive
TomTom N.V.,Marshall Wace LLP,2024-08-14,NL0013332471,0.69,archive
Alfen N.V.,"PDT Partners, LLC",2024-08-14,NL0012817175,1.48,archive
Basic-Fit N.V.,Wellington Management International Ltd.,2024-08-14,NL0011872650,0.71,archive
Lakefront Biotherapeutics NV,"Arrowstreet Capital, Limited Partnership",2024-08-13,BE0003818359,1.39,archive
Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,2024-08-13,NL0011872650,1.59,archive
AMG Critical Materials N.V.,Capital Fund Management S.A.,2024-08-13,NL0000888691,0.85,archive
Alfen N.V.,Citadel Advisors LLC,2024-08-13,NL0012817175,1.45,archive
AMG Critical Materials N.V.,Marshall Wace LLP,2024-08-13,NL0000888691,1.67,archive
PostNL N.V.,Marshall Wace LLP,2024-08-13,NL0009739416,0.99,archive
Pharming Group N.V.,Millennium International Management LP,2024-08-13,NL0010391025,1.69,archive
AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,2024-08-13,NL0000888691,1.82,archive
AMG Critical Materials N.V.,Capital Fund Management S.A.,2024-08-12,NL0000888691,0.73,archive
Alfen N.V.,"Cubist Systematic Strategies, LLC",2024-08-12,NL0012817175,0.64,archive
Pharming Group N.V.,Highbridge Capital Management LLC,2024-08-12,NL0010391025,1.15,archive
AMG Critical Materials N.V.,Marshall Wace LLP,2024-08-12,NL0000888691,1.77,archive
Koninklijke KPN N.V.,Marshall Wace LLP,2024-08-12,NL0000009082,0.8,archive
PostNL N.V.,Marshall Wace LLP,2024-08-12,NL0009739416,1.0,archive
Alfen N.V.,"PDT Partners, LLC",2024-08-12,NL0012817175,1.31,archive
Alfen N.V.,"Cubist Systematic Strategies, LLC",2024-08-09,NL0012817175,0.53,archive
Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,2024-08-09,NL0011872650,0.6,archive
Alfen N.V.,Millennium Capital Partners LLP,2024-08-09,NL0012817175,1.73,archive
Pharming Group N.V.,Millennium International Management LP,2024-08-09,NL0010391025,1.7,archive
PostNL N.V.,Qube Research & Technologies Ltd.,2024-08-09,NL0009739416,1.01,archive
OCI N.V.,"Arrowstreet Capital, Limited Partnership",2024-08-08,NL0010558797,0.49,archive
BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,2024-08-08,NL0012866412,0.45,archive
Alfen N.V.,Citadel Advisors LLC,2024-08-08,NL0012817175,1.56,archive
AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",2024-08-08,NL0000888691,0.91,archive
TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,2024-08-08,NL0013332471,1.67,archive
Koninklijke Philips N.V.,Marshall Wace LLP,2024-08-08,NL0000009538,0.49,archive
PostNL N.V.,Marshall Wace LLP,2024-08-08,NL0009739416,0.93,archive
TomTom N.V.,Otus Capital Management Ltd.,2024-08-08,NL0013332471,0.73,archive
Alfen N.V.,"PDT Partners, LLC",2024-08-08,NL0012817175,1.2,archive
Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,2024-08-07,NL0011872650,1.69,archive
AMG Critical Materials N.V.,Capital Fund Management S.A.,2024-08-07,NL0000888691,0.65,archive
Alfen N.V.,Citadel Advisors LLC,2024-08-07,NL0012817175,1.48,archive
AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",2024-08-07,NL0000888691,0.89,archive
Koninklijke Ahold Delhaize N.V.,Ilex Capital Partners (UK) LLP,2024-08-07,NL0011794037,0.6,archive
AMG Critical Materials N.V.,Marshall Wace LLP,2024-08-07,NL0000888691,1.89,archive
Alfen N.V.,Millennium Capital Partners LLP,2024-08-07,NL0012817175,1.64,archive
Alfen N.V.,"PDT Partners, LLC",2024-08-07,NL0012817175,1.12,archive
AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,2024-08-07,NL0000888691,1.7,archive
BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,2024-08-06,NL0012866412,0.59,archive
Ebusco Holding N.V.,Citadel Securities (Europe) Limited,2024-08-06,NL0015000CZ2,0.62,archive
Koninklijke KPN N.V.,Marshall Wace LLP,2024-08-06,NL0000009082,0.72,archive
Koninklijke Philips N.V.,Marshall Wace LLP,2024-08-06,NL0000009538,0.55,archive
Alfen N.V.,Millennium Capital Partners LLP,2024-08-06,NL0012817175,1.59,archive
Alfen N.V.,"PDT Partners, LLC",2024-08-06,NL0012817175,1.03,archive
Flow Traders Ltd.,Qube Research & Technologies Ltd.,2024-08-06,BMG3602E1084,1.84,archive
OCI N.V.,Qube Research & Technologies Ltd.,2024-08-06,NL0010558797,0.7,archive
Akzo Nobel N.V.,AKO Capital LLP,2024-08-05,NL0013267909,1.48,archive
Randstad N.V.,AKO Capital LLP,2024-08-05,NL0000379121,0.94,archive
Signify N.V.,AKO Capital LLP,2024-08-05,NL0011821392,1.1,archive
Fugro N.V.,Balyasny Asset Management (UK) LLP,2024-08-05,NL00150003E1,0.74,archive
AMG Critical Materials N.V.,Capital Fund Management S.A.,2024-08-05,NL0000888691,0.76,archive
Alfen N.V.,Citadel Advisors LLC,2024-08-05,NL0012817175,1.58,archive
AMG Critical Materials N.V.,Marshall Wace LLP,2024-08-05,NL0000888691,1.94,archive
TomTom N.V.,Marshall Wace LLP,2024-08-05,NL0013332471,0.77,archive
Alfen N.V.,Millennium Capital Partners LLP,2024-08-05,NL0012817175,1.63,archive
Alfen N.V.,"PDT Partners, LLC",2024-08-05,NL0012817175,0.94,archive
Flow Traders Ltd.,"PDT Partners, LLC",2024-08-05,BMG3602E1084,0.61,archive
Basic-Fit N.V.,Qube Research & Technologies Ltd.,2024-08-05,NL0011872650,1.01,archive
Flow Traders Ltd.,Qube Research & Technologies Ltd.,2024-08-05,BMG3602E1084,1.7,archive
ASR Nederland N.V.,"AQR Capital Management, LLC",2024-08-02,NL0011872643,0.6,archive
Corbion N.V.,BlackRock Investment Management (UK) Limited,2024-08-02,NL0010583399,0.79,archive
Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",2024-08-02,NL0012817175,0.99,archive
AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",2024-08-02,NL0000888691,0.93,archive
PostNL N.V.,GSA Capital Partners LLP,2024-08-02,NL0009739416,0.59,archive
Koninklijke Ahold Delhaize N.V.,Ilex Capital Partners (UK) LLP,2024-08-02,NL0011794037,0.5,archive
ArcelorMittal S.A.,Marshall Wace LLP,2024-08-02,LU1598757687,1.18,archive
Alfen N.V.,Millennium Capital Partners LLP,2024-08-02,NL0012817175,1.56,archive
