position_holder,net_short_position,position_date,isin,issuer_name,source
Marshall Wace LLP,0.93,2019-07-29,NL0011821392,Signify N.V.,archive
Millennium International Management LP,0.91,2019-07-29,NL0011821392,Signify N.V.,archive
"PDT Partners, LLC",0.49,2019-07-29,NL0011279492,Flow Traders Ltd.,archive
Sculptor Capital Management Europe Limited,2.0,2019-07-29,NL0000352565,Fugro N.V.,archive
"WorldQuant, LLC",0.78,2019-07-29,NL0000888691,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",0.48,2019-07-29,NL0012866412,BE Semiconductor Industries N.V.,archive
Adelphi Capital LLP,1.63,2019-07-26,NL0000289213,Wereldhave N.V.,archive
BlackRock Investment Management (UK) Limited,1.8,2019-07-26,NL0011821392,Signify N.V.,archive
Clearance Capital Limited,0.62,2019-07-26,NL0000288876,Eurocommercial Properties N.V.,archive
Marshall Wace LLP,3.51,2019-07-26,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,3.96,2019-07-26,NL0009739416,PostNL N.V.,archive
Marshall Wace LLP,0.58,2019-07-26,NL0013332471,TomTom N.V.,archive
Marshall Wace LLP,1.6,2019-07-26,NL0000289213,Wereldhave N.V.,archive
Millennium Capital Partners LLP,0.49,2019-07-26,NL0011821392,Signify N.V.,archive
Millennium International Management LP,1.0,2019-07-26,NL0011821392,Signify N.V.,archive
Millennium International Management LP,0.94,2019-07-26,NL0000289213,Wereldhave N.V.,archive
"Philadelphia Financial Management of San Francisco, LLC",0.64,2019-07-26,NL0011279492,Flow Traders Ltd.,archive
"WorldQuant, LLC",0.92,2019-07-26,NL0000888691,AMG Critical Materials N.V.,archive
BlackRock Investment Management (UK) Limited,0.0,2019-07-25,NL0012866412,BE Semiconductor Industries N.V.,archive
Bodenholm Capital AB,0.81,2019-07-25,NL0006237562,ARCADIS N.V.,archive
"Davidson Kempner European Partners, LLP",1.26,2019-07-25,NL0012866412,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,1.02,2019-07-25,NL0000888691,AMG Critical Materials N.V.,archive
Marshall Wace LLP,1.39,2019-07-25,NL0012866412,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,4.01,2019-07-25,NL0009739416,PostNL N.V.,archive
Marshall Wace LLP,1.59,2019-07-25,NL0000289213,Wereldhave N.V.,archive
Millennium Capital Partners LLP,0.64,2019-07-25,NL0011821392,Signify N.V.,archive
Polar Capital LLP,0.32,2019-07-25,NL0006237562,ARCADIS N.V.,archive
"WorldQuant, LLC",0.59,2019-07-25,NL0000352565,Fugro N.V.,archive
"AQR Capital Management, LLC",1.2,2019-07-24,NL0010558797,OCI N.V.,archive
"Arrowstreet Capital, Limited Partnership",1.11,2019-07-24,NL0000888691,AMG Critical Materials N.V.,archive
Capital Fund Management S.A.,0.5,2019-07-24,NL0000289213,Wereldhave N.V.,archive
"D. E. Shaw & Co., L.P.",0.7,2019-07-24,BE0003818359,Galapagos NV,archive
Dalton Strategic Partnership LLP,0.57,2019-07-24,NL0000337319,Koninklijke BAM Groep N.V.,archive
"Davidson Kempner European Partners, LLP",1.18,2019-07-24,NL0012866412,BE Semiconductor Industries N.V.,archive
ENA Investment Capital LLP,1.0,2019-07-24,NL0011821392,Signify N.V.,archive
Marshall Wace LLP,0.91,2019-07-24,NL0000888691,AMG Critical Materials N.V.,archive
Marshall Wace LLP,4.12,2019-07-24,NL0009739416,PostNL N.V.,archive
Marshall Wace LLP,0.61,2019-07-24,NL0013332471,TomTom N.V.,archive
"PDT Partners, LLC",0.81,2019-07-24,NL0000888691,AMG Critical Materials N.V.,archive
"PDT Partners, LLC",0.5,2019-07-24,NL0011279492,Flow Traders Ltd.,archive
"Philadelphia Financial Management of San Francisco, LLC",0.77,2019-07-24,NL0011279492,Flow Traders Ltd.,archive
Sculptor Capital Management Europe Limited,1.99,2019-07-24,NL0000352565,Fugro N.V.,archive
"WorldQuant, LLC",0.85,2019-07-24,NL0009739416,PostNL N.V.,archive
"AQR Capital Management, LLC",1.84,2019-07-23,BE0003818359,Galapagos NV,archive
B&G Master Fund Plc,0.91,2019-07-23,NL0000352565,Fugro N.V.,archive
"BlackRock Institutional Trust Company, National Association",1.17,2019-07-23,NL0000352565,Fugro N.V.,archive
Bodenholm Capital AB,0.53,2019-07-23,NL0006237562,ARCADIS N.V.,archive
HBK Investments LP,1.57,2019-07-23,NL0000352565,Fugro N.V.,archive
Jupiter Investment Management Limited,2.38,2019-07-23,NL0000888691,AMG Critical Materials N.V.,archive
Marshall Wace LLP,0.76,2019-07-23,NL0000888691,AMG Critical Materials N.V.,archive
Marshall Wace LLP,1.47,2019-07-23,NL0012866412,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,1.09,2019-07-23,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,4.2,2019-07-23,NL0009739416,PostNL N.V.,archive
Millennium International Management LP,1.0,2019-07-23,NL0000289213,Wereldhave N.V.,archive
Systematica Investments Limited,0.7,2019-07-23,NL0000352565,Fugro N.V.,archive
"WorldQuant, LLC",0.57,2019-07-23,NL0012866412,BE Semiconductor Industries N.V.,archive
"D. E. Shaw & Co., L.P.",0.6,2019-07-22,BE0003818359,Galapagos NV,archive
Marshall Wace LLP,0.58,2019-07-22,NL0011794037,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,0.59,2019-07-22,NL0013332471,TomTom N.V.,archive
Millennium International Management LP,0.38,2019-07-22,NL0000888691,AMG Critical Materials N.V.,archive
"PDT Partners, LLC",0.69,2019-07-22,NL0009739416,PostNL N.V.,archive
Sculptor Capital Management Europe Limited,2.01,2019-07-22,NL0000352565,Fugro N.V.,archive
"Woodson Capital Master Fund, LP",1.83,2019-07-22,NL0000289213,Wereldhave N.V.,archive
"WorldQuant, LLC",0.68,2019-07-22,NL0000352565,Fugro N.V.,archive
"Arrowstreet Capital, Limited Partnership",1.04,2019-07-19,NL0000888691,AMG Critical Materials N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",1.11,2019-07-19,NL0009739416,PostNL N.V.,archive
ENA Investment Capital LLP,1.21,2019-07-19,NL0011821392,Signify N.V.,archive
Marshall Wace LLP,1.55,2019-07-19,NL0012866412,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,0.89,2019-07-19,NL0011279492,Flow Traders Ltd.,archive
Marshall Wace LLP,0.56,2019-07-19,BE0003818359,Galapagos NV,archive
Marshall Wace LLP,4.37,2019-07-19,NL0009739416,PostNL N.V.,archive
Marshall Wace LLP,0.6,2019-07-19,NL0013332471,TomTom N.V.,archive
Millennium Capital Partners LLP,0.7,2019-07-19,NL0011821392,Signify N.V.,archive
Millennium International Management LP,0.5,2019-07-19,NL0000888691,AMG Critical Materials N.V.,archive
Millennium International Management LP,1.13,2019-07-19,NL0011821392,Signify N.V.,archive
"PDT Partners, LLC",0.7,2019-07-19,NL0009739416,PostNL N.V.,archive
Systematica Investments Limited,0.48,2019-07-19,NL0009739416,PostNL N.V.,archive
"WorldQuant, LLC",1.0,2019-07-19,NL0000888691,AMG Critical Materials N.V.,archive
HBK Investments LP,1.63,2019-07-18,NL0000352565,Fugro N.V.,archive
Lancaster Investment Management LLP,0.75,2019-07-18,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.91,2019-07-18,NL0011279492,Flow Traders Ltd.,archive
Marshall Wace LLP,0.59,2019-07-18,NL0013332471,TomTom N.V.,archive
Marshall Wace LLP,1.68,2019-07-18,NL0000289213,Wereldhave N.V.,archive
Millennium International Management LP,0.62,2019-07-18,NL0000888691,AMG Critical Materials N.V.,archive
Voleon Capital Management LP,0.49,2019-07-18,NL0009269109,Koninklijke Heijmans N.V.,archive
"Arrowstreet Capital, Limited Partnership",0.94,2019-07-17,NL0000888691,AMG Critical Materials N.V.,archive
B&G Master Fund Plc,0.8,2019-07-17,NL0000352565,Fugro N.V.,archive
Canada Pension Plan Investment Board,0.9,2019-07-17,NL0009739416,PostNL N.V.,archive
HBK Investments LP,1.59,2019-07-17,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,3.4,2019-07-17,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,0.69,2019-07-17,BE0003818359,Galapagos NV,archive
Marshall Wace LLP,0.66,2019-07-17,NL0011794037,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,1.11,2019-07-17,NL0000337319,Koninklijke BAM Groep N.V.,archive
Millennium International Management LP,0.78,2019-07-17,NL0000888691,AMG Critical Materials N.V.,archive
Systematica Investments Limited,0.56,2019-07-17,NL0009739416,PostNL N.V.,archive
"WorldQuant, LLC",0.75,2019-07-17,NL0000352565,Fugro N.V.,archive
BlackRock Investment Management (UK) Limited,1.7,2019-07-16,NL0011821392,Signify N.V.,archive
Marshall Wace LLP,1.68,2019-07-16,NL0012866412,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,0.83,2019-07-16,NL0011279492,Flow Traders Ltd.,archive
Marshall Wace LLP,0.59,2019-07-16,NL0011794037,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,4.49,2019-07-16,NL0009739416,PostNL N.V.,archive
Marshall Wace LLP,0.6,2019-07-16,NL0013332471,TomTom N.V.,archive
Millennium International Management LP,0.86,2019-07-16,NL0000888691,AMG Critical Materials N.V.,archive
"PDT Partners, LLC",0.79,2019-07-16,NL0000888691,AMG Critical Materials N.V.,archive
B&G Master Fund Plc,0.73,2019-07-15,NL0000352565,Fugro N.V.,archive
Canada Pension Plan Investment Board,0.82,2019-07-15,NL0009739416,PostNL N.V.,archive
HBK Investments LP,1.6,2019-07-15,NL0000352565,Fugro N.V.,archive
Lancaster Investment Management LLP,0.91,2019-07-15,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.71,2019-07-15,BE0003818359,Galapagos NV,archive
Marshall Wace LLP,4.58,2019-07-15,NL0009739416,PostNL N.V.,archive
Millennium International Management LP,0.99,2019-07-15,NL0000289213,Wereldhave N.V.,archive
"WorldQuant, LLC",0.91,2019-07-15,NL0000888691,AMG Critical Materials N.V.,archive
B&G Master Fund Plc,0.69,2019-07-12,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,0.72,2019-07-12,NL0011279492,Flow Traders Ltd.,archive
Marshall Wace LLP,1.07,2019-07-12,NL0000337319,Koninklijke BAM Groep N.V.,archive
Millennium International Management LP,0.98,2019-07-12,NL0000888691,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",0.87,2019-07-12,NL0000352565,Fugro N.V.,archive
"WorldQuant, LLC",0.9,2019-07-12,NL0009739416,PostNL N.V.,archive
BlackRock Investment Management (UK) Limited,0.84,2019-07-11,NL0012866412,BE Semiconductor Industries N.V.,archive
Citadel Europe LLP,0.76,2019-07-11,NL0000352565,Fugro N.V.,archive
HBK Investments LP,1.52,2019-07-11,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,0.61,2019-07-11,NL0000888691,AMG Critical Materials N.V.,archive
Marshall Wace LLP,1.79,2019-07-11,NL0012866412,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,3.38,2019-07-11,NL0000352565,Fugro N.V.,archive
Millennium Capital Partners LLP,0.44,2019-07-11,NL0000888691,AMG Critical Materials N.V.,archive
Millennium International Management LP,1.04,2019-07-11,NL0000888691,AMG Critical Materials N.V.,archive
"PDT Partners, LLC",0.83,2019-07-11,NL0000888691,AMG Critical Materials N.V.,archive
"Philadelphia Financial Management of San Francisco, LLC",0.9,2019-07-11,NL0011279492,Flow Traders Ltd.,archive
"WorldQuant, LLC",0.69,2019-07-11,NL0012866412,BE Semiconductor Industries N.V.,archive
"AQR Capital Management, LLC",1.72,2019-07-10,NL0000360618,SBM Offshore N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.48,2019-07-10,NL0009739416,PostNL N.V.,archive
BlackRock Investment Management (UK) Limited,0.66,2019-07-10,NL0012866412,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,1.81,2019-07-10,NL0012866412,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,0.69,2019-07-10,NL0011279492,Flow Traders Ltd.,archive
Marshall Wace LLP,3.43,2019-07-10,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,1.14,2019-07-10,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,1.79,2019-07-10,NL0000289213,Wereldhave N.V.,archive
Millennium International Management LP,1.0,2019-07-10,NL0011821392,Signify N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",1.49,2019-07-09,NL0000888691,AMG Critical Materials N.V.,archive
CQS (UK) LLP,0.49,2019-07-09,NL0012866412,BE Semiconductor Industries N.V.,archive
HBK Investments LP,1.79,2019-07-09,NL0000352565,Fugro N.V.,archive
HBK Investments LP,0.49,2019-07-09,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.57,2019-07-09,NL0011279492,Flow Traders Ltd.,archive
Marshall Wace LLP,1.21,2019-07-09,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.51,2019-07-09,NL0013332471,TomTom N.V.,archive
Millennium Capital Partners LLP,0.55,2019-07-09,NL0000888691,AMG Critical Materials N.V.,archive
Millennium International Management LP,1.17,2019-07-09,NL0000888691,AMG Critical Materials N.V.,archive
Sculptor Capital Management Europe Limited,1.91,2019-07-09,NL0000352565,Fugro N.V.,archive
"WorldQuant, LLC",0.94,2019-07-09,NL0000352565,Fugro N.V.,archive
B&G Master Fund Plc,0.7,2019-07-08,NL0000352565,Fugro N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",1.11,2019-07-08,NL0000289213,Wereldhave N.V.,archive
"Davidson Kempner European Partners, LLP",0.44,2019-07-08,NL0000337319,Koninklijke BAM Groep N.V.,archive
HBK Investments LP,0.5,2019-07-08,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.53,2019-07-08,NL0000888691,AMG Critical Materials N.V.,archive
Marshall Wace LLP,1.16,2019-07-08,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,4.67,2019-07-08,NL0009739416,PostNL N.V.,archive
Marshall Wace LLP,0.49,2019-07-08,NL0013332471,TomTom N.V.,archive
"WorldQuant, LLC",0.89,2019-07-08,NL0000352565,Fugro N.V.,archive
"WorldQuant, LLC",0.82,2019-07-08,NL0009739416,PostNL N.V.,archive
AXA Investment Managers Chorus Limited,0.45,2019-07-05,NL0009739416,PostNL N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",1.08,2019-07-05,NL0000289213,Wereldhave N.V.,archive
Marshall Wace LLP,4.7,2019-07-05,NL0009739416,PostNL N.V.,archive
AHL Partners LLP,1.96,2019-07-04,NL0009739416,PostNL N.V.,archive
B&G Master Fund Plc,0.68,2019-07-04,NL0000352565,Fugro N.V.,archive
Citadel Advisors LLC,0.49,2019-07-04,BE0003818359,Galapagos NV,archive
"Connor, Clark & Lunn Investment Management Ltd.",1.02,2019-07-04,NL0009739416,PostNL N.V.,archive
Lansdowne Partners (UK) LLP,0.47,2019-07-04,NL0011821392,Signify N.V.,archive
Marshall Wace LLP,1.79,2019-07-04,NL0012866412,BE Semiconductor Industries N.V.,archive
Millennium Capital Partners LLP,0.62,2019-07-04,NL0011821392,Signify N.V.,archive
Millennium International Management LP,0.91,2019-07-04,NL0011821392,Signify N.V.,archive
Voleon Capital Management LP,0.49,2019-07-04,NL0009739416,PostNL N.V.,archive
"WorldQuant, LLC",0.95,2019-07-04,NL0000352565,Fugro N.V.,archive
AHL Partners LLP,1.78,2019-07-03,NL0000888691,AMG Critical Materials N.V.,archive
AXA Investment Managers Chorus Limited,0.56,2019-07-03,NL0009739416,PostNL N.V.,archive
B&G Master Fund Plc,0.7,2019-07-03,NL0000352565,Fugro N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.49,2019-07-03,NL0012866412,BE Semiconductor Industries N.V.,archive
"D. E. Shaw & Co., L.P.",0.68,2019-07-03,NL0000289213,Wereldhave N.V.,archive
ENA Investment Capital LLP,1.39,2019-07-03,NL0011821392,Signify N.V.,archive
HBK Investments LP,1.62,2019-07-03,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,4.85,2019-07-03,NL0009739416,PostNL N.V.,archive
Numeric Investors LLC,0.5,2019-07-03,NL0009739416,PostNL N.V.,archive
"WorldQuant, LLC",0.7,2019-07-03,NL0012866412,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",1.0,2019-07-03,NL0000352565,Fugro N.V.,archive
AHL Partners LLP,2.01,2019-07-02,NL0009739416,PostNL N.V.,archive
"AQR Capital Management, LLC",1.5,2019-07-02,NL0009432491,Koninklijke Vopak N.V.,archive
"AQR Capital Management, LLC",1.1,2019-07-02,NL0010558797,OCI N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.48,2019-07-02,NL0009432491,Koninklijke Vopak N.V.,archive
Citadel Advisors LLC,0.56,2019-07-02,BE0003818359,Galapagos NV,archive
"D. E. Shaw & Co., L.P.",0.7,2019-07-02,NL0000289213,Wereldhave N.V.,archive
HBK Investments LP,1.57,2019-07-02,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,4.79,2019-07-02,NL0009739416,PostNL N.V.,archive
Marshall Wace LLP,1.82,2019-07-02,NL0000289213,Wereldhave N.V.,archive
Millennium International Management LP,1.07,2019-07-02,NL0000289213,Wereldhave N.V.,archive
Sculptor Capital Management Europe Limited,1.8,2019-07-02,NL0000352565,Fugro N.V.,archive
TT International,0.79,2019-07-02,NL0010391025,Pharming Group N.V.,archive
Voleon Capital Management LP,0.53,2019-07-02,NL0009739416,PostNL N.V.,archive
"WorldQuant, LLC",0.99,2019-07-02,NL0000352565,Fugro N.V.,archive
"D. E. Shaw & Co., L.P.",0.69,2019-07-01,NL0000289213,Wereldhave N.V.,archive
ENA Investment Capital LLP,1.58,2019-07-01,NL0011821392,Signify N.V.,archive
Engadine Partners LLP,0.37,2019-07-01,NL0006237562,ARCADIS N.V.,archive
HBK Investments LP,1.49,2019-07-01,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,1.82,2019-07-01,NL0012866412,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,0.48,2019-07-01,NL0011279492,Flow Traders Ltd.,archive
Marshall Wace LLP,0.59,2019-07-01,NL0013332471,TomTom N.V.,archive
Millennium International Management LP,1.23,2019-07-01,NL0000888691,AMG Critical Materials N.V.,archive
Millennium International Management LP,0.82,2019-07-01,NL0011821392,Signify N.V.,archive
"Philadelphia Financial Management of San Francisco, LLC",0.75,2019-07-01,NL0011279492,Flow Traders Ltd.,archive
Systematica Investments Limited,0.63,2019-07-01,NL0009739416,PostNL N.V.,archive
Wellington Management Company LLP,0.46,2019-07-01,NL0000289213,Wereldhave N.V.,archive
"WorldQuant, LLC",0.69,2019-07-01,NL0012866412,BE Semiconductor Industries N.V.,archive
Capital Fund Management S.A.,1.68,2019-06-28,NL0009739416,PostNL N.V.,archive
ENA Investment Capital LLP,1.74,2019-06-28,NL0011821392,Signify N.V.,archive
Marshall Wace LLP,1.74,2019-06-28,NL0012866412,BE Semiconductor Industries N.V.,archive
Millennium International Management LP,0.79,2019-06-28,NL0011821392,Signify N.V.,archive
Scopia Capital Management LP,3.18,2019-06-28,NL0012866412,BE Semiconductor Industries N.V.,archive
Voleon Capital Management LP,0.59,2019-06-28,NL0009269109,Koninklijke Heijmans N.V.,archive
AHL Partners LLP,1.96,2019-06-27,NL0009739416,PostNL N.V.,archive
"BlackRock Institutional Trust Company, National Association",1.22,2019-06-27,NL0000352565,Fugro N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",1.1,2019-06-27,NL0000289213,Wereldhave N.V.,archive
Marshall Wace LLP,0.5,2019-06-27,NL0011279492,Flow Traders Ltd.,archive
Marshall Wace LLP,3.57,2019-06-27,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,1.0,2019-06-27,BE0003818359,Galapagos NV,archive
Marshall Wace LLP,1.71,2019-06-27,NL0000289213,Wereldhave N.V.,archive
Millennium International Management LP,1.19,2019-06-27,NL0000888691,AMG Critical Materials N.V.,archive
Millennium International Management LP,0.8,2019-06-27,NL0011821392,Signify N.V.,archive
Numeric Investors LLC,0.42,2019-06-27,NL0000888691,AMG Critical Materials N.V.,archive
Pictet Asset Management Limited,1.21,2019-06-27,NL0010391025,Pharming Group N.V.,archive
Scopia Capital Management LP,3.25,2019-06-27,NL0012866412,BE Semiconductor Industries N.V.,archive
Sculptor Capital Management Europe Limited,1.79,2019-06-27,NL0000352565,Fugro N.V.,archive
Voleon Capital Management LP,0.49,2019-06-27,NL0009739416,PostNL N.V.,archive
"WorldQuant, LLC",0.8,2019-06-27,NL0000888691,AMG Critical Materials N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.5,2019-06-26,NL0009432491,Koninklijke Vopak N.V.,archive
ENA Investment Capital LLP,1.51,2019-06-26,NL0011821392,Signify N.V.,archive
HBK Investments LP,1.52,2019-06-26,NL0000352565,Fugro N.V.,archive
Millennium International Management LP,1.2,2019-06-26,NL0000888691,AMG Critical Materials N.V.,archive
Millennium International Management LP,1.1,2019-06-26,NL0000289213,Wereldhave N.V.,archive
"PDT Partners, LLC",0.78,2019-06-26,NL0000888691,AMG Critical Materials N.V.,archive
Systematica Investments Limited,0.66,2019-06-26,NL0000352565,Fugro N.V.,archive
Wellington Management Company LLP,0.79,2019-06-26,NL0000289213,Wereldhave N.V.,archive
AHL Partners LLP,2.02,2019-06-25,NL0009739416,PostNL N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.9,2019-06-25,NL0009739416,PostNL N.V.,archive
