position_holder,issuer_name,net_short_position,position_date,isin,source
Millennium Capital Partners LLP,Alfen N.V.,1.47,2024-10-08,NL0012817175,archive
Millennium International Management LP,Alfen N.V.,1.61,2024-10-08,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,1.38,2024-10-08,NL0012817175,archive
Citadel Securities (Europe) Limited,Alfen N.V.,0.41,2024-10-07,NL0012817175,archive
"Cubist Systematic Strategies, LLC",Alfen N.V.,0.45,2024-10-07,NL0012817175,archive
Millennium International Management LP,Pharming Group N.V.,1.89,2024-10-07,NL0010391025,archive
Otus Capital Management Ltd.,TomTom N.V.,0.67,2024-10-07,NL0013332471,archive
Qube Research & Technologies Ltd.,Alfen N.V.,1.27,2024-10-07,NL0012817175,archive
TFG Asset Management UK LLP,Fugro N.V.,0.6,2024-10-07,NL0000352565,archive
AKO Capital LLP,Akzo Nobel N.V.,1.22,2024-10-04,NL0013267909,archive
BlackRock Investment Management (UK) Limited,Signify N.V.,0.22,2024-10-04,NL0011821392,archive
Citadel Advisors LLC,Pharming Group N.V.,0.47,2024-10-04,NL0010391025,archive
"Cubist Systematic Strategies, LLC",Alfen N.V.,0.54,2024-10-04,NL0012817175,archive
Qube Research & Technologies Ltd.,Avantium N.V.,0.88,2024-10-04,NL0012047823,archive
Qube Research & Technologies Ltd.,Flow Traders Ltd.,1.84,2024-10-04,BMG3602E1084,archive
BlackRock Investment Management (UK) Limited,Signify N.V.,0.53,2024-10-03,NL0011821392,archive
Citadel Advisors LLC,Alfen N.V.,1.4,2024-10-03,NL0012817175,archive
Millennium Capital Partners LLP,Alfen N.V.,1.57,2024-10-03,NL0012817175,archive
Millennium International Management LP,Alfen N.V.,1.59,2024-10-03,NL0012817175,archive
"PDT Partners, LLC",AMG Critical Materials N.V.,0.5,2024-10-03,NL0000888691,archive
Qube Research & Technologies Ltd.,Alfen N.V.,1.44,2024-10-03,NL0012817175,archive
Qube Research & Technologies Ltd.,Flow Traders Ltd.,1.79,2024-10-03,BMG3602E1084,archive
Qube Research & Technologies Ltd.,OCI N.V.,0.8,2024-10-03,NL0010558797,archive
Wellington Management International Ltd.,Basic-Fit N.V.,0.53,2024-10-03,NL0011872650,archive
BlackRock Investment Management (UK) Limited,Signify N.V.,0.6,2024-10-02,NL0011821392,archive
"Cubist Systematic Strategies, LLC",Alfen N.V.,0.6,2024-10-02,NL0012817175,archive
Marshall Wace LLP,Akzo Nobel N.V.,0.72,2024-10-02,NL0013267909,archive
Qube Research & Technologies Ltd.,Flow Traders Ltd.,1.8,2024-10-02,BMG3602E1084,archive
Qube Research & Technologies Ltd.,OCI N.V.,0.79,2024-10-02,NL0010558797,archive
Balyasny Asset Management (UK) LLP,Fugro N.V.,0.65,2024-10-01,NL00150003E1,archive
Citadel Advisors LLC,Alfen N.V.,1.3,2024-10-01,NL0012817175,archive
"Cubist Systematic Strategies, LLC",Alfen N.V.,0.55,2024-10-01,NL0012817175,archive
Marshall Wace LLP,Koninklijke KPN N.V.,1.1,2024-10-01,NL0000009082,archive
Millennium Capital Partners LLP,Aperam S.A.,0.58,2024-10-01,LU0569974404,archive
Millennium International Management LP,Alfen N.V.,1.62,2024-10-01,NL0012817175,archive
Millennium International Management LP,Pharming Group N.V.,1.9,2024-10-01,NL0010391025,archive
Qube Research & Technologies Ltd.,Alfen N.V.,1.2,2024-10-01,NL0012817175,archive
Qube Research & Technologies Ltd.,Basic-Fit N.V.,1.0,2024-10-01,NL0011872650,archive
Qube Research & Technologies Ltd.,OCI N.V.,0.8,2024-10-01,NL0010558797,archive
Wellington Management International Ltd.,Basic-Fit N.V.,0.68,2024-10-01,NL0011872650,archive
"Arrowstreet Capital, Limited Partnership",Alfen N.V.,1.9,2024-09-30,NL0012817175,archive
"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.72,2024-09-30,NL0010391025,archive
"Connor, Clark & Lunn Investment Management Ltd.",Alfen N.V.,0.89,2024-09-30,NL0012817175,archive
Millennium Capital Partners LLP,Alfen N.V.,1.69,2024-09-30,NL0012817175,archive
Millennium Capital Partners LLP,Aperam S.A.,0.6,2024-09-30,LU0569974404,archive
Millennium International Management LP,Alfen N.V.,1.59,2024-09-30,NL0012817175,archive
"PDT Partners, LLC",Flow Traders Ltd.,0.48,2024-09-30,BMG3602E1084,archive
Qube Research & Technologies Ltd.,Alfen N.V.,1.12,2024-09-30,NL0012817175,archive
Qube Research & Technologies Ltd.,OCI N.V.,0.79,2024-09-30,NL0010558797,archive
AKO Capital LLP,Akzo Nobel N.V.,1.38,2024-09-27,NL0013267909,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,0.42,2024-09-27,NL0000888691,archive
Citadel Advisors LLC,Alfen N.V.,1.29,2024-09-27,NL0012817175,archive
Citadel Advisors LLC,Pharming Group N.V.,0.52,2024-09-27,NL0010391025,archive
Citadel Securities (Europe) Limited,Pharming Group N.V.,0.33,2024-09-27,NL0010391025,archive
Marshall Wace LLP,AMG Critical Materials N.V.,1.18,2024-09-27,NL0000888691,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.45,2024-09-27,LU1598757687,archive
Millennium Capital Partners LLP,Aperam S.A.,0.49,2024-09-27,LU0569974404,archive
Qube Research & Technologies Ltd.,Aperam S.A.,0.51,2024-09-27,LU0569974404,archive
Qube Research & Technologies Ltd.,OCI N.V.,0.82,2024-09-27,NL0010558797,archive
SIH Partners LLLP,ARCADIS N.V.,0.34,2024-09-27,NL0006237562,archive
Teacher Retirement System of Texas,Alfen N.V.,0.59,2024-09-27,NL0012817175,archive
AKO Capital LLP,Akzo Nobel N.V.,1.48,2024-09-26,NL0013267909,archive
"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.65,2024-09-26,NL0010391025,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,0.54,2024-09-26,NL0000888691,archive
Citadel Advisors LLC,Alfen N.V.,1.46,2024-09-26,NL0012817175,archive
Citadel Securities (Europe) Limited,Alfen N.V.,0.58,2024-09-26,NL0012817175,archive
Citadel Securities (Europe) Limited,Avantium N.V.,0.46,2024-09-26,NL0012047823,archive
Citadel Securities (Europe) Limited,Ebusco Holding N.V.,0.56,2024-09-26,NL0015000CZ2,archive
Citadel Securities (Europe) Limited,Pharming Group N.V.,0.66,2024-09-26,NL0010391025,archive
Millennium Capital Partners LLP,Alfen N.V.,1.75,2024-09-26,NL0012817175,archive
Millennium Capital Partners LLP,Aperam S.A.,0.51,2024-09-26,LU0569974404,archive
"PDT Partners, LLC",Alfen N.V.,1.86,2024-09-26,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,0.92,2024-09-26,NL0012817175,archive
Qube Research & Technologies Ltd.,Basic-Fit N.V.,0.96,2024-09-26,NL0011872650,archive
Qube Research & Technologies Ltd.,PostNL N.V.,0.97,2024-09-26,NL0009739416,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,0.6,2024-09-25,NL0000888691,archive
Marshall Wace LLP,Akzo Nobel N.V.,0.6,2024-09-25,NL0013267909,archive
Marshall Wace LLP,AMG Critical Materials N.V.,1.29,2024-09-25,NL0000888691,archive
Qube Research & Technologies Ltd.,Alfen N.V.,1.48,2024-09-25,NL0012817175,archive
Qube Research & Technologies Ltd.,OCI N.V.,0.96,2024-09-25,NL0010558797,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.49,2024-09-25,NL0012866412,archive
BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,1.19,2024-09-24,NL0011872650,archive
Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,0.42,2024-09-24,NL00150002Q7,archive
Millennium International Management LP,Alfen N.V.,1.63,2024-09-24,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,1.64,2024-09-24,NL0012817175,archive
Qube Research & Technologies Ltd.,Aperam S.A.,0.47,2024-09-24,LU0569974404,archive
SIH Partners LLLP,ARCADIS N.V.,0.69,2024-09-24,NL0006237562,archive
Citadel Advisors LLC,Alfen N.V.,1.55,2024-09-23,NL0012817175,archive
Citadel Securities (Europe) Limited,Alfen N.V.,0.73,2024-09-23,NL0012817175,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.59,2024-09-23,LU1598757687,archive
Millennium Capital Partners LLP,Alfen N.V.,1.89,2024-09-23,NL0012817175,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,0.57,2024-09-20,NL0000888691,archive
Citadel Advisors LLC,Alfen N.V.,1.6,2024-09-20,NL0012817175,archive
Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,0.5,2024-09-20,NL00150002Q7,archive
Marshall Wace LLP,PostNL N.V.,0.79,2024-09-20,NL0009739416,archive
Millennium Capital Partners LLP,Alfen N.V.,1.9,2024-09-20,NL0012817175,archive
Millennium International Management LP,Pharming Group N.V.,1.82,2024-09-20,NL0010391025,archive
Qube Research & Technologies Ltd.,Alfen N.V.,1.87,2024-09-20,NL0012817175,archive
Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2.1,2024-09-20,NL0000888691,archive
Qube Research & Technologies Ltd.,Avantium N.V.,0.9,2024-09-20,NL0012047823,archive
Qube Research & Technologies Ltd.,Basic-Fit N.V.,1.01,2024-09-20,NL0011872650,archive
Qube Research & Technologies Ltd.,Flow Traders Ltd.,1.78,2024-09-20,BMG3602E1084,archive
Qube Research & Technologies Ltd.,PostNL N.V.,1.01,2024-09-20,NL0009739416,archive
Qube Research & Technologies Ltd.,TomTom N.V.,0.52,2024-09-20,NL0013332471,archive
SIH Partners LLLP,ARCADIS N.V.,0.72,2024-09-20,NL0006237562,archive
"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.5,2024-09-19,NL0010391025,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,0.46,2024-09-19,NL0000888691,archive
Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,0.49,2024-09-19,NL00150002Q7,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.66,2024-09-19,LU1598757687,archive
Millennium Capital Partners LLP,Alfen N.V.,1.88,2024-09-19,NL0012817175,archive
Millennium International Management LP,Alfen N.V.,1.57,2024-09-19,NL0012817175,archive
"PDT Partners, LLC",Alfen N.V.,1.91,2024-09-19,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,1.17,2024-09-19,NL0012817175,archive
Qube Research & Technologies Ltd.,TomTom N.V.,0.48,2024-09-19,NL0013332471,archive
SIH Partners LLLP,ARCADIS N.V.,1.11,2024-09-19,NL0006237562,archive
Acadian Asset Management LLC.,AMG Critical Materials N.V.,0.6,2024-09-18,NL0000888691,archive
Citadel Advisors LLC,Alfen N.V.,1.5,2024-09-18,NL0012817175,archive
Citadel Securities (Europe) Limited,Alfen N.V.,0.68,2024-09-18,NL0012817175,archive
JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,0.7,2024-09-18,NL0011872650,archive
Marshall Wace LLP,AMG Critical Materials N.V.,1.31,2024-09-18,NL0000888691,archive
Millennium Capital Partners LLP,Alfen N.V.,1.94,2024-09-18,NL0012817175,archive
Millennium International Management LP,Alfen N.V.,1.66,2024-09-18,NL0012817175,archive
"PDT Partners, LLC",Alfen N.V.,1.88,2024-09-18,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,1.3,2024-09-18,NL0012817175,archive
Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2.01,2024-09-18,NL0000888691,archive
SIH Partners LLLP,ARCADIS N.V.,0.51,2024-09-18,NL0006237562,archive
"AQR Capital Management, LLC",AMG Critical Materials N.V.,0.7,2024-09-17,NL0000888691,archive
BlackRock Investment Management (UK) Limited,Corbion N.V.,0.44,2024-09-17,NL0010583399,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,0.5,2024-09-17,NL0000888691,archive
Citadel Advisors LLC,Alfen N.V.,1.42,2024-09-17,NL0012817175,archive
Millennium International Management LP,Alfen N.V.,1.7,2024-09-17,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,1.42,2024-09-17,NL0012817175,archive
SIH Partners LLLP,Alfen N.V.,0.31,2024-09-17,NL0012817175,archive
SIH Partners LLLP,ARCADIS N.V.,1.0,2024-09-17,NL0006237562,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,0.63,2024-09-16,NL0000888691,archive
Citadel Advisors LLC,Alfen N.V.,1.54,2024-09-16,NL0012817175,archive
"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.88,2024-09-16,NL0000888691,archive
Millennium International Management LP,Alfen N.V.,2.1,2024-09-16,NL0012817175,archive
"PDT Partners, LLC",Alfen N.V.,1.91,2024-09-16,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,1.7,2024-09-16,NL0012817175,archive
Systematica Investments Limited,Alfen N.V.,0.45,2024-09-16,NL0012817175,archive
Voleon Capital Management LP,Vivoryon Therapeutics N.V.,0.49,2024-09-16,NL00150002Q7,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.5,2024-09-16,NL0012866412,archive
Citadel Advisors LLC,Alfen N.V.,1.43,2024-09-13,NL0012817175,archive
Millennium International Management LP,Alfen N.V.,2.07,2024-09-13,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,1.62,2024-09-13,NL0012817175,archive
Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,1.98,2024-09-13,NL0000888691,archive
Qube Research & Technologies Ltd.,Basic-Fit N.V.,0.99,2024-09-13,NL0011872650,archive
Qube Research & Technologies Ltd.,PostNL N.V.,0.99,2024-09-13,NL0009739416,archive
SIH Partners LLLP,Alfen N.V.,0.5,2024-09-13,NL0012817175,archive
SIH Partners LLLP,ARCADIS N.V.,1.24,2024-09-13,NL0006237562,archive
"Arrowstreet Capital, Limited Partnership",Lakefront Biotherapeutics NV,1.27,2024-09-12,BE0003818359,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,0.74,2024-09-12,NL0000888691,archive
Citadel Advisors LLC,Alfen N.V.,1.5,2024-09-12,NL0012817175,archive
Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,0.51,2024-09-12,NL00150002Q7,archive
"Connor, Clark & Lunn Investment Management Ltd.",Alfen N.V.,0.96,2024-09-12,NL0012817175,archive
"Cubist Systematic Strategies, LLC",Alfen N.V.,0.43,2024-09-12,NL0012817175,archive
Millennium International Management LP,Alfen N.V.,2.1,2024-09-12,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,1.95,2024-09-12,NL0012817175,archive
SIH Partners LLLP,ARCADIS N.V.,1.13,2024-09-12,NL0006237562,archive
Voleon Capital Management LP,Vivoryon Therapeutics N.V.,0.57,2024-09-12,NL00150002Q7,archive
"AQR Capital Management, LLC",ASR Nederland N.V.,0.7,2024-09-11,NL0011872643,archive
BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,1.26,2024-09-11,NL0011872650,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,0.89,2024-09-11,NL0000888691,archive
Citadel Advisors LLC,Alfen N.V.,1.47,2024-09-11,NL0012817175,archive
Marshall Wace LLP,AMG Critical Materials N.V.,1.25,2024-09-11,NL0000888691,archive
Marshall Wace LLP,PostNL N.V.,0.88,2024-09-11,NL0009739416,archive
Millennium International Management LP,Alfen N.V.,2.07,2024-09-11,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2.12,2024-09-11,NL0012817175,archive
Qube Research & Technologies Ltd.,PostNL N.V.,1.0,2024-09-11,NL0009739416,archive
Systematica Investments Limited,Alfen N.V.,0.5,2024-09-11,NL0012817175,archive
TFG Asset Management UK LLP,Fugro N.V.,0.57,2024-09-11,NL0000352565,archive
Voleon Capital Management LP,Vivoryon Therapeutics N.V.,0.77,2024-09-11,NL00150002Q7,archive
Acadian Asset Management LLC.,AMG Critical Materials N.V.,0.52,2024-09-10,NL0000888691,archive
BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,1.42,2024-09-10,NL0011872650,archive
Citadel Advisors LLC,Alfen N.V.,1.52,2024-09-10,NL0012817175,archive
Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,0.7,2024-09-10,NL00150002Q7,archive
"Cubist Systematic Strategies, LLC",Alfen N.V.,0.58,2024-09-10,NL0012817175,archive
Millennium Capital Partners LLP,Alfen N.V.,2.01,2024-09-10,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2.2,2024-09-10,NL0012817175,archive
Qube Research & Technologies Ltd.,TomTom N.V.,0.51,2024-09-10,NL0013332471,archive
SIH Partners LLLP,Alfen N.V.,0.61,2024-09-10,NL0012817175,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,0.92,2024-09-09,NL0000888691,archive
"Cubist Systematic Strategies, LLC",Alfen N.V.,0.65,2024-09-09,NL0012817175,archive
GSA Capital Partners LLP,PostNL N.V.,0.49,2024-09-09,NL0009739416,archive
Marshall Wace LLP,Akzo Nobel N.V.,0.5,2024-09-09,NL0013267909,archive
Millennium International Management LP,Alfen N.V.,1.93,2024-09-09,NL0012817175,archive
Millennium International Management LP,Pharming Group N.V.,1.72,2024-09-09,NL0010391025,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2.18,2024-09-09,NL0012817175,archive
Qube Research & Technologies Ltd.,Flow Traders Ltd.,1.89,2024-09-09,BMG3602E1084,archive
Qube Research & Technologies Ltd.,PostNL N.V.,0.99,2024-09-09,NL0009739416,archive
SIH Partners LLLP,ARCADIS N.V.,0.99,2024-09-09,NL0006237562,archive
"AQR Capital Management, LLC",AMG Critical Materials N.V.,0.6,2024-09-06,NL0000888691,archive
"Arrowstreet Capital, Limited Partnership",Alfen N.V.,1.82,2024-09-06,NL0012817175,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,1.03,2024-09-06,NL0000888691,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.78,2024-09-06,LU1598757687,archive
Millennium Capital Partners LLP,Alfen N.V.,1.92,2024-09-06,NL0012817175,archive
Millennium International Management LP,Alfen N.V.,1.86,2024-09-06,NL0012817175,archive
Qube Research & Technologies Ltd.,OCI N.V.,1.0,2024-09-06,NL0010558797,archive
Qube Research & Technologies Ltd.,PostNL N.V.,1.01,2024-09-06,NL0009739416,archive
SIH Partners LLLP,ARCADIS N.V.,0.81,2024-09-06,NL0006237562,archive
Citadel Advisors LLC,Alfen N.V.,1.47,2024-09-05,NL0012817175,archive
"Connor, Clark & Lunn Investment Management Ltd.",Alfen N.V.,1.0,2024-09-05,NL0012817175,archive
Marshall Wace LLP,TomTom N.V.,0.49,2024-09-05,NL0013332471,archive
Millennium International Management LP,Alfen N.V.,1.9,2024-09-05,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2.27,2024-09-05,NL0012817175,archive
Qube Research & Technologies Ltd.,PostNL N.V.,0.98,2024-09-05,NL0009739416,archive
SIH Partners LLLP,Alfen N.V.,0.5,2024-09-05,NL0012817175,archive
SIH Partners LLLP,ARCADIS N.V.,0.91,2024-09-05,NL0006237562,archive
Voleon Capital Management LP,Vivoryon Therapeutics N.V.,0.87,2024-09-05,NL00150002Q7,archive
Citadel Advisors LLC,Alfen N.V.,1.38,2024-09-04,NL0012817175,archive
Citadel Securities (Europe) Limited,Avantium N.V.,0.53,2024-09-04,NL0012047823,archive
Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,0.63,2024-09-04,NL00150002Q7,archive
"Cubist Systematic Strategies, LLC",Alfen N.V.,0.72,2024-09-04,NL0012817175,archive
Marshall Wace LLP,Koninklijke KPN N.V.,1.0,2024-09-04,NL0000009082,archive
Millennium Capital Partners LLP,Alfen N.V.,1.82,2024-09-04,NL0012817175,archive
Millennium International Management LP,Alfen N.V.,1.85,2024-09-04,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2.33,2024-09-04,NL0012817175,archive
SIH Partners LLLP,ARCADIS N.V.,0.73,2024-09-04,NL0006237562,archive
Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,0.51,2024-09-03,NL00150002Q7,archive
"Cubist Systematic Strategies, LLC",Alfen N.V.,0.63,2024-09-03,NL0012817175,archive
Millennium International Management LP,Alfen N.V.,1.79,2024-09-03,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2.42,2024-09-03,NL0012817175,archive
Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2.04,2024-09-03,NL0000888691,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,0.95,2024-09-02,NL0000888691,archive
Citadel Securities (Europe) Limited,Ebusco Holding N.V.,0.69,2024-09-02,NL0015000CZ2,archive
Marshall Wace LLP,AMG Critical Materials N.V.,1.38,2024-09-02,NL0000888691,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.89,2024-09-02,LU1598757687,archive
Millennium Capital Partners LLP,Alfen N.V.,1.73,2024-09-02,NL0012817175,archive
"PDT Partners, LLC",Alfen N.V.,1.8,2024-09-02,NL0012817175,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2.34,2024-09-02,NL0012817175,archive
Qube Research & Technologies Ltd.,OCI N.V.,0.92,2024-09-02,NL0010558797,archive
Qube Research & Technologies Ltd.,PostNL N.V.,1.0,2024-09-02,NL0009739416,archive
AKO Capital LLP,Akzo Nobel N.V.,1.51,2024-08-30,NL0013267909,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,0.48,2024-08-30,NL0000360618,archive
Balyasny Asset Management (UK) LLP,SBM Offshore N.V.,0.67,2024-08-30,NL0000360618,archive
Citadel Securities (Europe) Limited,Alfen N.V.,0.75,2024-08-30,NL0012817175,archive
"Cubist Systematic Strategies, LLC",Alfen N.V.,0.5,2024-08-30,NL0012817175,archive
Franklin Templeton Investment Management Limited,TomTom N.V.,0.44,2024-08-30,NL0013332471,archive
