net_short_position,issuer_name,position_holder,isin,position_date,source
0.54,Signify N.V.,Millennium International Management LP,NL0011821392,2026-03-20,archive
0.46,Randstad N.V.,"Point72 Europe (London), LLP",NL0000379121,2026-03-20,archive
0.49,Alfen N.V.,Tudor Capital Europe LLP,NL0012817175,2026-03-20,archive
0.59,Akzo Nobel N.V.,Marshall Wace LLP,NL0013267909,2026-03-19,archive
0.52,The Magnum Ice Cream Company N.V.,Qube Research & Technologies Ltd.,NL0015002MS2,2026-03-19,archive
1.29,Avantium N.V.,Voleon Capital Management LP,NL0015002IE0,2026-03-19,archive
0.4,Signify N.V.,"BlackRock Financial Management, Inc.",NL0011821392,2026-03-18,archive
0.48,BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,NL0012866412,2026-03-18,archive
0.47,Koninklijke KPN N.V.,Citadel Advisors LLC,NL0000009082,2026-03-18,archive
0.49,Envipco Holding N.V.,Citadel Securities (Europe) Limited,NL0015000GX8,2026-03-18,archive
0.48,TomTom N.V.,Marshall Wace LLP,NL0013332471,2026-03-18,archive
0.6,NSI N.V.,Millennium International Management LP,NL0012365084,2026-03-18,archive
0.52,Alfen N.V.,Qube Research & Technologies Ltd.,NL0012817175,2026-03-18,archive
1.43,Avantium N.V.,Voleon Capital Management LP,NL0015002IE0,2026-03-18,archive
0.79,Signify N.V.,"BlackRock Financial Management, Inc.",NL0011821392,2026-03-17,archive
0.57,BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,NL0012866412,2026-03-17,archive
0.48,Fugro N.V.,Millennium International Management LP,NL00150003E1,2026-03-17,archive
0.49,ArcelorMittal S.A.,"Two Sigma Investments, LP",LU1598757687,2026-03-17,archive
0.8,Signify N.V.,"BlackRock Financial Management, Inc.",NL0011821392,2026-03-16,archive
0.61,IMCD N.V.,Citadel Advisors LLC,NL0010801007,2026-03-16,archive
0.49,Adyen N.V.,"D. E. Shaw & Co., L.P.",NL0012969182,2026-03-16,archive
0.4,IMCD N.V.,Marshall Wace LLP,NL0010801007,2026-03-16,archive
0.52,NSI N.V.,Millennium International Management LP,NL0012365084,2026-03-16,archive
0.77,Galapagos NV,"Arrowstreet Capital, Limited Partnership",BE0003818359,2026-03-13,archive
0.56,IMCD N.V.,Citadel Advisors LLC,NL0010801007,2026-03-13,archive
0.5,Randstad N.V.,Citadel Advisors LLC,NL0000379121,2026-03-13,archive
0.59,IMCD N.V.,Marshall Wace LLP,NL0010801007,2026-03-13,archive
0.5,Koninklijke Heijmans N.V.,Marshall Wace LLP,NL0009269109,2026-03-13,archive
0.55,Fugro N.V.,Millennium International Management LP,NL00150003E1,2026-03-13,archive
0.75,Pharming Group N.V.,Millennium International Management LP,NL0010391025,2026-03-13,archive
1.56,Avantium N.V.,Voleon Capital Management LP,NL0015002IE0,2026-03-13,archive
0.44,Pharming Group N.V.,Capital Fund Management S.A.,NL0010391025,2026-03-12,archive
0.46,Envipco Holding N.V.,Citadel Advisors LLC,NL0015000GX8,2026-03-12,archive
0.69,Pharming Group N.V.,Millennium International Management LP,NL0010391025,2026-03-12,archive
0.48,Aperam S.A.,Capital Fund Management S.A.,LU0569974404,2026-03-11,archive
0.5,Pharming Group N.V.,Capital Fund Management S.A.,NL0010391025,2026-03-11,archive
0.5,Envipco Holding N.V.,Citadel Advisors LLC,NL0015000GX8,2026-03-11,archive
0.64,IMCD N.V.,Citadel Advisors LLC,NL0010801007,2026-03-11,archive
0.58,Koninklijke KPN N.V.,Citadel Advisors LLC,NL0000009082,2026-03-11,archive
0.56,Envipco Holding N.V.,Citadel Securities (Europe) Limited,NL0015000GX8,2026-03-11,archive
0.63,Akzo Nobel N.V.,Marshall Wace LLP,NL0013267909,2026-03-11,archive
0.58,TomTom N.V.,Marshall Wace LLP,NL0013332471,2026-03-11,archive
0.51,Randstad N.V.,"Point72 Europe (London), LLP",NL0000379121,2026-03-11,archive
0.48,Akzo Nobel N.V.,Albar Capital Partners LLP,NL0013267909,2026-03-10,archive
0.47,Akzo Nobel N.V.,BlackRock Investment Management (UK) Limited,NL0013267909,2026-03-10,archive
0.5,Aperam S.A.,Capital Fund Management S.A.,LU0569974404,2026-03-10,archive
0.7,IMCD N.V.,Citadel Advisors LLC,NL0010801007,2026-03-10,archive
0.59,InPost S.A.,"Connor, Clark & Lunn Investment Management Ltd.",LU2290522684,2026-03-10,archive
0.59,Akzo Nobel N.V.,Marshall Wace LLP,NL0013267909,2026-03-10,archive
0.67,Fugro N.V.,Millennium International Management LP,NL00150003E1,2026-03-10,archive
0.79,Pharming Group N.V.,Millennium International Management LP,NL0010391025,2026-03-10,archive
0.5,Akzo Nobel N.V.,Albar Capital Partners LLP,NL0013267909,2026-03-09,archive
0.49,Aperam S.A.,Capital Fund Management S.A.,LU0569974404,2026-03-09,archive
0.66,Pharming Group N.V.,Capital Fund Management S.A.,NL0010391025,2026-03-09,archive
0.6,Koninklijke KPN N.V.,Citadel Advisors LLC,NL0000009082,2026-03-09,archive
0.49,Alfen N.V.,Qube Research & Technologies Ltd.,NL0012817175,2026-03-09,archive
0.89,Galapagos NV,"Arrowstreet Capital, Limited Partnership",BE0003818359,2026-03-06,archive
0.47,Akzo Nobel N.V.,Balyasny Asset Management LP,NL0013267909,2026-03-06,archive
0.45,AMG Critical Materials N.V.,Citadel Advisors LLC,NL0000888691,2026-03-06,archive
0.48,Alfen N.V.,GSA Capital Partners LLP,NL0012817175,2026-03-06,archive
0.63,IMCD N.V.,Marshall Wace LLP,NL0010801007,2026-03-06,archive
0.68,TomTom N.V.,Marshall Wace LLP,NL0013332471,2026-03-06,archive
0.61,Pharming Group N.V.,Millennium International Management LP,NL0010391025,2026-03-06,archive
0.39,Signify N.V.,"Point72 Europe (London), LLP",NL0011821392,2026-03-06,archive
0.59,Fugro N.V.,Voleon Capital Management LP,NL00150003E1,2026-03-06,archive
0.5,Akzo Nobel N.V.,Balyasny Asset Management LP,NL0013267909,2026-03-05,archive
0.64,BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,NL0012866412,2026-03-05,archive
0.77,Pharming Group N.V.,Capital Fund Management S.A.,NL0010391025,2026-03-05,archive
0.55,AMG Critical Materials N.V.,Citadel Advisors LLC,NL0000888691,2026-03-05,archive
0.62,IMCD N.V.,Citadel Advisors LLC,NL0010801007,2026-03-05,archive
0.55,Pharming Group N.V.,Millennium International Management LP,NL0010391025,2026-03-05,archive
0.44,Akzo Nobel N.V.,Balyasny Asset Management LP,NL0013267909,2026-03-04,archive
0.47,AMG Critical Materials N.V.,Citadel Advisors LLC,NL0000888691,2026-03-04,archive
0.79,Alfen N.V.,Citadel Securities (Europe) Limited,NL0012817175,2026-03-04,archive
0.55,Alfen N.V.,GSA Capital Partners LLP,NL0012817175,2026-03-04,archive
0.78,Fugro N.V.,Millennium International Management LP,NL00150003E1,2026-03-04,archive
0.56,Akzo Nobel N.V.,Balyasny Asset Management LP,NL0013267909,2026-03-03,archive
0.5,AMG Critical Materials N.V.,Citadel Advisors LLC,NL0000888691,2026-03-03,archive
0.54,Signify N.V.,"Point72 Europe (London), LLP",NL0011821392,2026-03-03,archive
0.55,Signify N.V.,Premier Miton Group plc,NL0011821392,2026-03-03,archive
1.68,Avantium N.V.,Voleon Capital Management LP,NL0015002IE0,2026-03-03,archive
0.98,Galapagos NV,"Arrowstreet Capital, Limited Partnership",BE0003818359,2026-03-02,archive
0.48,AMG Critical Materials N.V.,Citadel Advisors LLC,NL0000888691,2026-03-02,archive
0.53,Koninklijke KPN N.V.,Citadel Advisors LLC,NL0000009082,2026-03-02,archive
0.8,Alfen N.V.,Citadel Securities (Europe) Limited,NL0012817175,2026-03-02,archive
0.58,Adyen N.V.,"D. E. Shaw & Co., L.P.",NL0012969182,2026-03-02,archive
0.87,Fugro N.V.,Millennium International Management LP,NL00150003E1,2026-03-02,archive
0.46,Pharming Group N.V.,Qube Research & Technologies Ltd.,NL0010391025,2026-03-02,archive
0.66,Fugro N.V.,Voleon Capital Management LP,NL00150003E1,2026-03-02,archive
0.5,ARCADIS N.V.,White Creek Capital LLP,NL0006237562,2026-03-02,archive
0.6,Akzo Nobel N.V.,Balyasny Asset Management LP,NL0013267909,2026-02-27,archive
0.54,IMCD N.V.,"BlackRock Institutional Trust Company, National Association",NL0010801007,2026-02-27,archive
0.45,Fugro N.V.,Citadel Advisors LLC,NL00150003E1,2026-02-27,archive
0.5,Havas N.V.,Citadel Advisors LLC,NL0015002K83,2026-02-27,archive
0.4,IMCD N.V.,"D. E. Shaw & Co., L.P.",NL0010801007,2026-02-27,archive
0.69,Alfen N.V.,GSA Capital Partners LLP,NL0012817175,2026-02-27,archive
0.13,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-02-27,archive
0.0,IMCD N.V.,Qube Research & Technologies Ltd.,NL0010801007,2026-02-27,archive
0.47,IMCD N.V.,Squarepoint Ops LLC,NL0010801007,2026-02-27,archive
0.7,Fugro N.V.,Voleon Capital Management LP,NL00150003E1,2026-02-27,archive
1.05,Galapagos NV,"Arrowstreet Capital, Limited Partnership",BE0003818359,2026-02-26,archive
0.55,AMG Critical Materials N.V.,Citadel Advisors LLC,NL0000888691,2026-02-26,archive
0.5,Fugro N.V.,Citadel Advisors LLC,NL00150003E1,2026-02-26,archive
0.48,Randstad N.V.,Marshall Wace LLP,NL0000379121,2026-02-26,archive
0.96,Fugro N.V.,Millennium International Management LP,NL00150003E1,2026-02-26,archive
2.0,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-02-26,archive
0.66,Fugro N.V.,"PDT Partners, LLC",NL00150003E1,2026-02-26,archive
0.4,Havas N.V.,"Point72 Asset Management, L.P.",NL0015002K83,2026-02-26,archive
0.51,Pharming Group N.V.,Qube Research & Technologies Ltd.,NL0010391025,2026-02-26,archive
1.78,Avantium N.V.,Voleon Capital Management LP,NL0015002IE0,2026-02-26,archive
1.96,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-02-25,archive
0.47,Fugro N.V.,Numeric Investors LLC,NL00150003E1,2026-02-25,archive
0.55,Alfen N.V.,Qube Research & Technologies Ltd.,NL0012817175,2026-02-25,archive
0.58,IMCD N.V.,Qube Research & Technologies Ltd.,NL0010801007,2026-02-25,archive
0.49,Pharming Group N.V.,Qube Research & Technologies Ltd.,NL0010391025,2026-02-25,archive
0.51,IMCD N.V.,Squarepoint Ops LLC,NL0010801007,2026-02-25,archive
1.24,Akzo Nobel N.V.,UBS Asset Management (Americas) LLC,NL0013267909,2026-02-25,archive
0.84,Pharming Group N.V.,Capital Fund Management S.A.,NL0010391025,2026-02-24,archive
0.47,Signify N.V.,Citadel Securities (Europe) Limited,NL0011821392,2026-02-24,archive
0.7,IMCD N.V.,"D. E. Shaw & Co., L.P.",NL0010801007,2026-02-24,archive
0.79,Alfen N.V.,GSA Capital Partners LLP,NL0012817175,2026-02-24,archive
0.61,Akzo Nobel N.V.,Marshall Wace LLP,NL0013267909,2026-02-24,archive
0.5,Randstad N.V.,Marshall Wace LLP,NL0000379121,2026-02-24,archive
0.7,TomTom N.V.,Marshall Wace LLP,NL0013332471,2026-02-24,archive
1.85,Avantium N.V.,Voleon Capital Management LP,NL0015002IE0,2026-02-24,archive
1.82,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-02-23,archive
0.61,Alfen N.V.,Qube Research & Technologies Ltd.,NL0012817175,2026-02-23,archive
0.61,IMCD N.V.,Qube Research & Technologies Ltd.,NL0010801007,2026-02-23,archive
0.5,ArcelorMittal S.A.,"Two Sigma Investments, LP",LU1598757687,2026-02-23,archive
0.93,Pharming Group N.V.,Capital Fund Management S.A.,NL0010391025,2026-02-20,archive
0.49,Envipco Holding N.V.,Citadel Securities (Europe) Limited,NL0015000GX8,2026-02-20,archive
0.54,IMCD N.V.,Marshall Wace LLP,NL0010801007,2026-02-20,archive
0.43,Alfen N.V.,Millennium International Management LP,NL0012817175,2026-02-20,archive
1.74,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-02-20,archive
0.48,ARCADIS N.V.,White Creek Capital LLP,NL0006237562,2026-02-20,archive
0.58,Akzo Nobel N.V.,Balyasny Asset Management LP,NL0013267909,2026-02-19,archive
0.51,Aperam S.A.,Capital Fund Management S.A.,LU0569974404,2026-02-19,archive
0.72,Alfen N.V.,Citadel Securities (Europe) Limited,NL0012817175,2026-02-19,archive
0.5,Envipco Holding N.V.,Citadel Securities (Europe) Limited,NL0015000GX8,2026-02-19,archive
0.6,Adyen N.V.,"D. E. Shaw & Co., L.P.",NL0012969182,2026-02-19,archive
0.63,IMCD N.V.,"D. E. Shaw & Co., L.P.",NL0010801007,2026-02-19,archive
0.49,Akzo Nobel N.V.,"Empyrean Capital Overseas Master Fund, Ltd",NL0013267909,2026-02-19,archive
0.87,Alfen N.V.,GSA Capital Partners LLP,NL0012817175,2026-02-19,archive
0.32,ARCADIS N.V.,Marble Bar Asset Management LLP,NL0006237562,2026-02-19,archive
0.45,Alfen N.V.,Marshall Wace LLP,NL0012817175,2026-02-19,archive
1.65,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-02-19,archive
0.49,IMCD N.V.,Numeric Investors LLC,NL0010801007,2026-02-19,archive
0.54,IMCD N.V.,Qube Research & Technologies Ltd.,NL0010801007,2026-02-19,archive
0.49,IMCD N.V.,Squarepoint Ops LLC,NL0010801007,2026-02-19,archive
1.97,Avantium N.V.,Voleon Capital Management LP,NL0015002IE0,2026-02-19,archive
0.51,IMCD N.V.,Citadel Advisors LLC,NL0010801007,2026-02-18,archive
0.58,IMCD N.V.,"D. E. Shaw & Co., L.P.",NL0010801007,2026-02-18,archive
0.49,Signify N.V.,"D. E. Shaw & Co., L.P.",NL0011821392,2026-02-18,archive
0.51,ARCADIS N.V.,Marble Bar Asset Management LLP,NL0006237562,2026-02-18,archive
0.5,IMCD N.V.,Numeric Investors LLC,NL0010801007,2026-02-18,archive
0.54,Havas N.V.,"Point72 Asset Management, L.P.",NL0015002K83,2026-02-18,archive
0.56,Pharming Group N.V.,Qube Research & Technologies Ltd.,NL0010391025,2026-02-18,archive
0.22,The Magnum Ice Cream Company N.V.,Qube Research & Technologies Ltd.,NL0015002MS2,2026-02-18,archive
0.53,IMCD N.V.,Squarepoint Ops LLC,NL0010801007,2026-02-18,archive
0.5,Alfen N.V.,Tudor Capital Europe LLP,NL0012817175,2026-02-18,archive
1.1,Akzo Nobel N.V.,UBS Asset Management (Americas) LLC,NL0013267909,2026-02-18,archive
0.69,Alfen N.V.,Citadel Securities (Europe) Limited,NL0012817175,2026-02-17,archive
0.52,Adyen N.V.,"D. E. Shaw & Co., L.P.",NL0012969182,2026-02-17,archive
0.5,Alfen N.V.,Marshall Wace LLP,NL0012817175,2026-02-17,archive
0.44,IMCD N.V.,Millennium Capital (DIFC) Limited,NL0010801007,2026-02-17,archive
0.54,Alfen N.V.,Millennium International Management LP,NL0012817175,2026-02-17,archive
0.52,Alfen N.V.,Qube Research & Technologies Ltd.,NL0012817175,2026-02-17,archive
0.63,IMCD N.V.,Squarepoint Ops LLC,NL0010801007,2026-02-17,archive
1.06,Akzo Nobel N.V.,UBS Asset Management (Americas) LLC,NL0013267909,2026-02-17,archive
0.6,Fugro N.V.,Voleon Capital Management LP,NL00150003E1,2026-02-17,archive
0.49,Aperam S.A.,Capital Fund Management S.A.,LU0569974404,2026-02-16,archive
1.5,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-02-16,archive
1.11,The Magnum Ice Cream Company N.V.,Qube Research & Technologies Ltd.,NL0015002MS2,2026-02-16,archive
2.09,Avantium N.V.,Voleon Capital Management LP,NL0015002IE0,2026-02-16,archive
0.51,ARCADIS N.V.,White Creek Capital LLP,NL0006237562,2026-02-16,archive
0.61,Akzo Nobel N.V.,Balyasny Asset Management LP,NL0013267909,2026-02-13,archive
0.68,InPost S.A.,"Connor, Clark & Lunn Investment Management Ltd.",LU2290522684,2026-02-13,archive
0.49,IMCD N.V.,"D. E. Shaw & Co., L.P.",NL0010801007,2026-02-13,archive
0.96,Alfen N.V.,GSA Capital Partners LLP,NL0012817175,2026-02-13,archive
0.68,IMCD N.V.,Marshall Wace LLP,NL0010801007,2026-02-13,archive
0.5,IMCD N.V.,Millennium Capital (DIFC) Limited,NL0010801007,2026-02-13,archive
1.42,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-02-13,archive
1.09,The Magnum Ice Cream Company N.V.,Qube Research & Technologies Ltd.,NL0015002MS2,2026-02-13,archive
0.59,Akzo Nobel N.V.,Balyasny Asset Management LP,NL0013267909,2026-02-12,archive
0.45,Fugro N.V.,Citadel Advisors LLC,NL00150003E1,2026-02-12,archive
0.54,Alfen N.V.,Citadel Securities (Europe) Limited,NL0012817175,2026-02-12,archive
0.5,IMCD N.V.,"D. E. Shaw & Co., L.P.",NL0010801007,2026-02-12,archive
0.74,IMCD N.V.,Marshall Wace LLP,NL0010801007,2026-02-12,archive
1.3,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-02-12,archive
0.69,Pharming Group N.V.,Qube Research & Technologies Ltd.,NL0010391025,2026-02-12,archive
0.94,Akzo Nobel N.V.,UBS Asset Management (Americas) LLC,NL0013267909,2026-02-12,archive
0.59,Akzo Nobel N.V.,"Arrowstreet Capital, Limited Partnership",NL0013267909,2026-02-11,archive
0.45,Randstad N.V.,"BlackRock Advisors, LLC",NL0000379121,2026-02-11,archive
0.47,ARCADIS N.V.,Citadel Advisors LLC,NL0006237562,2026-02-11,archive
0.5,Fugro N.V.,Citadel Advisors LLC,NL00150003E1,2026-02-11,archive
0.43,IMCD N.V.,Millennium Capital (DIFC) Limited,NL0010801007,2026-02-11,archive
0.88,Fugro N.V.,Millennium International Management LP,NL00150003E1,2026-02-11,archive
1.12,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-02-11,archive
0.7,Pharming Group N.V.,Qube Research & Technologies Ltd.,NL0010391025,2026-02-11,archive
0.86,Akzo Nobel N.V.,UBS Asset Management (Americas) LLC,NL0013267909,2026-02-11,archive
0.31,InPost S.A.,"Arrowstreet Capital, Limited Partnership",LU2290522684,2026-02-10,archive
0.33,InPost S.A.,Capital Fund Management S.A.,LU2290522684,2026-02-10,archive
0.56,Signify N.V.,Citadel Securities (Europe) Limited,NL0011821392,2026-02-10,archive
0.57,Akzo Nobel N.V.,Marshall Wace LLP,NL0013267909,2026-02-10,archive
1.04,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-02-10,archive
0.51,IMCD N.V.,Squarepoint Ops LLC,NL0010801007,2026-02-10,archive
2.16,Avantium N.V.,Voleon Capital Management LP,NL0015002IE0,2026-02-10,archive
0.48,Aalberts N.V.,"BlackRock Advisors, LLC",NL0000852564,2026-02-09,archive
0.7,Signify N.V.,"BlackRock Financial Management, Inc.",NL0011821392,2026-02-09,archive
1.01,Pharming Group N.V.,Capital Fund Management S.A.,NL0010391025,2026-02-09,archive
0.45,The Magnum Ice Cream Company N.V.,Citadel Advisors Europe Limited,NL0015002MS2,2026-02-09,archive
0.69,IMCD N.V.,Marshall Wace LLP,NL0010801007,2026-02-09,archive
0.05,InPost S.A.,Marshall Wace LLP,LU2290522684,2026-02-09,archive
2.26,Avantium N.V.,Voleon Capital Management LP,NL0015002IE0,2026-02-09,archive
0.49,Akzo Nobel N.V.,"BlackRock Advisors, LLC",NL0013267909,2026-02-06,archive
0.58,Randstad N.V.,"BlackRock Advisors, LLC",NL0000379121,2026-02-06,archive
0.95,Pharming Group N.V.,Capital Fund Management S.A.,NL0010391025,2026-02-06,archive
0.59,The Magnum Ice Cream Company N.V.,Citadel Advisors Europe Limited,NL0015002MS2,2026-02-06,archive
0.91,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-02-06,archive
0.49,ArcelorMittal S.A.,"Two Sigma Investments, LP",LU1598757687,2026-02-06,archive
0.5,Akzo Nobel N.V.,"BlackRock Advisors, LLC",NL0013267909,2026-02-05,archive
0.5,Aperam S.A.,Capital Fund Management S.A.,LU0569974404,2026-02-05,archive
0.84,Pharming Group N.V.,Capital Fund Management S.A.,NL0010391025,2026-02-05,archive
0.65,The Magnum Ice Cream Company N.V.,Citadel Advisors Europe Limited,NL0015002MS2,2026-02-05,archive
0.62,Signify N.V.,Citadel Securities (Europe) Limited,NL0011821392,2026-02-05,archive
0.61,Pharming Group N.V.,Qube Research & Technologies Ltd.,NL0010391025,2026-02-05,archive
0.7,Akzo Nobel N.V.,UBS Asset Management (Americas) LLC,NL0013267909,2026-02-05,archive
1.19,Galapagos NV,"Arrowstreet Capital, Limited Partnership",BE0003818359,2026-02-04,archive
0.73,BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,NL0012866412,2026-02-04,archive
0.48,Aperam S.A.,Capital Fund Management S.A.,LU0569974404,2026-02-04,archive
0.59,Signify N.V.,Citadel Securities (Europe) Limited,NL0011821392,2026-02-04,archive
0.76,IMCD N.V.,Marshall Wace LLP,NL0010801007,2026-02-04,archive
0.83,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-02-04,archive
0.56,Pharming Group N.V.,Qube Research & Technologies Ltd.,NL0010391025,2026-02-04,archive
2.38,Avantium N.V.,Voleon Capital Management LP,NL0015002IE0,2026-02-04,archive
0.61,Signify N.V.,"BlackRock Financial Management, Inc.",NL0011821392,2026-02-03,archive
0.5,Aperam S.A.,Capital Fund Management S.A.,LU0569974404,2026-02-03,archive
0.79,Pharming Group N.V.,Capital Fund Management S.A.,NL0010391025,2026-02-03,archive
0.78,The Magnum Ice Cream Company N.V.,Citadel Advisors Europe Limited,NL0015002MS2,2026-02-03,archive
0.68,Akzo Nobel N.V.,"Empyrean Capital Overseas Master Fund, Ltd",NL0013267909,2026-02-03,archive
0.63,Akzo Nobel N.V.,Marshall Wace LLP,NL0013267909,2026-02-03,archive
0.91,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-02-03,archive
0.46,Pharming Group N.V.,Millennium International Management LP,NL0010391025,2026-02-03,archive
0.61,Signify N.V.,Citadel Securities (Europe) Limited,NL0011821392,2026-02-02,archive
0.53,Signify N.V.,"D. E. Shaw & Co., L.P.",NL0011821392,2026-02-02,archive
0.49,Allfunds Group plc,Millennium International Management LP,GB00BNTJ3546,2026-02-02,archive
0.9,Fugro N.V.,Millennium International Management LP,NL00150003E1,2026-02-02,archive
0.68,Pharming Group N.V.,Millennium International Management LP,NL0010391025,2026-02-02,archive
0.48,Signify N.V.,"Point72 Asset Management, L.P.",NL0011821392,2026-02-02,archive
2.4,Avantium N.V.,Voleon Capital Management LP,NL0015002IE0,2026-02-02,archive
0.8,The Magnum Ice Cream Company N.V.,Citadel Advisors Europe Limited,NL0015002MS2,2026-01-30,archive
0.42,Fugro N.V.,Citadel Advisors LLC,NL00150003E1,2026-01-30,archive
0.58,Signify N.V.,Citadel Securities (Europe) Limited,NL0011821392,2026-01-30,archive
0.83,Akzo Nobel N.V.,Marshall Wace LLP,NL0013267909,2026-01-30,archive
0.49,Randstad N.V.,Marshall Wace LLP,NL0000379121,2026-01-30,archive
0.6,TomTom N.V.,Marshall Wace LLP,NL0013332471,2026-01-30,archive
0.82,IMCD N.V.,Millennium International Management LP,NL0010801007,2026-01-30,archive
0.52,Signify N.V.,"Point72 Asset Management, L.P.",NL0011821392,2026-01-30,archive
0.92,The Magnum Ice Cream Company N.V.,Qube Research & Technologies Ltd.,NL0015002MS2,2026-01-30,archive
