issuer_name,position_date,position_holder,net_short_position,isin,source
Koninklijke BAM Groep N.V.,2020-06-01,"WorldQuant, LLC",1.38,NL0000337319,archive
Koninklijke BAM Groep N.V.,2020-05-29,HBK Investments LP,0.8,NL0000337319,archive
AMG Critical Materials N.V.,2020-05-29,Jupiter Investment Management Limited,0.59,NL0000888691,archive
Unibail-Rodamco-Westfield SE,2020-05-29,Lone Pine Capital LLC,0.79,FR0013326246,archive
Fugro N.V.,2020-05-29,Marshall Wace LLP,3.49,NL0000352565,archive
Kendrion N.V.,2020-05-29,Millennium International Management LP,0.11,NL0000852531,archive
Unibail-Rodamco-Westfield SE,2020-05-29,Oceanwood Capital Management LLP,0.55,FR0013326246,archive
Fugro N.V.,2020-05-29,Sculptor Capital Management Europe Limited,1.96,NL0000352565,archive
AMG Critical Materials N.V.,2020-05-29,Systematica Investments Limited,1.0,NL0000888691,archive
BE Semiconductor Industries N.V.,2020-05-28,CQS (UK) LLP,0.7,NL0012866412,archive
Unibail-Rodamco-Westfield SE,2020-05-28,D1 Capital Partners LP,2.48,FR0013326246,archive
Koninklijke BAM Groep N.V.,2020-05-28,HBK Investments LP,0.79,NL0000337319,archive
Basic-Fit N.V.,2020-05-28,JPMorgan Asset Management (UK) Ltd.,0.43,NL0011872650,archive
Kendrion N.V.,2020-05-28,Millennium International Management LP,0.56,NL0000852531,archive
Unibail-Rodamco-Westfield SE,2020-05-28,Oceanwood Capital Management LLP,0.67,FR0013326246,archive
BE Semiconductor Industries N.V.,2020-05-28,Scopia Capital Management LP,1.08,NL0012866412,archive
Fugro N.V.,2020-05-28,Sculptor Capital Management Europe Limited,2.17,NL0000352565,archive
Alfen N.V.,2020-05-28,"WorldQuant, LLC",0.69,NL0012817175,archive
Eurocommercial Properties N.V.,2020-05-28,"WorldQuant, LLC",0.5,NL0000288876,archive
Koninklijke BAM Groep N.V.,2020-05-28,"WorldQuant, LLC",1.47,NL0000337319,archive
Flow Traders Ltd.,2020-05-27,Capital Fund Management S.A.,0.48,NL0011279492,archive
Koninklijke BAM Groep N.V.,2020-05-27,Citadel Advisors LLC,1.08,NL0000337319,archive
Unibail-Rodamco-Westfield SE,2020-05-27,D1 Capital Partners LP,2.33,FR0013326246,archive
Fugro N.V.,2020-05-27,Marshall Wace LLP,3.69,NL0000352565,archive
Unibail-Rodamco-Westfield SE,2020-05-27,Marshall Wace LLP,0.78,FR0013326246,archive
Unibail-Rodamco-Westfield SE,2020-05-27,Oceanwood Capital Management LLP,0.82,FR0013326246,archive
TKH Group N.V.,2020-05-27,SFM UK Management LLP,0.27,NL0000852523,archive
PostNL N.V.,2020-05-27,Voleon Capital Management LP,0.47,NL0009739416,archive
Alfen N.V.,2020-05-27,"WorldQuant, LLC",0.73,NL0012817175,archive
Eurocommercial Properties N.V.,2020-05-27,"WorldQuant, LLC",0.49,NL0000288876,archive
Koninklijke BAM Groep N.V.,2020-05-27,"WorldQuant, LLC",1.58,NL0000337319,archive
OCI N.V.,2020-05-26,"AQR Capital Management, LLC",1.89,NL0010558797,archive
SBM Offshore N.V.,2020-05-26,"AQR Capital Management, LLC",2.54,NL0000360618,archive
ArcelorMittal S.A.,2020-05-26,B&G Master Fund Plc,1.5,LU1598757687,archive
AMG Critical Materials N.V.,2020-05-26,Citadel Advisors LLC,0.45,NL0000888691,archive
Aperam S.A.,2020-05-26,Citadel Advisors LLC,0.68,LU0569974404,archive
ArcelorMittal S.A.,2020-05-26,Citadel Europe LLP,0.55,LU1598757687,archive
Unibail-Rodamco-Westfield SE,2020-05-26,D1 Capital Partners LP,2.16,FR0013326246,archive
Flow Traders Ltd.,2020-05-26,Marshall Wace LLP,1.69,NL0011279492,archive
SBM Offshore N.V.,2020-05-26,Marshall Wace LLP,1.49,NL0000360618,archive
Unibail-Rodamco-Westfield SE,2020-05-26,Oceanwood Capital Management LLP,0.79,FR0013326246,archive
Wereldhave N.V.,2020-05-26,Parian GP LLC,0.42,NL0000289213,archive
Fugro N.V.,2020-05-26,Sculptor Capital Management Europe Limited,2.36,NL0000352565,archive
TKH Group N.V.,2020-05-26,SFM UK Management LLP,0.54,NL0000852523,archive
Flow Traders Ltd.,2020-05-26,Voleon Capital Management LP,0.67,NL0011279492,archive
Koninklijke BAM Groep N.V.,2020-05-26,"WorldQuant, LLC",1.68,NL0000337319,archive
Koninklijke Vopak N.V.,2020-05-25,"AQR Capital Management, LLC",0.68,NL0009432491,archive
Aperam S.A.,2020-05-25,Citadel Europe LLP,0.5,LU0569974404,archive
Unibail-Rodamco-Westfield SE,2020-05-25,D1 Capital Partners LP,1.83,FR0013326246,archive
Fugro N.V.,2020-05-25,Marshall Wace LLP,3.94,NL0000352565,archive
Unibail-Rodamco-Westfield SE,2020-05-25,Marshall Wace LLP,0.83,FR0013326246,archive
Unibail-Rodamco-Westfield SE,2020-05-25,Oceanwood Capital Management LLP,0.66,FR0013326246,archive
Koninklijke BAM Groep N.V.,2020-05-25,"WorldQuant, LLC",1.76,NL0000337319,archive
AMG Critical Materials N.V.,2020-05-22,Citadel Advisors LLC,0.58,NL0000888691,archive
Wereldhave N.V.,2020-05-22,Clearance Capital Limited,0.56,NL0000289213,archive
Unibail-Rodamco-Westfield SE,2020-05-22,D1 Capital Partners LP,1.63,FR0013326246,archive
Unibail-Rodamco-Westfield SE,2020-05-22,Lone Pine Capital LLC,0.61,FR0013326246,archive
Fugro N.V.,2020-05-22,Marshall Wace LLP,3.88,NL0000352565,archive
TKH Group N.V.,2020-05-22,SFM UK Management LLP,0.63,NL0000852523,archive
PostNL N.V.,2020-05-22,Voleon Capital Management LP,0.56,NL0009739416,archive
Aperam S.A.,2020-05-21,Citadel Advisors LLC,0.71,LU0569974404,archive
Unibail-Rodamco-Westfield SE,2020-05-21,D1 Capital Partners LP,1.26,FR0013326246,archive
AMG Critical Materials N.V.,2020-05-21,Jupiter Investment Management Limited,0.68,NL0000888691,archive
Lakefront Biotherapeutics NV,2020-05-21,Marshall Wace LLP,0.69,BE0003818359,archive
TKH Group N.V.,2020-05-21,SFM UK Management LLP,0.77,NL0000852523,archive
Flow Traders Ltd.,2020-05-21,Voleon Capital Management LP,0.77,NL0011279492,archive
Eurocommercial Properties N.V.,2020-05-21,"WorldQuant, LLC",0.52,NL0000288876,archive
Koninklijke BAM Groep N.V.,2020-05-21,"WorldQuant, LLC",1.86,NL0000337319,archive
ArcelorMittal S.A.,2020-05-20,"AQR Capital Management, LLC",0.59,LU1598757687,archive
Koninklijke BAM Groep N.V.,2020-05-20,BlueCrest Capital Management Limited,1.12,NL0000337319,archive
AMG Critical Materials N.V.,2020-05-20,Citadel Advisors LLC,0.68,NL0000888691,archive
Koninklijke BAM Groep N.V.,2020-05-20,Citadel Advisors LLC,1.18,NL0000337319,archive
Unibail-Rodamco-Westfield SE,2020-05-20,D1 Capital Partners LP,0.88,FR0013326246,archive
BE Semiconductor Industries N.V.,2020-05-20,"Davidson Kempner European Partners, LLP",0.81,NL0012866412,archive
Fugro N.V.,2020-05-20,Marshall Wace LLP,3.72,NL0000352565,archive
TKH Group N.V.,2020-05-20,SFM UK Management LLP,0.85,NL0000852523,archive
PostNL N.V.,2020-05-20,Voleon Capital Management LP,0.67,NL0009739416,archive
Wereldhave N.V.,2020-05-20,"Woodson Capital Master Fund, LP",4.31,NL0000289213,archive
ArcelorMittal S.A.,2020-05-19,B&G Master Fund Plc,1.44,LU1598757687,archive
Aperam S.A.,2020-05-19,Citadel Advisors LLC,0.66,LU0569974404,archive
ArcelorMittal S.A.,2020-05-19,Citadel Europe LLP,0.49,LU1598757687,archive
Unibail-Rodamco-Westfield SE,2020-05-19,D1 Capital Partners LP,0.78,FR0013326246,archive
BE Semiconductor Industries N.V.,2020-05-19,GLG Partners LP,0.51,NL0012866412,archive
AMG Critical Materials N.V.,2020-05-19,Jupiter Investment Management Limited,0.78,NL0000888691,archive
ARCADIS N.V.,2020-05-19,Lansdowne Partners (UK) LLP,1.99,NL0006237562,archive
Flow Traders Ltd.,2020-05-19,Marshall Wace LLP,1.71,NL0011279492,archive
Fugro N.V.,2020-05-19,Marshall Wace LLP,3.64,NL0000352565,archive
Signify N.V.,2020-05-19,Sandbar Assets Management LLP,0.43,NL0011821392,archive
TKH Group N.V.,2020-05-19,SFM UK Management LLP,0.95,NL0000852523,archive
ArcelorMittal S.A.,2020-05-18,B&G Master Fund Plc,1.35,LU1598757687,archive
AMG Critical Materials N.V.,2020-05-18,Citadel Advisors LLC,0.87,NL0000888691,archive
Koninklijke BAM Groep N.V.,2020-05-18,Citadel Advisors LLC,1.28,NL0000337319,archive
ArcelorMittal S.A.,2020-05-18,Citadel Europe LLP,0.54,LU1598757687,archive
Koninklijke BAM Groep N.V.,2020-05-18,HBK Investments LP,0.85,NL0000337319,archive
Fugro N.V.,2020-05-18,Marshall Wace LLP,3.52,NL0000352565,archive
Lakefront Biotherapeutics NV,2020-05-18,Marshall Wace LLP,0.57,BE0003818359,archive
Unibail-Rodamco-Westfield SE,2020-05-18,Oceanwood Capital Management LLP,0.52,FR0013326246,archive
Wereldhave N.V.,2020-05-18,Parian GP LLC,0.54,NL0000289213,archive
PostNL N.V.,2020-05-18,"PDT Partners, LLC",0.59,NL0009739416,archive
Fugro N.V.,2020-05-18,Sculptor Capital Management Europe Limited,2.67,NL0000352565,archive
Flow Traders Ltd.,2020-05-18,Voleon Capital Management LP,0.86,NL0011279492,archive
Unibail-Rodamco-Westfield SE,2020-05-18,"Woodson Capital Master Fund, LP",0.88,FR0013326246,archive
Koninklijke BAM Groep N.V.,2020-05-18,"WorldQuant, LLC",1.93,NL0000337319,archive
SBM Offshore N.V.,2020-05-15,AHL Partners LLP,0.48,NL0000360618,archive
ARCADIS N.V.,2020-05-15,AKO Capital LLP,0.69,NL0006237562,archive
AMG Critical Materials N.V.,2020-05-15,Bogle Investment Management LP,0.48,NL0000888691,archive
Aperam S.A.,2020-05-15,Citadel Advisors LLC,0.54,LU0569974404,archive
Wereldhave N.V.,2020-05-15,Citadel Advisors LLC,0.48,NL0000289213,archive
BE Semiconductor Industries N.V.,2020-05-15,CQS (UK) LLP,0.68,NL0012866412,archive
Koninklijke BAM Groep N.V.,2020-05-15,HBK Investments LP,0.93,NL0000337319,archive
AMG Critical Materials N.V.,2020-05-15,Marshall Wace LLP,0.43,NL0000888691,archive
Fugro N.V.,2020-05-15,Marshall Wace LLP,3.39,NL0000352565,archive
PostNL N.V.,2020-05-15,"PDT Partners, LLC",0.6,NL0009739416,archive
Signify N.V.,2020-05-15,Sandbar Assets Management LLP,0.72,NL0011821392,archive
Koninklijke BAM Groep N.V.,2020-05-15,"WorldQuant, LLC",1.83,NL0000337319,archive
ARCADIS N.V.,2020-05-14,AKO Capital LLP,0.73,NL0006237562,archive
AMG Critical Materials N.V.,2020-05-14,Marshall Wace LLP,0.54,NL0000888691,archive
Fugro N.V.,2020-05-14,Marshall Wace LLP,3.26,NL0000352565,archive
ARCADIS N.V.,2020-05-14,Oceanwood Capital Management LLP,0.74,NL0006237562,archive
TKH Group N.V.,2020-05-14,SFM UK Management LLP,1.0,NL0000852523,archive
Koninklijke Heijmans N.V.,2020-05-14,Susquehanna International Securities Limited,0.48,NL0009269109,archive
Unibail-Rodamco-Westfield SE,2020-05-14,"Woodson Capital Master Fund, LP",0.9,FR0013326246,archive
Koninklijke BAM Groep N.V.,2020-05-14,"WorldQuant, LLC",1.74,NL0000337319,archive
ArcelorMittal S.A.,2020-05-13,B&G Master Fund Plc,1.21,LU1598757687,archive
Koninklijke BAM Groep N.V.,2020-05-13,Citadel Advisors LLC,1.35,NL0000337319,archive
Fugro N.V.,2020-05-13,GSA Capital Partners LLP,0.62,NL0000352565,archive
Basic-Fit N.V.,2020-05-13,JPMorgan Asset Management (UK) Ltd.,0.56,NL0011872650,archive
AMG Critical Materials N.V.,2020-05-13,Marshall Wace LLP,0.61,NL0000888691,archive
Flow Traders Ltd.,2020-05-13,Marshall Wace LLP,1.66,NL0011279492,archive
Fugro N.V.,2020-05-13,Marshall Wace LLP,3.18,NL0000352565,archive
Lakefront Biotherapeutics NV,2020-05-13,Marshall Wace LLP,0.68,BE0003818359,archive
Unibail-Rodamco-Westfield SE,2020-05-13,Marshall Wace LLP,0.7,FR0013326246,archive
BE Semiconductor Industries N.V.,2020-05-13,Scopia Capital Management LP,1.12,NL0012866412,archive
Fugro N.V.,2020-05-13,Sculptor Capital Management Europe Limited,2.75,NL0000352565,archive
AMG Critical Materials N.V.,2020-05-13,Susquehanna International Securities Limited,0.4,NL0000888691,archive
Koninklijke Heijmans N.V.,2020-05-13,Susquehanna International Securities Limited,0.51,NL0009269109,archive
AMG Critical Materials N.V.,2020-05-13,Systematica Investments Limited,0.9,NL0000888691,archive
Wereldhave N.V.,2020-05-13,Toscafund Asset Management LLP,1.01,NL0000289213,archive
Koninklijke BAM Groep N.V.,2020-05-13,"WorldQuant, LLC",1.55,NL0000337319,archive
ArcelorMittal S.A.,2020-05-12,B&G Master Fund Plc,1.1,LU1598757687,archive
AMG Critical Materials N.V.,2020-05-12,Citadel Advisors LLC,0.9,NL0000888691,archive
Koninklijke BAM Groep N.V.,2020-05-12,Citadel Advisors LLC,1.22,NL0000337319,archive
Wereldhave N.V.,2020-05-12,Citadel Advisors LLC,0.52,NL0000289213,archive
Fugro N.V.,2020-05-12,Marshall Wace LLP,3.05,NL0000352565,archive
Signify N.V.,2020-05-12,Sandbar Assets Management LLP,0.9,NL0011821392,archive
AMG Critical Materials N.V.,2020-05-12,Susquehanna International Securities Limited,0.51,NL0000888691,archive
Flow Traders Ltd.,2020-05-12,Voleon Capital Management LP,0.99,NL0011279492,archive
PostNL N.V.,2020-05-12,Voleon Capital Management LP,0.79,NL0009739416,archive
Unibail-Rodamco-Westfield SE,2020-05-12,"Woodson Capital Master Fund, LP",0.8,FR0013326246,archive
ArcelorMittal S.A.,2020-05-11,Adage Capital Management L.P.,0.45,LU1598757687,archive
Wereldhave N.V.,2020-05-11,"Athanor Capital, LP",0.7,NL0000289213,archive
Wereldhave N.V.,2020-05-11,Citadel Advisors LLC,0.49,NL0000289213,archive
Lakefront Biotherapeutics NV,2020-05-11,"D. E. Shaw & Co., L.P.",0.89,BE0003818359,archive
Fugro N.V.,2020-05-11,GSA Capital Partners LLP,0.52,NL0000352565,archive
Fugro N.V.,2020-05-11,HBK Investments LP,0.5,NL0000352565,archive
AMG Critical Materials N.V.,2020-05-11,Marshall Wace LLP,0.76,NL0000888691,archive
Unibail-Rodamco-Westfield SE,2020-05-11,Marshall Wace LLP,0.67,FR0013326246,archive
BE Semiconductor Industries N.V.,2020-05-11,Scopia Capital Management LP,1.01,NL0012866412,archive
Fugro N.V.,2020-05-11,Sculptor Capital Management Europe Limited,2.87,NL0000352565,archive
Wereldhave N.V.,2020-05-11,"Woodson Capital Master Fund, LP",4.2,NL0000289213,archive
Koninklijke BAM Groep N.V.,2020-05-11,"WorldQuant, LLC",1.31,NL0000337319,archive
AMG Critical Materials N.V.,2020-05-08,Canada Pension Plan Investment Board,1.11,NL0000888691,archive
Koninklijke BAM Groep N.V.,2020-05-08,Citadel Advisors LLC,0.99,NL0000337319,archive
Fugro N.V.,2020-05-08,HBK Investments LP,0.97,NL0000352565,archive
AMG Critical Materials N.V.,2020-05-08,Marshall Wace LLP,0.85,NL0000888691,archive
Flow Traders Ltd.,2020-05-08,Marshall Wace LLP,1.79,NL0011279492,archive
Fugro N.V.,2020-05-08,Marshall Wace LLP,2.97,NL0000352565,archive
Lakefront Biotherapeutics NV,2020-05-08,Marshall Wace LLP,0.71,BE0003818359,archive
SBM Offshore N.V.,2020-05-08,Marshall Wace LLP,1.5,NL0000360618,archive
Unibail-Rodamco-Westfield SE,2020-05-08,Marshall Wace LLP,0.59,FR0013326246,archive
Fugro N.V.,2020-05-08,Sculptor Capital Management Europe Limited,2.91,NL0000352565,archive
AMG Critical Materials N.V.,2020-05-08,Susquehanna International Securities Limited,0.48,NL0000888691,archive
BE Semiconductor Industries N.V.,2020-05-08,Verde Serviços Internacionais S.A.,0.55,NL0012866412,archive
Flow Traders Ltd.,2020-05-08,Voleon Capital Management LP,1.09,NL0011279492,archive
Alfen N.V.,2020-05-08,"WorldQuant, LLC",0.89,NL0012817175,archive
ArcelorMittal S.A.,2020-05-07,Adage Capital Management L.P.,0.74,LU1598757687,archive
Koninklijke BAM Groep N.V.,2020-05-07,BlueCrest Capital Management Limited,1.02,NL0000337319,archive
AMG Critical Materials N.V.,2020-05-07,Bogle Investment Management LP,0.59,NL0000888691,archive
AMG Critical Materials N.V.,2020-05-07,Canada Pension Plan Investment Board,0.76,NL0000888691,archive
Eurocommercial Properties N.V.,2020-05-07,Clearance Capital Limited,0.66,NL0000288876,archive
Fugro N.V.,2020-05-07,HBK Investments LP,1.44,NL0000352565,archive
AMG Critical Materials N.V.,2020-05-07,Marshall Wace LLP,0.95,NL0000888691,archive
Unibail-Rodamco-Westfield SE,2020-05-07,Marshall Wace LLP,0.61,FR0013326246,archive
Fugro N.V.,2020-05-07,Sculptor Capital Management Europe Limited,2.89,NL0000352565,archive
Fugro N.V.,2020-05-07,Whitebox Advisors LLC,1.39,NL0000352565,archive
ArcelorMittal S.A.,2020-05-06,Adage Capital Management L.P.,0.84,LU1598757687,archive
ARCADIS N.V.,2020-05-06,AKO Capital LLP,0.88,NL0006237562,archive
AMG Critical Materials N.V.,2020-05-06,Canada Pension Plan Investment Board,0.64,NL0000888691,archive
AMG Critical Materials N.V.,2020-05-06,Marshall Wace LLP,1.04,NL0000888691,archive
Signify N.V.,2020-05-06,Sandbar Assets Management LLP,0.86,NL0011821392,archive
Fugro N.V.,2020-05-06,Sculptor Capital Management Europe Limited,3.06,NL0000352565,archive
AMG Critical Materials N.V.,2020-05-06,Susquehanna International Securities Limited,0.55,NL0000888691,archive
PostNL N.V.,2020-05-06,Voleon Capital Management LP,0.88,NL0009739416,archive
Unibail-Rodamco-Westfield SE,2020-05-06,"Woodson Capital Master Fund, LP",0.73,FR0013326246,archive
Wereldhave N.V.,2020-05-06,"Woodson Capital Master Fund, LP",4.11,NL0000289213,archive
AMG Critical Materials N.V.,2020-05-05,Canada Pension Plan Investment Board,0.52,NL0000888691,archive
Koninklijke BAM Groep N.V.,2020-05-05,Citadel Advisors LLC,1.07,NL0000337319,archive
Koninklijke BAM Groep N.V.,2020-05-05,HBK Investments LP,0.88,NL0000337319,archive
Fugro N.V.,2020-05-05,Sculptor Capital Management Europe Limited,3.12,NL0000352565,archive
AMG Critical Materials N.V.,2020-05-05,Susquehanna International Securities Limited,0.44,NL0000888691,archive
PostNL N.V.,2020-05-05,Voleon Capital Management LP,0.98,NL0009739416,archive
Fugro N.V.,2020-05-05,Whitebox Advisors LLC,1.44,NL0000352565,archive
Wereldhave N.V.,2020-05-04,Citadel Advisors LLC,0.54,NL0000289213,archive
Fugro N.V.,2020-05-04,HBK Investments LP,1.8,NL0000352565,archive
Koninklijke BAM Groep N.V.,2020-05-04,HBK Investments LP,0.9,NL0000337319,archive
AMG Critical Materials N.V.,2020-05-04,Marshall Wace LLP,1.17,NL0000888691,archive
Flow Traders Ltd.,2020-05-04,Marshall Wace LLP,1.89,NL0011279492,archive
ASR Nederland N.V.,2020-05-04,Renaissance Technologies LLC,0.49,NL0011872643,archive
AMG Critical Materials N.V.,2020-05-04,Susquehanna International Securities Limited,0.51,NL0000888691,archive
Wereldhave N.V.,2020-05-04,Toscafund Asset Management LLP,0.95,NL0000289213,archive
ARCADIS N.V.,2020-05-01,Oceanwood Capital Management Limited,0.0,NL0006237562,archive
ARCADIS N.V.,2020-05-01,Oceanwood Capital Management LLP,0.6,NL0006237562,archive
AMG Critical Materials N.V.,2020-05-01,Susquehanna International Securities Limited,0.45,NL0000888691,archive
Koninklijke Vopak N.V.,2020-04-30,"AQR Capital Management, LLC",0.79,NL0009432491,archive
Koninklijke BAM Groep N.V.,2020-04-30,BlueCrest Capital Management Limited,0.98,NL0000337319,archive
Koninklijke BAM Groep N.V.,2020-04-30,Citadel Advisors LLC,1.16,NL0000337319,archive
Pharming Group N.V.,2020-04-30,Citadel Advisors LLC,0.37,NL0010391025,archive
Wereldhave N.V.,2020-04-30,Citadel Advisors LLC,0.49,NL0000289213,archive
Eurocommercial Properties N.V.,2020-04-30,Clearance Capital Limited,0.77,NL0000288876,archive
BE Semiconductor Industries N.V.,2020-04-30,CQS (UK) LLP,0.76,NL0012866412,archive
Fugro N.V.,2020-04-30,HBK Investments LP,1.63,NL0000352565,archive
Pharming Group N.V.,2020-04-30,Linden Advisors LP,1.26,NL0010391025,archive
AMG Critical Materials N.V.,2020-04-30,Marshall Wace LLP,1.22,NL0000888691,archive
Unibail-Rodamco-Westfield SE,2020-04-30,Marshall Wace LLP,0.5,FR0013326246,archive
ARCADIS N.V.,2020-04-30,Oceanwood Capital Management Limited,0.6,NL0006237562,archive
ASR Nederland N.V.,2020-04-30,Renaissance Technologies LLC,0.5,NL0011872643,archive
Fugro N.V.,2020-04-30,Sculptor Capital Management Europe Limited,3.23,NL0000352565,archive
AMG Critical Materials N.V.,2020-04-30,Susquehanna International Securities Limited,0.57,NL0000888691,archive
AMG Critical Materials N.V.,2020-04-30,Systematica Investments Limited,0.8,NL0000888691,archive
Flow Traders Ltd.,2020-04-30,Voleon Capital Management LP,1.19,NL0011279492,archive
Fugro N.V.,2020-04-30,Voleon Capital Management LP,0.48,NL0000352565,archive
ArcelorMittal S.A.,2020-04-29,"AQR Capital Management, LLC",0.69,LU1598757687,archive
Pharming Group N.V.,2020-04-29,Citadel Advisors LLC,0.59,NL0010391025,archive
Fugro N.V.,2020-04-29,HBK Investments LP,1.55,NL0000352565,archive
Koninklijke BAM Groep N.V.,2020-04-29,HBK Investments LP,0.84,NL0000337319,archive
Fugro N.V.,2020-04-29,Marshall Wace LLP,3.01,NL0000352565,archive
Lakefront Biotherapeutics NV,2020-04-29,Marshall Wace LLP,0.69,BE0003818359,archive
Signify N.V.,2020-04-29,Sandbar Assets Management LLP,0.7,NL0011821392,archive
Fugro N.V.,2020-04-29,Sculptor Capital Management Europe Limited,3.18,NL0000352565,archive
OCI N.V.,2020-04-28,"BlackRock Institutional Trust Company, National Association",0.49,NL0010558797,archive
AMG Critical Materials N.V.,2020-04-28,Citadel Advisors LLC,0.82,NL0000888691,archive
Koninklijke BAM Groep N.V.,2020-04-28,Citadel Advisors LLC,1.25,NL0000337319,archive
Pharming Group N.V.,2020-04-28,Citadel Advisors LLC,0.67,NL0010391025,archive
PostNL N.V.,2020-04-28,Citadel Advisors LLC,0.42,NL0009739416,archive
