position_holder,net_short_position,isin,issuer_name,position_date,source
"Samlyn Capital, LLC",0.58,NL0000303709,AEGON Ltd.,2020-08-07,archive
Tiger Global Management LLC,0.85,FR0013326246,Unibail-Rodamco-Westfield SE,2020-08-07,archive
Wellington Management Company LLP,0.6,NL0000289213,Wereldhave N.V.,2020-08-07,archive
"WorldQuant, LLC",0.87,NL0010391025,Pharming Group N.V.,2020-08-07,archive
BNP Paribas S.A.,1.44,NL0000226223,STMicroelectronics N.V.,2020-08-06,archive
Citadel Advisors LLC,0.69,LU0569974404,Aperam S.A.,2020-08-06,archive
Marshall Wace LLP,1.39,NL0000352565,Fugro N.V.,2020-08-06,archive
Marshall Wace LLP,1.08,FR0013326246,Unibail-Rodamco-Westfield SE,2020-08-06,archive
Parian GP LLC,0.8,NL0000289213,Wereldhave N.V.,2020-08-06,archive
Pictet Asset Management S.A.,0.51,FR0013326246,Unibail-Rodamco-Westfield SE,2020-08-06,archive
"Samlyn Capital, LLC",0.62,NL0000303709,AEGON Ltd.,2020-08-06,archive
"Samlyn Capital, LLC",0.6,FR0013326246,Unibail-Rodamco-Westfield SE,2020-08-06,archive
Toscafund Asset Management LLP,1.65,NL0000289213,Wereldhave N.V.,2020-08-06,archive
Voleon Capital Management LP,0.48,NL0000852564,Aalberts N.V.,2020-08-06,archive
"WorldQuant, LLC",0.95,NL0010391025,Pharming Group N.V.,2020-08-06,archive
Citadel Advisors LLC,0.7,LU0569974404,Aperam S.A.,2020-08-05,archive
D1 Capital Partners LP,4.5,FR0013326246,Unibail-Rodamco-Westfield SE,2020-08-05,archive
Marshall Wace LLP,0.79,NL0011279492,Flow Traders Ltd.,2020-08-05,archive
Marshall Wace LLP,1.46,NL0000352565,Fugro N.V.,2020-08-05,archive
Marshall Wace LLP,1.11,FR0013326246,Unibail-Rodamco-Westfield SE,2020-08-05,archive
SFM UK Management LLP,0.5,NL0006237562,ARCADIS N.V.,2020-08-05,archive
"WorldQuant, LLC",1.67,NL0000337319,Koninklijke BAM Groep N.V.,2020-08-05,archive
"WorldQuant, LLC",1.02,NL0010391025,Pharming Group N.V.,2020-08-05,archive
Citadel Advisors LLC,0.55,NL0011872650,Basic-Fit N.V.,2020-08-04,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.99,NL0000289213,Wereldhave N.V.,2020-08-04,archive
D1 Capital Partners LP,4.29,FR0013326246,Unibail-Rodamco-Westfield SE,2020-08-04,archive
Marshall Wace LLP,1.51,NL0000352565,Fugro N.V.,2020-08-04,archive
Susquehanna International Securities Limited,0.8,NL0000352565,Fugro N.V.,2020-08-04,archive
Voleon Capital Management LP,1.33,NL0000352565,Fugro N.V.,2020-08-04,archive
"WorldQuant, LLC",0.97,NL0010391025,Pharming Group N.V.,2020-08-04,archive
Citadel Advisors LLC,0.99,NL0010391025,Pharming Group N.V.,2020-08-03,archive
D1 Capital Partners LP,4.13,FR0013326246,Unibail-Rodamco-Westfield SE,2020-08-03,archive
JPMorgan Asset Management (UK) Ltd.,0.5,NL0013332471,TomTom N.V.,2020-08-03,archive
Kintbury Capital LLP,0.68,FR0013326246,Unibail-Rodamco-Westfield SE,2020-08-03,archive
Marshall Wace LLP,2.4,NL0006237562,ARCADIS N.V.,2020-08-03,archive
Marshall Wace LLP,0.82,NL0011279492,Flow Traders Ltd.,2020-08-03,archive
Marshall Wace LLP,1.63,NL0000352565,Fugro N.V.,2020-08-03,archive
"Maverick Capital, Ltd.",1.7,FR0013326246,Unibail-Rodamco-Westfield SE,2020-08-03,archive
Parian GP LLC,0.64,NL0000289213,Wereldhave N.V.,2020-08-03,archive
"Samlyn Capital, LLC",0.57,FR0013326246,Unibail-Rodamco-Westfield SE,2020-08-03,archive
SFM UK Management LLP,0.69,NL0006237562,ARCADIS N.V.,2020-08-03,archive
Susquehanna International Securities Limited,0.77,NL0000352565,Fugro N.V.,2020-08-03,archive
Systematica Investments Limited,1.1,NL0000352565,Fugro N.V.,2020-08-03,archive
Viking Global Investors LP,0.86,FR0013326246,Unibail-Rodamco-Westfield SE,2020-08-03,archive
Voleon Capital Management LP,1.15,NL0000352565,Fugro N.V.,2020-08-03,archive
Voleon Capital Management LP,0.53,NL0010391025,Pharming Group N.V.,2020-08-03,archive
"WorldQuant, LLC",0.79,NL0010391025,Pharming Group N.V.,2020-08-03,archive
D1 Capital Partners LP,4.06,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-31,archive
Lone Pine Capital LLC,1.39,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-31,archive
Marshall Wace LLP,0.98,NL0011279492,Flow Traders Ltd.,2020-07-31,archive
Marshall Wace LLP,1.73,NL0000352565,Fugro N.V.,2020-07-31,archive
Marshall Wace LLP,0.78,BE0003818359,Galapagos NV,2020-07-31,archive
Sculptor Capital Management Europe Limited,0.8,NL0000226223,STMicroelectronics N.V.,2020-07-31,archive
TFG Asset Management UK LLP,0.8,NL0000352565,Fugro N.V.,2020-07-31,archive
Voleon Capital Management LP,1.09,NL0000352565,Fugro N.V.,2020-07-31,archive
Woodline Partners,0.87,NL0010391025,Pharming Group N.V.,2020-07-31,archive
"WorldQuant, LLC",1.78,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-31,archive
"WorldQuant, LLC",0.63,NL0010391025,Pharming Group N.V.,2020-07-31,archive
Citadel Advisors LLC,0.6,LU0569974404,Aperam S.A.,2020-07-30,archive
Citadel Advisors LLC,1.03,NL0010391025,Pharming Group N.V.,2020-07-30,archive
Linden Advisors LP,1.05,NL0010391025,Pharming Group N.V.,2020-07-30,archive
Marshall Wace LLP,1.81,NL0000352565,Fugro N.V.,2020-07-30,archive
Marshall Wace LLP,0.84,BE0003818359,Galapagos NV,2020-07-30,archive
Marshall Wace LLP,1.0,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-30,archive
"Maverick Capital, Ltd.",1.59,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-30,archive
Sculptor Capital Management Europe Limited,0.76,NL0000226223,STMicroelectronics N.V.,2020-07-30,archive
TFG Asset Management UK LLP,0.79,NL0000352565,Fugro N.V.,2020-07-30,archive
The Mangrove Partners Master Fund Limited,0.38,NL0000352565,Fugro N.V.,2020-07-30,archive
Viking Global Investors LP,0.94,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-30,archive
Voleon Capital Management LP,0.93,NL0000352565,Fugro N.V.,2020-07-30,archive
Woodline Partners,0.79,NL0010391025,Pharming Group N.V.,2020-07-30,archive
"Woodson Capital Master Fund, LP",0.95,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-30,archive
Citadel Advisors LLC,0.58,LU0569974404,Aperam S.A.,2020-07-29,archive
Citadel Advisors LLC,0.9,NL0010391025,Pharming Group N.V.,2020-07-29,archive
Citadel Europe LLP,2.08,NL0012866412,BE Semiconductor Industries N.V.,2020-07-29,archive
D1 Capital Partners LP,3.96,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-29,archive
"Davidson Kempner European Partners, LLP",1.02,NL0012866412,BE Semiconductor Industries N.V.,2020-07-29,archive
GSA Capital Partners LLP,0.26,NL0000352565,Fugro N.V.,2020-07-29,archive
GSA Capital Partners LLP,0.47,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-29,archive
"Lucerne Capital Management, L.P.",0.5,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-29,archive
Marshall Wace LLP,1.95,NL0000352565,Fugro N.V.,2020-07-29,archive
Marshall Wace LLP,1.0,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-29,archive
"Maverick Capital, Ltd.",1.16,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-29,archive
Sculptor Capital Management Europe Limited,0.55,NL0000226223,STMicroelectronics N.V.,2020-07-29,archive
Susquehanna International Securities Limited,0.86,NL0000352565,Fugro N.V.,2020-07-29,archive
Voleon Capital Management LP,0.5,NL0000852564,Aalberts N.V.,2020-07-29,archive
Voleon Capital Management LP,0.89,NL0000352565,Fugro N.V.,2020-07-29,archive
Marshall Wace LLP,1.18,NL0011279492,Flow Traders Ltd.,2020-07-28,archive
Marshall Wace LLP,0.9,BE0003818359,Galapagos NV,2020-07-28,archive
Voleon Capital Management LP,0.72,NL0000352565,Fugro N.V.,2020-07-28,archive
HBK Investments LP,0.61,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-27,archive
Voleon Capital Management LP,0.5,NL0000352565,Fugro N.V.,2020-07-27,archive
Woodline Partners,0.6,NL0010391025,Pharming Group N.V.,2020-07-27,archive
"Athanor Capital, LP",1.2,NL0000289213,Wereldhave N.V.,2020-07-24,archive
BNP Paribas S.A.,0.53,NL0000226223,STMicroelectronics N.V.,2020-07-24,archive
Citadel Advisors LLC,0.81,NL0010391025,Pharming Group N.V.,2020-07-24,archive
GSA Capital Partners LLP,0.72,NL0000352565,Fugro N.V.,2020-07-24,archive
Sculptor Capital Management Europe Limited,0.25,NL0000352565,Fugro N.V.,2020-07-24,archive
Systematica Investments Limited,1.0,NL0000352565,Fugro N.V.,2020-07-24,archive
"WorldQuant, LLC",1.82,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-24,archive
"AQR Capital Management, LLC",1.69,NL0010558797,OCI N.V.,2020-07-23,archive
Capital Fund Management S.A.,0.92,NL0000888691,AMG Critical Materials N.V.,2020-07-23,archive
Cigogne Management S.A.,0.53,NL0012169213,Qiagen N.V.,2020-07-23,archive
Citadel Advisors LLC,0.62,LU0569974404,Aperam S.A.,2020-07-23,archive
Citadel Europe LLP,0.96,LU0569974404,Aperam S.A.,2020-07-23,archive
Marshall Wace LLP,1.29,NL0011279492,Flow Traders Ltd.,2020-07-23,archive
Parian GP LLC,0.54,NL0000289213,Wereldhave N.V.,2020-07-23,archive
Sculptor Capital Management Europe Limited,0.55,NL0000352565,Fugro N.V.,2020-07-23,archive
"AQR Capital Management, LLC",1.7,NL0010558797,OCI N.V.,2020-07-22,archive
"AQR Capital Management, LLC",2.09,NL0000360618,SBM Offshore N.V.,2020-07-22,archive
"Athanor Capital, LP",1.12,NL0000289213,Wereldhave N.V.,2020-07-22,archive
Sculptor Capital Management Europe Limited,0.66,NL0000352565,Fugro N.V.,2020-07-22,archive
The Mangrove Partners Master Fund Limited,0.79,NL0000352565,Fugro N.V.,2020-07-22,archive
Whitebox Advisors LLC,2.9,NL0000352565,Fugro N.V.,2020-07-22,archive
"AQR Capital Management, LLC",1.69,NL0010558797,OCI N.V.,2020-07-21,archive
Capital Fund Management S.A.,0.8,NL0000888691,AMG Critical Materials N.V.,2020-07-21,archive
Citadel Advisors LLC,0.5,BE0003818359,Galapagos NV,2020-07-21,archive
D1 Capital Partners LP,3.84,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-21,archive
HBK Investments LP,0.56,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-21,archive
Marshall Wace LLP,2.27,NL0000352565,Fugro N.V.,2020-07-21,archive
Marshall Wace LLP,1.39,NL0000360618,SBM Offshore N.V.,2020-07-21,archive
Marshall Wace LLP,0.96,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-21,archive
Whitebox Advisors LLC,2.8,NL0000352565,Fugro N.V.,2020-07-21,archive
Capital Fund Management S.A.,0.74,NL0000888691,AMG Critical Materials N.V.,2020-07-20,archive
Citadel Advisors LLC,0.49,BE0003818359,Galapagos NV,2020-07-20,archive
Citadel Advisors LLC,0.79,NL0010391025,Pharming Group N.V.,2020-07-20,archive
Marshall Wace LLP,2.35,NL0000352565,Fugro N.V.,2020-07-20,archive
Sculptor Capital Management Europe Limited,0.71,NL0000352565,Fugro N.V.,2020-07-20,archive
Whitebox Advisors LLC,2.74,NL0000352565,Fugro N.V.,2020-07-20,archive
Woodline Partners,0.51,NL0010391025,Pharming Group N.V.,2020-07-20,archive
"WorldQuant, LLC",1.71,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-20,archive
Capital Fund Management S.A.,0.66,NL0000888691,AMG Critical Materials N.V.,2020-07-17,archive
Citadel Advisors LLC,1.08,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-17,archive
Clearance Capital Limited,0.43,NL0000288876,Eurocommercial Properties N.V.,2020-07-17,archive
GSA Capital Partners LLP,0.65,NL0000352565,Fugro N.V.,2020-07-17,archive
HBK Investments LP,0.8,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-17,archive
Marshall Wace LLP,2.41,NL0000352565,Fugro N.V.,2020-07-17,archive
Toscafund Asset Management LLP,1.52,NL0000289213,Wereldhave N.V.,2020-07-17,archive
Whitebox Advisors LLC,2.37,NL0000352565,Fugro N.V.,2020-07-17,archive
"AQR Capital Management, LLC",1.7,NL0010558797,OCI N.V.,2020-07-16,archive
Capital Fund Management S.A.,0.56,NL0000888691,AMG Critical Materials N.V.,2020-07-16,archive
Citadel Advisors LLC,0.47,NL0011872650,Basic-Fit N.V.,2020-07-16,archive
Marshall Wace LLP,2.53,NL0000352565,Fugro N.V.,2020-07-16,archive
Pictet Asset Management Limited,0.93,NL0010391025,Pharming Group N.V.,2020-07-16,archive
Whitebox Advisors LLC,1.69,NL0000352565,Fugro N.V.,2020-07-16,archive
"AQR Capital Management, LLC",1.69,NL0010558797,OCI N.V.,2020-07-15,archive
Marshall Wace LLP,1.39,NL0011279492,Flow Traders Ltd.,2020-07-15,archive
Marshall Wace LLP,0.96,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-15,archive
Millennium Capital Partners LLP,0.37,NL0011821392,Signify N.V.,2020-07-15,archive
Toscafund Asset Management LLP,1.39,NL0000289213,Wereldhave N.V.,2020-07-15,archive
Whitebox Advisors LLC,1.59,NL0000352565,Fugro N.V.,2020-07-15,archive
Citadel Advisors LLC,0.84,NL0010391025,Pharming Group N.V.,2020-07-14,archive
HBK Investments LP,0.82,NL0000352565,Fugro N.V.,2020-07-14,archive
Marshall Wace LLP,2.67,NL0000352565,Fugro N.V.,2020-07-14,archive
Sculptor Capital Management Europe Limited,1.0,NL0000352565,Fugro N.V.,2020-07-14,archive
Whitebox Advisors LLC,1.46,NL0000352565,Fugro N.V.,2020-07-14,archive
Citadel Advisors LLC,1.11,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-13,archive
Citadel Europe LLP,0.83,LU0569974404,Aperam S.A.,2020-07-13,archive
"D. E. Shaw & Co., L.P.",0.79,BE0003818359,Galapagos NV,2020-07-13,archive
HBK Investments LP,0.74,NL0000352565,Fugro N.V.,2020-07-13,archive
Kintbury Capital LLP,0.59,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-13,archive
Marshall Wace LLP,3.07,NL0000352565,Fugro N.V.,2020-07-13,archive
Marshall Wace LLP,0.88,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-13,archive
Marshall Wace LLP,1.03,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-13,archive
Susquehanna International Securities Limited,0.35,NL0000888691,AMG Critical Materials N.V.,2020-07-13,archive
Systematica Investments Limited,1.3,NL0000888691,AMG Critical Materials N.V.,2020-07-13,archive
"AQR Capital Management, LLC",1.7,NL0010558797,OCI N.V.,2020-07-10,archive
Citadel Advisors LLC,0.5,LU0569974404,Aperam S.A.,2020-07-10,archive
Citadel Advisors LLC,0.51,NL0011872650,Basic-Fit N.V.,2020-07-10,archive
Citadel Advisors LLC,1.09,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-10,archive
Clearance Capital Limited,0.5,NL0000288876,Eurocommercial Properties N.V.,2020-07-10,archive
"D. E. Shaw & Co., L.P.",0.8,BE0003818359,Galapagos NV,2020-07-10,archive
HBK Investments LP,0.64,NL0000352565,Fugro N.V.,2020-07-10,archive
HBK Investments LP,0.79,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-10,archive
JPMorgan Asset Management (UK) Ltd.,0.62,NL0011660485,Sif Holding N.V.,2020-07-10,archive
Marshall Wace LLP,3.19,NL0000352565,Fugro N.V.,2020-07-10,archive
Sculptor Capital Management Europe Limited,1.22,NL0000352565,Fugro N.V.,2020-07-10,archive
"WorldQuant, LLC",1.54,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-10,archive
Citadel Advisors LLC,1.1,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-09,archive
"Connor, Clark & Lunn Investment Management Ltd.",1.06,NL0000289213,Wereldhave N.V.,2020-07-09,archive
"D. E. Shaw & Co., L.P.",0.79,BE0003818359,Galapagos NV,2020-07-09,archive
GSA Capital Partners LLP,0.51,NL0000352565,Fugro N.V.,2020-07-09,archive
JPMorgan Asset Management (UK) Ltd.,0.5,NL0011660485,Sif Holding N.V.,2020-07-09,archive
Marshall Wace LLP,3.26,NL0000352565,Fugro N.V.,2020-07-09,archive
Millennium Capital Partners LLP,0.51,NL0011821392,Signify N.V.,2020-07-09,archive
"WorldQuant, LLC",1.46,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-09,archive
"AQR Capital Management, LLC",1.69,NL0010558797,OCI N.V.,2020-07-08,archive
GSA Capital Partners LLP,0.51,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-08,archive
HBK Investments LP,0.81,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-08,archive
"Maverick Capital, Ltd.",1.06,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-08,archive
Susquehanna International Securities Limited,0.5,NL0000888691,AMG Critical Materials N.V.,2020-07-08,archive
Susquehanna International Securities Limited,0.6,NL0000352565,Fugro N.V.,2020-07-08,archive
"WorldQuant, LLC",1.37,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-08,archive
"AQR Capital Management, LLC",2.19,NL0000360618,SBM Offshore N.V.,2020-07-07,archive
Citadel Advisors LLC,0.71,NL0010391025,Pharming Group N.V.,2020-07-07,archive
Citadel Europe LLP,1.82,NL0012866412,BE Semiconductor Industries N.V.,2020-07-07,archive
Marshall Wace LLP,1.47,NL0011279492,Flow Traders Ltd.,2020-07-07,archive
"WorldQuant, LLC",1.26,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-07,archive
AKO Capital LLP,1.54,NL0006237562,ARCADIS N.V.,2020-07-06,archive
Citadel Advisors LLC,0.49,LU0569974404,Aperam S.A.,2020-07-06,archive
Citadel Advisors LLC,0.69,NL0010391025,Pharming Group N.V.,2020-07-06,archive
GSA Capital Partners LLP,0.45,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-06,archive
HBK Investments LP,0.77,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-06,archive
Marshall Wace LLP,3.38,NL0000352565,Fugro N.V.,2020-07-06,archive
Marshall Wace LLP,0.92,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-06,archive
Marshall Wace LLP,0.99,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-06,archive
Viking Global Investors LP,1.26,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-06,archive
"WorldQuant, LLC",1.16,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-06,archive
Citadel Advisors LLC,1.09,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-03,archive
"D. E. Shaw & Co., L.P.",0.49,LU1598757687,ArcelorMittal S.A.,2020-07-03,archive
HBK Investments LP,0.82,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-03,archive
Marshall Wace LLP,0.81,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-03,archive
Marshall Wace LLP,1.08,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-03,archive
Susquehanna International Securities Limited,0.57,NL0000352565,Fugro N.V.,2020-07-03,archive
"WorldQuant, LLC",1.04,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-03,archive
"AQR Capital Management, LLC",0.48,NL0009432491,Koninklijke Vopak N.V.,2020-07-02,archive
"Athanor Capital, LP",1.0,NL0000289213,Wereldhave N.V.,2020-07-02,archive
Citadel Advisors LLC,1.12,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-02,archive
Citadel Europe LLP,1.72,NL0012866412,BE Semiconductor Industries N.V.,2020-07-02,archive
GSA Capital Partners LLP,0.52,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-02,archive
HBK Investments LP,0.78,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-02,archive
Marshall Wace LLP,1.56,NL0011279492,Flow Traders Ltd.,2020-07-02,archive
Marshall Wace LLP,3.48,NL0000352565,Fugro N.V.,2020-07-02,archive
Marshall Wace LLP,0.75,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-02,archive
Susquehanna International Securities Limited,0.48,NL0000888691,AMG Critical Materials N.V.,2020-07-02,archive
Systematica Investments Limited,1.2,NL0000888691,AMG Critical Materials N.V.,2020-07-02,archive
"WorldQuant, LLC",0.93,NL0000337319,Koninklijke BAM Groep N.V.,2020-07-02,archive
Marshall Wace LLP,1.62,NL0011279492,Flow Traders Ltd.,2020-07-01,archive
Marshall Wace LLP,3.54,NL0000352565,Fugro N.V.,2020-07-01,archive
Marshall Wace LLP,1.11,FR0013326246,Unibail-Rodamco-Westfield SE,2020-07-01,archive
Millennium Capital Partners LLP,0.48,NL0011821392,Signify N.V.,2020-07-01,archive
Susquehanna International Securities Limited,0.5,NL0000888691,AMG Critical Materials N.V.,2020-07-01,archive
HBK Investments LP,0.55,NL0000352565,Fugro N.V.,2020-06-30,archive
HBK Investments LP,0.58,NL0000337319,Koninklijke BAM Groep N.V.,2020-06-30,archive
Marshall Wace LLP,1.59,NL0011279492,Flow Traders Ltd.,2020-06-30,archive
Marshall Wace LLP,0.51,NL0000337319,Koninklijke BAM Groep N.V.,2020-06-30,archive
Marshall Wace LLP,1.4,NL0000360618,SBM Offshore N.V.,2020-06-30,archive
Marshall Wace LLP,1.01,FR0013326246,Unibail-Rodamco-Westfield SE,2020-06-30,archive
Millennium Capital Partners LLP,0.51,NL0011821392,Signify N.V.,2020-06-30,archive
Scopia Capital Management LP,1.19,NL0012866412,BE Semiconductor Industries N.V.,2020-06-30,archive
"WorldQuant, LLC",0.82,NL0000337319,Koninklijke BAM Groep N.V.,2020-06-30,archive
HBK Investments LP,0.61,NL0000337319,Koninklijke BAM Groep N.V.,2020-06-29,archive
Marshall Wace LLP,0.9,FR0013326246,Unibail-Rodamco-Westfield SE,2020-06-29,archive
"Maverick Capital, Ltd.",0.91,FR0013326246,Unibail-Rodamco-Westfield SE,2020-06-29,archive
Susquehanna International Securities Limited,0.45,NL0000888691,AMG Critical Materials N.V.,2020-06-29,archive
Wellington Management Company LLP,0.59,NL0000289213,Wereldhave N.V.,2020-06-29,archive
"Athanor Capital, LP",0.93,NL0000289213,Wereldhave N.V.,2020-06-26,archive
Citadel Advisors LLC,0.59,NL0010391025,Pharming Group N.V.,2020-06-26,archive
HBK Investments LP,0.62,NL0000352565,Fugro N.V.,2020-06-26,archive
Marshall Wace LLP,1.61,NL0011279492,Flow Traders Ltd.,2020-06-26,archive
Marshall Wace LLP,0.47,NL0000337319,Koninklijke BAM Groep N.V.,2020-06-26,archive
"Maverick Capital, Ltd.",0.86,FR0013326246,Unibail-Rodamco-Westfield SE,2020-06-26,archive
Susquehanna International Securities Limited,0.52,NL0000888691,AMG Critical Materials N.V.,2020-06-26,archive
The Mangrove Partners Master Fund Limited,0.95,NL0000352565,Fugro N.V.,2020-06-26,archive
