position_holder,position_date,issuer_name,net_short_position,isin,source
"Arrowstreet Capital, Limited Partnership",2018-04-24,OCI N.V.,0.5,NL0010558797,archive
"Arrowstreet Capital, Limited Partnership",2018-04-24,TomTom N.V.,0.6,NL0000387058,archive
"Bridgewater Associates, LP",2018-04-24,ASML Holding N.V.,0.48,NL0010273215,archive
"Bridgewater Associates, LP",2018-04-24,ING Groep N.V.,0.48,NL0011821202,archive
"Bridgewater Associates, LP",2018-04-24,Koninklijke Philips N.V.,0.48,NL0000009538,archive
Capital Fund Management S.A.,2018-04-24,Fugro N.V.,1.82,NL0000352565,archive
HBK Investments LP,2018-04-24,Fugro N.V.,1.19,NL0000352565,archive
Oxford Asset Management,2018-04-24,Fugro N.V.,1.11,NL0000352565,archive
"PDT Partners, LLC",2018-04-24,Pharming Group N.V.,1.23,NL0010391025,archive
RAM Active Investments SA,2018-04-24,Fugro N.V.,0.77,NL0000352565,archive
Scopia Capital Management LP,2018-04-24,Signify N.V.,2.1,NL0011821392,archive
"WorldQuant, LLC",2018-04-24,Koninklijke BAM Groep N.V.,0.85,NL0000337319,archive
"WorldQuant, LLC",2018-04-24,Wereldhave N.V.,0.95,NL0000289213,archive
AHL Partners LLP,2018-04-23,Lakefront Biotherapeutics NV,0.5,BE0003818359,archive
"AQR Capital Management, LLC",2018-04-23,Koninklijke Vopak N.V.,2.4,NL0009432491,archive
Balyasny Asset Management (UK) LLP,2018-04-23,Koninklijke Vopak N.V.,0.41,NL0009432491,archive
"BlackRock Institutional Trust Company, National Association",2018-04-23,Wereldhave N.V.,0.56,NL0000289213,archive
Capital Fund Management S.A.,2018-04-23,Fugro N.V.,1.79,NL0000352565,archive
"Connor, Clark & Lunn Investment Management Ltd.",2018-04-23,SBM Offshore N.V.,0.49,NL0000360618,archive
"Goldman Sachs Group Inc., The",2018-04-23,RHI Magnesita N.V.,0.8,NL0012650360,archive
HBK Investments LP,2018-04-23,Fugro N.V.,1.21,NL0000352565,archive
Marshall Wace LLP,2018-04-23,AEGON Ltd.,0.49,NL0000303709,archive
Marshall Wace LLP,2018-04-23,Koninklijke Ahold Delhaize N.V.,0.7,NL0011794037,archive
Marshall Wace LLP,2018-04-23,Koninklijke BAM Groep N.V.,1.78,NL0000337319,archive
Marshall Wace LLP,2018-04-23,OCI N.V.,0.61,NL0010558797,archive
Scopia Capital Management LP,2018-04-23,Signify N.V.,2.05,NL0011821392,archive
Systematica Investments Limited,2018-04-23,Fugro N.V.,0.9,NL0000352565,archive
Systematica Investments Limited,2018-04-23,Koninklijke BAM Groep N.V.,0.5,NL0000337319,archive
"WorldQuant, LLC",2018-04-23,Fugro N.V.,0.92,NL0000352565,archive
"WorldQuant, LLC",2018-04-23,Koninklijke BAM Groep N.V.,0.9,NL0000337319,archive
Abaco Asset Management LLP,2018-04-20,Flow Traders Ltd.,0.6,NL0011279492,archive
"AQR Capital Management, LLC",2018-04-20,Koninklijke Vopak N.V.,2.39,NL0009432491,archive
Capital Fund Management S.A.,2018-04-20,Fugro N.V.,1.8,NL0000352565,archive
Jupiter Investment Management Limited,2018-04-20,Koninklijke Vopak N.V.,0.49,NL0009432491,archive
Marshall Wace LLP,2018-04-20,ARCADIS N.V.,1.7,NL0006237562,archive
Marshall Wace LLP,2018-04-20,Fugro N.V.,0.61,NL0000352565,archive
Marshall Wace LLP,2018-04-20,Wereldhave N.V.,2.23,NL0000289213,archive
Millennium International Management LP,2018-04-20,Lakefront Biotherapeutics NV,0.57,BE0003818359,archive
Oxford Asset Management,2018-04-20,Fugro N.V.,1.02,NL0000352565,archive
Scopia Capital Management LP,2018-04-20,BE Semiconductor Industries N.V.,1.93,NL0000339760,archive
"WorldQuant, LLC",2018-04-20,Koninklijke BAM Groep N.V.,1.0,NL0000337319,archive
Scopia Capital Management LP,2018-04-19,Signify N.V.,1.94,NL0011821392,archive
Abaco Asset Management LLP,2018-04-18,Flow Traders Ltd.,0.54,NL0011279492,archive
AHL Partners LLP,2018-04-18,Fugro N.V.,1.59,NL0000352565,archive
Balyasny Asset Management (UK) LLP,2018-04-18,Koninklijke Vopak N.V.,0.5,NL0009432491,archive
"Bridgewater Associates, LP",2018-04-18,ASML Holding N.V.,0.57,NL0010273215,archive
"Bridgewater Associates, LP",2018-04-18,ING Groep N.V.,0.57,NL0011821202,archive
"Bridgewater Associates, LP",2018-04-18,Koninklijke Philips N.V.,0.57,NL0000009538,archive
Citadel Advisors II LLC,2018-04-18,Koninklijke BAM Groep N.V.,0.92,NL0000337319,archive
"Goldman Sachs Group Inc., The",2018-04-18,RHI Magnesita N.V.,0.71,NL0012650360,archive
HBK Investments LP,2018-04-18,Fugro N.V.,1.18,NL0000352565,archive
Marshall Wace LLP,2018-04-18,AEGON Ltd.,0.5,NL0000303709,archive
Marshall Wace LLP,2018-04-18,Koninklijke Ahold Delhaize N.V.,0.69,NL0011794037,archive
Marshall Wace LLP,2018-04-18,Pharming Group N.V.,1.69,NL0010391025,archive
Millennium Capital Partners LLP,2018-04-18,AMG Critical Materials N.V.,0.52,NL0000888691,archive
Oxford Asset Management,2018-04-18,Fugro N.V.,0.93,NL0000352565,archive
"PDT Partners, LLC",2018-04-18,Pharming Group N.V.,1.11,NL0010391025,archive
Viking Global Investors LP,2018-04-18,AEGON Ltd.,0.82,NL0000303709,archive
"WorldQuant, LLC",2018-04-18,Fugro N.V.,0.8,NL0000352565,archive
"WorldQuant, LLC",2018-04-18,Wereldhave N.V.,1.0,NL0000289213,archive
"AQR Capital Management, LLC",2018-04-17,SBM Offshore N.V.,2.22,NL0000360618,archive
"Arrowstreet Capital, Limited Partnership",2018-04-17,TomTom N.V.,0.5,NL0000387058,archive
"BlackRock Institutional Trust Company, National Association",2018-04-17,Fugro N.V.,0.54,NL0000352565,archive
"BlackRock Institutional Trust Company, National Association",2018-04-17,Wereldhave N.V.,0.6,NL0000289213,archive
BlueCrest Capital Management Limited,2018-04-17,Fugro N.V.,0.65,NL0000352565,archive
"Bridgewater Associates, LP",2018-04-17,Koninklijke Ahold Delhaize N.V.,0.49,NL0011794037,archive
Marshall Wace LLP,2018-04-17,Fugro N.V.,0.53,NL0000352565,archive
Marshall Wace LLP,2018-04-17,Pharming Group N.V.,1.71,NL0010391025,archive
Millennium International Management LP,2018-04-17,AMG Critical Materials N.V.,0.7,NL0000888691,archive
Sculptor Capital Management Europe Limited,2018-04-17,ARCADIS N.V.,0.58,NL0006237562,archive
Systematica Investments Limited,2018-04-17,Fugro N.V.,0.82,NL0000352565,archive
"WorldQuant, LLC",2018-04-17,Lakefront Biotherapeutics NV,0.61,BE0003818359,archive
"Goldman Sachs Group Inc., The",2018-04-16,RHI Magnesita N.V.,0.6,NL0012650360,archive
Marshall Wace LLP,2018-04-16,Fugro N.V.,0.47,NL0000352565,archive
Marshall Wace LLP,2018-04-16,Koninklijke BAM Groep N.V.,1.88,NL0000337319,archive
Marshall Wace LLP,2018-04-16,OCI N.V.,0.51,NL0010558797,archive
"PDT Partners, LLC",2018-04-16,Pharming Group N.V.,1.04,NL0010391025,archive
RAM Active Investments SA,2018-04-16,Fugro N.V.,0.66,NL0000352565,archive
Renaissance Technologies LLC,2018-04-16,Sif Holding N.V.,0.49,NL0011660485,archive
TT International,2018-04-16,Koninklijke BAM Groep N.V.,0.37,NL0000337319,archive
"WorldQuant, LLC",2018-04-16,OCI N.V.,0.49,NL0010558797,archive
Adelphi Capital LLP,2018-04-13,ARCADIS N.V.,0.52,NL0006237562,archive
"Bridgewater Associates, LP",2018-04-13,ASML Holding N.V.,0.65,NL0010273215,archive
"Bridgewater Associates, LP",2018-04-13,ING Groep N.V.,0.66,NL0011821202,archive
"Bridgewater Associates, LP",2018-04-13,Koninklijke Philips N.V.,0.66,NL0000009538,archive
Marshall Wace LLP,2018-04-13,ABN AMRO Bank NV,0.47,NL0011540547,archive
Sculptor Capital Management Europe Limited,2018-04-13,ARCADIS N.V.,0.63,NL0006237562,archive
"WorldQuant, LLC",2018-04-13,Fugro N.V.,0.78,NL0000352565,archive
"WorldQuant, LLC",2018-04-13,PostNL N.V.,1.47,NL0009739416,archive
Abaco Asset Management LLP,2018-04-12,Flow Traders Ltd.,0.48,NL0011279492,archive
CQS (UK) LLP,2018-04-12,Aperam S.A.,0.69,LU0569974404,archive
Jupiter Investment Management Limited,2018-04-12,Fugro N.V.,0.82,NL0000352565,archive
Jupiter Investment Management Limited,2018-04-12,Koninklijke Vopak N.V.,0.59,NL0009432491,archive
Millennium Capital Partners LLP,2018-04-12,AMG Critical Materials N.V.,0.49,NL0000888691,archive
Oxford Asset Management,2018-04-12,Fugro N.V.,0.8,NL0000352565,archive
Sculptor Capital Management Europe Limited,2018-04-12,ARCADIS N.V.,0.74,NL0006237562,archive
Systematica Investments Limited,2018-04-12,Fugro N.V.,0.71,NL0000352565,archive
"WorldQuant, LLC",2018-04-12,Koninklijke BAM Groep N.V.,0.98,NL0000337319,archive
Abaco Asset Management LLP,2018-04-11,Flow Traders Ltd.,0.5,NL0011279492,archive
"AQR Capital Management, LLC",2018-04-11,Lakefront Biotherapeutics NV,2.61,BE0003818359,archive
Arrowgrass Capital Partners LLP,2018-04-11,Fugro N.V.,0.63,NL0000352565,archive
AXA Investment Managers Chorus Limited,2018-04-11,Fugro N.V.,0.7,NL0000352565,archive
"Bridgewater Associates, LP",2018-04-11,Koninklijke Ahold Delhaize N.V.,0.59,NL0011794037,archive
CQS (UK) LLP,2018-04-11,Aperam S.A.,0.73,LU0569974404,archive
Sculptor Capital Management Europe Limited,2018-04-11,ARCADIS N.V.,0.81,NL0006237562,archive
"WorldQuant, LLC",2018-04-11,Lakefront Biotherapeutics NV,0.59,BE0003818359,archive
"AQR Capital Management, LLC",2018-04-10,SBM Offshore N.V.,2.12,NL0000360618,archive
Arrowgrass Capital Partners LLP,2018-04-10,Fugro N.V.,0.59,NL0000352565,archive
B&G Master Fund Plc,2018-04-10,AEGON Ltd.,0.7,NL0000303709,archive
"BlueMountain Capital Management, LLC",2018-04-10,PostNL N.V.,0.8,NL0009739416,archive
"Bridgewater Associates, LP",2018-04-10,ASML Holding N.V.,0.76,NL0010273215,archive
"Bridgewater Associates, LP",2018-04-10,ING Groep N.V.,0.77,NL0011821202,archive
"Bridgewater Associates, LP",2018-04-10,Koninklijke Philips N.V.,0.77,NL0000009538,archive
Canada Pension Plan Investment Board,2018-04-10,Fugro N.V.,0.81,NL0000352565,archive
"Goldman Sachs Group Inc., The",2018-04-10,RHI Magnesita N.V.,0.54,NL0012650360,archive
HBK Investments LP,2018-04-10,Fugro N.V.,1.26,NL0000352565,archive
Marshall Wace LLP,2018-04-10,ARCADIS N.V.,1.6,NL0006237562,archive
Marshall Wace LLP,2018-04-10,Fugro N.V.,0.55,NL0000352565,archive
Marshall Wace LLP,2018-04-10,Koninklijke Ahold Delhaize N.V.,0.7,NL0011794037,archive
"PDT Partners, LLC",2018-04-10,Pharming Group N.V.,0.91,NL0010391025,archive
"WorldQuant, LLC",2018-04-10,PostNL N.V.,1.59,NL0009739416,archive
Capital Fund Management S.A.,2018-04-09,OCI N.V.,0.8,NL0010558797,archive
Capital Fund Management S.A.,2018-04-09,PostNL N.V.,0.5,NL0009739416,archive
HBK Investments LP,2018-04-09,Fugro N.V.,1.31,NL0000352565,archive
Lansdowne Partners (UK) LLP,2018-04-09,ARCADIS N.V.,1.62,NL0006237562,archive
Marshall Wace LLP,2018-04-09,Koninklijke BAM Groep N.V.,1.98,NL0000337319,archive
"WorldQuant, LLC",2018-04-09,PostNL N.V.,1.62,NL0009739416,archive
Arrowgrass Capital Partners LLP,2018-04-06,Fugro N.V.,0.61,NL0000352565,archive
"Bridgewater Associates, LP",2018-04-06,ASML Holding N.V.,0.86,NL0010273215,archive
"Bridgewater Associates, LP",2018-04-06,ING Groep N.V.,0.86,NL0011821202,archive
"Bridgewater Associates, LP",2018-04-06,Koninklijke Ahold Delhaize N.V.,0.68,NL0011794037,archive
"Bridgewater Associates, LP",2018-04-06,Koninklijke Philips N.V.,0.86,NL0000009538,archive
Canada Pension Plan Investment Board,2018-04-06,Fugro N.V.,0.73,NL0000352565,archive
Marshall Wace LLP,2018-04-06,Pharming Group N.V.,1.65,NL0010391025,archive
Marshall Wace LLP,2018-04-06,Wereldhave N.V.,2.11,NL0000289213,archive
Oxford Asset Management,2018-04-06,Fugro N.V.,0.72,NL0000352565,archive
RAM Active Investments SA,2018-04-06,Fugro N.V.,0.53,NL0000352565,archive
Viking Global Investors LP,2018-04-06,AEGON Ltd.,0.76,NL0000303709,archive
"WorldQuant, LLC",2018-04-06,Koninklijke BAM Groep N.V.,1.02,NL0000337319,archive
"WorldQuant, LLC",2018-04-06,Lakefront Biotherapeutics NV,0.66,BE0003818359,archive
"WorldQuant, LLC",2018-04-06,OCI N.V.,0.58,NL0010558797,archive
AHL Partners LLP,2018-04-05,Fugro N.V.,1.63,NL0000352565,archive
Arrowgrass Capital Partners LLP,2018-04-05,Fugro N.V.,0.59,NL0000352565,archive
"BlackRock Institutional Trust Company, National Association",2018-04-05,Fugro N.V.,0.65,NL0000352565,archive
Capital Fund Management S.A.,2018-04-05,Wereldhave N.V.,1.1,NL0000289213,archive
CQS (UK) LLP,2018-04-05,Aperam S.A.,0.69,LU0569974404,archive
HBK Investments LP,2018-04-05,Fugro N.V.,1.23,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,2018-04-05,Koninklijke BAM Groep N.V.,1.04,NL0000337319,archive
Marshall Wace LLP,2018-04-05,Koninklijke Ahold Delhaize N.V.,0.69,NL0011794037,archive
Marshall Wace LLP,2018-04-05,Pharming Group N.V.,1.74,NL0010391025,archive
"PDT Partners, LLC",2018-04-05,Pharming Group N.V.,0.83,NL0010391025,archive
Renaissance Technologies LLC,2018-04-05,Sif Holding N.V.,0.59,NL0011660485,archive
Capital Fund Management S.A.,2018-04-04,Fugro N.V.,1.71,NL0000352565,archive
Citadel Advisors II LLC,2018-04-04,Wereldhave N.V.,0.48,NL0000289213,archive
"D. E. Shaw & Co., L.P.",2018-04-04,Wereldhave N.V.,0.47,NL0000289213,archive
HBK Investments LP,2018-04-04,Fugro N.V.,1.32,NL0000352565,archive
Marshall Wace LLP,2018-04-04,ARCADIS N.V.,1.51,NL0006237562,archive
Marshall Wace LLP,2018-04-04,Pharming Group N.V.,1.87,NL0010391025,archive
Millennium Capital Partners LLP,2018-04-04,AMG Critical Materials N.V.,0.5,NL0000888691,archive
Scopia Capital Management LP,2018-04-04,Signify N.V.,1.89,NL0011821392,archive
"WorldQuant, LLC",2018-04-04,PostNL N.V.,1.79,NL0009739416,archive
AHL Partners LLP,2018-04-03,Fugro N.V.,1.5,NL0000352565,archive
AHL Partners LLP,2018-04-03,Koninklijke BAM Groep N.V.,0.49,NL0000337319,archive
B&G Master Fund Plc,2018-04-03,AEGON Ltd.,0.62,NL0000303709,archive
"BlueMountain Capital Management, LLC",2018-04-03,SBM Offshore N.V.,0.49,NL0000360618,archive
Capital Fund Management S.A.,2018-04-03,Fugro N.V.,1.65,NL0000352565,archive
"Connor, Clark & Lunn Investment Management Ltd.",2018-04-03,Flow Traders Ltd.,0.49,NL0011279492,archive
"D. E. Shaw & Co., L.P.",2018-04-03,Wereldhave N.V.,0.52,NL0000289213,archive
Highbridge Capital Management LLC,2018-04-03,BE Semiconductor Industries N.V.,0.45,NL0000339760,archive
Lansdowne Partners (UK) LLP,2018-04-03,ARCADIS N.V.,1.5,NL0006237562,archive
Marshall Wace LLP,2018-04-03,Koninklijke BAM Groep N.V.,2.05,NL0000337319,archive
Marshall Wace LLP,2018-04-03,Wereldhave N.V.,2.01,NL0000289213,archive
Oxford Asset Management,2018-04-03,Lakefront Biotherapeutics NV,0.5,BE0003818359,archive
RAM Active Investments SA,2018-04-03,Koninklijke BAM Groep N.V.,0.45,NL0000337319,archive
Scopia Capital Management LP,2018-04-03,BE Semiconductor Industries N.V.,1.87,NL0000339760,archive
Scopia Capital Management LP,2018-04-03,Signify N.V.,1.98,NL0011821392,archive
"WorldQuant, LLC",2018-04-03,Koninklijke BAM Groep N.V.,0.91,NL0000337319,archive
AHL Partners LLP,2018-03-29,Fugro N.V.,1.42,NL0000352565,archive
"AQR Capital Management, LLC",2018-03-29,Lakefront Biotherapeutics NV,2.51,BE0003818359,archive
"Arrowstreet Capital, Limited Partnership",2018-03-29,Aperam S.A.,0.5,LU0569974404,archive
"BlackRock Institutional Trust Company, National Association",2018-03-29,Fugro N.V.,0.87,NL0000352565,archive
"Clinton Group, Inc",2018-03-29,Wereldhave N.V.,0.69,NL0000289213,archive
"Goldman Sachs Group Inc., The",2018-03-29,RHI Magnesita N.V.,0.47,NL0012650360,archive
Jupiter Investment Management Limited,2018-03-29,Fugro N.V.,0.7,NL0000352565,archive
Marshall Wace LLP,2018-03-29,ARCADIS N.V.,1.46,NL0006237562,archive
Millennium International Management LP,2018-03-29,AMG Critical Materials N.V.,0.61,NL0000888691,archive
"WorldQuant, LLC",2018-03-29,Wereldhave N.V.,1.29,NL0000289213,archive
AHL Partners LLP,2018-03-28,Fugro N.V.,1.35,NL0000352565,archive
AXA Investment Managers Chorus Limited,2018-03-28,Fugro N.V.,0.6,NL0000352565,archive
"BlackRock Institutional Trust Company, National Association",2018-03-28,Fugro N.V.,0.9,NL0000352565,archive
BNP Paribas S.A.,2018-03-28,Fugro N.V.,0.48,NL0000352565,archive
"Bridgewater Associates, LP",2018-03-28,ASML Holding N.V.,0.99,NL0010273215,archive
"Bridgewater Associates, LP",2018-03-28,ING Groep N.V.,0.99,NL0011821202,archive
"Bridgewater Associates, LP",2018-03-28,Koninklijke Philips N.V.,0.99,NL0000009538,archive
"Clinton Group, Inc",2018-03-28,Wereldhave N.V.,0.7,NL0000289213,archive
CQS (UK) LLP,2018-03-28,BE Semiconductor Industries N.V.,1.08,NL0000339760,archive
"D. E. Shaw & Co., L.P.",2018-03-28,Wereldhave N.V.,0.49,NL0000289213,archive
"Davidson Kempner European Partners, LLP",2018-03-28,BE Semiconductor Industries N.V.,0.69,NL0000339760,archive
HBK Investments LP,2018-03-28,Fugro N.V.,1.2,NL0000352565,archive
Marshall Wace LLP,2018-03-28,Koninklijke BAM Groep N.V.,2.17,NL0000337319,archive
Marshall Wace LLP,2018-03-28,Wereldhave N.V.,1.93,NL0000289213,archive
Systematica Investments Limited,2018-03-28,Fugro N.V.,0.6,NL0000352565,archive
"WorldQuant, LLC",2018-03-28,Wereldhave N.V.,1.4,NL0000289213,archive
Capital Fund Management S.A.,2018-03-27,Fugro N.V.,1.5,NL0000352565,archive
Capital Fund Management S.A.,2018-03-27,OCI N.V.,0.7,NL0010558797,archive
JPMorgan Asset Management (UK) Ltd.,2018-03-27,Koninklijke BAM Groep N.V.,0.71,NL0000337319,archive
Marshall Wace LLP,2018-03-27,ABN AMRO Bank NV,0.59,NL0011540547,archive
Marshall Wace LLP,2018-03-27,ARCADIS N.V.,1.53,NL0006237562,archive
Oxford Asset Management,2018-03-27,Fugro N.V.,0.6,NL0000352565,archive
"AQR Capital Management, LLC",2018-03-26,SBM Offshore N.V.,2.01,NL0000360618,archive
"Bridgewater Associates, LP",2018-03-26,ASML Holding N.V.,1.0,NL0010273215,archive
"Bridgewater Associates, LP",2018-03-26,ING Groep N.V.,1.0,NL0011821202,archive
"Bridgewater Associates, LP",2018-03-26,Koninklijke Philips N.V.,1.0,NL0000009538,archive
Citadel Advisors II LLC,2018-03-26,Koninklijke BAM Groep N.V.,0.81,NL0000337319,archive
Marshall Wace LLP,2018-03-26,ARCADIS N.V.,1.47,NL0006237562,archive
Marshall Wace LLP,2018-03-26,Koninklijke Ahold Delhaize N.V.,0.7,NL0011794037,archive
Marshall Wace LLP,2018-03-26,Koninklijke BAM Groep N.V.,2.29,NL0000337319,archive
Marshall Wace LLP,2018-03-26,Wereldhave N.V.,1.83,NL0000289213,archive
"PDT Partners, LLC",2018-03-26,Wereldhave N.V.,0.49,NL0000289213,archive
RAM Active Investments SA,2018-03-26,Koninklijke BAM Groep N.V.,0.52,NL0000337319,archive
Sculptor Capital Management Europe Limited,2018-03-26,ARCADIS N.V.,0.95,NL0006237562,archive
"WorldQuant, LLC",2018-03-26,Koninklijke BAM Groep N.V.,0.8,NL0000337319,archive
AHL Partners LLP,2018-03-23,Fugro N.V.,1.22,NL0000352565,archive
AXA Investment Managers Chorus Limited,2018-03-23,Fugro N.V.,0.51,NL0000352565,archive
"BlackRock Institutional Trust Company, National Association",2018-03-23,Wereldhave N.V.,0.56,NL0000289213,archive
"Bridgewater Associates, LP",2018-03-23,ASML Holding N.V.,0.97,NL0010273215,archive
"Bridgewater Associates, LP",2018-03-23,ING Groep N.V.,0.98,NL0011821202,archive
"Bridgewater Associates, LP",2018-03-23,Koninklijke Ahold Delhaize N.V.,0.78,NL0011794037,archive
"Bridgewater Associates, LP",2018-03-23,Koninklijke Philips N.V.,0.98,NL0000009538,archive
Capital Fund Management S.A.,2018-03-23,Fugro N.V.,1.41,NL0000352565,archive
Citadel Advisors II LLC,2018-03-23,Wereldhave N.V.,0.59,NL0000289213,archive
Marshall Wace LLP,2018-03-23,ARCADIS N.V.,1.32,NL0006237562,archive
Marshall Wace LLP,2018-03-23,Koninklijke BAM Groep N.V.,2.32,NL0000337319,archive
Marshall Wace LLP,2018-03-23,Wereldhave N.V.,1.76,NL0000289213,archive
Systematica Investments Limited,2018-03-23,OCI N.V.,0.51,NL0010558797,archive
"WorldQuant, LLC",2018-03-23,Koninklijke BAM Groep N.V.,0.77,NL0000337319,archive
"WorldQuant, LLC",2018-03-23,Lakefront Biotherapeutics NV,0.8,BE0003818359,archive
"WorldQuant, LLC",2018-03-23,OCI N.V.,0.62,NL0010558797,archive
"WorldQuant, LLC",2018-03-23,PostNL N.V.,1.81,NL0009739416,archive
"D. E. Shaw & Co., L.P.",2018-03-22,Wereldhave N.V.,0.5,NL0000289213,archive
"Goldman Sachs Group Inc., The",2018-03-22,RHI Magnesita N.V.,0.54,NL0012650360,archive
Marshall Wace LLP,2018-03-22,Koninklijke BAM Groep N.V.,2.27,NL0000337319,archive
Systematica Investments Limited,2018-03-22,OCI N.V.,0.49,NL0010558797,archive
"WorldQuant, LLC",2018-03-22,PostNL N.V.,1.79,NL0009739416,archive
"AQR Capital Management, LLC",2018-03-21,Koninklijke Vopak N.V.,2.49,NL0009432491,archive
