issuer_name,net_short_position,isin,position_holder,position_date,source
BE Semiconductor Industries N.V.,0.5,NL0012866412,Renaissance Technologies LLC,2022-02-23,archive
Wereldhave N.V.,3.89,NL0000289213,"Woodson Capital Master Fund, LP",2022-02-23,archive
Wereldhave N.V.,0.89,NL0000289213,Adelphi Capital LLP,2022-02-22,archive
Alfen N.V.,0.51,NL0012817175,"BlackRock Institutional Trust Company, National Association",2022-02-22,archive
AMG Critical Materials N.V.,0.93,NL0000888691,Capital Fund Management S.A.,2022-02-22,archive
BE Semiconductor Industries N.V.,0.58,NL0012866412,"Point72 Europe (London), LLP",2022-02-22,archive
BE Semiconductor Industries N.V.,0.49,NL0012866412,Renaissance Technologies LLC,2022-02-22,archive
Alfen N.V.,0.83,NL0012817175,Voleon Capital Management LP,2022-02-22,archive
Flow Traders Ltd.,1.12,NL0011279492,"WorldQuant, LLC",2022-02-22,archive
PostNL N.V.,0.68,NL0009739416,"WorldQuant, LLC",2022-02-22,archive
TomTom N.V.,0.72,NL0013332471,"WorldQuant, LLC",2022-02-22,archive
Wereldhave N.V.,0.99,NL0000289213,Adelphi Capital LLP,2022-02-21,archive
BE Semiconductor Industries N.V.,0.5,NL0012866412,"D. E. Shaw & Co., L.P.",2022-02-21,archive
PostNL N.V.,1.78,NL0009739416,Marshall Wace LLP,2022-02-21,archive
Aperam S.A.,0.88,LU0569974404,Millennium Capital Partners LLP,2022-02-21,archive
PostNL N.V.,0.67,NL0009739416,Millennium Capital Partners LLP,2022-02-21,archive
BE Semiconductor Industries N.V.,0.64,NL0012866412,"Point72 Europe (London), LLP",2022-02-21,archive
AMG Critical Materials N.V.,0.39,NL0000888691,Qube Research & Technologies Ltd.,2022-02-21,archive
Alfen N.V.,0.79,NL0012817175,Voleon Capital Management LP,2022-02-21,archive
Wereldhave N.V.,1.15,NL0000289213,Adelphi Capital LLP,2022-02-18,archive
SBM Offshore N.V.,0.98,NL0000360618,Marshall Wace LLP,2022-02-18,archive
PostNL N.V.,0.7,NL0009739416,Millennium Capital Partners LLP,2022-02-18,archive
BE Semiconductor Industries N.V.,0.7,NL0012866412,"Point72 Europe (London), LLP",2022-02-18,archive
BE Semiconductor Industries N.V.,0.5,NL0012866412,Renaissance Technologies LLC,2022-02-18,archive
Alfen N.V.,0.62,NL0012817175,Voleon Capital Management LP,2022-02-18,archive
Wereldhave N.V.,1.3,NL0000289213,Adelphi Capital LLP,2022-02-17,archive
Koninklijke BAM Groep N.V.,0.67,NL0000337319,Citadel Advisors LLC,2022-02-17,archive
Alfen N.V.,0.46,NL0012817175,"D. E. Shaw & Co., L.P.",2022-02-17,archive
Koninklijke Philips N.V.,0.6,NL0000009538,Marshall Wace LLP,2022-02-17,archive
PostNL N.V.,1.85,NL0009739416,Marshall Wace LLP,2022-02-17,archive
PostNL N.V.,0.69,NL0009739416,Millennium Capital Partners LLP,2022-02-17,archive
Aperam S.A.,0.48,LU0569974404,Millennium International Management LP,2022-02-17,archive
BE Semiconductor Industries N.V.,0.57,NL0012866412,"Point72 Europe (London), LLP",2022-02-17,archive
Fugro N.V.,0.49,NL00150003E1,"WorldQuant, LLC",2022-02-17,archive
Wereldhave N.V.,1.48,NL0000289213,Adelphi Capital LLP,2022-02-16,archive
AMG Critical Materials N.V.,0.88,NL0000888691,Capital Fund Management S.A.,2022-02-16,archive
Koninklijke BAM Groep N.V.,0.45,NL0000337319,Citadel Advisors LLC,2022-02-16,archive
ABN AMRO Bank NV,1.2,NL0011540547,Marshall Wace LLP,2022-02-16,archive
Alfen N.V.,0.67,NL0012817175,Marshall Wace LLP,2022-02-16,archive
Aperam S.A.,0.98,LU0569974404,Millennium Capital Partners LLP,2022-02-16,archive
Wereldhave N.V.,3.92,NL0000289213,"Woodson Capital Master Fund, LP",2022-02-16,archive
Flow Traders Ltd.,1.01,NL0011279492,"WorldQuant, LLC",2022-02-16,archive
PostNL N.V.,0.74,NL0009739416,"WorldQuant, LLC",2022-02-16,archive
Wereldhave N.V.,1.63,NL0000289213,Adelphi Capital LLP,2022-02-15,archive
Koninklijke BAM Groep N.V.,0.5,NL0000337319,Citadel Advisors LLC,2022-02-15,archive
AMG Critical Materials N.V.,0.49,NL0000888691,"Connor, Clark & Lunn Investment Management Ltd.",2022-02-15,archive
TomTom N.V.,0.68,NL0013332471,"WorldQuant, LLC",2022-02-15,archive
Wereldhave N.V.,1.72,NL0000289213,Adelphi Capital LLP,2022-02-14,archive
ASR Nederland N.V.,0.35,NL0011872643,Citadel Advisors LLC,2022-02-14,archive
TomTom N.V.,0.65,NL0013332471,Marshall Wace LLP,2022-02-14,archive
Aperam S.A.,1.05,LU0569974404,Millennium Capital Partners LLP,2022-02-14,archive
BE Semiconductor Industries N.V.,0.66,NL0012866412,"Point72 Europe (London), LLP",2022-02-14,archive
AMG Critical Materials N.V.,0.53,NL0000888691,Qube Research & Technologies Ltd.,2022-02-14,archive
Alfen N.V.,0.94,NL0012817175,Rye Bay Capital LLP,2022-02-14,archive
Flow Traders Ltd.,0.91,NL0011279492,"WorldQuant, LLC",2022-02-14,archive
PostNL N.V.,0.88,NL0009739416,"WorldQuant, LLC",2022-02-14,archive
TomTom N.V.,0.7,NL0013332471,"WorldQuant, LLC",2022-02-14,archive
Eurocommercial Properties N.V.,0.44,NL0015000K93,Adelphi Capital LLP,2022-02-11,archive
Basic-Fit N.V.,0.52,NL0011872650,CapeView Capital LLP,2022-02-11,archive
ABN AMRO Bank NV,1.11,NL0011540547,Marshall Wace LLP,2022-02-11,archive
PostNL N.V.,1.98,NL0009739416,Marshall Wace LLP,2022-02-11,archive
Aperam S.A.,0.89,LU0569974404,Millennium Capital Partners LLP,2022-02-11,archive
Eurocommercial Properties N.V.,0.76,NL0015000K93,Adelphi Capital LLP,2022-02-10,archive
Wereldhave N.V.,1.83,NL0000289213,Adelphi Capital LLP,2022-02-10,archive
ABN AMRO Bank NV,1.05,NL0011540547,Marshall Wace LLP,2022-02-10,archive
Alfen N.V.,0.88,NL0012817175,Marshall Wace LLP,2022-02-10,archive
Galapagos NV,0.63,BE0003818359,Marshall Wace LLP,2022-02-10,archive
SBM Offshore N.V.,1.02,NL0000360618,Marshall Wace LLP,2022-02-10,archive
Alfen N.V.,0.75,NL0012817175,Rye Bay Capital LLP,2022-02-10,archive
Wereldhave N.V.,4.04,NL0000289213,"Woodson Capital Master Fund, LP",2022-02-10,archive
Flow Traders Ltd.,0.82,NL0011279492,"WorldQuant, LLC",2022-02-10,archive
PostNL N.V.,0.92,NL0009739416,"WorldQuant, LLC",2022-02-10,archive
TomTom N.V.,0.69,NL0013332471,"WorldQuant, LLC",2022-02-10,archive
Wereldhave N.V.,2.02,NL0000289213,Adelphi Capital LLP,2022-02-09,archive
IMCD N.V.,0.49,NL0010801007,"AQR Capital Management, LLC",2022-02-09,archive
TomTom N.V.,0.49,NL0013332471,Citadel Advisors LLC,2022-02-09,archive
ABN AMRO Bank NV,0.89,NL0011540547,Marshall Wace LLP,2022-02-09,archive
TomTom N.V.,0.74,NL0013332471,Marshall Wace LLP,2022-02-09,archive
Alfen N.V.,0.56,NL0012817175,Rye Bay Capital LLP,2022-02-09,archive
PostNL N.V.,1.0,NL0009739416,"WorldQuant, LLC",2022-02-09,archive
Eurocommercial Properties N.V.,0.97,NL0015000K93,Adelphi Capital LLP,2022-02-08,archive
CM.com N.V.,0.84,NL0012747059,Highbridge Capital Management LLC,2022-02-08,archive
Koninklijke Philips N.V.,0.52,NL0000009538,Marshall Wace LLP,2022-02-08,archive
Flow Traders Ltd.,0.7,NL0011279492,"WorldQuant, LLC",2022-02-08,archive
AMG Critical Materials N.V.,0.91,NL0000888691,Capital Fund Management S.A.,2022-02-07,archive
TomTom N.V.,0.54,NL0013332471,Citadel Advisors LLC,2022-02-07,archive
Alfen N.V.,0.99,NL0012817175,Marshall Wace LLP,2022-02-07,archive
Galapagos NV,0.51,BE0003818359,Marshall Wace LLP,2022-02-07,archive
PostNL N.V.,2.0,NL0009739416,Marshall Wace LLP,2022-02-07,archive
TomTom N.V.,0.86,NL0013332471,Marshall Wace LLP,2022-02-07,archive
PostNL N.V.,0.71,NL0009739416,Millennium Capital Partners LLP,2022-02-07,archive
BE Semiconductor Industries N.V.,0.92,NL0012866412,"Point72 Europe (London), LLP",2022-02-07,archive
PostNL N.V.,1.16,NL0009739416,"WorldQuant, LLC",2022-02-07,archive
TomTom N.V.,0.72,NL0013332471,"WorldQuant, LLC",2022-02-07,archive
Eurocommercial Properties N.V.,1.02,NL0015000K93,Adelphi Capital LLP,2022-02-04,archive
Wereldhave N.V.,2.25,NL0000289213,Adelphi Capital LLP,2022-02-04,archive
TomTom N.V.,0.72,NL0013332471,Citadel Advisors LLC,2022-02-04,archive
TomTom N.V.,0.97,NL0013332471,Marshall Wace LLP,2022-02-04,archive
Aperam S.A.,0.99,LU0569974404,Millennium Capital Partners LLP,2022-02-04,archive
PostNL N.V.,0.69,NL0009739416,Millennium Capital Partners LLP,2022-02-04,archive
BE Semiconductor Industries N.V.,0.88,NL0012866412,"Point72 Europe (London), LLP",2022-02-04,archive
Fugro N.V.,0.59,NL00150003E1,"WorldQuant, LLC",2022-02-04,archive
TomTom N.V.,0.62,NL0013332471,"WorldQuant, LLC",2022-02-04,archive
Eurocommercial Properties N.V.,1.58,NL0015000K93,Adelphi Capital LLP,2022-02-03,archive
Wereldhave N.V.,2.47,NL0000289213,Adelphi Capital LLP,2022-02-03,archive
Alfen N.V.,0.83,NL0012817175,AllianceBernstein L.P.,2022-02-03,archive
AMG Critical Materials N.V.,0.86,NL0000888691,Capital Fund Management S.A.,2022-02-03,archive
ABN AMRO Bank NV,0.92,NL0011540547,Marshall Wace LLP,2022-02-03,archive
Alfen N.V.,1.0,NL0012817175,Marshall Wace LLP,2022-02-03,archive
PostNL N.V.,1.9,NL0009739416,Marshall Wace LLP,2022-02-03,archive
PostNL N.V.,0.72,NL0009739416,Millennium Capital Partners LLP,2022-02-03,archive
Aperam S.A.,0.52,LU0569974404,Millennium International Management LP,2022-02-03,archive
Ebusco Holding N.V.,0.5,NL0015000CZ2,Otus Capital Management Ltd.,2022-02-03,archive
Galapagos NV,0.53,BE0003818359,Qube Research & Technologies Ltd.,2022-02-03,archive
Flow Traders Ltd.,0.61,NL0011279492,"WorldQuant, LLC",2022-02-03,archive
PostNL N.V.,1.29,NL0009739416,"WorldQuant, LLC",2022-02-03,archive
Eurocommercial Properties N.V.,1.65,NL0015000K93,Adelphi Capital LLP,2022-02-02,archive
Wereldhave N.V.,2.65,NL0000289213,Adelphi Capital LLP,2022-02-02,archive
Alfen N.V.,0.78,NL0012817175,AllianceBernstein L.P.,2022-02-02,archive
ArcelorMittal S.A.,0.5,LU1598757687,"D. E. Shaw & Co. (London), LLP",2022-02-01,archive
Alfen N.V.,0.99,NL0012817175,Marshall Wace LLP,2022-02-01,archive
TomTom N.V.,1.11,NL0013332471,Marshall Wace LLP,2022-02-01,archive
PostNL N.V.,0.67,NL0009739416,Millennium Capital Partners LLP,2022-02-01,archive
PostNL N.V.,0.49,NL0009739416,Millennium International Management LP,2022-02-01,archive
BE Semiconductor Industries N.V.,0.9,NL0012866412,"Point72 Europe (London), LLP",2022-02-01,archive
Galapagos NV,0.45,BE0003818359,Qube Research & Technologies Ltd.,2022-02-01,archive
Eurocommercial Properties N.V.,1.88,NL0015000K93,Adelphi Capital LLP,2022-01-31,archive
PostNL N.V.,0.71,NL0009739416,Millennium Capital Partners LLP,2022-01-31,archive
Galapagos NV,0.7,BE0003818359,Qube Research & Technologies Ltd.,2022-01-31,archive
TomTom N.V.,0.58,NL0013332471,"WorldQuant, LLC",2022-01-31,archive
ASR Nederland N.V.,0.53,NL0011872643,Citadel Advisors LLC,2022-01-28,archive
ABN AMRO Bank NV,0.8,NL0011540547,Marshall Wace LLP,2022-01-28,archive
TomTom N.V.,1.02,NL0013332471,Marshall Wace LLP,2022-01-28,archive
PostNL N.V.,0.5,NL0009739416,Millennium International Management LP,2022-01-28,archive
BE Semiconductor Industries N.V.,0.83,NL0012866412,"Point72 Europe (London), LLP",2022-01-28,archive
Fugro N.V.,0.6,NL00150003E1,"WorldQuant, LLC",2022-01-28,archive
PostNL N.V.,1.38,NL0009739416,"WorldQuant, LLC",2022-01-28,archive
Eurocommercial Properties N.V.,1.93,NL0015000K93,Adelphi Capital LLP,2022-01-27,archive
Galapagos NV,0.44,BE0003818359,Canada Pension Plan Investment Board,2022-01-27,archive
Unibail-Rodamco-Westfield SE,0.46,FR0013326246,Kintbury Capital LLP,2022-01-27,archive
ARCADIS N.V.,0.47,NL0006237562,Pelham Capital Ltd.,2022-01-27,archive
Galapagos NV,0.69,BE0003818359,Qube Research & Technologies Ltd.,2022-01-27,archive
AMG Critical Materials N.V.,0.89,NL0000888691,Systematica Investments Limited,2022-01-27,archive
Flow Traders Ltd.,0.59,NL0011279492,"WorldQuant, LLC",2022-01-27,archive
AMG Critical Materials N.V.,0.43,NL0000888691,Citadel Advisors LLC,2022-01-26,archive
PostNL N.V.,0.43,NL0009739416,Citadel Advisors LLC,2022-01-26,archive
CM.com N.V.,0.7,NL0012747059,Highbridge Capital Management LLC,2022-01-26,archive
Unibail-Rodamco-Westfield SE,0.52,FR0013326246,Kintbury Capital LLP,2022-01-26,archive
Aperam S.A.,1.01,LU0569974404,Millennium Capital Partners LLP,2022-01-26,archive
Wereldhave N.V.,0.29,NL0000289213,Millennium International Management LP,2022-01-26,archive
Alfen N.V.,0.66,NL0012817175,Odey Asset Management LLP,2022-01-26,archive
AMG Critical Materials N.V.,0.49,NL0000888691,Qube Research & Technologies Ltd.,2022-01-26,archive
Fugro N.V.,0.59,NL00150003E1,"WorldQuant, LLC",2022-01-26,archive
Alfen N.V.,0.6,NL0012817175,AllianceBernstein L.P.,2022-01-25,archive
CM.com N.V.,0.59,NL0012747059,Highbridge Capital Management LLC,2022-01-25,archive
PostNL N.V.,0.47,NL0009739416,Kuvari Partners LLP,2022-01-25,archive
PostNL N.V.,1.88,NL0009739416,Marshall Wace LLP,2022-01-25,archive
Aperam S.A.,0.99,LU0569974404,Millennium Capital Partners LLP,2022-01-25,archive
PostNL N.V.,0.68,NL0009739416,Millennium Capital Partners LLP,2022-01-25,archive
Alfen N.V.,0.55,NL0012817175,Odey Asset Management LLP,2022-01-25,archive
Galapagos NV,0.77,BE0003818359,Qube Research & Technologies Ltd.,2022-01-25,archive
AMG Critical Materials N.V.,0.93,NL0000888691,Systematica Investments Limited,2022-01-25,archive
Alfen N.V.,0.5,NL0012817175,AllianceBernstein L.P.,2022-01-24,archive
AMG Critical Materials N.V.,0.51,NL0000888691,Citadel Advisors LLC,2022-01-24,archive
TomTom N.V.,0.52,NL0013332471,Citadel Advisors LLC,2022-01-24,archive
AMG Critical Materials N.V.,0.58,NL0000888691,"Connor, Clark & Lunn Investment Management Ltd.",2022-01-24,archive
Unibail-Rodamco-Westfield SE,0.61,FR0013326246,Kintbury Capital LLP,2022-01-24,archive
ABN AMRO Bank NV,0.71,NL0011540547,Marshall Wace LLP,2022-01-24,archive
Alfen N.V.,1.04,NL0012817175,Marshall Wace LLP,2022-01-24,archive
Aperam S.A.,0.47,LU0569974404,Millennium International Management LP,2022-01-24,archive
AMG Critical Materials N.V.,0.58,NL0000888691,Qube Research & Technologies Ltd.,2022-01-24,archive
PostNL N.V.,1.57,NL0009739416,"WorldQuant, LLC",2022-01-24,archive
AMG Critical Materials N.V.,0.72,NL0000888691,Capital Fund Management S.A.,2022-01-21,archive
AMG Critical Materials N.V.,0.49,NL0000888691,Citadel Advisors LLC,2022-01-21,archive
PostNL N.V.,0.5,NL0009739416,Citadel Advisors LLC,2022-01-21,archive
Unibail-Rodamco-Westfield SE,0.58,FR0013326246,Kintbury Capital LLP,2022-01-21,archive
Alfen N.V.,0.99,NL0012817175,Marshall Wace LLP,2022-01-21,archive
PostNL N.V.,1.92,NL0009739416,Marshall Wace LLP,2022-01-21,archive
AMG Critical Materials N.V.,0.66,NL0000888691,Qube Research & Technologies Ltd.,2022-01-21,archive
Fugro N.V.,0.6,NL00150003E1,"WorldQuant, LLC",2022-01-21,archive
PostNL N.V.,1.44,NL0009739416,"WorldQuant, LLC",2022-01-21,archive
Unibail-Rodamco-Westfield SE,0.49,FR0013326246,Marshall Wace LLP,2022-01-20,archive
Aperam S.A.,1.08,LU0569974404,Millennium Capital Partners LLP,2022-01-20,archive
AMG Critical Materials N.V.,0.52,NL0000888691,Citadel Advisors LLC,2022-01-19,archive
Pharming Group N.V.,0.49,NL0010391025,Citadel Advisors LLC,2022-01-19,archive
Alfen N.V.,0.82,NL0012817175,Marshall Wace LLP,2022-01-19,archive
AMG Critical Materials N.V.,0.79,NL0000888691,Qube Research & Technologies Ltd.,2022-01-19,archive
AMG Critical Materials N.V.,0.46,NL0000888691,Citadel Advisors LLC,2022-01-18,archive
BE Semiconductor Industries N.V.,0.41,NL0012866412,Lone Pine Capital LLC,2022-01-18,archive
Alfen N.V.,0.75,NL0012817175,Marshall Wace LLP,2022-01-18,archive
PostNL N.V.,1.35,NL0009739416,"WorldQuant, LLC",2022-01-18,archive
Alfen N.V.,0.88,NL0012817175,Marshall Wace LLP,2022-01-17,archive
AMG Critical Materials N.V.,1.09,NL0000888691,Systematica Investments Limited,2022-01-17,archive
PostNL N.V.,1.27,NL0009739416,"WorldQuant, LLC",2022-01-17,archive
Alfen N.V.,0.92,NL0012817175,Marshall Wace LLP,2022-01-14,archive
PostNL N.V.,1.87,NL0009739416,Marshall Wace LLP,2022-01-14,archive
Galapagos NV,0.89,BE0003818359,Qube Research & Technologies Ltd.,2022-01-14,archive
Fugro N.V.,0.57,NL00150003E1,"WorldQuant, LLC",2022-01-14,archive
PostNL N.V.,1.09,NL0009739416,"WorldQuant, LLC",2022-01-14,archive
TomTom N.V.,0.69,NL0013332471,"WorldQuant, LLC",2022-01-14,archive
AMG Critical Materials N.V.,0.54,NL0000888691,Citadel Advisors LLC,2022-01-13,archive
BE Semiconductor Industries N.V.,0.57,NL0012866412,Lone Pine Capital LLC,2022-01-13,archive
PostNL N.V.,1.91,NL0009739416,Marshall Wace LLP,2022-01-13,archive
Aperam S.A.,1.19,LU0569974404,Millennium Capital Partners LLP,2022-01-13,archive
PostNL N.V.,0.55,NL0009739416,Millennium Capital Partners LLP,2022-01-13,archive
AMG Critical Materials N.V.,0.84,NL0000888691,Qube Research & Technologies Ltd.,2022-01-13,archive
PostNL N.V.,0.93,NL0009739416,"WorldQuant, LLC",2022-01-13,archive
IMCD N.V.,0.5,NL0010801007,"AQR Capital Management, LLC",2022-01-12,archive
Basic-Fit N.V.,1.23,NL0011872650,Citadel Advisors Europe Limited,2022-01-12,archive
Alfen N.V.,0.69,NL0012817175,Marshall Wace LLP,2022-01-12,archive
PostNL N.V.,2.06,NL0009739416,Marshall Wace LLP,2022-01-12,archive
Aperam S.A.,1.2,LU0569974404,Millennium Capital Partners LLP,2022-01-12,archive
Pharming Group N.V.,1.25,NL0010391025,Pictet Asset Management Limited,2022-01-12,archive
Fugro N.V.,0.67,NL00150003E1,"WorldQuant, LLC",2022-01-12,archive
AMG Critical Materials N.V.,0.65,NL0000888691,Capital Fund Management S.A.,2022-01-11,archive
Basic-Fit N.V.,1.17,NL0011872650,Citadel Advisors Europe Limited,2022-01-11,archive
AMG Critical Materials N.V.,1.18,NL0000888691,Systematica Investments Limited,2022-01-11,archive
Alfen N.V.,0.48,NL0012817175,Voleon Capital Management LP,2022-01-11,archive
TomTom N.V.,0.71,NL0013332471,"WorldQuant, LLC",2022-01-11,archive
Basic-Fit N.V.,1.21,NL0011872650,Citadel Advisors Europe Limited,2022-01-10,archive
AMG Critical Materials N.V.,0.64,NL0000888691,Citadel Advisors LLC,2022-01-10,archive
Basic-Fit N.V.,0.39,NL0011872650,"D. E. Shaw & Co. (London), LLP",2022-01-10,archive
PostNL N.V.,2.19,NL0009739416,Marshall Wace LLP,2022-01-10,archive
AMG Critical Materials N.V.,0.79,NL0000888691,Qube Research & Technologies Ltd.,2022-01-10,archive
PostNL N.V.,0.8,NL0009739416,"WorldQuant, LLC",2022-01-10,archive
Koninklijke BAM Groep N.V.,0.48,NL0000337319,Citadel Advisors LLC,2022-01-07,archive
Pharming Group N.V.,0.53,NL0010391025,Citadel Advisors LLC,2022-01-07,archive
ARCADIS N.V.,0.49,NL0006237562,Lansdowne Partners (UK) LLP,2022-01-07,archive
ABN AMRO Bank NV,0.63,NL0011540547,Marshall Wace LLP,2022-01-07,archive
PostNL N.V.,2.26,NL0009739416,Marshall Wace LLP,2022-01-07,archive
Aperam S.A.,1.1,LU0569974404,Millennium Capital Partners LLP,2022-01-07,archive
AMG Critical Materials N.V.,0.85,NL0000888691,Qube Research & Technologies Ltd.,2022-01-07,archive
AMG Critical Materials N.V.,0.56,NL0000888691,Citadel Advisors LLC,2022-01-06,archive
Alfen N.V.,0.7,NL0012817175,Marshall Wace LLP,2022-01-06,archive
Galapagos NV,0.98,BE0003818359,Qube Research & Technologies Ltd.,2022-01-06,archive
AMG Critical Materials N.V.,0.56,NL0000888691,Capital Fund Management S.A.,2022-01-05,archive
Basic-Fit N.V.,1.08,NL0011872650,Citadel Advisors Europe Limited,2022-01-05,archive
AMG Critical Materials N.V.,0.48,NL0000888691,Citadel Advisors LLC,2022-01-05,archive
TomTom N.V.,0.47,NL0013332471,Citadel Advisors LLC,2022-01-05,archive
PostNL N.V.,0.66,NL0009739416,Kuvari Partners LLP,2022-01-05,archive
BE Semiconductor Industries N.V.,0.66,NL0012866412,Lone Pine Capital LLC,2022-01-05,archive
ABN AMRO Bank NV,0.54,NL0011540547,Marshall Wace LLP,2022-01-05,archive
PostNL N.V.,2.35,NL0009739416,Marshall Wace LLP,2022-01-05,archive
Galapagos NV,1.0,BE0003818359,Qube Research & Technologies Ltd.,2022-01-05,archive
Alfen N.V.,0.5,NL0012817175,Voleon Capital Management LP,2022-01-05,archive
Unibail-Rodamco-Westfield SE,0.68,FR0013326246,Kintbury Capital LLP,2022-01-04,archive
BE Semiconductor Industries N.V.,0.76,NL0012866412,Lone Pine Capital LLC,2022-01-04,archive
PostNL N.V.,0.61,NL0009739416,Millennium Capital Partners LLP,2022-01-04,archive
AMG Critical Materials N.V.,0.92,NL0000888691,Qube Research & Technologies Ltd.,2022-01-04,archive
Galapagos NV,0.99,BE0003818359,Qube Research & Technologies Ltd.,2022-01-04,archive
Alfen N.V.,0.49,NL0012817175,Voleon Capital Management LP,2022-01-04,archive
Fugro N.V.,0.78,NL00150003E1,"WorldQuant, LLC",2022-01-04,archive
TomTom N.V.,0.63,NL0013332471,"WorldQuant, LLC",2022-01-04,archive
Basic-Fit N.V.,0.98,NL0011872650,Citadel Advisors Europe Limited,2022-01-03,archive
Basic-Fit N.V.,0.0,NL0011872650,Citadel Europe LLP,2022-01-03,archive
TomTom N.V.,0.47,NL0013332471,HRTEU Limited,2022-01-03,archive
BE Semiconductor Industries N.V.,0.87,NL0012866412,Lone Pine Capital LLC,2022-01-03,archive
