net_short_position,position_holder,isin,position_date,issuer_name,source
1.7,Capital Fund Management S.A.,NL0009739416,2019-05-29,PostNL N.V.,archive
1.52,Citadel Europe LLP,NL0000352565,2019-05-29,Fugro N.V.,archive
1.43,Marshall Wace LLP,NL0012866412,2019-05-29,BE Semiconductor Industries N.V.,archive
4.33,Marshall Wace LLP,NL0009739416,2019-05-29,PostNL N.V.,archive
0.8,Numeric Investors LLC,NL0000888691,2019-05-29,AMG Critical Materials N.V.,archive
0.5,Susquehanna International Holdings LLC,NL0009269109,2019-05-29,Koninklijke Heijmans N.V.,archive
0.61,Voleon Capital Management LP,NL0009739416,2019-05-29,PostNL N.V.,archive
1.53,AHL Partners LLP,NL0009739416,2019-05-28,PostNL N.V.,archive
0.42,Citadel Advisors LLC,NL0000352565,2019-05-28,Fugro N.V.,archive
1.64,Citadel Europe LLP,NL0000352565,2019-05-28,Fugro N.V.,archive
0.72,"Connor, Clark & Lunn Investment Management Ltd.",NL0000352565,2019-05-28,Fugro N.V.,archive
0.46,Marshall Wace LLP,NL0011279492,2019-05-28,Flow Traders Ltd.,archive
4.6,Marshall Wace LLP,NL0000352565,2019-05-28,Fugro N.V.,archive
4.26,Marshall Wace LLP,NL0009739416,2019-05-28,PostNL N.V.,archive
0.73,Millennium Capital Partners LLP,NL0011821392,2019-05-28,Signify N.V.,archive
0.78,Millennium International Management LP,NL0000289213,2019-05-28,Wereldhave N.V.,archive
0.61,Systematica Investments Limited,NL0009739416,2019-05-28,PostNL N.V.,archive
0.52,"WorldQuant, LLC",NL0000888691,2019-05-28,AMG Critical Materials N.V.,archive
4.15,Marshall Wace LLP,NL0009739416,2019-05-27,PostNL N.V.,archive
1.03,Marshall Wace LLP,NL0011821392,2019-05-27,Signify N.V.,archive
0.67,Millennium Capital Partners LLP,NL0011821392,2019-05-27,Signify N.V.,archive
0.61,"PDT Partners, LLC",NL0009739416,2019-05-27,PostNL N.V.,archive
1.01,"WorldQuant, LLC",NL0009739416,2019-05-27,PostNL N.V.,archive
1.31,Adelphi Capital LLP,NL0000289213,2019-05-24,Wereldhave N.V.,archive
0.76,AHL Partners LLP,NL0000352565,2019-05-24,Fugro N.V.,archive
1.47,AHL Partners LLP,NL0009739416,2019-05-24,PostNL N.V.,archive
1.13,ENA Investment Capital LLP,NL0011821392,2019-05-24,Signify N.V.,archive
1.31,Marshall Wace LLP,NL0012866412,2019-05-24,BE Semiconductor Industries N.V.,archive
1.68,Marshall Wace LLP,NL0000289213,2019-05-24,Wereldhave N.V.,archive
0.71,Millennium Capital Partners LLP,NL0011821392,2019-05-24,Signify N.V.,archive
1.1,Millennium International Management LP,NL0000888691,2019-05-24,AMG Critical Materials N.V.,archive
1.19,"PDT Partners, LLC",NL0000888691,2019-05-24,AMG Critical Materials N.V.,archive
1.3,"WorldQuant, LLC",NL0000352565,2019-05-24,Fugro N.V.,archive
1.21,AKO Capital LLP,NL0000337319,2019-05-23,Koninklijke BAM Groep N.V.,archive
1.6,"AQR Capital Management, LLC",NL0000360618,2019-05-23,SBM Offshore N.V.,archive
0.73,"Arrowstreet Capital, Limited Partnership",NL0000888691,2019-05-23,AMG Critical Materials N.V.,archive
0.82,"BlackRock Institutional Trust Company, National Association",NL0000352565,2019-05-23,Fugro N.V.,archive
1.85,Citadel Europe LLP,NL0000352565,2019-05-23,Fugro N.V.,archive
1.41,"Connor, Clark & Lunn Investment Management Ltd.",NL0000888691,2019-05-23,AMG Critical Materials N.V.,archive
1.06,"Davidson Kempner European Partners, LLP",NL0012866412,2019-05-23,BE Semiconductor Industries N.V.,archive
1.76,HBK Investments LP,NL0000352565,2019-05-23,Fugro N.V.,archive
0.6,Marshall Wace LLP,NL0000337319,2019-05-23,Koninklijke BAM Groep N.V.,archive
4.05,Marshall Wace LLP,NL0009739416,2019-05-23,PostNL N.V.,archive
0.94,Marshall Wace LLP,NL0011821392,2019-05-23,Signify N.V.,archive
1.71,Marshall Wace LLP,NL0000289213,2019-05-23,Wereldhave N.V.,archive
0.74,Millennium Capital Partners LLP,NL0000888691,2019-05-23,AMG Critical Materials N.V.,archive
0.67,Millennium Capital Partners LLP,NL0011821392,2019-05-23,Signify N.V.,archive
0.56,"PDT Partners, LLC",NL0009739416,2019-05-23,PostNL N.V.,archive
0.87,AHL Partners LLP,NL0000352565,2019-05-22,Fugro N.V.,archive
1.23,Marshall Wace LLP,NL0012866412,2019-05-22,BE Semiconductor Industries N.V.,archive
3.87,Marshall Wace LLP,NL0009739416,2019-05-22,PostNL N.V.,archive
1.22,"WorldQuant, LLC",NL0000352565,2019-05-22,Fugro N.V.,archive
2.03,AHL Partners LLP,NL0000888691,2019-05-21,AMG Critical Materials N.V.,archive
0.9,"AQR Capital Management, LLC",NL0010558797,2019-05-21,OCI N.V.,archive
3.73,Marshall Wace LLP,NL0009739416,2019-05-21,PostNL N.V.,archive
0.64,Millennium Capital Partners LLP,NL0000888691,2019-05-21,AMG Critical Materials N.V.,archive
0.71,Millennium Capital Partners LLP,NL0011821392,2019-05-21,Signify N.V.,archive
1.0,Millennium International Management LP,NL0000888691,2019-05-21,AMG Critical Materials N.V.,archive
0.71,Millennium International Management LP,NL0011821392,2019-05-21,Signify N.V.,archive
1.24,"PDT Partners, LLC",NL0000888691,2019-05-21,AMG Critical Materials N.V.,archive
0.45,Pictet Asset Management Limited,NL0011821392,2019-05-21,Signify N.V.,archive
3.7,"Public Equity Partners Management, L.P.",NL0000888691,2019-05-21,AMG Critical Materials N.V.,archive
0.52,Systematica Investments Limited,NL0009739416,2019-05-21,PostNL N.V.,archive
2.46,Tybourne Capital Management (HK) Limited,NL0011821392,2019-05-21,Signify N.V.,archive
0.48,Voleon Capital Management LP,NL0010391025,2019-05-21,Pharming Group N.V.,archive
0.95,"WorldQuant, LLC",NL0009739416,2019-05-21,PostNL N.V.,archive
0.95,AHL Partners LLP,NL0000352565,2019-05-20,Fugro N.V.,archive
1.2,"AQR Capital Management, LLC",NL0009432491,2019-05-20,Koninklijke Vopak N.V.,archive
0.51,"Arrowstreet Capital, Limited Partnership",NL0000888691,2019-05-20,AMG Critical Materials N.V.,archive
0.43,Canada Pension Plan Investment Board,NL0000337319,2019-05-20,Koninklijke BAM Groep N.V.,archive
0.57,Citadel Advisors LLC,NL0000352565,2019-05-20,Fugro N.V.,archive
1.96,Citadel Europe LLP,NL0000352565,2019-05-20,Fugro N.V.,archive
1.3,"Connor, Clark & Lunn Investment Management Ltd.",NL0000888691,2019-05-20,AMG Critical Materials N.V.,archive
0.68,CQS (UK) LLP,NL0012866412,2019-05-20,BE Semiconductor Industries N.V.,archive
0.59,Lansdowne Partners (UK) LLP,NL0011794037,2019-05-20,Koninklijke Ahold Delhaize N.V.,archive
1.12,Marshall Wace LLP,NL0012866412,2019-05-20,BE Semiconductor Industries N.V.,archive
4.5,Marshall Wace LLP,NL0000352565,2019-05-20,Fugro N.V.,archive
0.51,Marshall Wace LLP,BE0003818359,2019-05-20,Galapagos NV,archive
0.5,Marshall Wace LLP,NL0000337319,2019-05-20,Koninklijke BAM Groep N.V.,archive
3.62,Marshall Wace LLP,NL0009739416,2019-05-20,PostNL N.V.,archive
0.59,Millennium Capital Partners LLP,NL0011821392,2019-05-20,Signify N.V.,archive
0.73,Numeric Investors LLC,NL0000888691,2019-05-20,AMG Critical Materials N.V.,archive
1.31,"PDT Partners, LLC",NL0000888691,2019-05-20,AMG Critical Materials N.V.,archive
0.51,Pictet Asset Management Limited,NL0011821392,2019-05-20,Signify N.V.,archive
3.54,"Public Equity Partners Management, L.P.",NL0000888691,2019-05-20,AMG Critical Materials N.V.,archive
0.52,Voleon Capital Management LP,NL0009739416,2019-05-20,PostNL N.V.,archive
0.84,"WorldQuant, LLC",NL0009739416,2019-05-20,PostNL N.V.,archive
2.11,AHL Partners LLP,NL0000888691,2019-05-17,AMG Critical Materials N.V.,archive
1.63,HBK Investments LP,NL0000352565,2019-05-17,Fugro N.V.,archive
4.04,"Hound Partners, LLC",NL0000888691,2019-05-17,AMG Critical Materials N.V.,archive
0.5,Kuvari Partners LLP,NL0006237562,2019-05-17,ARCADIS N.V.,archive
1.02,Marshall Wace LLP,NL0012866412,2019-05-17,BE Semiconductor Industries N.V.,archive
0.55,Millennium Capital Partners LLP,NL0000888691,2019-05-17,AMG Critical Materials N.V.,archive
0.94,Millennium International Management LP,NL0000888691,2019-05-17,AMG Critical Materials N.V.,archive
0.64,Numeric Investors LLC,NL0000888691,2019-05-17,AMG Critical Materials N.V.,archive
1.29,"PDT Partners, LLC",NL0000888691,2019-05-17,AMG Critical Materials N.V.,archive
0.63,Pictet Asset Management Limited,NL0010391025,2019-05-17,Pharming Group N.V.,archive
3.44,"Public Equity Partners Management, L.P.",NL0000888691,2019-05-17,AMG Critical Materials N.V.,archive
0.51,UBS Asset Management (UK) Ltd.,NL0000352565,2019-05-17,Fugro N.V.,archive
1.11,"WorldQuant, LLC",NL0000352565,2019-05-17,Fugro N.V.,archive
1.09,AHL Partners LLP,NL0000352565,2019-05-16,Fugro N.V.,archive
1.5,"AQR Capital Management, LLC",NL0000360618,2019-05-16,SBM Offshore N.V.,archive
2.09,Citadel Europe LLP,NL0000352565,2019-05-16,Fugro N.V.,archive
1.23,"Connor, Clark & Lunn Investment Management Ltd.",NL0000888691,2019-05-16,AMG Critical Materials N.V.,archive
0.54,Engadine Partners LLP,NL0006237562,2019-05-16,ARCADIS N.V.,archive
1.6,"Great Point Partners, LLC",NL0010391025,2019-05-16,Pharming Group N.V.,archive
1.58,HBK Investments LP,NL0000352565,2019-05-16,Fugro N.V.,archive
4.43,Marshall Wace LLP,NL0000352565,2019-05-16,Fugro N.V.,archive
3.42,Marshall Wace LLP,NL0009739416,2019-05-16,PostNL N.V.,archive
0.88,Millennium International Management LP,NL0000888691,2019-05-16,AMG Critical Materials N.V.,archive
0.69,"PDT Partners, LLC",NL0009739416,2019-05-16,PostNL N.V.,archive
0.54,Pictet Asset Management Limited,NL0010391025,2019-05-16,Pharming Group N.V.,archive
3.35,"Public Equity Partners Management, L.P.",NL0000888691,2019-05-16,AMG Critical Materials N.V.,archive
0.86,TT International,NL0010391025,2019-05-16,Pharming Group N.V.,archive
1.24,AHL Partners LLP,NL0000352565,2019-05-15,Fugro N.V.,archive
1.92,"AQR Capital Management, LLC",BE0003818359,2019-05-15,Galapagos NV,archive
0.79,Citadel Advisors LLC,BE0003818359,2019-05-15,Galapagos NV,archive
1.44,"Great Point Partners, LLC",NL0010391025,2019-05-15,Pharming Group N.V.,archive
4.27,"Hound Partners, LLC",NL0000888691,2019-05-15,AMG Critical Materials N.V.,archive
2.47,Jupiter Investment Management Limited,NL0000888691,2019-05-15,AMG Critical Materials N.V.,archive
0.58,Marshall Wace LLP,NL0011279492,2019-05-15,Flow Traders Ltd.,archive
3.37,Marshall Wace LLP,NL0009739416,2019-05-15,PostNL N.V.,archive
1.68,Marshall Wace LLP,NL0000289213,2019-05-15,Wereldhave N.V.,archive
0.75,Millennium International Management LP,NL0000888691,2019-05-15,AMG Critical Materials N.V.,archive
0.52,Numeric Investors LLC,NL0000888691,2019-05-15,AMG Critical Materials N.V.,archive
3.2,"Public Equity Partners Management, L.P.",NL0000888691,2019-05-15,AMG Critical Materials N.V.,archive
3.23,Scopia Capital Management LP,NL0012866412,2019-05-15,BE Semiconductor Industries N.V.,archive
0.57,Voleon Capital Management LP,NL0010391025,2019-05-15,Pharming Group N.V.,archive
1.0,"WorldQuant, LLC",NL0000352565,2019-05-15,Fugro N.V.,archive
0.7,"WorldQuant, LLC",NL0009739416,2019-05-15,PostNL N.V.,archive
1.35,AHL Partners LLP,NL0000352565,2019-05-14,Fugro N.V.,archive
1.53,AHL Partners LLP,NL0009739416,2019-05-14,PostNL N.V.,archive
1.12,"AQR Capital Management, LLC",NL0009432491,2019-05-14,Koninklijke Vopak N.V.,archive
0.66,Citadel Advisors LLC,NL0000352565,2019-05-14,Fugro N.V.,archive
2.15,Citadel Europe LLP,NL0000352565,2019-05-14,Fugro N.V.,archive
1.14,"Connor, Clark & Lunn Investment Management Ltd.",NL0000888691,2019-05-14,AMG Critical Materials N.V.,archive
1.65,HBK Investments LP,NL0000352565,2019-05-14,Fugro N.V.,archive
4.43,"Hound Partners, LLC",NL0000888691,2019-05-14,AMG Critical Materials N.V.,archive
2.38,Jupiter Investment Management Limited,NL0000888691,2019-05-14,AMG Critical Materials N.V.,archive
1.59,Jupiter Investment Management Limited,NL0012866412,2019-05-14,BE Semiconductor Industries N.V.,archive
0.8,Marshall Wace LLP,NL0011821392,2019-05-14,Signify N.V.,archive
0.6,Millennium Capital Partners LLP,NL0011821392,2019-05-14,Signify N.V.,archive
1.35,"PDT Partners, LLC",NL0000888691,2019-05-14,AMG Critical Materials N.V.,archive
0.35,Susquehanna International Holdings LLC,NL0009269109,2019-05-14,Koninklijke Heijmans N.V.,archive
0.49,Voleon Capital Management LP,NL0010391025,2019-05-14,Pharming Group N.V.,archive
0.62,"WorldQuant, LLC",NL0009739416,2019-05-14,PostNL N.V.,archive
1.46,AHL Partners LLP,NL0000352565,2019-05-13,Fugro N.V.,archive
1.72,BlackRock Investment Management (UK) Limited,NL0011821392,2019-05-13,Signify N.V.,archive
0.53,Boldhaven Management LLP,NL0000337319,2019-05-13,Koninklijke BAM Groep N.V.,archive
1.81,HBK Investments LP,NL0000352565,2019-05-13,Fugro N.V.,archive
4.52,"Hound Partners, LLC",NL0000888691,2019-05-13,AMG Critical Materials N.V.,archive
2.26,Jupiter Investment Management Limited,NL0000888691,2019-05-13,AMG Critical Materials N.V.,archive
0.96,Marshall Wace LLP,NL0012866412,2019-05-13,BE Semiconductor Industries N.V.,archive
4.33,Marshall Wace LLP,NL0000352565,2019-05-13,Fugro N.V.,archive
3.22,Marshall Wace LLP,NL0009739416,2019-05-13,PostNL N.V.,archive
0.59,Millennium Capital Partners LLP,NL0011821392,2019-05-13,Signify N.V.,archive
0.8,Millennium International Management LP,NL0000289213,2019-05-13,Wereldhave N.V.,archive
1.41,"PDT Partners, LLC",NL0000888691,2019-05-13,AMG Critical Materials N.V.,archive
3.01,Scopia Capital Management LP,NL0012866412,2019-05-13,BE Semiconductor Industries N.V.,archive
0.54,Susquehanna International Holdings LLC,NL0009269109,2019-05-13,Koninklijke Heijmans N.V.,archive
0.51,Voleon Capital Management LP,NL0010391025,2019-05-13,Pharming Group N.V.,archive
0.9,"WorldQuant, LLC",NL0012866412,2019-05-13,BE Semiconductor Industries N.V.,archive
0.97,"WorldQuant, LLC",NL0000352565,2019-05-13,Fugro N.V.,archive
0.48,AHL Partners LLP,NL0010832176,2019-05-10,argenx SE,archive
1.02,"Connor, Clark & Lunn Investment Management Ltd.",NL0000888691,2019-05-10,AMG Critical Materials N.V.,archive
4.68,"Hound Partners, LLC",NL0000888691,2019-05-10,AMG Critical Materials N.V.,archive
2.16,Jupiter Investment Management Limited,NL0000888691,2019-05-10,AMG Critical Materials N.V.,archive
0.79,Millennium International Management LP,NL0000289213,2019-05-10,Wereldhave N.V.,archive
2.04,AHL Partners LLP,NL0000888691,2019-05-09,AMG Critical Materials N.V.,archive
1.55,AHL Partners LLP,NL0000352565,2019-05-09,Fugro N.V.,archive
1.61,AHL Partners LLP,NL0009739416,2019-05-09,PostNL N.V.,archive
1.1,AKO Capital LLP,NL0000337319,2019-05-09,Koninklijke BAM Groep N.V.,archive
1.4,"AQR Capital Management, LLC",NL0000360618,2019-05-09,SBM Offshore N.V.,archive
0.97,"Connor, Clark & Lunn Investment Management Ltd.",NL0000888691,2019-05-09,AMG Critical Materials N.V.,archive
0.6,"Connor, Clark & Lunn Investment Management Ltd.",NL0000352565,2019-05-09,Fugro N.V.,archive
0.47,Dalton Strategic Partnership LLP,NL0006237562,2019-05-09,ARCADIS N.V.,archive
5.0,"Hound Partners, LLC",NL0000888691,2019-05-09,AMG Critical Materials N.V.,archive
2.01,Jupiter Investment Management Limited,NL0000888691,2019-05-09,AMG Critical Materials N.V.,archive
4.25,Marshall Wace LLP,NL0000352565,2019-05-09,Fugro N.V.,archive
0.49,Marshall Wace LLP,NL0000337319,2019-05-09,Koninklijke BAM Groep N.V.,archive
2.89,Marshall Wace LLP,NL0009739416,2019-05-09,PostNL N.V.,archive
1.77,AHL Partners LLP,NL0000352565,2019-05-08,Fugro N.V.,archive
1.57,AHL Partners LLP,NL0009739416,2019-05-08,PostNL N.V.,archive
1.66,BlackRock Investment Management (UK) Limited,NL0011821392,2019-05-08,Signify N.V.,archive
0.81,Citadel Advisors LLC,NL0000352565,2019-05-08,Fugro N.V.,archive
2.46,Citadel Europe LLP,NL0000352565,2019-05-08,Fugro N.V.,archive
0.8,"D. E. Shaw & Co., L.P.",NL0000289213,2019-05-08,Wereldhave N.V.,archive
0.51,Dalton Strategic Partnership LLP,NL0006237562,2019-05-08,ARCADIS N.V.,archive
1.7,HBK Investments LP,NL0000352565,2019-05-08,Fugro N.V.,archive
5.69,"Hound Partners, LLC",NL0000888691,2019-05-08,AMG Critical Materials N.V.,archive
1.87,Jupiter Investment Management Limited,NL0000888691,2019-05-08,AMG Critical Materials N.V.,archive
0.8,Marshall Wace LLP,NL0012866412,2019-05-08,BE Semiconductor Industries N.V.,archive
4.16,Marshall Wace LLP,NL0000352565,2019-05-08,Fugro N.V.,archive
2.76,Marshall Wace LLP,NL0009739416,2019-05-08,PostNL N.V.,archive
0.6,Millennium Capital Partners LLP,NL0011821392,2019-05-08,Signify N.V.,archive
0.6,Millennium International Management LP,NL0011821392,2019-05-08,Signify N.V.,archive
0.73,"PDT Partners, LLC",NL0009739416,2019-05-08,PostNL N.V.,archive
0.52,RAM Active Investments SA,NL0009739416,2019-05-08,PostNL N.V.,archive
1.9,AHL Partners LLP,NL0000888691,2019-05-07,AMG Critical Materials N.V.,archive
0.71,"BlackRock Institutional Trust Company, National Association",NL0000352565,2019-05-07,Fugro N.V.,archive
0.86,"Connor, Clark & Lunn Investment Management Ltd.",NL0000888691,2019-05-07,AMG Critical Materials N.V.,archive
0.74,CQS (UK) LLP,NL0012866412,2019-05-07,BE Semiconductor Industries N.V.,archive
1.83,HBK Investments LP,NL0000352565,2019-05-07,Fugro N.V.,archive
1.74,Jupiter Investment Management Limited,NL0000888691,2019-05-07,AMG Critical Materials N.V.,archive
1.68,Jupiter Investment Management Limited,NL0012866412,2019-05-07,BE Semiconductor Industries N.V.,archive
4.07,Marshall Wace LLP,NL0000352565,2019-05-07,Fugro N.V.,archive
0.51,Marshall Wace LLP,NL0000337319,2019-05-07,Koninklijke BAM Groep N.V.,archive
2.36,Marshall Wace LLP,NL0009739416,2019-05-07,PostNL N.V.,archive
0.5,Millennium International Management LP,NL0000888691,2019-05-07,AMG Critical Materials N.V.,archive
1.31,"PDT Partners, LLC",NL0000888691,2019-05-07,AMG Critical Materials N.V.,archive
0.61,"PDT Partners, LLC",NL0009739416,2019-05-07,PostNL N.V.,archive
0.8,"WorldQuant, LLC",NL0012866412,2019-05-07,BE Semiconductor Industries N.V.,archive
1.51,BlackRock Investment Management (UK) Limited,NL0011821392,2019-05-06,Signify N.V.,archive
0.96,"Davidson Kempner European Partners, LLP",NL0012866412,2019-05-06,BE Semiconductor Industries N.V.,archive
1.72,HBK Investments LP,NL0000352565,2019-05-06,Fugro N.V.,archive
0.49,Millennium International Management LP,NL0000888691,2019-05-06,AMG Critical Materials N.V.,archive
1.19,"PDT Partners, LLC",NL0000888691,2019-05-06,AMG Critical Materials N.V.,archive
0.71,"WorldQuant, LLC",NL0012866412,2019-05-06,BE Semiconductor Industries N.V.,archive
1.81,AHL Partners LLP,NL0000888691,2019-05-03,AMG Critical Materials N.V.,archive
1.18,Capital Fund Management S.A.,NL0000352565,2019-05-03,Fugro N.V.,archive
0.75,"Connor, Clark & Lunn Investment Management Ltd.",NL0000888691,2019-05-03,AMG Critical Materials N.V.,archive
0.9,"Connor, Clark & Lunn Investment Management Ltd.",NL0010391025,2019-05-03,Pharming Group N.V.,archive
0.9,"Connor, Clark & Lunn Investment Management Ltd.",NL0000289213,2019-05-03,Wereldhave N.V.,archive
0.4,GSA Capital Partners LLP,NL0000289213,2019-05-03,Wereldhave N.V.,archive
1.66,HBK Investments LP,NL0000352565,2019-05-03,Fugro N.V.,archive
1.62,Jupiter Investment Management Limited,NL0000888691,2019-05-03,AMG Critical Materials N.V.,archive
3.94,Marshall Wace LLP,NL0000352565,2019-05-03,Fugro N.V.,archive
0.54,Millennium International Management LP,NL0000888691,2019-05-03,AMG Critical Materials N.V.,archive
1.09,"PDT Partners, LLC",NL0000888691,2019-05-03,AMG Critical Materials N.V.,archive
0.25,Susquehanna International Holdings LLC,NL0000888691,2019-05-03,AMG Critical Materials N.V.,archive
0.43,Voleon Capital Management LP,NL0000352565,2019-05-03,Fugro N.V.,archive
1.72,"Woodson Capital Master Fund, LP",NL0000289213,2019-05-03,Wereldhave N.V.,archive
1.04,"WorldQuant, LLC",NL0000352565,2019-05-03,Fugro N.V.,archive
1.66,AHL Partners LLP,NL0000888691,2019-05-02,AMG Critical Materials N.V.,archive
1.48,AHL Partners LLP,NL0009739416,2019-05-02,PostNL N.V.,archive
0.62,"BlackRock Institutional Trust Company, National Association",NL0000352565,2019-05-02,Fugro N.V.,archive
1.41,BlackRock Investment Management (UK) Limited,NL0011821392,2019-05-02,Signify N.V.,archive
