position_holder,isin,issuer_name,position_date,net_short_position,source
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2018-02-26,1.88,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,2018-02-26,1.21,archive
Citadel Advisors II LLC,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-26,0.7,archive
Citadel Securities (Europe) Limited,NL0009269109,Koninklijke Heijmans N.V.,2018-02-26,0.01,archive
Marshall Wace LLP,NL0006237562,ARCADIS N.V.,2018-02-26,0.71,archive
Millennium International Management LP,BE0003818359,Galapagos NV,2018-02-26,0.61,archive
Millennium International Management LP,NL0000289213,Wereldhave N.V.,2018-02-26,0.8,archive
Oxford Asset Management,BE0003818359,Galapagos NV,2018-02-26,0.49,archive
Oxford Asset Management,NL0009269109,Koninklijke Heijmans N.V.,2018-02-26,0.49,archive
"PDT Partners, LLC",NL0009739416,PostNL N.V.,2018-02-26,0.51,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-02-26,1.71,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-02-26,0.6,archive
"AQR Capital Management, LLC",BE0003818359,Galapagos NV,2018-02-23,2.01,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2018-02-23,1.9,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,2018-02-23,0.58,archive
GLG Partners LP,NL0011821392,Signify N.V.,2018-02-23,0.5,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-23,2.35,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-02-23,1.99,archive
Oxford Asset Management,BE0003818359,Galapagos NV,2018-02-23,0.5,archive
"PDT Partners, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-02-23,0.52,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2018-02-23,0.46,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-02-23,1.85,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-02-23,0.58,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-02-23,1.73,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-02-22,0.84,archive
AHL Partners LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-22,0.63,archive
BlueCrest Capital Management Limited,NL0000352565,Fugro N.V.,2018-02-22,0.57,archive
Citadel Advisors II LLC,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-22,0.63,archive
Citadel Advisors II LLC,NL0000289213,Wereldhave N.V.,2018-02-22,0.55,archive
Citadel Securities (Europe) Limited,NL0009269109,Koninklijke Heijmans N.V.,2018-02-22,0.75,archive
"Davidson Kempner European Partners, LLP",NL0000337319,Koninklijke BAM Groep N.V.,2018-02-22,0.58,archive
Jupiter Investment Management Limited,NL0000352565,Fugro N.V.,2018-02-22,0.5,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-22,2.26,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-02-22,0.92,archive
"PDT Partners, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-02-22,0.6,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2018-02-22,0.51,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-02-22,1.65,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-02-21,0.6,archive
Citadel Securities (Europe) Limited,NL0009269109,Koninklijke Heijmans N.V.,2018-02-21,0.68,archive
Highbridge Capital Management LLC,NL0000339760,BE Semiconductor Industries N.V.,2018-02-21,0.49,archive
JPMorgan Asset Management (UK) Ltd.,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-21,0.67,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-21,2.09,archive
Millennium International Management LP,LU0569974404,Aperam S.A.,2018-02-21,0.63,archive
"PDT Partners, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-02-21,0.52,archive
AKO Capital LLP,NL0006237562,ARCADIS N.V.,2018-02-20,1.2,archive
BlackRock Investment Management (UK) Limited,NL0009432491,Koninklijke Vopak N.V.,2018-02-20,0.52,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-02-20,0.59,archive
"Bridgewater Associates, LP",NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-02-20,0.48,archive
Capital Fund Management S.A.,NL0000289213,Wereldhave N.V.,2018-02-20,0.82,archive
Citadel Securities (Europe) Limited,NL0009269109,Koninklijke Heijmans N.V.,2018-02-20,0.72,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0011279492,Flow Traders Ltd.,2018-02-20,0.79,archive
GSA Capital Partners LLP,NL0011279492,Flow Traders Ltd.,2018-02-20,0.59,archive
GSA Capital Partners LLP,NL0010391025,Pharming Group N.V.,2018-02-20,0.49,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2018-02-20,1.09,archive
Marshall Wace LLP,NL0006237562,ARCADIS N.V.,2018-02-20,0.68,archive
Marshall Wace LLP,NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-02-20,0.61,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-20,1.78,archive
Oxford Asset Management,NL0009269109,Koninklijke Heijmans N.V.,2018-02-20,0.52,archive
"WorldQuant, LLC",BE0003818359,Galapagos NV,2018-02-20,0.58,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-02-20,1.52,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-02-19,0.72,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2018-02-19,1.89,archive
"BlackRock Institutional Trust Company, National Association",NL0000289213,Wereldhave N.V.,2018-02-19,0.67,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-02-19,2.05,archive
"PDT Partners, LLC",NL0000289213,Wereldhave N.V.,2018-02-19,0.71,archive
"WorldQuant, LLC",NL0010558797,OCI N.V.,2018-02-19,0.6,archive
Balyasny Asset Management (UK) LLP,NL0009432491,Koninklijke Vopak N.V.,2018-02-16,0.64,archive
"BlueMountain Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2018-02-16,0.51,archive
Citadel Advisors II LLC,NL0000289213,Wereldhave N.V.,2018-02-16,0.62,archive
GSA Capital Partners LLP,NL0011279492,Flow Traders Ltd.,2018-02-16,0.68,archive
GSA Capital Partners LLP,NL0010391025,Pharming Group N.V.,2018-02-16,0.51,archive
Jupiter Investment Management Limited,NL0009432491,Koninklijke Vopak N.V.,2018-02-16,0.6,archive
Marshall Wace LLP,NL0000303709,AEGON Ltd.,2018-02-16,0.44,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-16,1.64,archive
Marshall Wace LLP,NL0009432491,Koninklijke Vopak N.V.,2018-02-16,0.39,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2018-02-16,0.48,archive
"WorldQuant, LLC",NL0010558797,OCI N.V.,2018-02-16,0.59,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-02-16,0.68,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-02-16,1.44,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-02-15,0.66,archive
AHL Partners LLP,BE0003818359,Galapagos NV,2018-02-15,0.45,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2018-02-15,1.9,archive
BNP Paribas S.A.,NL0000339760,BE Semiconductor Industries N.V.,2018-02-15,0.5,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,2018-02-15,0.59,archive
Citadel Advisors II LLC,NL0000289213,Wereldhave N.V.,2018-02-15,0.71,archive
Citadel Securities (Europe) Limited,NL0009269109,Koninklijke Heijmans N.V.,2018-02-15,0.6,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-02-15,0.87,archive
Millennium International Management LP,LU0569974404,Aperam S.A.,2018-02-15,0.5,archive
Toscafund Asset Management LLP,NL0000289213,Wereldhave N.V.,2018-02-15,0.62,archive
"AQR Capital Management, LLC",BE0003818359,Galapagos NV,2018-02-14,1.92,archive
"AQR Capital Management, LLC",NL0009432491,Koninklijke Vopak N.V.,2018-02-14,2.69,archive
"BlueMountain Capital Management, LLC",NL0010558797,OCI N.V.,2018-02-14,0.51,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-02-14,0.67,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,2018-02-14,0.67,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-14,1.54,archive
Marshall Wace LLP,NL0009432491,Koninklijke Vopak N.V.,2018-02-14,0.6,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-02-14,1.95,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-02-14,0.92,archive
Millennium International Management LP,BE0003818359,Galapagos NV,2018-02-14,0.59,archive
"PDT Partners, LLC",NL0010391025,Pharming Group N.V.,2018-02-14,0.61,archive
"WorldQuant, LLC",BE0003818359,Galapagos NV,2018-02-14,0.69,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-02-14,1.32,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-02-13,0.7,archive
"AQR Capital Management, LLC",NL0010558797,OCI N.V.,2018-02-13,1.1,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,2018-02-13,1.1,archive
Capital Fund Management S.A.,NL0000289213,Wereldhave N.V.,2018-02-13,0.72,archive
Citadel Advisors II LLC,NL0000289213,Wereldhave N.V.,2018-02-13,0.68,archive
Citadel Securities (Europe) Limited,NL0009269109,Koninklijke Heijmans N.V.,2018-02-13,0.48,archive
Marshall Wace LLP,NL0000303709,AEGON Ltd.,2018-02-13,0.5,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-02-13,1.05,archive
"Philadelphia Financial Management of San Francisco, LLC",NL0011279492,Flow Traders Ltd.,2018-02-13,0.59,archive
"WorldQuant, LLC",NL0010558797,OCI N.V.,2018-02-13,0.6,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,2018-02-12,0.65,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-02-12,0.72,archive
"Bridgewater Associates, LP",NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-02-12,0.58,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,2018-02-12,0.73,archive
Capital Fund Management S.A.,NL0010558797,OCI N.V.,2018-02-12,0.51,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0011279492,Flow Traders Ltd.,2018-02-12,0.83,archive
GSA Capital Partners LLP,NL0011279492,Flow Traders Ltd.,2018-02-12,0.73,archive
Marshall Wace LLP,NL0000303709,AEGON Ltd.,2018-02-12,0.49,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-02-12,1.19,archive
"PDT Partners, LLC",NL0000289213,Wereldhave N.V.,2018-02-12,0.64,archive
"Philadelphia Financial Management of San Francisco, LLC",NL0011279492,Flow Traders Ltd.,2018-02-12,0.76,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-02-12,1.21,archive
AHL Partners LLP,BE0003818359,Galapagos NV,2018-02-09,0.59,archive
"AQR Capital Management, LLC",BE0003818359,Galapagos NV,2018-02-09,1.84,archive
Balyasny Asset Management LP,NL0011279492,Flow Traders Ltd.,2018-02-09,0.0,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,2018-02-09,0.71,archive
"BlackRock Institutional Trust Company, National Association",NL0000289213,Wereldhave N.V.,2018-02-09,0.5,archive
BNP Paribas S.A.,NL0000009082,Koninklijke KPN N.V.,2018-02-09,0.97,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,2018-02-09,0.72,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-02-09,0.81,archive
"Bridgewater Associates, LP",NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-02-09,0.65,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,2018-02-09,0.81,archive
Highbridge Capital Management LLC,NL0000339760,BE Semiconductor Industries N.V.,2018-02-09,0.59,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-09,1.42,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-02-09,1.6,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-02-09,1.31,archive
Millennium International Management LP,BE0003818359,Galapagos NV,2018-02-09,0.64,archive
Pelham Global Financials Master Fund Ltd.,NL0011279492,Flow Traders Ltd.,2018-02-09,0.0,archive
"Philadelphia Financial Management of San Francisco, LLC",NL0011279492,Flow Traders Ltd.,2018-02-09,1.05,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-02-09,1.93,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-02-09,1.13,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-02-08,0.69,archive
AKO Capital LLP,NL0006237562,ARCADIS N.V.,2018-02-08,1.12,archive
"AQR Capital Management, LLC",BE0003818359,Galapagos NV,2018-02-08,1.74,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,2018-02-08,0.65,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-02-08,0.73,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,2018-02-08,0.73,archive
GSA Capital Partners LLP,NL0011279492,Flow Traders Ltd.,2018-02-08,0.68,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2018-02-08,1.12,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-02-08,1.23,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-02-08,1.46,archive
Oxford Asset Management,BE0003818359,Galapagos NV,2018-02-08,0.48,archive
Systematica Investments Limited,NL0010558797,OCI N.V.,2018-02-08,0.5,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-02-08,1.86,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-02-08,0.99,archive
AHL Partners LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-07,0.58,archive
"AQR Capital Management, LLC",BE0003818359,Galapagos NV,2018-02-07,1.68,archive
"AQR Capital Management, LLC",NL0000009082,Koninklijke KPN N.V.,2018-02-07,0.89,archive
Balyasny Asset Management LP,NL0011279492,Flow Traders Ltd.,2018-02-07,1.01,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,2018-02-07,0.58,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,2018-02-07,1.01,archive
Citadel Advisors II LLC,NL0000289213,Wereldhave N.V.,2018-02-07,0.5,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,2018-02-07,0.5,archive
GSA Capital Partners LLP,NL0011279492,Flow Traders Ltd.,2018-02-07,0.7,archive
Highbridge Capital Management LLC,NL0000339760,BE Semiconductor Industries N.V.,2018-02-07,0.6,archive
Marshall Wace LLP,NL0011540547,ABN AMRO Bank NV,2018-02-07,0.74,archive
Marshall Wace LLP,NL0000303709,AEGON Ltd.,2018-02-07,0.51,archive
Marshall Wace LLP,NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-02-07,0.5,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-07,1.3,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-02-07,1.38,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-02-07,1.5,archive
"WorldQuant, LLC",BE0003818359,Galapagos NV,2018-02-07,0.78,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-02-07,0.86,archive
AHL Partners LLP,BE0003818359,Galapagos NV,2018-02-06,0.69,archive
"AQR Capital Management, LLC",BE0003818359,Galapagos NV,2018-02-06,1.7,archive
Balyasny Asset Management LP,NL0011279492,Flow Traders Ltd.,2018-02-06,0.99,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,2018-02-06,0.61,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-02-06,0.69,archive
"Bridgewater Associates, LP",NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-02-06,0.55,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,2018-02-06,0.69,archive
Capital Fund Management S.A.,NL0000289213,Wereldhave N.V.,2018-02-06,0.61,archive
"Castle Creek Arbitrage, LLC",NL0000009082,Koninklijke KPN N.V.,2018-02-06,0.5,archive
Citadel Securities (Europe) Limited,NL0009269109,Koninklijke Heijmans N.V.,2018-02-06,0.5,archive
GSA Capital Partners LLP,NL0011279492,Flow Traders Ltd.,2018-02-06,0.65,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2018-02-06,1.09,archive
Marshall Wace LLP,NL0011279492,Flow Traders Ltd.,2018-02-06,0.45,archive
Marshall Wace LLP,NL0009432491,Koninklijke Vopak N.V.,2018-02-06,0.59,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-02-06,1.47,archive
Millennium International Management LP,NL0000289213,Wereldhave N.V.,2018-02-06,0.75,archive
"PDT Partners, LLC",NL0000289213,Wereldhave N.V.,2018-02-06,0.57,archive
Tybourne Capital Management (HK) Limited,NL0011821392,Signify N.V.,2018-02-06,2.2,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2018-02-06,0.59,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-02-06,0.72,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,2018-02-05,0.51,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,2018-02-05,0.48,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2018-02-05,0.96,archive
Highbridge Capital Management LLC,NL0000339760,BE Semiconductor Industries N.V.,2018-02-05,0.59,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-05,1.22,archive
Marshall Wace LLP,NL0010558797,OCI N.V.,2018-02-05,0.36,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-02-05,1.34,archive
"PDT Partners, LLC",NL0000289213,Wereldhave N.V.,2018-02-05,0.6,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2018-02-05,0.61,archive
"WorldQuant, LLC",BE0003818359,Galapagos NV,2018-02-05,0.81,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-02-05,1.9,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-02-05,0.56,archive
AHL Partners LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-02,0.68,archive
"AQR Capital Management, LLC",NL0000009082,Koninklijke KPN N.V.,2018-02-02,0.9,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,2018-02-02,0.91,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,2018-02-02,0.52,archive
Marshall Wace LLP,NL0010558797,OCI N.V.,2018-02-02,0.52,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-02-02,1.24,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-02-02,1.46,archive
Millennium International Management LP,NL0000289213,Wereldhave N.V.,2018-02-02,0.63,archive
"WorldQuant, LLC",NL0009432491,Koninklijke Vopak N.V.,2018-02-02,0.49,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-02-02,0.7,archive
"AQR Capital Management, LLC",NL0000009082,Koninklijke KPN N.V.,2018-02-01,0.89,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0011279492,Flow Traders Ltd.,2018-02-01,1.0,archive
Marshall Wace LLP,NL0011540547,ABN AMRO Bank NV,2018-02-01,0.6,archive
AHL Partners LLP,BE0003818359,Galapagos NV,2018-01-31,0.79,archive
"AQR Capital Management, LLC",BE0003818359,Galapagos NV,2018-01-31,1.62,archive
BlackRock Investment Management (UK) Limited,NL0011872650,Basic-Fit N.V.,2018-01-31,0.79,archive
BlackRock Investment Management (UK) Limited,NL0009432491,Koninklijke Vopak N.V.,2018-01-31,0.49,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-01-31,0.52,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,2018-01-31,0.52,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,2018-01-31,0.66,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-01-31,1.11,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-01-31,1.12,archive
Oxford Asset Management,BE0003818359,Galapagos NV,2018-01-31,0.58,archive
"WorldQuant, LLC",NL0010558797,OCI N.V.,2018-01-31,0.5,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,2018-01-30,0.66,archive
Marshall Wace LLP,NL0010558797,OCI N.V.,2018-01-30,0.49,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-01-30,1.03,archive
Millennium International Management LP,NL0000289213,Wereldhave N.V.,2018-01-30,0.71,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-01-30,0.49,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-01-29,0.79,archive
AHL Partners LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-01-29,0.77,archive
AXA Investment Managers Chorus Limited,NL0000352565,Fugro N.V.,2018-01-29,0.48,archive
CapeView Capital LLP,NL0009432491,Koninklijke Vopak N.V.,2018-01-29,0.46,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2018-01-29,1.03,archive
Jupiter Investment Management Limited,NL0009432491,Koninklijke Vopak N.V.,2018-01-29,0.59,archive
Marshall Wace LLP,NL0011279492,Flow Traders Ltd.,2018-01-29,1.14,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-01-29,0.96,archive
"Philadelphia Financial Management of San Francisco, LLC",NL0011279492,Flow Traders Ltd.,2018-01-29,1.93,archive
Susquehanna International Holdings LLC,NL0009269109,Koninklijke Heijmans N.V.,2018-01-29,0.44,archive
"WorldQuant, LLC",BE0003818359,Galapagos NV,2018-01-29,0.7,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-01-29,0.63,archive
BNP Paribas S.A.,NL0000339760,BE Semiconductor Industries N.V.,2018-01-26,0.42,archive
CapeView Capital LLP,NL0009432491,Koninklijke Vopak N.V.,2018-01-26,0.5,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2018-01-26,1.19,archive
Marshall Wace LLP,NL0006237562,ARCADIS N.V.,2018-01-26,0.7,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-01-26,1.08,archive
