position_holder,net_short_position,isin,position_date,issuer_name,source
Marshall Wace LLP,1.02,NL0012866412,2019-09-17,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2.37,NL0000352565,2019-09-17,Fugro N.V.,archive
Sculptor Capital Management Europe Limited,1.9,NL0000352565,2019-09-17,Fugro N.V.,archive
"AQR Capital Management, LLC",0.98,NL0000009082,2019-09-16,Koninklijke KPN N.V.,archive
"AQR Capital Management, LLC",2.21,NL0000360618,2019-09-16,SBM Offshore N.V.,archive
Capital Fund Management S.A.,0.89,NL0009739416,2019-09-16,PostNL N.V.,archive
Marshall Wace LLP,2.59,NL0006237562,2019-09-16,ARCADIS N.V.,archive
Marshall Wace LLP,1.11,NL0012866412,2019-09-16,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2.45,NL0000352565,2019-09-16,Fugro N.V.,archive
Sculptor Capital Management Europe Limited,1.89,NL0000352565,2019-09-16,Fugro N.V.,archive
"WorldQuant, LLC",0.57,NL0009269109,2019-09-16,Koninklijke Heijmans N.V.,archive
AHL Partners LLP,0.45,NL0000888691,2019-09-13,AMG Critical Materials N.V.,archive
"AQR Capital Management, LLC",1.7,NL0009432491,2019-09-13,Koninklijke Vopak N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",1.48,NL0000888691,2019-09-13,AMG Critical Materials N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.49,NL0009739416,2019-09-13,PostNL N.V.,archive
HBK Investments LP,1.25,NL0000352565,2019-09-13,Fugro N.V.,archive
Marshall Wace LLP,1.09,NL0000888691,2019-09-13,AMG Critical Materials N.V.,archive
Marshall Wace LLP,0.69,NL0013332471,2019-09-13,TomTom N.V.,archive
"Public Equity Partners Management, L.P.",2.88,NL0000888691,2019-09-13,AMG Critical Materials N.V.,archive
Systematica Investments Limited,0.49,NL0009739416,2019-09-13,PostNL N.V.,archive
Voleon Capital Management LP,0.5,NL0000888691,2019-09-13,AMG Critical Materials N.V.,archive
AHL Partners LLP,0.51,NL0000888691,2019-09-12,AMG Critical Materials N.V.,archive
"AQR Capital Management, LLC",1.84,BE0003818359,2019-09-12,Galapagos NV,archive
"AQR Capital Management, LLC",1.0,NL0000009082,2019-09-12,Koninklijke KPN N.V.,archive
"AQR Capital Management, LLC",2.19,NL0000360618,2019-09-12,SBM Offshore N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.76,NL0000352565,2019-09-12,Fugro N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.6,NL0000852531,2019-09-12,Kendrion N.V.,archive
Jupiter Investment Management Limited,0.98,NL0012866412,2019-09-12,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,1.29,NL0012866412,2019-09-12,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2.59,NL0000352565,2019-09-12,Fugro N.V.,archive
Marshall Wace LLP,2.27,NL0009739416,2019-09-12,PostNL N.V.,archive
Marshall Wace LLP,0.7,NL0013332471,2019-09-12,TomTom N.V.,archive
Millennium International Management LP,0.75,NL0000289213,2019-09-12,Wereldhave N.V.,archive
"PDT Partners, LLC",0.8,NL0000888691,2019-09-12,AMG Critical Materials N.V.,archive
"Public Equity Partners Management, L.P.",2.74,NL0000888691,2019-09-12,AMG Critical Materials N.V.,archive
"Tenor Capital Management Company, L.P.",0.5,NL0012866412,2019-09-12,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",0.79,NL0000352565,2019-09-12,Fugro N.V.,archive
"WorldQuant, LLC",0.44,NL0000337319,2019-09-12,Koninklijke BAM Groep N.V.,archive
AHL Partners LLP,0.64,NL0000888691,2019-09-11,AMG Critical Materials N.V.,archive
AHL Partners LLP,0.78,NL0009739416,2019-09-11,PostNL N.V.,archive
"Arrowstreet Capital, Limited Partnership",1.56,NL0000888691,2019-09-11,AMG Critical Materials N.V.,archive
Boldhaven Management LLP,0.52,NL0000337319,2019-09-11,Koninklijke BAM Groep N.V.,archive
Capital Fund Management S.A.,0.97,NL0009739416,2019-09-11,PostNL N.V.,archive
Clearance Capital Limited,0.66,NL0000288876,2019-09-11,Eurocommercial Properties N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.55,NL0009739416,2019-09-11,PostNL N.V.,archive
"Davidson Kempner European Partners, LLP",1.33,NL0012866412,2019-09-11,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,1.15,NL0000888691,2019-09-11,AMG Critical Materials N.V.,archive
Marshall Wace LLP,0.59,LU0569974404,2019-09-11,Aperam S.A.,archive
Marshall Wace LLP,1.38,NL0012866412,2019-09-11,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2.68,NL0000352565,2019-09-11,Fugro N.V.,archive
Marshall Wace LLP,2.31,NL0009739416,2019-09-11,PostNL N.V.,archive
Marshall Wace LLP,0.68,NL0011821392,2019-09-11,Signify N.V.,archive
Marshall Wace LLP,1.08,NL0000289213,2019-09-11,Wereldhave N.V.,archive
Millennium Capital Partners LLP,0.65,NL0011821392,2019-09-11,Signify N.V.,archive
Millennium International Management LP,0.81,NL0000289213,2019-09-11,Wereldhave N.V.,archive
"Public Equity Partners Management, L.P.",2.54,NL0000888691,2019-09-11,AMG Critical Materials N.V.,archive
Sculptor Capital Management Europe Limited,1.96,NL0000352565,2019-09-11,Fugro N.V.,archive
Wellington Management Company LLP,0.63,NL0000289213,2019-09-11,Wereldhave N.V.,archive
AHL Partners LLP,0.78,NL0000888691,2019-09-10,AMG Critical Materials N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.49,NL0000352565,2019-09-10,Fugro N.V.,archive
Citadel Advisors II LLC,0.49,NL0000337319,2019-09-10,Koninklijke BAM Groep N.V.,archive
"D. E. Shaw & Co., L.P.",0.98,BE0003818359,2019-09-10,Galapagos NV,archive
"D. E. Shaw & Co., L.P.",0.56,NL0000289213,2019-09-10,Wereldhave N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.57,NL0000852531,2019-09-10,Kendrion N.V.,archive
Marshall Wace LLP,1.46,NL0012866412,2019-09-10,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2.76,NL0000352565,2019-09-10,Fugro N.V.,archive
Marshall Wace LLP,1.8,NL0000337319,2019-09-10,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2.41,NL0009739416,2019-09-10,PostNL N.V.,archive
Marshall Wace LLP,1.18,NL0000289213,2019-09-10,Wereldhave N.V.,archive
Millennium International Management LP,1.08,NL0011821392,2019-09-10,Signify N.V.,archive
Millennium International Management LP,0.82,FR0013326246,2019-09-10,Unibail-Rodamco-Westfield SE,archive
Millennium International Management LP,0.98,NL0000289213,2019-09-10,Wereldhave N.V.,archive
"WorldQuant, LLC",0.97,NL0000888691,2019-09-10,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",0.58,NL0000337319,2019-09-10,Koninklijke BAM Groep N.V.,archive
AHL Partners LLP,0.94,NL0000888691,2019-09-09,AMG Critical Materials N.V.,archive
AHL Partners LLP,0.86,NL0009739416,2019-09-09,PostNL N.V.,archive
AKO Capital LLP,1.49,NL0000337319,2019-09-09,Koninklijke BAM Groep N.V.,archive
Citadel Advisors LLC,0.8,BE0003818359,2019-09-09,Galapagos NV,archive
"D. E. Shaw & Co., L.P.",0.48,NL0000888691,2019-09-09,AMG Critical Materials N.V.,archive
Marshall Wace LLP,1.02,NL0000888691,2019-09-09,AMG Critical Materials N.V.,archive
Marshall Wace LLP,0.61,LU0569974404,2019-09-09,Aperam S.A.,archive
Marshall Wace LLP,0.47,NL0011279492,2019-09-09,Flow Traders Ltd.,archive
Marshall Wace LLP,2.58,NL0009739416,2019-09-09,PostNL N.V.,archive
Millennium Capital Partners LLP,0.72,NL0011821392,2019-09-09,Signify N.V.,archive
Millennium International Management LP,0.72,FR0013326246,2019-09-09,Unibail-Rodamco-Westfield SE,archive
"WorldQuant, LLC",0.62,NL0009269109,2019-09-09,Koninklijke Heijmans N.V.,archive
AHL Partners LLP,1.03,NL0000888691,2019-09-06,AMG Critical Materials N.V.,archive
"AQR Capital Management, LLC",1.7,BE0003818359,2019-09-06,Galapagos NV,archive
B&G Master Fund Plc,0.88,NL0000352565,2019-09-06,Fugro N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.54,NL0000352565,2019-09-06,Fugro N.V.,archive
Lancaster Investment Management LLP,1.25,NL0000337319,2019-09-06,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,1.58,NL0012866412,2019-09-06,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2.87,NL0000352565,2019-09-06,Fugro N.V.,archive
Marshall Wace LLP,1.72,NL0000337319,2019-09-06,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2.67,NL0009739416,2019-09-06,PostNL N.V.,archive
Marshall Wace LLP,0.65,NL0013332471,2019-09-06,TomTom N.V.,archive
Marshall Wace LLP,1.25,NL0000289213,2019-09-06,Wereldhave N.V.,archive
Millennium International Management LP,0.62,FR0013326246,2019-09-06,Unibail-Rodamco-Westfield SE,archive
Millennium International Management LP,1.08,NL0000289213,2019-09-06,Wereldhave N.V.,archive
Voleon Capital Management LP,0.49,NL0000888691,2019-09-06,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",0.67,NL0000337319,2019-09-06,Koninklijke BAM Groep N.V.,archive
AHL Partners LLP,1.2,NL0000888691,2019-09-05,AMG Critical Materials N.V.,archive
Capital Fund Management S.A.,1.08,NL0009739416,2019-09-05,PostNL N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.69,NL0009739416,2019-09-05,PostNL N.V.,archive
HBK Investments LP,1.33,NL0000352565,2019-09-05,Fugro N.V.,archive
Jupiter Investment Management Limited,1.09,NL0012866412,2019-09-05,BE Semiconductor Industries N.V.,archive
Lancaster Investment Management LLP,1.09,NL0000337319,2019-09-05,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.94,NL0000888691,2019-09-05,AMG Critical Materials N.V.,archive
Marshall Wace LLP,0.55,NL0011279492,2019-09-05,Flow Traders Ltd.,archive
Marshall Wace LLP,2.96,NL0000352565,2019-09-05,Fugro N.V.,archive
Marshall Wace LLP,1.59,NL0000337319,2019-09-05,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2.79,NL0009739416,2019-09-05,PostNL N.V.,archive
Marshall Wace LLP,1.32,NL0000289213,2019-09-05,Wereldhave N.V.,archive
Millennium International Management LP,0.53,FR0013326246,2019-09-05,Unibail-Rodamco-Westfield SE,archive
Millennium International Management LP,1.13,NL0000289213,2019-09-05,Wereldhave N.V.,archive
"WorldQuant, LLC",1.04,NL0000888691,2019-09-05,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",0.54,NL0009269109,2019-09-05,Koninklijke Heijmans N.V.,archive
AHL Partners LLP,1.4,NL0000888691,2019-09-04,AMG Critical Materials N.V.,archive
AHL Partners LLP,0.97,NL0009739416,2019-09-04,PostNL N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.64,NL0000352565,2019-09-04,Fugro N.V.,archive
Citadel Advisors II LLC,0.59,NL0000337319,2019-09-04,Koninklijke BAM Groep N.V.,archive
"D. E. Shaw & Co., L.P.",1.0,BE0003818359,2019-09-04,Galapagos NV,archive
HBK Investments LP,1.4,NL0000352565,2019-09-04,Fugro N.V.,archive
Marshall Wace LLP,1.66,NL0012866412,2019-09-04,BE Semiconductor Industries N.V.,archive
Sculptor Capital Management Europe Limited,2.09,NL0000352565,2019-09-04,Fugro N.V.,archive
AHL Partners LLP,1.58,NL0000888691,2019-09-03,AMG Critical Materials N.V.,archive
"AQR Capital Management, LLC",2.2,NL0000360618,2019-09-03,SBM Offshore N.V.,archive
Citadel Advisors LLC,0.71,BE0003818359,2019-09-03,Galapagos NV,archive
HBK Investments LP,1.51,NL0000352565,2019-09-03,Fugro N.V.,archive
Marshall Wace LLP,3.08,NL0000352565,2019-09-03,Fugro N.V.,archive
Marshall Wace LLP,1.41,NL0000337319,2019-09-03,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.5,NL0013332471,2019-09-03,TomTom N.V.,archive
Numeric Investors LLC,0.49,FR0013326246,2019-09-03,Unibail-Rodamco-Westfield SE,archive
"WorldQuant, LLC",1.19,NL0000888691,2019-09-03,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",0.46,NL0011279492,2019-09-03,Flow Traders Ltd.,archive
AHL Partners LLP,1.69,NL0000888691,2019-09-02,AMG Critical Materials N.V.,archive
Citadel Advisors II LLC,0.61,NL0000337319,2019-09-02,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.81,NL0000888691,2019-09-02,AMG Critical Materials N.V.,archive
Marshall Wace LLP,0.51,LU0569974404,2019-09-02,Aperam S.A.,archive
Millennium International Management LP,1.11,NL0011821392,2019-09-02,Signify N.V.,archive
Otus Capital Management Ltd.,0.49,NL0000289213,2019-09-02,Wereldhave N.V.,archive
AHL Partners LLP,1.08,NL0009739416,2019-08-30,PostNL N.V.,archive
Capital Fund Management S.A.,1.18,NL0009739416,2019-08-30,PostNL N.V.,archive
Marshall Wace LLP,0.77,NL0000888691,2019-08-30,AMG Critical Materials N.V.,archive
Marshall Wace LLP,1.32,NL0000337319,2019-08-30,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2.99,NL0009739416,2019-08-30,PostNL N.V.,archive
Millennium International Management LP,1.09,NL0011821392,2019-08-30,Signify N.V.,archive
Citadel Advisors II LLC,0.5,NL0000337319,2019-08-29,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,3.19,NL0000352565,2019-08-29,Fugro N.V.,archive
Marshall Wace LLP,1.22,NL0000337319,2019-08-29,Koninklijke BAM Groep N.V.,archive
Millennium International Management LP,1.1,NL0011821392,2019-08-29,Signify N.V.,archive
"WorldQuant, LLC",0.88,NL0000352565,2019-08-29,Fugro N.V.,archive
AHL Partners LLP,1.15,NL0009739416,2019-08-28,PostNL N.V.,archive
"AQR Capital Management, LLC",1.66,BE0003818359,2019-08-28,Galapagos NV,archive
"AQR Capital Management, LLC",1.4,NL0010558797,2019-08-28,OCI N.V.,archive
Citadel Advisors LLC,0.67,BE0003818359,2019-08-28,Galapagos NV,archive
"D. E. Shaw & Co., L.P.",0.58,NL0000888691,2019-08-28,AMG Critical Materials N.V.,archive
Marshall Wace LLP,1.76,NL0012866412,2019-08-28,BE Semiconductor Industries N.V.,archive
Toscafund Asset Management LLP,0.91,NL0000289213,2019-08-28,Wereldhave N.V.,archive
"WorldQuant, LLC",1.27,NL0000888691,2019-08-28,AMG Critical Materials N.V.,archive
"Arrowstreet Capital, Limited Partnership",1.6,NL0000888691,2019-08-27,AMG Critical Materials N.V.,archive
"D. E. Shaw & Co., L.P.",0.67,NL0000289213,2019-08-27,Wereldhave N.V.,archive
Jupiter Investment Management Limited,1.18,NL0012866412,2019-08-27,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,3.29,NL0000352565,2019-08-27,Fugro N.V.,archive
Marshall Wace LLP,1.47,NL0000289213,2019-08-27,Wereldhave N.V.,archive
Numeric Investors LLC,0.48,NL0009739416,2019-08-27,PostNL N.V.,archive
"WorldQuant, LLC",0.7,NL0000337319,2019-08-27,Koninklijke BAM Groep N.V.,archive
"AQR Capital Management, LLC",2.11,NL0000360618,2019-08-26,SBM Offshore N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.79,NL0009739416,2019-08-26,PostNL N.V.,archive
"D. E. Shaw & Co., L.P.",0.95,BE0003818359,2019-08-26,Galapagos NV,archive
Millennium International Management LP,1.08,NL0000289213,2019-08-26,Wereldhave N.V.,archive
"WorldQuant, LLC",0.59,NL0000337319,2019-08-26,Koninklijke BAM Groep N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.75,NL0000352565,2019-08-23,Fugro N.V.,archive
Citadel Advisors LLC,0.72,BE0003818359,2019-08-23,Galapagos NV,archive
"Connor, Clark & Lunn Investment Management Ltd.",1.54,NL0000888691,2019-08-23,AMG Critical Materials N.V.,archive
"Lucerne Capital Management, L.P.",0.64,NL0000337319,2019-08-23,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.69,NL0011279492,2019-08-23,Flow Traders Ltd.,archive
Marshall Wace LLP,3.35,NL0000352565,2019-08-23,Fugro N.V.,archive
Systematica Investments Limited,0.8,NL0000352565,2019-08-23,Fugro N.V.,archive
Voleon Capital Management LP,0.5,NL0000888691,2019-08-23,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",1.18,NL0000888691,2019-08-23,AMG Critical Materials N.V.,archive
AHL Partners LLP,1.29,NL0009739416,2019-08-22,PostNL N.V.,archive
"AQR Capital Management, LLC",2.04,NL0000360618,2019-08-22,SBM Offshore N.V.,archive
JPMorgan Asset Management (UK) Ltd.,1.75,NL0000352565,2019-08-22,Fugro N.V.,archive
Marshall Wace LLP,1.15,NL0000337319,2019-08-22,Koninklijke BAM Groep N.V.,archive
Millennium Capital Partners LLP,0.6,NL0011821392,2019-08-22,Signify N.V.,archive
Susquehanna International Holdings LLC,0.29,NL0009269109,2019-08-22,Koninklijke Heijmans N.V.,archive
"WorldQuant, LLC",1.08,NL0000888691,2019-08-22,AMG Critical Materials N.V.,archive
"Arrowstreet Capital, Limited Partnership",1.5,NL0000888691,2019-08-21,AMG Critical Materials N.V.,archive
Marshall Wace LLP,3.47,NL0000352565,2019-08-21,Fugro N.V.,archive
"PDT Partners, LLC",0.45,NL0010391025,2019-08-21,Pharming Group N.V.,archive
Susquehanna International Holdings LLC,0.54,NL0009269109,2019-08-21,Koninklijke Heijmans N.V.,archive
TT International,0.48,NL0010391025,2019-08-21,Pharming Group N.V.,archive
"WorldQuant, LLC",0.58,NL0011279492,2019-08-21,Flow Traders Ltd.,archive
AHL Partners LLP,1.37,NL0009739416,2019-08-20,PostNL N.V.,archive
Capital Fund Management S.A.,0.99,NL0000352565,2019-08-20,Fugro N.V.,archive
Capital Fund Management S.A.,1.29,NL0009739416,2019-08-20,PostNL N.V.,archive
Marshall Wace LLP,1.21,NL0000337319,2019-08-20,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.48,NL0013332471,2019-08-20,TomTom N.V.,archive
Millennium International Management LP,1.0,NL0011821392,2019-08-20,Signify N.V.,archive
Numeric Investors LLC,0.58,NL0009739416,2019-08-20,PostNL N.V.,archive
Susquehanna International Holdings LLC,0.47,NL0009269109,2019-08-20,Koninklijke Heijmans N.V.,archive
"WorldQuant, LLC",0.97,NL0000888691,2019-08-20,AMG Critical Materials N.V.,archive
"AQR Capital Management, LLC",1.93,NL0000360618,2019-08-19,SBM Offshore N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.85,NL0000352565,2019-08-19,Fugro N.V.,archive
Citadel Advisors LLC,0.6,BE0003818359,2019-08-19,Galapagos NV,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.89,NL0009739416,2019-08-19,PostNL N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",1.3,NL0000289213,2019-08-19,Wereldhave N.V.,archive
Dalton Strategic Partnership LLP,0.46,NL0000337319,2019-08-19,Koninklijke BAM Groep N.V.,archive
HBK Investments LP,1.46,NL0000352565,2019-08-19,Fugro N.V.,archive
Jupiter Investment Management Limited,1.28,NL0012866412,2019-08-19,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,0.79,NL0011279492,2019-08-19,Flow Traders Ltd.,archive
Marshall Wace LLP,1.16,NL0000337319,2019-08-19,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,1.52,NL0000289213,2019-08-19,Wereldhave N.V.,archive
Numeric Investors LLC,0.6,NL0009739416,2019-08-19,PostNL N.V.,archive
"PDT Partners, LLC",0.59,NL0010391025,2019-08-19,Pharming Group N.V.,archive
"PDT Partners, LLC",0.68,NL0009739416,2019-08-19,PostNL N.V.,archive
Susquehanna International Holdings LLC,0.59,NL0009269109,2019-08-19,Koninklijke Heijmans N.V.,archive
"WorldQuant, LLC",1.01,NL0000888691,2019-08-19,AMG Critical Materials N.V.,archive
AHL Partners LLP,1.48,NL0009739416,2019-08-16,PostNL N.V.,archive
"D. E. Shaw & Co., L.P.",1.01,BE0003818359,2019-08-16,Galapagos NV,archive
HBK Investments LP,1.53,NL0000352565,2019-08-16,Fugro N.V.,archive
Marshall Wace LLP,1.82,NL0012866412,2019-08-16,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,3.0,NL0009739416,2019-08-16,PostNL N.V.,archive
Marshall Wace LLP,0.7,NL0011821392,2019-08-16,Signify N.V.,archive
Marshall Wace LLP,1.49,NL0000289213,2019-08-16,Wereldhave N.V.,archive
Millennium International Management LP,1.13,NL0000289213,2019-08-16,Wereldhave N.V.,archive
RAM Active Investments SA,0.48,NL0009739416,2019-08-16,PostNL N.V.,archive
Susquehanna International Holdings LLC,0.49,NL0000888691,2019-08-16,AMG Critical Materials N.V.,archive
Toscafund Asset Management LLP,0.84,NL0000289213,2019-08-16,Wereldhave N.V.,archive
"WorldQuant, LLC",0.92,NL0000352565,2019-08-16,Fugro N.V.,archive
AHL Partners LLP,1.56,NL0009739416,2019-08-15,PostNL N.V.,archive
"AQR Capital Management, LLC",1.3,NL0010558797,2019-08-15,OCI N.V.,archive
"Eminence Capital, LP",2.77,NL0000888691,2019-08-15,AMG Critical Materials N.V.,archive
Marshall Wace LLP,0.81,NL0000888691,2019-08-15,AMG Critical Materials N.V.,archive
Marshall Wace LLP,3.59,NL0000352565,2019-08-15,Fugro N.V.,archive
Marshall Wace LLP,0.48,NL0011794037,2019-08-15,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,2.99,NL0009739416,2019-08-15,PostNL N.V.,archive
Millennium Capital Partners LLP,0.51,NL0011821392,2019-08-15,Signify N.V.,archive
Millennium International Management LP,0.93,NL0011821392,2019-08-15,Signify N.V.,archive
Susquehanna International Holdings LLC,0.55,NL0000888691,2019-08-15,AMG Critical Materials N.V.,archive
