position_holder,position_date,isin,net_short_position,issuer_name,source
Marshall Wace LLP,2019-09-03,NL0000352565,3.08,Fugro N.V.,archive
Marshall Wace LLP,2019-09-03,NL0000337319,1.41,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2019-09-03,NL0013332471,0.5,TomTom N.V.,archive
Numeric Investors LLC,2019-09-03,FR0013326246,0.49,Unibail-Rodamco-Westfield SE,archive
"WorldQuant, LLC",2019-09-03,NL0000888691,1.19,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",2019-09-03,NL0011279492,0.46,Flow Traders Ltd.,archive
AHL Partners LLP,2019-09-02,NL0000888691,1.69,AMG Critical Materials N.V.,archive
Citadel Advisors II LLC,2019-09-02,NL0000337319,0.61,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2019-09-02,NL0000888691,0.81,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2019-09-02,LU0569974404,0.51,Aperam S.A.,archive
Millennium International Management LP,2019-09-02,NL0011821392,1.11,Signify N.V.,archive
Otus Capital Management Ltd.,2019-09-02,NL0000289213,0.49,Wereldhave N.V.,archive
AHL Partners LLP,2019-08-30,NL0009739416,1.08,PostNL N.V.,archive
Capital Fund Management S.A.,2019-08-30,NL0009739416,1.18,PostNL N.V.,archive
Marshall Wace LLP,2019-08-30,NL0000888691,0.77,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2019-08-30,NL0000337319,1.32,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2019-08-30,NL0009739416,2.99,PostNL N.V.,archive
Millennium International Management LP,2019-08-30,NL0011821392,1.09,Signify N.V.,archive
Citadel Advisors II LLC,2019-08-29,NL0000337319,0.5,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2019-08-29,NL0000352565,3.19,Fugro N.V.,archive
Marshall Wace LLP,2019-08-29,NL0000337319,1.22,Koninklijke BAM Groep N.V.,archive
Millennium International Management LP,2019-08-29,NL0011821392,1.1,Signify N.V.,archive
"WorldQuant, LLC",2019-08-29,NL0000352565,0.88,Fugro N.V.,archive
AHL Partners LLP,2019-08-28,NL0009739416,1.15,PostNL N.V.,archive
"AQR Capital Management, LLC",2019-08-28,BE0003818359,1.66,Galapagos NV,archive
"AQR Capital Management, LLC",2019-08-28,NL0010558797,1.4,OCI N.V.,archive
Citadel Advisors LLC,2019-08-28,BE0003818359,0.67,Galapagos NV,archive
"D. E. Shaw & Co., L.P.",2019-08-28,NL0000888691,0.58,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2019-08-28,NL0012866412,1.76,BE Semiconductor Industries N.V.,archive
Toscafund Asset Management LLP,2019-08-28,NL0000289213,0.91,Wereldhave N.V.,archive
"WorldQuant, LLC",2019-08-28,NL0000888691,1.27,AMG Critical Materials N.V.,archive
"Arrowstreet Capital, Limited Partnership",2019-08-27,NL0000888691,1.6,AMG Critical Materials N.V.,archive
"D. E. Shaw & Co., L.P.",2019-08-27,NL0000289213,0.67,Wereldhave N.V.,archive
Jupiter Investment Management Limited,2019-08-27,NL0012866412,1.18,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2019-08-27,NL0000352565,3.29,Fugro N.V.,archive
Marshall Wace LLP,2019-08-27,NL0000289213,1.47,Wereldhave N.V.,archive
Numeric Investors LLC,2019-08-27,NL0009739416,0.48,PostNL N.V.,archive
"WorldQuant, LLC",2019-08-27,NL0000337319,0.7,Koninklijke BAM Groep N.V.,archive
"AQR Capital Management, LLC",2019-08-26,NL0000360618,2.11,SBM Offshore N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-08-26,NL0009739416,0.79,PostNL N.V.,archive
"D. E. Shaw & Co., L.P.",2019-08-26,BE0003818359,0.95,Galapagos NV,archive
Millennium International Management LP,2019-08-26,NL0000289213,1.08,Wereldhave N.V.,archive
"WorldQuant, LLC",2019-08-26,NL0000337319,0.59,Koninklijke BAM Groep N.V.,archive
"BlackRock Institutional Trust Company, National Association",2019-08-23,NL0000352565,0.75,Fugro N.V.,archive
Citadel Advisors LLC,2019-08-23,BE0003818359,0.72,Galapagos NV,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-08-23,NL0000888691,1.54,AMG Critical Materials N.V.,archive
"Lucerne Capital Management, L.P.",2019-08-23,NL0000337319,0.64,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2019-08-23,NL0011279492,0.69,Flow Traders Ltd.,archive
Marshall Wace LLP,2019-08-23,NL0000352565,3.35,Fugro N.V.,archive
Systematica Investments Limited,2019-08-23,NL0000352565,0.8,Fugro N.V.,archive
Voleon Capital Management LP,2019-08-23,NL0000888691,0.5,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",2019-08-23,NL0000888691,1.18,AMG Critical Materials N.V.,archive
AHL Partners LLP,2019-08-22,NL0009739416,1.29,PostNL N.V.,archive
"AQR Capital Management, LLC",2019-08-22,NL0000360618,2.04,SBM Offshore N.V.,archive
JPMorgan Asset Management (UK) Ltd.,2019-08-22,NL0000352565,1.75,Fugro N.V.,archive
Marshall Wace LLP,2019-08-22,NL0000337319,1.15,Koninklijke BAM Groep N.V.,archive
Millennium Capital Partners LLP,2019-08-22,NL0011821392,0.6,Signify N.V.,archive
Susquehanna International Holdings LLC,2019-08-22,NL0009269109,0.29,Koninklijke Heijmans N.V.,archive
"WorldQuant, LLC",2019-08-22,NL0000888691,1.08,AMG Critical Materials N.V.,archive
"Arrowstreet Capital, Limited Partnership",2019-08-21,NL0000888691,1.5,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2019-08-21,NL0000352565,3.47,Fugro N.V.,archive
"PDT Partners, LLC",2019-08-21,NL0010391025,0.45,Pharming Group N.V.,archive
Susquehanna International Holdings LLC,2019-08-21,NL0009269109,0.54,Koninklijke Heijmans N.V.,archive
TT International,2019-08-21,NL0010391025,0.48,Pharming Group N.V.,archive
"WorldQuant, LLC",2019-08-21,NL0011279492,0.58,Flow Traders Ltd.,archive
AHL Partners LLP,2019-08-20,NL0009739416,1.37,PostNL N.V.,archive
Capital Fund Management S.A.,2019-08-20,NL0000352565,0.99,Fugro N.V.,archive
Capital Fund Management S.A.,2019-08-20,NL0009739416,1.29,PostNL N.V.,archive
Marshall Wace LLP,2019-08-20,NL0000337319,1.21,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2019-08-20,NL0013332471,0.48,TomTom N.V.,archive
Millennium International Management LP,2019-08-20,NL0011821392,1.0,Signify N.V.,archive
Numeric Investors LLC,2019-08-20,NL0009739416,0.58,PostNL N.V.,archive
Susquehanna International Holdings LLC,2019-08-20,NL0009269109,0.47,Koninklijke Heijmans N.V.,archive
"WorldQuant, LLC",2019-08-20,NL0000888691,0.97,AMG Critical Materials N.V.,archive
"AQR Capital Management, LLC",2019-08-19,NL0000360618,1.93,SBM Offshore N.V.,archive
"BlackRock Institutional Trust Company, National Association",2019-08-19,NL0000352565,0.85,Fugro N.V.,archive
Citadel Advisors LLC,2019-08-19,BE0003818359,0.6,Galapagos NV,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-08-19,NL0009739416,0.89,PostNL N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-08-19,NL0000289213,1.3,Wereldhave N.V.,archive
Dalton Strategic Partnership LLP,2019-08-19,NL0000337319,0.46,Koninklijke BAM Groep N.V.,archive
HBK Investments LP,2019-08-19,NL0000352565,1.46,Fugro N.V.,archive
Jupiter Investment Management Limited,2019-08-19,NL0012866412,1.28,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2019-08-19,NL0011279492,0.79,Flow Traders Ltd.,archive
Marshall Wace LLP,2019-08-19,NL0000337319,1.16,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2019-08-19,NL0000289213,1.52,Wereldhave N.V.,archive
Numeric Investors LLC,2019-08-19,NL0009739416,0.6,PostNL N.V.,archive
"PDT Partners, LLC",2019-08-19,NL0010391025,0.59,Pharming Group N.V.,archive
"PDT Partners, LLC",2019-08-19,NL0009739416,0.68,PostNL N.V.,archive
Susquehanna International Holdings LLC,2019-08-19,NL0009269109,0.59,Koninklijke Heijmans N.V.,archive
"WorldQuant, LLC",2019-08-19,NL0000888691,1.01,AMG Critical Materials N.V.,archive
AHL Partners LLP,2019-08-16,NL0009739416,1.48,PostNL N.V.,archive
"D. E. Shaw & Co., L.P.",2019-08-16,BE0003818359,1.01,Galapagos NV,archive
HBK Investments LP,2019-08-16,NL0000352565,1.53,Fugro N.V.,archive
Marshall Wace LLP,2019-08-16,NL0012866412,1.82,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2019-08-16,NL0009739416,3.0,PostNL N.V.,archive
Marshall Wace LLP,2019-08-16,NL0011821392,0.7,Signify N.V.,archive
Marshall Wace LLP,2019-08-16,NL0000289213,1.49,Wereldhave N.V.,archive
Millennium International Management LP,2019-08-16,NL0000289213,1.13,Wereldhave N.V.,archive
RAM Active Investments SA,2019-08-16,NL0009739416,0.48,PostNL N.V.,archive
Susquehanna International Holdings LLC,2019-08-16,NL0000888691,0.49,AMG Critical Materials N.V.,archive
Toscafund Asset Management LLP,2019-08-16,NL0000289213,0.84,Wereldhave N.V.,archive
"WorldQuant, LLC",2019-08-16,NL0000352565,0.92,Fugro N.V.,archive
AHL Partners LLP,2019-08-15,NL0009739416,1.56,PostNL N.V.,archive
"AQR Capital Management, LLC",2019-08-15,NL0010558797,1.3,OCI N.V.,archive
"Eminence Capital, LP",2019-08-15,NL0000888691,2.77,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2019-08-15,NL0000888691,0.81,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2019-08-15,NL0000352565,3.59,Fugro N.V.,archive
Marshall Wace LLP,2019-08-15,NL0011794037,0.48,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,2019-08-15,NL0009739416,2.99,PostNL N.V.,archive
Millennium Capital Partners LLP,2019-08-15,NL0011821392,0.51,Signify N.V.,archive
Millennium International Management LP,2019-08-15,NL0011821392,0.93,Signify N.V.,archive
Susquehanna International Holdings LLC,2019-08-15,NL0000888691,0.55,AMG Critical Materials N.V.,archive
"Woodson Capital Master Fund, LP",2019-08-15,NL0000289213,2.22,Wereldhave N.V.,archive
"WorldQuant, LLC",2019-08-15,NL0000888691,1.17,AMG Critical Materials N.V.,archive
B&G Master Fund Plc,2019-08-14,NL0000352565,0.91,Fugro N.V.,archive
Citadel Advisors LLC,2019-08-14,BE0003818359,0.5,Galapagos NV,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-08-14,NL0010391025,0.44,Pharming Group N.V.,archive
"Eminence Capital, LP",2019-08-14,NL0000888691,3.39,AMG Critical Materials N.V.,archive
HBK Investments LP,2019-08-14,NL0000352565,1.6,Fugro N.V.,archive
Kuvari Partners LLP,2019-08-14,NL0006237562,0.6,ARCADIS N.V.,archive
Marshall Wace LLP,2019-08-14,NL0000352565,3.63,Fugro N.V.,archive
Marshall Wace LLP,2019-08-14,NL0009739416,3.04,PostNL N.V.,archive
"PDT Partners, LLC",2019-08-14,NL0009739416,0.72,PostNL N.V.,archive
"Woodson Capital Master Fund, LP",2019-08-14,NL0000289213,2.11,Wereldhave N.V.,archive
AHL Partners LLP,2019-08-13,NL0009739416,1.68,PostNL N.V.,archive
"AQR Capital Management, LLC",2019-08-13,NL0000360618,1.8,SBM Offshore N.V.,archive
Capital Fund Management S.A.,2019-08-13,NL0009739416,1.39,PostNL N.V.,archive
Citadel Europe LLP,2019-08-13,NL0012866412,0.63,BE Semiconductor Industries N.V.,archive
"D. E. Shaw & Co., L.P.",2019-08-13,BE0003818359,0.91,Galapagos NV,archive
Dalton Strategic Partnership LLP,2019-08-13,NL0000337319,0.55,Koninklijke BAM Groep N.V.,archive
HBK Investments LP,2019-08-13,NL0000352565,1.46,Fugro N.V.,archive
Marshall Wace LLP,2019-08-13,NL0000352565,3.56,Fugro N.V.,archive
Marshall Wace LLP,2019-08-13,NL0009739416,3.17,PostNL N.V.,archive
"Philadelphia Financial Management of San Francisco, LLC",2019-08-13,NL0011279492,0.18,Flow Traders Ltd.,archive
Sculptor Capital Management Europe Limited,2019-08-13,NL0000352565,2.1,Fugro N.V.,archive
Susquehanna International Holdings LLC,2019-08-13,NL0000888691,0.67,AMG Critical Materials N.V.,archive
B&G Master Fund Plc,2019-08-12,NL0000352565,0.89,Fugro N.V.,archive
"D. E. Shaw & Co., L.P.",2019-08-12,NL0000888691,0.6,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2019-08-12,NL0012866412,1.7,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2019-08-12,NL0009739416,3.24,PostNL N.V.,archive
Marshall Wace LLP,2019-08-12,NL0011821392,0.6,Signify N.V.,archive
Marshall Wace LLP,2019-08-12,NL0000289213,1.5,Wereldhave N.V.,archive
"WorldQuant, LLC",2019-08-12,NL0011279492,0.61,Flow Traders Ltd.,archive
"WorldQuant, LLC",2019-08-12,NL0000352565,0.81,Fugro N.V.,archive
AHL Partners LLP,2019-08-09,NL0009739416,1.76,PostNL N.V.,archive
"AQR Capital Management, LLC",2019-08-09,NL0009432491,1.6,Koninklijke Vopak N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-08-09,NL0000352565,0.8,Fugro N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-08-09,NL0010391025,0.58,Pharming Group N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-08-09,NL0009739416,0.98,PostNL N.V.,archive
HBK Investments LP,2019-08-09,NL0000352565,1.5,Fugro N.V.,archive
Jupiter Investment Management Limited,2019-08-09,NL0012866412,1.38,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2019-08-09,NL0009739416,3.31,PostNL N.V.,archive
"WorldQuant, LLC",2019-08-09,NL0000888691,1.29,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",2019-08-09,NL0011279492,0.58,Flow Traders Ltd.,archive
"WorldQuant, LLC",2019-08-09,NL0000352565,0.74,Fugro N.V.,archive
"Arrowstreet Capital, Limited Partnership",2019-08-08,NL0000888691,1.4,AMG Critical Materials N.V.,archive
Capital Fund Management S.A.,2019-08-08,NL0009739416,1.48,PostNL N.V.,archive
Marshall Wace LLP,2019-08-08,NL0009739416,3.4,PostNL N.V.,archive
Susquehanna International Holdings LLC,2019-08-08,NL0000888691,0.71,AMG Critical Materials N.V.,archive
Systematica Investments Limited,2019-08-08,NL0009739416,0.5,PostNL N.V.,archive
Wellington Management Company LLP,2019-08-08,NL0000289213,0.7,Wereldhave N.V.,archive
"WorldQuant, LLC",2019-08-08,NL0011279492,0.6,Flow Traders Ltd.,archive
"WorldQuant, LLC",2019-08-08,NL0000352565,0.63,Fugro N.V.,archive
"BlackRock Institutional Trust Company, National Association",2019-08-07,NL0000352565,0.97,Fugro N.V.,archive
"D. E. Shaw & Co., L.P.",2019-08-07,BE0003818359,0.8,Galapagos NV,archive
"D. E. Shaw & Co., L.P.",2019-08-07,NL0000289213,0.7,Wereldhave N.V.,archive
HBK Investments LP,2019-08-07,NL0000352565,1.46,Fugro N.V.,archive
Marshall Wace LLP,2019-08-07,NL0000888691,0.77,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2019-08-07,NL0009739416,3.55,PostNL N.V.,archive
Marshall Wace LLP,2019-08-07,NL0011821392,0.59,Signify N.V.,archive
Marshall Wace LLP,2019-08-07,NL0000289213,1.49,Wereldhave N.V.,archive
Wellington Management Company LLP,2019-08-07,NL0000289213,0.52,Wereldhave N.V.,archive
"WorldQuant, LLC",2019-08-07,NL0000888691,1.36,AMG Critical Materials N.V.,archive
AHL Partners LLP,2019-08-06,NL0009739416,1.88,PostNL N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-08-06,NL0010391025,0.69,Pharming Group N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-08-06,NL0009739416,1.09,PostNL N.V.,archive
HBK Investments LP,2019-08-06,NL0000352565,1.39,Fugro N.V.,archive
Marshall Wace LLP,2019-08-06,NL0012866412,1.6,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2019-08-06,NL0000352565,3.41,Fugro N.V.,archive
Millennium International Management LP,2019-08-06,NL0000289213,1.0,Wereldhave N.V.,archive
Numeric Investors LLC,2019-08-06,FR0013326246,0.55,Unibail-Rodamco-Westfield SE,archive
"PDT Partners, LLC",2019-08-06,NL0000888691,0.79,AMG Critical Materials N.V.,archive
Voleon Capital Management LP,2019-08-06,NL0009739416,0.37,PostNL N.V.,archive
"WorldQuant, LLC",2019-08-06,NL0000888691,1.18,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",2019-08-06,NL0009739416,0.44,PostNL N.V.,archive
AHL Partners LLP,2019-08-05,NL0009739416,1.99,PostNL N.V.,archive
HBK Investments LP,2019-08-05,NL0000352565,1.41,Fugro N.V.,archive
Jupiter Investment Management Limited,2019-08-05,NL0012866412,1.46,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2019-08-05,NL0000888691,0.85,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2019-08-05,NL0009739416,3.68,PostNL N.V.,archive
"Public Equity Partners Management, L.P.",2019-08-05,NL0000888691,2.27,AMG Critical Materials N.V.,archive
Renaissance Technologies LLC,2019-08-05,LU0569974404,0.49,Aperam S.A.,archive
Sculptor Capital Management Europe Limited,2019-08-05,NL0000352565,2.03,Fugro N.V.,archive
"WorldQuant, LLC",2019-08-05,NL0000888691,1.07,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",2019-08-05,NL0011279492,0.51,Flow Traders Ltd.,archive
AHL Partners LLP,2019-08-02,NL0009739416,2.01,PostNL N.V.,archive
"Arrowstreet Capital, Limited Partnership",2019-08-02,NL0000888691,1.3,AMG Critical Materials N.V.,archive
BlackRock Investment Management (UK) Limited,2019-08-02,NL0011821392,1.9,Signify N.V.,archive
"D. E. Shaw & Co., L.P.",2019-08-02,NL0000888691,0.5,AMG Critical Materials N.V.,archive
HBK Investments LP,2019-08-02,NL0000352565,1.32,Fugro N.V.,archive
Marshall Wace LLP,2019-08-02,NL0000888691,0.92,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2019-08-02,NL0011279492,0.81,Flow Traders Ltd.,archive
Marshall Wace LLP,2019-08-02,NL0011821392,0.68,Signify N.V.,archive
Marshall Wace LLP,2019-08-02,NL0000289213,1.57,Wereldhave N.V.,archive
"Public Equity Partners Management, L.P.",2019-08-02,NL0000888691,2.42,AMG Critical Materials N.V.,archive
Renaissance Technologies LLC,2019-08-02,LU0569974404,0.5,Aperam S.A.,archive
Scopia Capital Management LP,2019-08-02,NL0012866412,3.51,BE Semiconductor Industries N.V.,archive
Sculptor Capital Management Europe Limited,2019-08-02,NL0000352565,1.94,Fugro N.V.,archive
Susquehanna International Holdings LLC,2019-08-02,NL0000888691,0.85,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",2019-08-02,NL0000888691,0.85,AMG Critical Materials N.V.,archive
"Arrowstreet Capital, Limited Partnership",2019-08-01,NL0000888691,1.21,AMG Critical Materials N.V.,archive
"BlackRock Institutional Trust Company, National Association",2019-08-01,NL0000352565,1.06,Fugro N.V.,archive
"Bloom Tree Partners, LLC",2019-08-01,NL0000289213,0.57,Wereldhave N.V.,archive
Capital Fund Management S.A.,2019-08-01,NL0009739416,1.59,PostNL N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-08-01,NL0000352565,0.76,Fugro N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-08-01,NL0010391025,0.77,Pharming Group N.V.,archive
Jupiter Investment Management Limited,2019-08-01,NL0000888691,2.29,AMG Critical Materials N.V.,archive
Lancaster Investment Management LLP,2019-08-01,NL0000337319,0.81,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2019-08-01,NL0000888691,1.07,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2019-08-01,NL0006237562,2.6,ARCADIS N.V.,archive
Marshall Wace LLP,2019-08-01,NL0000352565,3.37,Fugro N.V.,archive
Marshall Wace LLP,2019-08-01,NL0011821392,0.72,Signify N.V.,archive
Marshall Wace LLP,2019-08-01,NL0000289213,1.6,Wereldhave N.V.,archive
"Public Equity Partners Management, L.P.",2019-08-01,NL0000888691,2.68,AMG Critical Materials N.V.,archive
Renaissance Technologies LLC,2019-08-01,LU0569974404,0.49,Aperam S.A.,archive
Scopia Capital Management LP,2019-08-01,NL0012866412,3.44,BE Semiconductor Industries N.V.,archive
Sculptor Capital Management Europe Limited,2019-08-01,NL0000352565,1.89,Fugro N.V.,archive
Susquehanna International Holdings LLC,2019-08-01,NL0000888691,0.97,AMG Critical Materials N.V.,archive
Tybourne Capital Management (HK) Limited,2019-08-01,NL0011821392,2.26,Signify N.V.,archive
"WorldQuant, LLC",2019-08-01,NL0009739416,0.79,PostNL N.V.,archive
Citadel Europe LLP,2019-07-31,NL0012866412,0.53,BE Semiconductor Industries N.V.,archive
GSA Capital Partners LLP,2019-07-31,NL0000352565,0.31,Fugro N.V.,archive
HBK Investments LP,2019-07-31,NL0000352565,1.25,Fugro N.V.,archive
Marshall Wace LLP,2019-07-31,NL0012866412,1.54,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2019-07-31,NL0011279492,0.78,Flow Traders Ltd.,archive
Marshall Wace LLP,2019-07-31,NL0011821392,0.81,Signify N.V.,archive
"Philadelphia Financial Management of San Francisco, LLC",2019-07-31,NL0011279492,0.52,Flow Traders Ltd.,archive
Sculptor Capital Management Europe Limited,2019-07-31,NL0000352565,1.92,Fugro N.V.,archive
"Woodson Capital Master Fund, LP",2019-07-31,NL0000289213,2.05,Wereldhave N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-07-30,NL0010391025,0.86,Pharming Group N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-07-30,NL0000289213,1.2,Wereldhave N.V.,archive
