position_holder,isin,issuer_name,net_short_position,position_date,source
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,1.3,2026-01-13,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2.41,2026-01-13,archive
Citadel Advisors LLC,NL0000379121,Randstad N.V.,0.6,2026-01-12,archive
"D. E. Shaw & Co., L.P.",NL0012817175,Alfen N.V.,1.7,2026-01-12,archive
"D. E. Shaw & Co., L.P.",NL0012866412,BE Semiconductor Industries N.V.,0.8,2026-01-12,archive
Marshall Wace LLP,NL0010801007,IMCD N.V.,0.6,2026-01-12,archive
Marshall Wace LLP,LU2290522684,InPost S.A.,1.4,2026-01-12,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,1.42,2026-01-12,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2.37,2026-01-12,archive
"BlackRock Advisors, LLC",NL0000379121,Randstad N.V.,0.5,2026-01-09,archive
Citadel Advisors LLC,NL0006237562,ARCADIS N.V.,0.6,2026-01-09,archive
"D. E. Shaw & Co., L.P.",NL0012817175,Alfen N.V.,1.69,2026-01-09,archive
Marshall Wace LLP,LU2290522684,InPost S.A.,1.55,2026-01-09,archive
Marshall Wace LLP,NL0000379121,Randstad N.V.,0.68,2026-01-09,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,1.18,2026-01-09,archive
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,1.29,2026-01-09,archive
Canada Pension Plan Investment Board,NL0012866412,BE Semiconductor Industries N.V.,1.07,2026-01-08,archive
Citadel Advisors LLC,NL0006237562,ARCADIS N.V.,0.59,2026-01-08,archive
"Connor, Clark & Lunn Investment Management Ltd.",LU2290522684,InPost S.A.,0.61,2026-01-08,archive
"D. E. Shaw & Co., L.P.",NL0012817175,Alfen N.V.,1.7,2026-01-08,archive
"D. E. Shaw & Co., L.P.",NL0012866412,BE Semiconductor Industries N.V.,0.78,2026-01-08,archive
Marshall Wace LLP,LU2290522684,InPost S.A.,1.69,2026-01-08,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,1.33,2026-01-08,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2.23,2026-01-08,archive
"AQR Capital Management, LLC",NL0013267909,Akzo Nobel N.V.,0.82,2026-01-07,archive
"Arrowstreet Capital, Limited Partnership",BE0003818359,Galapagos NV,1.49,2026-01-07,archive
Citadel Advisors LLC,NL0006237562,ARCADIS N.V.,0.6,2026-01-07,archive
Citadel Advisors LLC,NL0009739416,PostNL N.V.,0.61,2026-01-07,archive
"Connor, Clark & Lunn Investment Management Ltd.",LU2290522684,InPost S.A.,0.59,2026-01-07,archive
Marshall Wace LLP,LU2290522684,InPost S.A.,1.75,2026-01-07,archive
Millennium International Management LP,NL0010801007,IMCD N.V.,0.58,2026-01-07,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,1.27,2026-01-07,archive
"AQR Capital Management, LLC",NL0013267909,Akzo Nobel N.V.,0.77,2026-01-06,archive
"BlackRock Advisors, LLC",NL0000852564,Aalberts N.V.,0.69,2026-01-06,archive
Marshall Wace LLP,LU2290522684,InPost S.A.,1.89,2026-01-06,archive
Millennium International Management LP,NL0010801007,IMCD N.V.,0.62,2026-01-06,archive
"D. E. Shaw & Co., L.P.",NL0010558797,OCI N.V.,0.0,2026-01-05,archive
Marshall Wace LLP,NL0010801007,IMCD N.V.,0.5,2026-01-05,archive
Qube Research & Technologies Ltd.,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.71,2026-01-05,archive
"Two Sigma Investments, LP",NL0010558797,OCI N.V.,0.0,2026-01-05,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,1.22,2026-01-05,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2.14,2026-01-05,archive
"AQR Capital Management, LLC",NL0013267909,Akzo Nobel N.V.,0.8,2026-01-02,archive
"Arrowstreet Capital, Limited Partnership",LU2290522684,InPost S.A.,0.61,2026-01-02,archive
Citadel Advisors Europe Limited,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.49,2026-01-02,archive
"Connor, Clark & Lunn Investment Management Ltd.",LU2290522684,InPost S.A.,0.6,2026-01-02,archive
"D. E. Shaw & Co., L.P.",NL0012817175,Alfen N.V.,1.68,2026-01-02,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,0.48,2026-01-02,archive
Millennium International Management LP,NL00150003E1,Fugro N.V.,0.78,2026-01-02,archive
Millennium International Management LP,NL0010801007,IMCD N.V.,0.5,2026-01-02,archive
"PDT Partners, LLC",NL00150003E1,Fugro N.V.,0.7,2026-01-02,archive
Perbak Capital Partners LLP,NL0010801007,IMCD N.V.,0.5,2026-01-02,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,0.4,2026-01-02,archive
"Two Sigma Investments, LP",LU1598757687,ArcelorMittal S.A.,0.59,2026-01-02,archive
"Two Sigma Investments, LP",NL0010558797,OCI N.V.,0.7,2026-01-02,archive
Wellington Management International Ltd.,NL0011872650,Basic-Fit N.V.,0.89,2026-01-02,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2.08,2026-01-02,archive
"D. E. Shaw & Co., L.P.",NL0010558797,OCI N.V.,0.59,2025-12-31,archive
GSA Capital Partners LLP,NL0012817175,Alfen N.V.,1.1,2025-12-31,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,1.3,2025-12-31,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,1.89,2025-12-31,archive
"PDT Partners, LLC",NL00150003E1,Fugro N.V.,0.69,2025-12-30,archive
"Two Sigma Advisers, LLC",NL0010558797,OCI N.V.,0.49,2025-12-30,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,1.18,2025-12-30,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2.11,2025-12-30,archive
"D. E. Shaw & Co., L.P.",NL0012817175,Alfen N.V.,1.77,2025-12-29,archive
"D. E. Shaw & Co., L.P.",NL0012866412,BE Semiconductor Industries N.V.,0.8,2025-12-29,archive
"PDT Partners, LLC",NL0009739416,PostNL N.V.,0.49,2025-12-29,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,1.94,2025-12-29,archive
Winton Capital Management Limited,NL0009739416,PostNL N.V.,0.59,2025-12-29,archive
"D. E. Shaw & Co., L.P.",NL0012866412,BE Semiconductor Industries N.V.,0.79,2025-12-24,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,1.02,2025-12-24,archive
Marshall Wace LLP,NL0010801007,IMCD N.V.,0.48,2025-12-23,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,1.27,2025-12-23,archive
"BlackRock Advisors, LLC",NL0011821392,Signify N.V.,0.48,2025-12-22,archive
Citadel Advisors LLC,NL0006237562,ARCADIS N.V.,0.51,2025-12-22,archive
Perbak Capital Partners LLP,NL0010801007,IMCD N.V.,0.48,2025-12-22,archive
Qube Research & Technologies Ltd.,BE0003818359,Galapagos NV,0.49,2025-12-22,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,2.07,2025-12-22,archive
"AQR Capital Management, LLC",LU1598757687,ArcelorMittal S.A.,0.5,2025-12-19,archive
Citadel Advisors Europe Limited,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.56,2025-12-19,archive
Citadel Advisors LLC,NL0000379121,Randstad N.V.,0.5,2025-12-19,archive
"D. E. Shaw & Co., L.P.",NL0006237562,ARCADIS N.V.,0.49,2025-12-19,archive
"D. E. Shaw & Co., L.P.",NL0010558797,OCI N.V.,0.69,2025-12-19,archive
Millennium International Management LP,NL00150003E1,Fugro N.V.,0.81,2025-12-19,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,0.69,2025-12-19,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,0.99,2025-12-19,archive
Qube Research & Technologies Ltd.,BE0003818359,Galapagos NV,0.5,2025-12-18,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,2.18,2025-12-18,archive
"BlackRock Advisors, LLC",NL0013267909,Akzo Nobel N.V.,0.55,2025-12-17,archive
Citadel Advisors LLC,NL00150003E1,Fugro N.V.,0.8,2025-12-17,archive
Citadel Advisors LLC,NL0009739416,PostNL N.V.,0.5,2025-12-17,archive
Citadel Advisors LLC,NL0000817179,Sligro Food Group N.V.,0.49,2025-12-17,archive
"D. E. Shaw & Co., L.P.",NL0010558797,OCI N.V.,0.71,2025-12-17,archive
JPMorgan Asset Management (UK) Ltd.,NL0011872650,Basic-Fit N.V.,1.88,2025-12-17,archive
"PDT Partners, LLC",NL00150003E1,Fugro N.V.,0.78,2025-12-17,archive
"BlackRock Advisors, LLC",NL0000852564,Aalberts N.V.,0.7,2025-12-16,archive
Citadel Advisors LLC,NL0009739416,PostNL N.V.,0.49,2025-12-16,archive
Marchant MC Ltd.,NL0011872650,Basic-Fit N.V.,0.64,2025-12-16,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,0.78,2025-12-16,archive
Qube Research & Technologies Ltd.,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.67,2025-12-16,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,2.29,2025-12-16,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2.0,2025-12-16,archive
Citadel Advisors Europe Limited,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.69,2025-12-15,archive
Marshall Wace LLP,NL0010801007,IMCD N.V.,0.56,2025-12-15,archive
Marshall Wace LLP,NL0000379121,Randstad N.V.,0.7,2025-12-15,archive
Qube Research & Technologies Ltd.,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.56,2025-12-15,archive
"Arrowstreet Capital, Limited Partnership",NL0013267909,Akzo Nobel N.V.,0.6,2025-12-12,archive
"PDT Partners, LLC",NL0009739416,PostNL N.V.,0.59,2025-12-12,archive
Qube Research & Technologies Ltd.,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.63,2025-12-12,archive
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,1.3,2025-12-12,archive
"Arrowstreet Capital, Limited Partnership",LU2290522684,InPost S.A.,0.5,2025-12-11,archive
Marshall Wace LLP,NL0010801007,IMCD N.V.,0.6,2025-12-11,archive
Qube Research & Technologies Ltd.,BE0003818359,Galapagos NV,0.49,2025-12-11,archive
Qube Research & Technologies Ltd.,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.54,2025-12-11,archive
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,1.29,2025-12-11,archive
"Two Sigma Advisers, LLC",NL0010558797,OCI N.V.,0.52,2025-12-11,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,1.93,2025-12-11,archive
Citadel Advisors Europe Limited,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.74,2025-12-10,archive
Citadel Advisors LLC,NL0000817179,Sligro Food Group N.V.,0.5,2025-12-10,archive
"D. E. Shaw & Co., L.P.",NL0010558797,OCI N.V.,0.62,2025-12-10,archive
Marshall Wace LLP,LU2290522684,InPost S.A.,2.0,2025-12-10,archive
Millennium International Management LP,NL00150003E1,Fugro N.V.,0.79,2025-12-10,archive
Millennium International Management LP,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.19,2025-12-10,archive
Citadel Advisors Europe Limited,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.54,2025-12-09,archive
"D. E. Shaw & Co., L.P.",NL0012866412,BE Semiconductor Industries N.V.,0.88,2025-12-09,archive
"D. E. Shaw & Co., L.P.",NL0010558797,OCI N.V.,0.56,2025-12-09,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,1.33,2025-12-09,archive
Millennium International Management LP,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.65,2025-12-09,archive
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,1.3,2025-12-09,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,2.31,2025-12-09,archive
Citadel Advisors LLC,NL0010391025,Pharming Group N.V.,0.41,2025-12-08,archive
"D. E. Shaw & Co., L.P.",NL0012866412,BE Semiconductor Industries N.V.,0.91,2025-12-08,archive
Perbak Capital Partners LLP,NL0010801007,IMCD N.V.,0.51,2025-12-08,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,1.8,2025-12-08,archive
"AQR Capital Management, LLC",NL0013267909,Akzo Nobel N.V.,0.7,2025-12-05,archive
Citadel Advisors LLC,NL0009739416,PostNL N.V.,0.59,2025-12-05,archive
Citadel Advisors LLC,NL0000817179,Sligro Food Group N.V.,0.48,2025-12-05,archive
"PDT Partners, LLC",NL0012817175,Alfen N.V.,0.48,2025-12-05,archive
"Point72 Asset Management, L.P.",NL0011821392,Signify N.V.,0.5,2025-12-05,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,0.83,2025-12-05,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,0.59,2025-12-04,archive
Citadel Advisors LLC,NL0010391025,Pharming Group N.V.,0.58,2025-12-04,archive
Citadel Advisors LLC,NL0000817179,Sligro Food Group N.V.,0.5,2025-12-04,archive
GSA Capital Partners LLP,NL0012817175,Alfen N.V.,1.09,2025-12-04,archive
Marshall Wace LLP,LU2290522684,InPost S.A.,1.9,2025-12-04,archive
Millennium International Management LP,NL00150003E1,Fugro N.V.,0.8,2025-12-04,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,1.08,2025-12-04,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,2.23,2025-12-04,archive
JPMorgan Asset Management (UK) Ltd.,NL0009739416,PostNL N.V.,0.6,2025-12-03,archive
Marshall Wace LLP,LU2290522684,InPost S.A.,1.89,2025-12-03,archive
"PDT Partners, LLC",NL0012817175,Alfen N.V.,0.58,2025-12-03,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,2.1,2025-12-03,archive
"Algert Global, LLC",NL0010391025,Pharming Group N.V.,0.42,2025-12-02,archive
Citadel Advisors LLC,NL0010391025,Pharming Group N.V.,0.67,2025-12-02,archive
Millennium International Management LP,NL00150003E1,Fugro N.V.,0.79,2025-12-02,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,1.25,2025-12-02,archive
"PDT Partners, LLC",NL0012817175,Alfen N.V.,0.62,2025-12-02,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,0.77,2025-12-02,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,2.01,2025-12-02,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,1.74,2025-12-02,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,1.14,2025-12-01,archive
Millennium International Management LP,CY0200751713,Theon International Plc,0.47,2025-12-01,archive
"PDT Partners, LLC",NL00150003E1,Fugro N.V.,0.8,2025-12-01,archive
Perbak Capital Partners LLP,NL0010801007,IMCD N.V.,0.49,2025-12-01,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,1.19,2025-12-01,archive
Wellington Management International Ltd.,NL0011872650,Basic-Fit N.V.,0.9,2025-12-01,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,1.69,2025-12-01,archive
"BlackRock Advisors, LLC",NL0000852564,Aalberts N.V.,0.69,2025-11-28,archive
Marshall Wace LLP,LU2290522684,InPost S.A.,1.9,2025-11-28,archive
Millennium International Management LP,CY0200751713,Theon International Plc,0.5,2025-11-28,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,1.78,2025-11-28,archive
Citadel Advisors LLC,NL0010391025,Pharming Group N.V.,0.7,2025-11-27,archive
Citadel Advisors LLC,NL0011821392,Signify N.V.,0.49,2025-11-27,archive
GSA Capital Partners LLP,NL0012817175,Alfen N.V.,1.1,2025-11-27,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,1.04,2025-11-27,archive
"PDT Partners, LLC",NL0012817175,Alfen N.V.,0.77,2025-11-27,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,1.27,2025-11-27,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,1.97,2025-11-27,archive
Wellington Management International Ltd.,NL0011872650,Basic-Fit N.V.,0.88,2025-11-27,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,1.84,2025-11-27,archive
"Algert Global, LLC",NL0010391025,Pharming Group N.V.,0.54,2025-11-26,archive
"BlackRock Advisors, LLC",NL0011821392,Signify N.V.,0.59,2025-11-26,archive
"D. E. Shaw & Co., L.P.",NL0012866412,BE Semiconductor Industries N.V.,0.81,2025-11-26,archive
JPMorgan Asset Management (UK) Ltd.,NL0010583399,Corbion N.V.,0.48,2025-11-26,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,0.9,2025-11-26,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,0.84,2025-11-26,archive
"Algert Global, LLC",NL0010391025,Pharming Group N.V.,0.64,2025-11-25,archive
Citadel Advisors LLC,NL00150003E1,Fugro N.V.,0.71,2025-11-25,archive
Millennium International Management LP,NL00150003E1,Fugro N.V.,0.85,2025-11-25,archive
"PDT Partners, LLC",NL0012817175,Alfen N.V.,0.87,2025-11-25,archive
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,1.2,2025-11-25,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,1.36,2025-11-25,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,2.07,2025-11-25,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,1.93,2025-11-25,archive
"WorldQuant, LLC",BMG3602E1084,Flow Traders Ltd.,0.49,2025-11-25,archive
Citadel Advisors LLC,NL0010391025,Pharming Group N.V.,0.6,2025-11-24,archive
"D. E. Shaw & Co., L.P.",NL0012817175,Alfen N.V.,1.82,2025-11-24,archive
"D. E. Shaw & Co., L.P.",NL0011821392,Signify N.V.,0.48,2025-11-24,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,0.82,2025-11-24,archive
Perbak Capital Partners LLP,NL0010801007,IMCD N.V.,0.5,2025-11-24,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,1.07,2025-11-24,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,1.41,2025-11-24,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,2.14,2025-11-24,archive
"WorldQuant, LLC",BMG3602E1084,Flow Traders Ltd.,0.5,2025-11-24,archive
GSA Capital Partners LLP,NL0012817175,Alfen N.V.,1.01,2025-11-21,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,0.51,2025-11-21,archive
Millennium International Management LP,NL00150003E1,Fugro N.V.,0.92,2025-11-21,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,1.28,2025-11-21,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,1.51,2025-11-21,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,1.85,2025-11-21,archive
"WorldQuant, LLC",BMG3602E1084,Flow Traders Ltd.,0.49,2025-11-21,archive
"AQR Capital Management, LLC",NL0013267909,Akzo Nobel N.V.,0.6,2025-11-20,archive
JPMorgan Asset Management (UK) Ltd.,NL0011872650,Basic-Fit N.V.,1.9,2025-11-20,archive
Millennium International Management LP,NL00150003E1,Fugro N.V.,0.89,2025-11-20,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,1.12,2025-11-20,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,1.61,2025-11-20,archive
Citadel Advisors LLC,NL0010391025,Pharming Group N.V.,0.54,2025-11-19,archive
Marshall Wace LLP,NL0000379121,Randstad N.V.,0.69,2025-11-19,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,1.24,2025-11-19,archive
Winton Capital Management Limited,NL0009739416,PostNL N.V.,0.6,2025-11-19,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,1.55,2025-11-19,archive
"AQR Capital Management, LLC",NL0013267909,Akzo Nobel N.V.,0.51,2025-11-18,archive
Marshall Wace LLP,NL0010801007,IMCD N.V.,0.52,2025-11-18,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,1.13,2025-11-18,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,1.44,2025-11-18,archive
Wellington Management International Ltd.,NL00150003E1,Fugro N.V.,0.42,2025-11-18,archive
AKO Capital LLP,NL0013267909,Akzo Nobel N.V.,1.11,2025-11-17,archive
"Arrowstreet Capital, Limited Partnership",NL0013267909,Akzo Nobel N.V.,0.5,2025-11-17,archive
Citadel Advisors LLC,NL0011821392,Signify N.V.,0.57,2025-11-17,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,0.98,2025-11-17,archive
"WorldQuant, LLC",NL0012817175,Alfen N.V.,1.41,2025-11-17,archive
Citadel Advisors LLC,NL00150003E1,Fugro N.V.,0.69,2025-11-14,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,1.17,2025-11-14,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,1.31,2025-11-14,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,2.22,2025-11-14,archive
Citadel Advisors LLC,NL0000888691,AMG Critical Materials N.V.,0.46,2025-11-13,archive
"D. E. Shaw & Co., L.P.",NL0012817175,Alfen N.V.,1.74,2025-11-13,archive
"D. E. Shaw & Co., L.P.",NL0012866412,BE Semiconductor Industries N.V.,0.79,2025-11-13,archive
Marshall Wace LLP,LU2290522684,InPost S.A.,1.87,2025-11-13,archive
"PDT Partners, LLC",NL0012817175,Alfen N.V.,0.98,2025-11-13,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,0.98,2025-11-13,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,2.17,2025-11-13,archive
Wellington Management International Ltd.,NL00150003E1,Fugro N.V.,0.58,2025-11-13,archive
"WorldQuant, LLC",BMG3602E1084,Flow Traders Ltd.,0.5,2025-11-13,archive
Citadel Advisors Europe Limited,NL0011821392,Signify N.V.,0.48,2025-11-12,archive
Citadel Advisors LLC,NL0011821392,Signify N.V.,0.66,2025-11-12,archive
GSA Capital Partners LLP,NL0012817175,Alfen N.V.,0.9,2025-11-12,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,0.71,2025-11-12,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,1.27,2025-11-12,archive
Voleon Capital Management LP,NL0015002IE0,Avantium N.V.,2.08,2025-11-12,archive
Citadel Advisors LLC,NL0000888691,AMG Critical Materials N.V.,0.54,2025-11-11,archive
"D. E. Shaw & Co., L.P.",NL0012866412,BE Semiconductor Industries N.V.,0.81,2025-11-11,archive
GSA Capital Partners LLP,NL0012817175,Alfen N.V.,0.89,2025-11-11,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,0.64,2025-11-11,archive
