position_holder,issuer_name,net_short_position,isin,position_date,source
Marshall Wace LLP,PostNL N.V.,0.7,NL0009739416,2026-03-23,current
Millennium International Management LP,Akzo Nobel N.V.,0.69,NL0013267909,2026-03-23,current
"Point72 Europe (London), LLP",Randstad N.V.,0.5,NL0000379121,2026-03-23,current
Qube Research & Technologies Ltd.,Theon International Plc,1.01,CY0200751713,2026-03-23,current
Squarepoint Ops LLC,ARCADIS N.V.,1.05,NL0006237562,2026-03-23,current
Squarepoint Ops LLC,IMCD N.V.,0.6,NL0010801007,2026-03-23,current
"Two Sigma Investments, LP",InPost S.A.,1.36,LU2290522684,2026-03-23,current
Voleon Capital Management LP,Avantium N.V.,1.16,NL0015002IE0,2026-03-23,current
"BlackRock Advisors, LLC",Akzo Nobel N.V.,0.5,NL0013267909,2026-03-20,current
"BlackRock Financial Management, Inc.",Signify N.V.,0.58,NL0011821392,2026-03-20,current
Capital Fund Management S.A.,Adyen N.V.,0.7,NL0012969182,2026-03-20,current
Citadel Advisors LLC,Randstad N.V.,0.67,NL0000379121,2026-03-20,current
"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,0.59,NL0012866412,2026-03-20,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.75,CH1216478797,2026-03-20,current
Kintbury Capital LLP,Akzo Nobel N.V.,0.87,NL0013267909,2026-03-20,current
Marshall Wace LLP,Randstad N.V.,0.83,NL0000379121,2026-03-20,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.52,NL0015002MS2,2026-03-20,current
Millennium Capital (DIFC) Limited,Signify N.V.,0.8,NL0011821392,2026-03-20,current
Millennium International Management LP,Pharming Group N.V.,0.68,NL0010391025,2026-03-20,current
Qube Research & Technologies Ltd.,Signify N.V.,0.91,NL0011821392,2026-03-20,current
Qube Research & Technologies Ltd.,Theon International Plc,0.99,CY0200751713,2026-03-20,current
Squarepoint Ops LLC,IMCD N.V.,0.57,NL0010801007,2026-03-20,current
"Two Sigma Investments, LP",IMCD N.V.,0.81,NL0010801007,2026-03-20,current
"Two Sigma Investments, LP",InPost S.A.,1.26,LU2290522684,2026-03-20,current
Viking Global Investors LP,ING Groep N.V.,0.51,NL0011821202,2026-03-20,current
AKO Capital LLP,Akzo Nobel N.V.,1.31,NL0013267909,2026-03-19,current
"AQR Capital Management, LLC",Alfen N.V.,0.51,NL0012817175,2026-03-19,current
"AQR Capital Management, LLC",ARCADIS N.V.,0.8,NL0006237562,2026-03-19,current
Marshall Wace LLP,Akzo Nobel N.V.,0.59,NL0013267909,2026-03-19,current
Marshall Wace LLP,CVC Capital Partners plc,0.6,JE00BRX98089,2026-03-19,current
Marshall Wace LLP,Randstad N.V.,0.73,NL0000379121,2026-03-19,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.43,NL0015002MS2,2026-03-19,current
Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,0.52,NL0015002MS2,2026-03-19,current
Voleon Capital Management LP,Avantium N.V.,1.29,NL0015002IE0,2026-03-19,current
Winton Capital Management Limited,TomTom N.V.,0.61,NL0013332471,2026-03-19,current
"WorldQuant, LLC",Alfen N.V.,2.83,NL0012817175,2026-03-19,current
"WorldQuant, LLC",IMCD N.V.,0.6,NL0010801007,2026-03-19,current
"AQR Capital Management, LLC",Adyen N.V.,0.6,NL0012969182,2026-03-18,current
Citadel Advisors Europe Limited,Signify N.V.,1.21,NL0011821392,2026-03-18,current
"Empyrean Capital Overseas Master Fund, Ltd",Akzo Nobel N.V.,0.52,NL0013267909,2026-03-18,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.87,CH1216478797,2026-03-18,current
Qube Research & Technologies Ltd.,Theon International Plc,0.57,CY0200751713,2026-03-18,current
"Two Sigma Investments, LP",InPost S.A.,1.11,LU2290522684,2026-03-18,current
Voleon Capital Management LP,Alfen N.V.,1.97,NL0012817175,2026-03-18,current
Voleon Capital Management LP,Avantium N.V.,1.43,NL0015002IE0,2026-03-18,current
"WorldQuant, LLC",Alfen N.V.,2.98,NL0012817175,2026-03-18,current
"AQR Capital Management, LLC",Akzo Nobel N.V.,0.59,NL0013267909,2026-03-17,current
Kintbury Capital LLP,Akzo Nobel N.V.,0.91,NL0013267909,2026-03-17,current
Millennium International Management LP,Akzo Nobel N.V.,0.7,NL0013267909,2026-03-17,current
Qube Research & Technologies Ltd.,CVC Capital Partners plc,0.71,JE00BRX98089,2026-03-17,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.3,NL0015002MS2,2026-03-16,current
"PDT Partners, LLC",IMCD N.V.,0.8,NL0010801007,2026-03-16,current
Squarepoint Ops LLC,IMCD N.V.,0.63,NL0010801007,2026-03-16,current
"WorldQuant, LLC",Alfen N.V.,3.08,NL0012817175,2026-03-16,current
"AQR Capital Management, LLC",Adyen N.V.,0.52,NL0012969182,2026-03-13,current
"Arrowstreet Capital, Limited Partnership",Galapagos NV,0.77,BE0003818359,2026-03-13,current
Citadel Advisors LLC,Randstad N.V.,0.5,NL0000379121,2026-03-13,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.98,CH1216478797,2026-03-13,current
Marshall Wace LLP,CVC Capital Partners plc,0.52,JE00BRX98089,2026-03-13,current
Marshall Wace LLP,Randstad N.V.,0.61,NL0000379121,2026-03-13,current
Millennium International Management LP,Akzo Nobel N.V.,0.6,NL0013267909,2026-03-13,current
Millennium International Management LP,Pharming Group N.V.,0.75,NL0010391025,2026-03-13,current
Voleon Capital Management LP,Avantium N.V.,1.56,NL0015002IE0,2026-03-13,current
"WorldQuant, LLC",Alfen N.V.,3.14,NL0012817175,2026-03-13,current
"WorldQuant, LLC",IMCD N.V.,0.52,NL0010801007,2026-03-13,current
Actus Ray Partners Limited,Envipco Holding N.V.,0.54,NL0015000GX8,2026-03-12,current
Albar Capital Partners LLP,Akzo Nobel N.V.,0.64,NL0013267909,2026-03-12,current
Canada Pension Plan Investment Board,Signify N.V.,0.65,NL0011821392,2026-03-12,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.64,NL0010801007,2026-03-12,current
Millennium International Management LP,Pharming Group N.V.,0.69,NL0010391025,2026-03-12,current
Squarepoint Ops LLC,ARCADIS N.V.,1.1,NL0006237562,2026-03-12,current
Squarepoint Ops LLC,IMCD N.V.,0.5,NL0010801007,2026-03-12,current
Canada Pension Plan Investment Board,Signify N.V.,0.57,NL0011821392,2026-03-11,current
Capital Fund Management S.A.,Adyen N.V.,0.6,NL0012969182,2026-03-11,current
Citadel Advisors LLC,Signify N.V.,2.24,NL0011821392,2026-03-11,current
"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,0.69,NL0012866412,2026-03-11,current
Marshall Wace LLP,Akzo Nobel N.V.,0.63,NL0013267909,2026-03-11,current
Marshall Wace LLP,Signify N.V.,1.91,NL0011821392,2026-03-11,current
Citadel Advisors LLC,Signify N.V.,2.17,NL0011821392,2026-03-10,current
"Connor, Clark & Lunn Investment Management Ltd.",InPost S.A.,0.59,LU2290522684,2026-03-10,current
"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,0.7,NL0012866412,2026-03-10,current
Kintbury Capital LLP,Akzo Nobel N.V.,0.86,NL0013267909,2026-03-10,current
Lazard Asset Management LLC,Pharming Group N.V.,0.96,NL0010391025,2026-03-10,current
Marshall Wace LLP,Akzo Nobel N.V.,0.59,NL0013267909,2026-03-10,current
Marshall Wace LLP,Koninklijke KPN N.V.,0.72,NL0000009082,2026-03-10,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.21,NL0015002MS2,2026-03-10,current
Millennium International Management LP,Pharming Group N.V.,0.79,NL0010391025,2026-03-10,current
"Two Sigma Investments, LP",InPost S.A.,1.03,LU2290522684,2026-03-10,current
Winton Capital Management Limited,TomTom N.V.,0.52,NL0013332471,2026-03-10,current
Acadian Asset Management LLC.,IMCD N.V.,0.72,NL0010801007,2026-03-09,current
AKO Capital LLP,Akzo Nobel N.V.,1.21,NL0013267909,2026-03-09,current
Capital Fund Management S.A.,Adyen N.V.,0.51,NL0012969182,2026-03-09,current
Citadel Advisors Europe Limited,Signify N.V.,1.18,NL0011821392,2026-03-09,current
Citadel Advisors LLC,PostNL N.V.,0.69,NL0009739416,2026-03-09,current
Citadel Advisors LLC,Signify N.V.,2.06,NL0011821392,2026-03-09,current
"D. E. Shaw & Co., L.P.",Alfen N.V.,1.29,NL0012817175,2026-03-09,current
"D. E. Shaw & Co., L.P.",IMCD N.V.,0.5,NL0010801007,2026-03-09,current
Millennium International Management LP,Akzo Nobel N.V.,0.51,NL0013267909,2026-03-09,current
"Two Sigma Investments, LP",IMCD N.V.,0.71,NL0010801007,2026-03-09,current
Wellington Management International Ltd.,Basic-Fit N.V.,0.51,NL0011872650,2026-03-09,current
"AQR Capital Management, LLC",Akzo Nobel N.V.,0.67,NL0013267909,2026-03-06,current
"AQR Capital Management, LLC",Universal Music Group N.V.,0.6,NL0015000IY2,2026-03-06,current
"Arrowstreet Capital, Limited Partnership",Galapagos NV,0.89,BE0003818359,2026-03-06,current
"BlackRock Advisors, LLC",IMCD N.V.,0.7,NL0010801007,2026-03-06,current
Citadel Advisors LLC,Signify N.V.,1.88,NL0011821392,2026-03-06,current
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,0.81,NL00150003E1,2026-03-06,current
Millennium International Management LP,Pharming Group N.V.,0.61,NL0010391025,2026-03-06,current
Squarepoint Ops LLC,ARCADIS N.V.,1.09,NL0006237562,2026-03-06,current
Voleon Capital Management LP,Fugro N.V.,0.59,NL00150003E1,2026-03-06,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.1,NL0010801007,2026-03-05,current
Citadel Advisors LLC,Wereldhave N.V.,0.63,NL0000289213,2026-03-05,current
Marshall Wace LLP,Randstad N.V.,0.5,NL0000379121,2026-03-05,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.11,NL0015002MS2,2026-03-05,current
Millennium International Management LP,Pharming Group N.V.,0.55,NL0010391025,2026-03-05,current
Qube Research & Technologies Ltd.,CVC Capital Partners plc,0.6,JE00BRX98089,2026-03-05,current
Qube Research & Technologies Ltd.,Theon International Plc,0.64,CY0200751713,2026-03-05,current
Acadian Asset Management LLC.,IMCD N.V.,0.61,NL0010801007,2026-03-04,current
"AQR Capital Management, LLC",Aalberts N.V.,0.52,NL0000852564,2026-03-04,current
"AQR Capital Management, LLC",Signify N.V.,1.03,NL0011821392,2026-03-04,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.06,NL0010801007,2026-03-04,current
Citadel Advisors LLC,PostNL N.V.,0.7,NL0009739416,2026-03-04,current
Marshall Wace LLP,Koninklijke KPN N.V.,0.64,NL0000009082,2026-03-04,current
Marshall Wace LLP,Signify N.V.,1.87,NL0011821392,2026-03-04,current
"PDT Partners, LLC",IMCD N.V.,0.71,NL0010801007,2026-03-04,current
"PDT Partners, LLC",Signify N.V.,0.8,NL0011821392,2026-03-04,current
Qube Research & Technologies Ltd.,Theon International Plc,0.59,CY0200751713,2026-03-04,current
"Two Sigma Investments, LP",InPost S.A.,0.9,LU2290522684,2026-03-04,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.03,CH1216478797,2026-03-03,current
Lazard Asset Management LLC,Pharming Group N.V.,0.77,NL0010391025,2026-03-03,current
Marshall Wace LLP,PostNL N.V.,0.69,NL0009739416,2026-03-03,current
Marshall Wace LLP,Signify N.V.,1.92,NL0011821392,2026-03-03,current
Numeric Investors LLC,NSI N.V.,0.52,NL0012365084,2026-03-03,current
Qube Research & Technologies Ltd.,Theon International Plc,0.6,CY0200751713,2026-03-03,current
Voleon Capital Management LP,Alfen N.V.,2.01,NL0012817175,2026-03-03,current
Voleon Capital Management LP,Avantium N.V.,1.68,NL0015002IE0,2026-03-03,current
"Arrowstreet Capital, Limited Partnership",Galapagos NV,0.98,BE0003818359,2026-03-02,current
Citadel Advisors LLC,Signify N.V.,1.7,NL0011821392,2026-03-02,current
"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,0.69,NL0012866412,2026-03-02,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.7,NL0000395903,2026-03-02,current
"Two Sigma Investments, LP",Theon International Plc,0.59,CY0200751713,2026-03-02,current
Voleon Capital Management LP,Alfen N.V.,1.95,NL0012817175,2026-03-02,current
Voleon Capital Management LP,Fugro N.V.,0.66,NL00150003E1,2026-03-02,current
"BlackRock Advisors, LLC",IMCD N.V.,0.69,NL0010801007,2026-02-27,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.18,NL0010801007,2026-02-27,current
Citadel Advisors LLC,Havas N.V.,0.5,NL0015002K83,2026-02-27,current
Marshall Wace LLP,Koninklijke KPN N.V.,0.51,NL0000009082,2026-02-27,current
Marshall Wace LLP,Signify N.V.,1.88,NL0011821392,2026-02-27,current
"Two Sigma Investments, LP",InPost S.A.,0.81,LU2290522684,2026-02-27,current
Voleon Capital Management LP,Fugro N.V.,0.7,NL00150003E1,2026-02-27,current
"AQR Capital Management, LLC",ARCADIS N.V.,0.71,NL0006237562,2026-02-26,current
"Arrowstreet Capital, Limited Partnership",Galapagos NV,1.05,BE0003818359,2026-02-26,current
Citadel Advisors Europe Limited,Signify N.V.,1.0,NL0011821392,2026-02-26,current
"D. E. Shaw & Co., L.P.",Alfen N.V.,1.38,NL0012817175,2026-02-26,current
Marshall Wace LLP,Signify N.V.,1.9,NL0011821392,2026-02-26,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.01,NL0015002MS2,2026-02-26,current
"PDT Partners, LLC",Fugro N.V.,0.66,NL00150003E1,2026-02-26,current
"PDT Partners, LLC",Signify N.V.,0.78,NL0011821392,2026-02-26,current
Voleon Capital Management LP,Avantium N.V.,1.78,NL0015002IE0,2026-02-26,current
AKO Capital LLP,Akzo Nobel N.V.,1.14,NL0013267909,2026-02-25,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.12,CH1216478797,2026-02-25,current
UBS Asset Management (Americas) LLC,Akzo Nobel N.V.,1.24,NL0013267909,2026-02-25,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.29,NL0010801007,2026-02-24,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.7,NL0006237562,2026-02-24,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.31,NL0013267909,2026-02-24,current
Marshall Wace LLP,Akzo Nobel N.V.,0.61,NL0013267909,2026-02-24,current
Voleon Capital Management LP,Avantium N.V.,1.85,NL0015002IE0,2026-02-24,current
Citadel Advisors LLC,PostNL N.V.,0.61,NL0009739416,2026-02-23,current
Citadel Advisors LLC,Signify N.V.,1.63,NL0011821392,2026-02-23,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.91,NL0015002MS2,2026-02-23,current
"PDT Partners, LLC",Signify N.V.,0.8,NL0011821392,2026-02-23,current
Citadel Advisors LLC,Signify N.V.,1.58,NL0011821392,2026-02-20,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.6,NL0000395903,2026-02-20,current
"Elliott Investment Management, L.P",Shell plc,0.7,GB00BP6MXD84,2026-02-20,current
Marshall Wace LLP,Signify N.V.,1.84,NL0011821392,2026-02-20,current
Squarepoint Ops LLC,ARCADIS N.V.,1.17,NL0006237562,2026-02-20,current
"D. E. Shaw & Co., L.P.",Alfen N.V.,1.48,NL0012817175,2026-02-19,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.62,NL0006237562,2026-02-19,current
"Two Sigma Investments, LP",InPost S.A.,0.7,LU2290522684,2026-02-19,current
Voleon Capital Management LP,Alfen N.V.,1.84,NL0012817175,2026-02-19,current
Voleon Capital Management LP,Avantium N.V.,1.97,NL0015002IE0,2026-02-19,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.39,NL0010801007,2026-02-18,current
Citadel Advisors LLC,Signify N.V.,1.62,NL0011821392,2026-02-18,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.23,NL0013267909,2026-02-18,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.72,NL0010801007,2026-02-18,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.81,NL0015002MS2,2026-02-18,current
"PDT Partners, LLC",IMCD N.V.,0.63,NL0010801007,2026-02-18,current
UBS Asset Management (Americas) LLC,Akzo Nobel N.V.,1.1,NL0013267909,2026-02-18,current
Voleon Capital Management LP,Alfen N.V.,1.77,NL0012817175,2026-02-18,current
"WorldQuant, LLC",Alfen N.V.,3.25,NL0012817175,2026-02-18,current
Citadel Advisors LLC,Wereldhave N.V.,0.58,NL0000289213,2026-02-17,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.59,NL0000395903,2026-02-17,current
Eleva Capital SAS,Signify N.V.,0.92,NL0011821392,2026-02-17,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.07,CH1216478797,2026-02-17,current
UBS Asset Management (Americas) LLC,Akzo Nobel N.V.,1.06,NL0013267909,2026-02-17,current
Voleon Capital Management LP,Alfen N.V.,1.68,NL0012817175,2026-02-17,current
Voleon Capital Management LP,Fugro N.V.,0.6,NL00150003E1,2026-02-17,current
"WorldQuant, LLC",Alfen N.V.,3.11,NL0012817175,2026-02-17,current
Citadel Advisors LLC,Wereldhave N.V.,0.6,NL0000289213,2026-02-16,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.6,NL0000395903,2026-02-16,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.12,CH1216478797,2026-02-16,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.7,NL0015002MS2,2026-02-16,current
Voleon Capital Management LP,Avantium N.V.,2.09,NL0015002IE0,2026-02-16,current
"AQR Capital Management, LLC",Akzo Nobel N.V.,0.74,NL0013267909,2026-02-13,current
"Connor, Clark & Lunn Investment Management Ltd.",InPost S.A.,0.68,LU2290522684,2026-02-13,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.59,NL0000395903,2026-02-13,current
Marshall Wace LLP,PostNL N.V.,0.79,NL0009739416,2026-02-13,current
Marshall Wace LLP,Signify N.V.,1.71,NL0011821392,2026-02-13,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.68,NL0015002MS2,2026-02-13,current
"Two Sigma Investments, LP",Theon International Plc,0.61,CY0200751713,2026-02-13,current
Voleon Capital Management LP,Alfen N.V.,1.51,NL0012817175,2026-02-13,current
"WorldQuant, LLC",Alfen N.V.,3.01,NL0012817175,2026-02-13,current
"BlackRock Advisors, LLC",IMCD N.V.,0.73,NL0010801007,2026-02-12,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.45,NL0010801007,2026-02-12,current
Citadel Advisors LLC,Signify N.V.,1.58,NL0011821392,2026-02-12,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.38,CH1216478797,2026-02-12,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.5,NL0015002MS2,2026-02-12,current
"PDT Partners, LLC",Signify N.V.,0.78,NL0011821392,2026-02-12,current
"Two Sigma Investments, LP",InPost S.A.,0.6,LU2290522684,2026-02-12,current
UBS Asset Management (Americas) LLC,Akzo Nobel N.V.,0.94,NL0013267909,2026-02-12,current
Voleon Capital Management LP,Alfen N.V.,1.43,NL0012817175,2026-02-12,current
"WorldQuant, LLC",Alfen N.V.,2.9,NL0012817175,2026-02-12,current
Acadian Asset Management LLC.,IMCD N.V.,0.5,NL0010801007,2026-02-11,current
AKO Capital LLP,Akzo Nobel N.V.,1.08,NL0013267909,2026-02-11,current
"BlackRock Advisors, LLC",IMCD N.V.,0.9,NL0010801007,2026-02-11,current
"D. E. Shaw & Co., L.P.",Alfen N.V.,1.57,NL0012817175,2026-02-11,current
"Two Sigma Investments, LP",IMCD N.V.,0.6,NL0010801007,2026-02-11,current
UBS Asset Management (Americas) LLC,Akzo Nobel N.V.,0.86,NL0013267909,2026-02-11,current
Voleon Capital Management LP,Alfen N.V.,1.39,NL0012817175,2026-02-11,current
Citadel Advisors LLC,Wereldhave N.V.,0.58,NL0000289213,2026-02-10,current
"D. E. Shaw & Co., L.P.",PostNL N.V.,0.79,NL0009739416,2026-02-10,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.1,NL0013267909,2026-02-10,current
Marshall Wace LLP,Akzo Nobel N.V.,0.57,NL0013267909,2026-02-10,current
Marshall Wace LLP,Signify N.V.,1.64,NL0011821392,2026-02-10,current
Qube Research & Technologies Ltd.,Theon International Plc,0.5,CY0200751713,2026-02-10,current
Squarepoint Ops LLC,ARCADIS N.V.,1.09,NL0006237562,2026-02-10,current
Voleon Capital Management LP,Alfen N.V.,1.41,NL0012817175,2026-02-10,current
Voleon Capital Management LP,Avantium N.V.,2.16,NL0015002IE0,2026-02-10,current
Voleon Capital Management LP,Avantium N.V.,2.26,NL0015002IE0,2026-02-09,current
Citadel Advisors LLC,PostNL N.V.,0.59,NL0009739416,2026-02-06,current
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,0.6,NL0010391025,2026-02-06,current
JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,1.59,NL0011872650,2026-02-06,current
"PDT Partners, LLC",IMCD N.V.,0.5,NL0010801007,2026-02-06,current
"AQR Capital Management, LLC",ARCADIS N.V.,0.6,NL0006237562,2026-02-05,current
"BlackRock Advisors, LLC",IMCD N.V.,1.05,NL0010801007,2026-02-05,current
Citadel Advisors Europe Limited,Signify N.V.,0.93,NL0011821392,2026-02-05,current
Citadel Advisors LLC,Signify N.V.,1.6,NL0011821392,2026-02-05,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.02,NL0013267909,2026-02-05,current
UBS Asset Management (Americas) LLC,Akzo Nobel N.V.,0.7,NL0013267909,2026-02-05,current
"Arrowstreet Capital, Limited Partnership",Galapagos NV,1.19,BE0003818359,2026-02-04,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.5,NL0010801007,2026-02-04,current
Caisse de dépôt et placement du Québec,IMCD N.V.,0.66,NL0010801007,2026-02-04,current
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,0.59,NL0010391025,2026-02-04,current
Lazard Asset Management LLC,Pharming Group N.V.,0.89,NL0010391025,2026-02-04,current
Marshall Wace LLP,PostNL N.V.,0.82,NL0009739416,2026-02-04,current
Marshall Wace LLP,Signify N.V.,1.51,NL0011821392,2026-02-04,current
Voleon Capital Management LP,Alfen N.V.,1.38,NL0012817175,2026-02-04,current
Voleon Capital Management LP,Avantium N.V.,2.38,NL0015002IE0,2026-02-04,current
AKO Capital LLP,Akzo Nobel N.V.,1.12,NL0013267909,2026-02-03,current
"Arrowstreet Capital, Limited Partnership",IMCD N.V.,0.9,NL0010801007,2026-02-03,current
Citadel Advisors Europe Limited,Signify N.V.,0.8,NL0011821392,2026-02-03,current
Citadel Advisors LLC,Signify N.V.,1.5,NL0011821392,2026-02-03,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.41,CH1216478797,2026-02-03,current
Kintbury Capital LLP,Akzo Nobel N.V.,0.7,NL0013267909,2026-02-03,current
Lazard Asset Management LLC,Pharming Group N.V.,0.9,NL0010391025,2026-02-03,current
Marshall Wace LLP,Akzo Nobel N.V.,0.63,NL0013267909,2026-02-03,current
Qube Research & Technologies Ltd.,CVC Capital Partners plc,0.5,JE00BRX98089,2026-02-03,current
Voleon Capital Management LP,Alfen N.V.,1.46,NL0012817175,2026-02-03,current
"AQR Capital Management, LLC",Signify N.V.,0.91,NL0011821392,2026-02-02,current
Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,0.66,NL0010391025,2026-02-02,current
Citadel Advisors Europe Limited,Signify N.V.,0.74,NL0011821392,2026-02-02,current
Citadel Advisors LLC,Signify N.V.,1.42,NL0011821392,2026-02-02,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.5,NL0006237562,2026-02-02,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,0.93,NL0013267909,2026-02-02,current
Lazard Asset Management LLC,Pharming Group N.V.,0.89,NL0010391025,2026-02-02,current
Marshall Wace LLP,PostNL N.V.,0.78,NL0009739416,2026-02-02,current
Marshall Wace LLP,Signify N.V.,1.45,NL0011821392,2026-02-02,current
"PDT Partners, LLC",Signify N.V.,0.8,NL0011821392,2026-02-02,current
Voleon Capital Management LP,Avantium N.V.,2.4,NL0015002IE0,2026-02-02,current
"AQR Capital Management, LLC",Universal Music Group N.V.,0.5,NL0015000IY2,2026-01-30,current
Citadel Advisors Europe Limited,Signify N.V.,0.63,NL0011821392,2026-01-30,current
Citadel Advisors LLC,Signify N.V.,1.25,NL0011821392,2026-01-30,current
"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,0.9,NL0011872650,2026-01-30,current
Marshall Wace LLP,Akzo Nobel N.V.,0.83,NL0013267909,2026-01-30,current
Marshall Wace LLP,Signify N.V.,1.39,NL0011821392,2026-01-30,current
"PDT Partners, LLC",Signify N.V.,0.76,NL0011821392,2026-01-30,current
Squarepoint Ops LLC,ARCADIS N.V.,1.19,NL0006237562,2026-01-30,current
UBS Asset Management (Americas) LLC,Akzo Nobel N.V.,0.6,NL0013267909,2026-01-30,current
"AQR Capital Management, LLC",Akzo Nobel N.V.,0.69,NL0013267909,2026-01-29,current
Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,0.72,NL0010391025,2026-01-29,current
Citadel Advisors LLC,Signify N.V.,1.1,NL0011821392,2026-01-29,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,0.8,NL0013267909,2026-01-29,current
JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,1.68,NL0011872650,2026-01-29,current
Marshall Wace LLP,Akzo Nobel N.V.,0.79,NL0013267909,2026-01-29,current
"BlackRock Advisors, LLC",IMCD N.V.,1.1,NL0010801007,2026-01-28,current
Citadel Advisors LLC,Signify N.V.,1.03,NL0011821392,2026-01-28,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.61,NL0000395903,2026-01-28,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,0.67,NL0013267909,2026-01-28,current
"PDT Partners, LLC",Fugro N.V.,0.78,NL00150003E1,2026-01-28,current
AKO Capital LLP,Akzo Nobel N.V.,1.07,NL0013267909,2026-01-27,current
Caisse de dépôt et placement du Québec,IMCD N.V.,0.57,NL0010801007,2026-01-27,current
Citadel Advisors LLC,Signify N.V.,0.9,NL0011821392,2026-01-27,current
Eleva Capital SAS,Signify N.V.,0.78,NL0011821392,2026-01-27,current
JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,1.72,NL0011872650,2026-01-27,current
Marshall Wace LLP,Akzo Nobel N.V.,0.81,NL0013267909,2026-01-27,current
UBS Asset Management (Americas) LLC,Akzo Nobel N.V.,0.51,NL0013267909,2026-01-27,current
Voleon Capital Management LP,Fugro N.V.,0.5,NL00150003E1,2026-01-27,current
Citadel Advisors LLC,PostNL N.V.,0.62,NL0009739416,2026-01-26,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,0.51,NL0013267909,2026-01-26,current
Kintbury Capital LLP,Akzo Nobel N.V.,0.5,NL0013267909,2026-01-26,current
Marshall Wace LLP,Signify N.V.,1.49,NL0011821392,2026-01-26,current
Voleon Capital Management LP,Alfen N.V.,1.5,NL0012817175,2026-01-26,current
"WorldQuant, LLC",Alfen N.V.,2.72,NL0012817175,2026-01-26,current
Voleon Capital Management LP,Avantium N.V.,2.34,NL0015002IE0,2026-01-23,current
"AQR Capital Management, LLC",ARCADIS N.V.,0.5,NL0006237562,2026-01-22,current
