issuer_name,isin,position_date,position_holder,net_short_position,source
Fugro N.V.,NL0000352565,2019-08-16,HBK Investments LP,1.53,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-08-16,Marshall Wace LLP,1.82,archive
PostNL N.V.,NL0009739416,2019-08-16,Marshall Wace LLP,3.0,archive
Signify N.V.,NL0011821392,2019-08-16,Marshall Wace LLP,0.7,archive
Wereldhave N.V.,NL0000289213,2019-08-16,Marshall Wace LLP,1.49,archive
Wereldhave N.V.,NL0000289213,2019-08-16,Millennium International Management LP,1.13,archive
PostNL N.V.,NL0009739416,2019-08-16,RAM Active Investments SA,0.48,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-16,Susquehanna International Holdings LLC,0.49,archive
Wereldhave N.V.,NL0000289213,2019-08-16,Toscafund Asset Management LLP,0.84,archive
Fugro N.V.,NL0000352565,2019-08-16,"WorldQuant, LLC",0.92,archive
PostNL N.V.,NL0009739416,2019-08-15,AHL Partners LLP,1.56,archive
OCI N.V.,NL0010558797,2019-08-15,"AQR Capital Management, LLC",1.3,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-15,"Eminence Capital, LP",2.77,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-15,Marshall Wace LLP,0.81,archive
Fugro N.V.,NL0000352565,2019-08-15,Marshall Wace LLP,3.59,archive
Koninklijke Ahold Delhaize N.V.,NL0011794037,2019-08-15,Marshall Wace LLP,0.48,archive
PostNL N.V.,NL0009739416,2019-08-15,Marshall Wace LLP,2.99,archive
Signify N.V.,NL0011821392,2019-08-15,Millennium Capital Partners LLP,0.51,archive
Signify N.V.,NL0011821392,2019-08-15,Millennium International Management LP,0.93,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-15,Susquehanna International Holdings LLC,0.55,archive
Wereldhave N.V.,NL0000289213,2019-08-15,"Woodson Capital Master Fund, LP",2.22,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-15,"WorldQuant, LLC",1.17,archive
Fugro N.V.,NL0000352565,2019-08-14,B&G Master Fund Plc,0.91,archive
Galapagos NV,BE0003818359,2019-08-14,Citadel Advisors LLC,0.5,archive
Pharming Group N.V.,NL0010391025,2019-08-14,"Connor, Clark & Lunn Investment Management Ltd.",0.44,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-14,"Eminence Capital, LP",3.39,archive
Fugro N.V.,NL0000352565,2019-08-14,HBK Investments LP,1.6,archive
ARCADIS N.V.,NL0006237562,2019-08-14,Kuvari Partners LLP,0.6,archive
Fugro N.V.,NL0000352565,2019-08-14,Marshall Wace LLP,3.63,archive
PostNL N.V.,NL0009739416,2019-08-14,Marshall Wace LLP,3.04,archive
PostNL N.V.,NL0009739416,2019-08-14,"PDT Partners, LLC",0.72,archive
Wereldhave N.V.,NL0000289213,2019-08-14,"Woodson Capital Master Fund, LP",2.11,archive
PostNL N.V.,NL0009739416,2019-08-13,AHL Partners LLP,1.68,archive
SBM Offshore N.V.,NL0000360618,2019-08-13,"AQR Capital Management, LLC",1.8,archive
PostNL N.V.,NL0009739416,2019-08-13,Capital Fund Management S.A.,1.39,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-08-13,Citadel Europe LLP,0.63,archive
Galapagos NV,BE0003818359,2019-08-13,"D. E. Shaw & Co., L.P.",0.91,archive
Koninklijke BAM Groep N.V.,NL0000337319,2019-08-13,Dalton Strategic Partnership LLP,0.55,archive
Fugro N.V.,NL0000352565,2019-08-13,HBK Investments LP,1.46,archive
Fugro N.V.,NL0000352565,2019-08-13,Marshall Wace LLP,3.56,archive
PostNL N.V.,NL0009739416,2019-08-13,Marshall Wace LLP,3.17,archive
Flow Traders Ltd.,NL0011279492,2019-08-13,"Philadelphia Financial Management of San Francisco, LLC",0.18,archive
Fugro N.V.,NL0000352565,2019-08-13,Sculptor Capital Management Europe Limited,2.1,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-13,Susquehanna International Holdings LLC,0.67,archive
Fugro N.V.,NL0000352565,2019-08-12,B&G Master Fund Plc,0.89,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-12,"D. E. Shaw & Co., L.P.",0.6,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-08-12,Marshall Wace LLP,1.7,archive
PostNL N.V.,NL0009739416,2019-08-12,Marshall Wace LLP,3.24,archive
Signify N.V.,NL0011821392,2019-08-12,Marshall Wace LLP,0.6,archive
Wereldhave N.V.,NL0000289213,2019-08-12,Marshall Wace LLP,1.5,archive
Flow Traders Ltd.,NL0011279492,2019-08-12,"WorldQuant, LLC",0.61,archive
Fugro N.V.,NL0000352565,2019-08-12,"WorldQuant, LLC",0.81,archive
PostNL N.V.,NL0009739416,2019-08-09,AHL Partners LLP,1.76,archive
Koninklijke Vopak N.V.,NL0009432491,2019-08-09,"AQR Capital Management, LLC",1.6,archive
Fugro N.V.,NL0000352565,2019-08-09,"Connor, Clark & Lunn Investment Management Ltd.",0.8,archive
Pharming Group N.V.,NL0010391025,2019-08-09,"Connor, Clark & Lunn Investment Management Ltd.",0.58,archive
PostNL N.V.,NL0009739416,2019-08-09,"Connor, Clark & Lunn Investment Management Ltd.",0.98,archive
Fugro N.V.,NL0000352565,2019-08-09,HBK Investments LP,1.5,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-08-09,Jupiter Investment Management Limited,1.38,archive
PostNL N.V.,NL0009739416,2019-08-09,Marshall Wace LLP,3.31,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-09,"WorldQuant, LLC",1.29,archive
Flow Traders Ltd.,NL0011279492,2019-08-09,"WorldQuant, LLC",0.58,archive
Fugro N.V.,NL0000352565,2019-08-09,"WorldQuant, LLC",0.74,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-08,"Arrowstreet Capital, Limited Partnership",1.4,archive
PostNL N.V.,NL0009739416,2019-08-08,Capital Fund Management S.A.,1.48,archive
PostNL N.V.,NL0009739416,2019-08-08,Marshall Wace LLP,3.4,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-08,Susquehanna International Holdings LLC,0.71,archive
PostNL N.V.,NL0009739416,2019-08-08,Systematica Investments Limited,0.5,archive
Wereldhave N.V.,NL0000289213,2019-08-08,Wellington Management Company LLP,0.7,archive
Flow Traders Ltd.,NL0011279492,2019-08-08,"WorldQuant, LLC",0.6,archive
Fugro N.V.,NL0000352565,2019-08-08,"WorldQuant, LLC",0.63,archive
Fugro N.V.,NL0000352565,2019-08-07,"BlackRock Institutional Trust Company, National Association",0.97,archive
Galapagos NV,BE0003818359,2019-08-07,"D. E. Shaw & Co., L.P.",0.8,archive
Wereldhave N.V.,NL0000289213,2019-08-07,"D. E. Shaw & Co., L.P.",0.7,archive
Fugro N.V.,NL0000352565,2019-08-07,HBK Investments LP,1.46,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-07,Marshall Wace LLP,0.77,archive
PostNL N.V.,NL0009739416,2019-08-07,Marshall Wace LLP,3.55,archive
Signify N.V.,NL0011821392,2019-08-07,Marshall Wace LLP,0.59,archive
Wereldhave N.V.,NL0000289213,2019-08-07,Marshall Wace LLP,1.49,archive
Wereldhave N.V.,NL0000289213,2019-08-07,Wellington Management Company LLP,0.52,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-07,"WorldQuant, LLC",1.36,archive
PostNL N.V.,NL0009739416,2019-08-06,AHL Partners LLP,1.88,archive
Pharming Group N.V.,NL0010391025,2019-08-06,"Connor, Clark & Lunn Investment Management Ltd.",0.69,archive
PostNL N.V.,NL0009739416,2019-08-06,"Connor, Clark & Lunn Investment Management Ltd.",1.09,archive
Fugro N.V.,NL0000352565,2019-08-06,HBK Investments LP,1.39,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-08-06,Marshall Wace LLP,1.6,archive
Fugro N.V.,NL0000352565,2019-08-06,Marshall Wace LLP,3.41,archive
Wereldhave N.V.,NL0000289213,2019-08-06,Millennium International Management LP,1.0,archive
Unibail-Rodamco-Westfield SE,FR0013326246,2019-08-06,Numeric Investors LLC,0.55,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-06,"PDT Partners, LLC",0.79,archive
PostNL N.V.,NL0009739416,2019-08-06,Voleon Capital Management LP,0.37,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-06,"WorldQuant, LLC",1.18,archive
PostNL N.V.,NL0009739416,2019-08-06,"WorldQuant, LLC",0.44,archive
PostNL N.V.,NL0009739416,2019-08-05,AHL Partners LLP,1.99,archive
Fugro N.V.,NL0000352565,2019-08-05,HBK Investments LP,1.41,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-08-05,Jupiter Investment Management Limited,1.46,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-05,Marshall Wace LLP,0.85,archive
PostNL N.V.,NL0009739416,2019-08-05,Marshall Wace LLP,3.68,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-05,"Public Equity Partners Management, L.P.",2.27,archive
Aperam S.A.,LU0569974404,2019-08-05,Renaissance Technologies LLC,0.49,archive
Fugro N.V.,NL0000352565,2019-08-05,Sculptor Capital Management Europe Limited,2.03,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-05,"WorldQuant, LLC",1.07,archive
Flow Traders Ltd.,NL0011279492,2019-08-05,"WorldQuant, LLC",0.51,archive
PostNL N.V.,NL0009739416,2019-08-02,AHL Partners LLP,2.01,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-02,"Arrowstreet Capital, Limited Partnership",1.3,archive
Signify N.V.,NL0011821392,2019-08-02,BlackRock Investment Management (UK) Limited,1.9,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-02,"D. E. Shaw & Co., L.P.",0.5,archive
Fugro N.V.,NL0000352565,2019-08-02,HBK Investments LP,1.32,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-02,Marshall Wace LLP,0.92,archive
Flow Traders Ltd.,NL0011279492,2019-08-02,Marshall Wace LLP,0.81,archive
Signify N.V.,NL0011821392,2019-08-02,Marshall Wace LLP,0.68,archive
Wereldhave N.V.,NL0000289213,2019-08-02,Marshall Wace LLP,1.57,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-02,"Public Equity Partners Management, L.P.",2.42,archive
Aperam S.A.,LU0569974404,2019-08-02,Renaissance Technologies LLC,0.5,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-08-02,Scopia Capital Management LP,3.51,archive
Fugro N.V.,NL0000352565,2019-08-02,Sculptor Capital Management Europe Limited,1.94,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-02,Susquehanna International Holdings LLC,0.85,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-02,"WorldQuant, LLC",0.85,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-01,"Arrowstreet Capital, Limited Partnership",1.21,archive
Fugro N.V.,NL0000352565,2019-08-01,"BlackRock Institutional Trust Company, National Association",1.06,archive
Wereldhave N.V.,NL0000289213,2019-08-01,"Bloom Tree Partners, LLC",0.57,archive
PostNL N.V.,NL0009739416,2019-08-01,Capital Fund Management S.A.,1.59,archive
Fugro N.V.,NL0000352565,2019-08-01,"Connor, Clark & Lunn Investment Management Ltd.",0.76,archive
Pharming Group N.V.,NL0010391025,2019-08-01,"Connor, Clark & Lunn Investment Management Ltd.",0.77,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-01,Jupiter Investment Management Limited,2.29,archive
Koninklijke BAM Groep N.V.,NL0000337319,2019-08-01,Lancaster Investment Management LLP,0.81,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-01,Marshall Wace LLP,1.07,archive
ARCADIS N.V.,NL0006237562,2019-08-01,Marshall Wace LLP,2.6,archive
Fugro N.V.,NL0000352565,2019-08-01,Marshall Wace LLP,3.37,archive
Signify N.V.,NL0011821392,2019-08-01,Marshall Wace LLP,0.72,archive
Wereldhave N.V.,NL0000289213,2019-08-01,Marshall Wace LLP,1.6,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-01,"Public Equity Partners Management, L.P.",2.68,archive
Aperam S.A.,LU0569974404,2019-08-01,Renaissance Technologies LLC,0.49,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-08-01,Scopia Capital Management LP,3.44,archive
Fugro N.V.,NL0000352565,2019-08-01,Sculptor Capital Management Europe Limited,1.89,archive
AMG Critical Materials N.V.,NL0000888691,2019-08-01,Susquehanna International Holdings LLC,0.97,archive
Signify N.V.,NL0011821392,2019-08-01,Tybourne Capital Management (HK) Limited,2.26,archive
PostNL N.V.,NL0009739416,2019-08-01,"WorldQuant, LLC",0.79,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-07-31,Citadel Europe LLP,0.53,archive
Fugro N.V.,NL0000352565,2019-07-31,GSA Capital Partners LLP,0.31,archive
Fugro N.V.,NL0000352565,2019-07-31,HBK Investments LP,1.25,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-07-31,Marshall Wace LLP,1.54,archive
Flow Traders Ltd.,NL0011279492,2019-07-31,Marshall Wace LLP,0.78,archive
Signify N.V.,NL0011821392,2019-07-31,Marshall Wace LLP,0.81,archive
Flow Traders Ltd.,NL0011279492,2019-07-31,"Philadelphia Financial Management of San Francisco, LLC",0.52,archive
Fugro N.V.,NL0000352565,2019-07-31,Sculptor Capital Management Europe Limited,1.92,archive
Wereldhave N.V.,NL0000289213,2019-07-31,"Woodson Capital Master Fund, LP",2.05,archive
Pharming Group N.V.,NL0010391025,2019-07-30,"Connor, Clark & Lunn Investment Management Ltd.",0.86,archive
Wereldhave N.V.,NL0000289213,2019-07-30,"Connor, Clark & Lunn Investment Management Ltd.",1.2,archive
Koninklijke BAM Groep N.V.,NL0000337319,2019-07-30,Dalton Strategic Partnership LLP,0.61,archive
Fugro N.V.,NL0000352565,2019-07-30,GSA Capital Partners LLP,0.57,archive
PostNL N.V.,NL0009739416,2019-07-30,Marshall Wace LLP,3.87,archive
Wereldhave N.V.,NL0000289213,2019-07-30,Marshall Wace LLP,1.58,archive
Signify N.V.,NL0011821392,2019-07-30,Millennium International Management LP,0.81,archive
Unibail-Rodamco-Westfield SE,FR0013326246,2019-07-30,Numeric Investors LLC,0.49,archive
Aperam S.A.,LU0569974404,2019-07-30,Renaissance Technologies LLC,0.5,archive
PostNL N.V.,NL0009739416,2019-07-30,Voleon Capital Management LP,0.5,archive
Wereldhave N.V.,NL0000289213,2019-07-30,"Woodson Capital Master Fund, LP",1.94,archive
Eurocommercial Properties N.V.,NL0000288876,2019-07-29,Clearance Capital Limited,0.7,archive
Pharming Group N.V.,NL0010391025,2019-07-29,"Connor, Clark & Lunn Investment Management Ltd.",0.92,archive
Signify N.V.,NL0011821392,2019-07-29,ENA Investment Capital LLP,0.72,archive
Fugro N.V.,NL0000352565,2019-07-29,HBK Investments LP,1.64,archive
Wereldhave N.V.,NL0000289213,2019-07-29,"Lucerne Capital Management, L.P.",0.53,archive
AMG Critical Materials N.V.,NL0000888691,2019-07-29,Marshall Wace LLP,1.11,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-07-29,Marshall Wace LLP,1.44,archive
Signify N.V.,NL0011821392,2019-07-29,Marshall Wace LLP,0.93,archive
Signify N.V.,NL0011821392,2019-07-29,Millennium International Management LP,0.91,archive
Flow Traders Ltd.,NL0011279492,2019-07-29,"PDT Partners, LLC",0.49,archive
Fugro N.V.,NL0000352565,2019-07-29,Sculptor Capital Management Europe Limited,2.0,archive
AMG Critical Materials N.V.,NL0000888691,2019-07-29,"WorldQuant, LLC",0.78,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-07-29,"WorldQuant, LLC",0.48,archive
Wereldhave N.V.,NL0000289213,2019-07-26,Adelphi Capital LLP,1.63,archive
Signify N.V.,NL0011821392,2019-07-26,BlackRock Investment Management (UK) Limited,1.8,archive
Eurocommercial Properties N.V.,NL0000288876,2019-07-26,Clearance Capital Limited,0.62,archive
Fugro N.V.,NL0000352565,2019-07-26,Marshall Wace LLP,3.51,archive
PostNL N.V.,NL0009739416,2019-07-26,Marshall Wace LLP,3.96,archive
TomTom N.V.,NL0013332471,2019-07-26,Marshall Wace LLP,0.58,archive
Wereldhave N.V.,NL0000289213,2019-07-26,Marshall Wace LLP,1.6,archive
Signify N.V.,NL0011821392,2019-07-26,Millennium Capital Partners LLP,0.49,archive
Signify N.V.,NL0011821392,2019-07-26,Millennium International Management LP,1.0,archive
Wereldhave N.V.,NL0000289213,2019-07-26,Millennium International Management LP,0.94,archive
Flow Traders Ltd.,NL0011279492,2019-07-26,"Philadelphia Financial Management of San Francisco, LLC",0.64,archive
AMG Critical Materials N.V.,NL0000888691,2019-07-26,"WorldQuant, LLC",0.92,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-07-25,BlackRock Investment Management (UK) Limited,0.0,archive
ARCADIS N.V.,NL0006237562,2019-07-25,Bodenholm Capital AB,0.81,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-07-25,"Davidson Kempner European Partners, LLP",1.26,archive
AMG Critical Materials N.V.,NL0000888691,2019-07-25,Marshall Wace LLP,1.02,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-07-25,Marshall Wace LLP,1.39,archive
PostNL N.V.,NL0009739416,2019-07-25,Marshall Wace LLP,4.01,archive
Wereldhave N.V.,NL0000289213,2019-07-25,Marshall Wace LLP,1.59,archive
Signify N.V.,NL0011821392,2019-07-25,Millennium Capital Partners LLP,0.64,archive
ARCADIS N.V.,NL0006237562,2019-07-25,Polar Capital LLP,0.32,archive
Fugro N.V.,NL0000352565,2019-07-25,"WorldQuant, LLC",0.59,archive
OCI N.V.,NL0010558797,2019-07-24,"AQR Capital Management, LLC",1.2,archive
AMG Critical Materials N.V.,NL0000888691,2019-07-24,"Arrowstreet Capital, Limited Partnership",1.11,archive
Wereldhave N.V.,NL0000289213,2019-07-24,Capital Fund Management S.A.,0.5,archive
Galapagos NV,BE0003818359,2019-07-24,"D. E. Shaw & Co., L.P.",0.7,archive
Koninklijke BAM Groep N.V.,NL0000337319,2019-07-24,Dalton Strategic Partnership LLP,0.57,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-07-24,"Davidson Kempner European Partners, LLP",1.18,archive
Signify N.V.,NL0011821392,2019-07-24,ENA Investment Capital LLP,1.0,archive
AMG Critical Materials N.V.,NL0000888691,2019-07-24,Marshall Wace LLP,0.91,archive
PostNL N.V.,NL0009739416,2019-07-24,Marshall Wace LLP,4.12,archive
TomTom N.V.,NL0013332471,2019-07-24,Marshall Wace LLP,0.61,archive
AMG Critical Materials N.V.,NL0000888691,2019-07-24,"PDT Partners, LLC",0.81,archive
Flow Traders Ltd.,NL0011279492,2019-07-24,"PDT Partners, LLC",0.5,archive
Flow Traders Ltd.,NL0011279492,2019-07-24,"Philadelphia Financial Management of San Francisco, LLC",0.77,archive
Fugro N.V.,NL0000352565,2019-07-24,Sculptor Capital Management Europe Limited,1.99,archive
PostNL N.V.,NL0009739416,2019-07-24,"WorldQuant, LLC",0.85,archive
Galapagos NV,BE0003818359,2019-07-23,"AQR Capital Management, LLC",1.84,archive
Fugro N.V.,NL0000352565,2019-07-23,B&G Master Fund Plc,0.91,archive
Fugro N.V.,NL0000352565,2019-07-23,"BlackRock Institutional Trust Company, National Association",1.17,archive
ARCADIS N.V.,NL0006237562,2019-07-23,Bodenholm Capital AB,0.53,archive
Fugro N.V.,NL0000352565,2019-07-23,HBK Investments LP,1.57,archive
AMG Critical Materials N.V.,NL0000888691,2019-07-23,Jupiter Investment Management Limited,2.38,archive
AMG Critical Materials N.V.,NL0000888691,2019-07-23,Marshall Wace LLP,0.76,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-07-23,Marshall Wace LLP,1.47,archive
Koninklijke BAM Groep N.V.,NL0000337319,2019-07-23,Marshall Wace LLP,1.09,archive
PostNL N.V.,NL0009739416,2019-07-23,Marshall Wace LLP,4.2,archive
Wereldhave N.V.,NL0000289213,2019-07-23,Millennium International Management LP,1.0,archive
Fugro N.V.,NL0000352565,2019-07-23,Systematica Investments Limited,0.7,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-07-23,"WorldQuant, LLC",0.57,archive
Galapagos NV,BE0003818359,2019-07-22,"D. E. Shaw & Co., L.P.",0.6,archive
Koninklijke Ahold Delhaize N.V.,NL0011794037,2019-07-22,Marshall Wace LLP,0.58,archive
TomTom N.V.,NL0013332471,2019-07-22,Marshall Wace LLP,0.59,archive
AMG Critical Materials N.V.,NL0000888691,2019-07-22,Millennium International Management LP,0.38,archive
PostNL N.V.,NL0009739416,2019-07-22,"PDT Partners, LLC",0.69,archive
Fugro N.V.,NL0000352565,2019-07-22,Sculptor Capital Management Europe Limited,2.01,archive
Wereldhave N.V.,NL0000289213,2019-07-22,"Woodson Capital Master Fund, LP",1.83,archive
Fugro N.V.,NL0000352565,2019-07-22,"WorldQuant, LLC",0.68,archive
AMG Critical Materials N.V.,NL0000888691,2019-07-19,"Arrowstreet Capital, Limited Partnership",1.04,archive
PostNL N.V.,NL0009739416,2019-07-19,"Connor, Clark & Lunn Investment Management Ltd.",1.11,archive
Signify N.V.,NL0011821392,2019-07-19,ENA Investment Capital LLP,1.21,archive
BE Semiconductor Industries N.V.,NL0012866412,2019-07-19,Marshall Wace LLP,1.55,archive
Flow Traders Ltd.,NL0011279492,2019-07-19,Marshall Wace LLP,0.89,archive
Galapagos NV,BE0003818359,2019-07-19,Marshall Wace LLP,0.56,archive
PostNL N.V.,NL0009739416,2019-07-19,Marshall Wace LLP,4.37,archive
TomTom N.V.,NL0013332471,2019-07-19,Marshall Wace LLP,0.6,archive
Signify N.V.,NL0011821392,2019-07-19,Millennium Capital Partners LLP,0.7,archive
AMG Critical Materials N.V.,NL0000888691,2019-07-19,Millennium International Management LP,0.5,archive
Signify N.V.,NL0011821392,2019-07-19,Millennium International Management LP,1.13,archive
PostNL N.V.,NL0009739416,2019-07-19,"PDT Partners, LLC",0.7,archive
