issuer_name,net_short_position,isin,position_date,position_holder,source
Alfen N.V.,0.6,NL0012817175,2022-12-21,"Arrowstreet Capital, Limited Partnership",archive
Alfen N.V.,1.84,NL0012817175,2022-12-21,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,0.99,NL0000337319,2022-12-21,Marshall Wace LLP,archive
Koninklijke Philips N.V.,0.68,NL0000009538,2022-12-21,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,1.9,NL0012866412,2022-12-21,"Point72 Asset Management, L.P.",archive
PostNL N.V.,0.65,NL0009739416,2022-12-21,Qube Research & Technologies Ltd.,archive
Koninklijke Philips N.V.,1.69,NL0000009538,2022-12-21,Viking Global Investors LP,archive
PostNL N.V.,0.5,NL0009739416,2022-12-21,"WorldQuant, LLC",archive
Galapagos NV,0.5,BE0003818359,2022-12-20,AHL Partners LLP,archive
Koninklijke BAM Groep N.V.,0.59,NL0000337319,2022-12-20,Citadel Advisors LLC,archive
Pharming Group N.V.,0.59,NL0010391025,2022-12-20,Citadel Advisors LLC,archive
ABN AMRO Bank NV,0.45,NL0011540547,2022-12-20,Marshall Wace LLP,archive
Koninklijke Philips N.V.,0.76,NL0000009538,2022-12-20,Marshall Wace LLP,archive
Signify N.V.,0.52,NL0011821392,2022-12-20,Millennium International Management LP,archive
BE Semiconductor Industries N.V.,2.04,NL0012866412,2022-12-20,"Point72 Asset Management, L.P.",archive
ABN AMRO Bank NV,0.52,NL0011540547,2022-12-20,Qube Research & Technologies Ltd.,archive
PostNL N.V.,0.7,NL0009739416,2022-12-20,Qube Research & Technologies Ltd.,archive
BE Semiconductor Industries N.V.,0.51,NL0012866412,2022-12-20,"WorldQuant, LLC",archive
Pharming Group N.V.,0.67,NL0010391025,2022-12-19,Citadel Advisors LLC,archive
ABN AMRO Bank NV,0.51,NL0011540547,2022-12-19,Marshall Wace LLP,archive
TomTom N.V.,0.7,NL0013332471,2022-12-19,Otus Capital Management Ltd.,archive
BE Semiconductor Industries N.V.,2.27,NL0012866412,2022-12-19,"Point72 Asset Management, L.P.",archive
Basic-Fit N.V.,0.57,NL0011872650,2022-12-19,Praxis Alpha Partners LLP,archive
Koninklijke Philips N.V.,1.41,NL0000009538,2022-12-19,Viking Global Investors LP,archive
Basic-Fit N.V.,0.72,NL0011872650,2022-12-16,CapeView Capital LLP,archive
ABN AMRO Bank NV,0.6,NL0011540547,2022-12-16,Marshall Wace LLP,archive
Alfen N.V.,1.7,NL0012817175,2022-12-16,Marshall Wace LLP,archive
Signify N.V.,0.56,NL0011821392,2022-12-16,Millennium Capital Partners LLP,archive
TomTom N.V.,0.65,NL0013332471,2022-12-16,Otus Capital Management Ltd.,archive
BE Semiconductor Industries N.V.,2.37,NL0012866412,2022-12-16,"Point72 Asset Management, L.P.",archive
Galapagos NV,0.49,BE0003818359,2022-12-15,AHL Partners LLP,archive
Alfen N.V.,1.57,NL0012817175,2022-12-15,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,1.09,NL0000337319,2022-12-15,Marshall Wace LLP,archive
TomTom N.V.,0.57,NL0013332471,2022-12-15,Otus Capital Management Ltd.,archive
BE Semiconductor Industries N.V.,2.51,NL0012866412,2022-12-15,"Point72 Asset Management, L.P.",archive
AMG Critical Materials N.V.,0.47,NL0000888691,2022-12-15,Qube Research & Technologies Ltd.,archive
PostNL N.V.,0.6,NL0009739416,2022-12-15,Qube Research & Technologies Ltd.,archive
Signify N.V.,0.51,NL0011821392,2022-12-15,Sandbar Assets Management LLP,archive
Koninklijke Heijmans N.V.,0.64,NL0009269109,2022-12-15,SIH Partners LLLP,archive
Basic-Fit N.V.,2.4,NL0011872650,2022-12-14,BlackRock Investment Management (UK) Limited,archive
AMG Critical Materials N.V.,0.58,NL0000888691,2022-12-14,Citadel Advisors LLC,archive
Alfen N.V.,1.49,NL0012817175,2022-12-14,Marshall Wace LLP,archive
Aperam S.A.,0.5,LU0569974404,2022-12-14,Pantechnicon Advisors LLP,archive
BE Semiconductor Industries N.V.,2.77,NL0012866412,2022-12-14,"Point72 Asset Management, L.P.",archive
Signify N.V.,0.49,NL0011821392,2022-12-14,Sandbar Assets Management LLP,archive
PostNL N.V.,0.49,NL0009739416,2022-12-13,GSA Capital Partners LLP,archive
Alfen N.V.,1.38,NL0012817175,2022-12-13,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,0.59,FR0013326246,2022-12-13,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2.85,NL0012866412,2022-12-13,"Point72 Asset Management, L.P.",archive
Galapagos NV,0.5,BE0003818359,2022-12-12,AHL Partners LLP,archive
BE Semiconductor Industries N.V.,0.58,NL0012866412,2022-12-12,"Davidson Kempner European Partners, LLP",archive
Koninklijke Philips N.V.,0.75,NL0000009538,2022-12-12,Greenvale Capital LLP,archive
ABN AMRO Bank NV,0.79,NL0011540547,2022-12-12,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,1.18,NL0000337319,2022-12-12,Marshall Wace LLP,archive
Koninklijke Philips N.V.,0.87,NL0000009538,2022-12-12,Marshall Wace LLP,archive
PostNL N.V.,1.67,NL0009739416,2022-12-12,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,1.23,NL0012866412,2022-12-12,Millennium International Management LP,archive
Signify N.V.,0.48,NL0011821392,2022-12-09,Citadel Advisors Europe Limited,archive
Pharming Group N.V.,0.7,NL0010391025,2022-12-09,Citadel Advisors LLC,archive
Alfen N.V.,1.24,NL0012817175,2022-12-09,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2.71,NL0012866412,2022-12-09,"Point72 Asset Management, L.P.",archive
AMG Critical Materials N.V.,0.58,NL0000888691,2022-12-09,Qube Research & Technologies Ltd.,archive
Pharming Group N.V.,0.68,NL0010391025,2022-12-08,Citadel Advisors LLC,archive
TomTom N.V.,0.41,NL0013332471,2022-12-08,Citadel Advisors LLC,archive
PostNL N.V.,1.77,NL0009739416,2022-12-08,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,0.69,FR0013326246,2022-12-08,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,0.6,NL0000337319,2022-12-07,Citadel Advisors LLC,archive
Pharming Group N.V.,0.7,NL0010391025,2022-12-07,Citadel Advisors LLC,archive
Alfen N.V.,1.13,NL0012817175,2022-12-07,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,0.75,NL0009269109,2022-12-07,SIH Partners LLLP,archive
AMG Critical Materials N.V.,0.69,NL0000888691,2022-12-06,Qube Research & Technologies Ltd.,archive
Pharming Group N.V.,0.61,NL0010391025,2022-12-05,Citadel Advisors LLC,archive
TomTom N.V.,0.51,NL0013332471,2022-12-05,Citadel Advisors LLC,archive
PostNL N.V.,1.88,NL0009739416,2022-12-05,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2.6,NL0012866412,2022-12-05,"Point72 Asset Management, L.P.",archive
Pharming Group N.V.,0.59,NL0010391025,2022-12-02,Citadel Advisors LLC,archive
Koninklijke Heijmans N.V.,0.63,NL0009269109,2022-12-02,SIH Partners LLLP,archive
Flow Traders Ltd.,0.48,NL0011279492,2022-12-02,Voleon Capital Management LP,archive
Basic-Fit N.V.,0.47,NL0011872650,2022-12-01,Citadel Advisors Europe Limited,archive
Koninklijke BAM Groep N.V.,0.56,NL0000337319,2022-12-01,Citadel Advisors LLC,archive
ArcelorMittal S.A.,0.47,LU1598757687,2022-12-01,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,1.28,NL0000337319,2022-12-01,Marshall Wace LLP,archive
PostNL N.V.,0.59,NL0009739416,2022-12-01,Millennium Capital Partners LLP,archive
BE Semiconductor Industries N.V.,2.5,NL0012866412,2022-12-01,"Point72 Asset Management, L.P.",archive
Koninklijke Heijmans N.V.,0.59,NL0009269109,2022-12-01,SIH Partners LLLP,archive
AMG Critical Materials N.V.,0.49,NL0000888691,2022-12-01,Systematica Investments Limited,archive
Alfen N.V.,1.08,NL0012817175,2022-11-30,Marshall Wace LLP,archive
Koninklijke Philips N.V.,0.94,NL0000009538,2022-11-30,Marshall Wace LLP,archive
Signify N.V.,0.57,NL0011821392,2022-11-30,Sandbar Assets Management LLP,archive
Galapagos NV,0.49,BE0003818359,2022-11-29,AHL Partners LLP,archive
Koninklijke Philips N.V.,1.0,NL0000009538,2022-11-29,Marshall Wace LLP,archive
AMG Critical Materials N.V.,0.7,NL0000888691,2022-11-29,Qube Research & Technologies Ltd.,archive
Galapagos NV,0.49,BE0003818359,2022-11-28,"AQR Capital Management, LLC",archive
Signify N.V.,0.51,NL0011821392,2022-11-28,Citadel Advisors Europe Limited,archive
Pharming Group N.V.,0.42,NL0010391025,2022-11-28,Citadel Advisors LLC,archive
Alfen N.V.,1.18,NL0012817175,2022-11-28,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2.33,NL0012866412,2022-11-28,"Point72 Asset Management, L.P.",archive
Pharming Group N.V.,0.64,NL0010391025,2022-11-25,Citadel Advisors LLC,archive
Koninklijke Philips N.V.,0.8,NL0000009538,2022-11-24,Greenvale Capital LLP,archive
PostNL N.V.,0.59,NL0009739416,2022-11-24,GSA Capital Partners LLP,archive
ABN AMRO Bank NV,0.81,NL0011540547,2022-11-24,Marshall Wace LLP,archive
Alfen N.V.,1.27,NL0012817175,2022-11-24,Marshall Wace LLP,archive
PostNL N.V.,1.92,NL0009739416,2022-11-24,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,0.79,FR0013326246,2022-11-24,Marshall Wace LLP,archive
PostNL N.V.,0.48,NL0009739416,2022-11-24,"TGS Management Company, LLC",archive
Alfen N.V.,1.3,NL0012817175,2022-11-23,Marshall Wace LLP,archive
PostNL N.V.,1.85,NL0009739416,2022-11-23,Marshall Wace LLP,archive
AMG Critical Materials N.V.,0.6,NL0000888691,2022-11-23,Qube Research & Technologies Ltd.,archive
PostNL N.V.,0.5,NL0009739416,2022-11-23,"TGS Management Company, LLC",archive
Pharming Group N.V.,0.78,NL0010391025,2022-11-22,Citadel Advisors LLC,archive
Alfen N.V.,1.29,NL0012817175,2022-11-22,Marshall Wace LLP,archive
Koninklijke Philips N.V.,0.91,NL0000009538,2022-11-22,Marshall Wace LLP,archive
SBM Offshore N.V.,0.46,NL0000360618,2022-11-22,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,0.8,FR0013326246,2022-11-21,Marshall Wace LLP,archive
Ebusco Holding N.V.,0.61,NL0015000CZ2,2022-11-21,Otus Capital Management Ltd.,archive
BE Semiconductor Industries N.V.,2.2,NL0012866412,2022-11-21,"Point72 Asset Management, L.P.",archive
Pharming Group N.V.,0.48,NL0010391025,2022-11-21,"Point72 Asset Management, L.P.",archive
Basic-Fit N.V.,0.57,NL0011872650,2022-11-18,Citadel Advisors Europe Limited,archive
ArcelorMittal S.A.,0.46,LU1598757687,2022-11-18,"D. E. Shaw & Co., L.P.",archive
Unibail-Rodamco-Westfield SE,0.79,FR0013326246,2022-11-18,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,1.19,NL0012866412,2022-11-18,Millennium International Management LP,archive
Pharming Group N.V.,0.53,NL0010391025,2022-11-18,"Point72 Asset Management, L.P.",archive
ArcelorMittal S.A.,0.64,LU1598757687,2022-11-18,Polar Asset Management Partners Inc.,archive
AMG Critical Materials N.V.,0.56,NL0000888691,2022-11-18,Qube Research & Technologies Ltd.,archive
Basic-Fit N.V.,0.67,NL0011872650,2022-11-18,SIH Partners LLLP,archive
Koninklijke Heijmans N.V.,0.69,NL0009269109,2022-11-18,SIH Partners LLLP,archive
Flow Traders Ltd.,0.57,NL0011279492,2022-11-18,Voleon Capital Management LP,archive
BE Semiconductor Industries N.V.,2.12,NL0012866412,2022-11-17,"Point72 Asset Management, L.P.",archive
Koninklijke Heijmans N.V.,0.77,NL0009269109,2022-11-17,SIH Partners LLLP,archive
Wereldhave N.V.,0.12,NL0000289213,2022-11-16,Franklin Templeton Investment Management Limited,archive
Alfen N.V.,1.33,NL0012817175,2022-11-16,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,1.25,NL0012866412,2022-11-16,Millennium International Management LP,archive
Pharming Group N.V.,0.75,NL0010391025,2022-11-16,"Point72 Asset Management, L.P.",archive
Basic-Fit N.V.,0.53,NL0011872650,2022-11-16,SIH Partners LLLP,archive
Koninklijke Heijmans N.V.,0.8,NL0009269109,2022-11-16,SIH Partners LLLP,archive
Basic-Fit N.V.,2.36,NL0011872650,2022-11-15,BlackRock Investment Management (UK) Limited,archive
Pharming Group N.V.,0.85,NL0010391025,2022-11-15,Citadel Advisors LLC,archive
Wereldhave N.V.,0.63,NL0000289213,2022-11-15,Franklin Templeton Investment Management Limited,archive
Basic-Fit N.V.,0.67,NL0011872650,2022-11-15,JPMorgan Asset Management (UK) Ltd.,archive
Corbion N.V.,0.43,NL0010583399,2022-11-15,JPMorgan Asset Management (UK) Ltd.,archive
ArcelorMittal S.A.,0.58,LU1598757687,2022-11-15,Marshall Wace LLP,archive
SBM Offshore N.V.,0.59,NL0000360618,2022-11-15,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2.01,NL0012866412,2022-11-15,"Point72 Asset Management, L.P.",archive
AMG Critical Materials N.V.,0.42,NL0000888691,2022-11-15,Qube Research & Technologies Ltd.,archive
Basic-Fit N.V.,2.28,NL0011872650,2022-11-14,BlackRock Investment Management (UK) Limited,archive
Basic-Fit N.V.,0.64,NL0011872650,2022-11-14,CapeView Capital LLP,archive
BE Semiconductor Industries N.V.,0.44,NL0012866412,2022-11-14,Citadel Advisors LLC,archive
Koninklijke BAM Groep N.V.,0.69,NL0000337319,2022-11-14,Citadel Advisors LLC,archive
Wereldhave N.V.,0.97,NL0000289213,2022-11-14,Franklin Templeton Investment Management Limited,archive
PostNL N.V.,0.67,NL0009739416,2022-11-14,GSA Capital Partners LLP,archive
Unibail-Rodamco-Westfield SE,0.58,FR0013326246,2022-11-14,Kintbury Capital LLP,archive
Alfen N.V.,1.46,NL0012817175,2022-11-14,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,1.98,NL0012866412,2022-11-14,"Point72 Asset Management, L.P.",archive
PostNL N.V.,0.49,NL0009739416,2022-11-14,"WorldQuant, LLC",archive
Signify N.V.,1.42,NL0011821392,2022-11-11,AKO Capital LLP,archive
Basic-Fit N.V.,0.76,NL0011872650,2022-11-11,CapeView Capital LLP,archive
Basic-Fit N.V.,0.68,NL0011872650,2022-11-11,Citadel Advisors Europe Limited,archive
BE Semiconductor Industries N.V.,0.62,NL0012866412,2022-11-11,"Davidson Kempner European Partners, LLP",archive
PostNL N.V.,0.83,NL0009739416,2022-11-11,Eleva Capital SAS,archive
Wereldhave N.V.,0.98,NL0000289213,2022-11-11,Eleva Capital SAS,archive
Wereldhave N.V.,1.01,NL0000289213,2022-11-11,Franklin Templeton Investment Management Limited,archive
Basic-Fit N.V.,0.86,NL0011872650,2022-11-11,JPMorgan Asset Management (UK) Ltd.,archive
Unibail-Rodamco-Westfield SE,0.68,FR0013326246,2022-11-11,Kintbury Capital LLP,archive
Alfen N.V.,1.22,NL0012817175,2022-11-11,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.65,LU1598757687,2022-11-11,Marshall Wace LLP,archive
Koninklijke Philips N.V.,0.86,NL0000009538,2022-11-11,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,0.85,FR0013326246,2022-11-11,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,1.87,NL0012866412,2022-11-11,"Point72 Asset Management, L.P.",archive
AMG Critical Materials N.V.,0.66,NL0000888691,2022-11-11,Qube Research & Technologies Ltd.,archive
Koninklijke Heijmans N.V.,0.77,NL0009269109,2022-11-11,SIH Partners LLLP,archive
Flow Traders Ltd.,0.69,NL0011279492,2022-11-11,Voleon Capital Management LP,archive
Basic-Fit N.V.,0.82,NL0011872650,2022-11-10,CapeView Capital LLP,archive
BE Semiconductor Industries N.V.,0.58,NL0012866412,2022-11-10,Citadel Advisors LLC,archive
Pharming Group N.V.,0.91,NL0010391025,2022-11-10,Citadel Advisors LLC,archive
SBM Offshore N.V.,0.48,NL0000360618,2022-11-10,Marshall Wace Asia Limited,archive
ABN AMRO Bank NV,0.7,NL0011540547,2022-11-10,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.7,LU1598757687,2022-11-10,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,1.3,NL0000337319,2022-11-10,Marshall Wace LLP,archive
Koninklijke Philips N.V.,0.92,NL0000009538,2022-11-10,Marshall Wace LLP,archive
PostNL N.V.,1.76,NL0009739416,2022-11-10,Marshall Wace LLP,archive
PostNL N.V.,0.62,NL0009739416,2022-11-10,Millennium Capital Partners LLP,archive
BE Semiconductor Industries N.V.,1.77,NL0012866412,2022-11-10,"Point72 Asset Management, L.P.",archive
AMG Critical Materials N.V.,0.76,NL0000888691,2022-11-10,Qube Research & Technologies Ltd.,archive
Basic-Fit N.V.,0.45,NL0011872650,2022-11-10,SIH Partners LLLP,archive
Koninklijke Heijmans N.V.,0.85,NL0009269109,2022-11-10,SIH Partners LLLP,archive
AMG Critical Materials N.V.,0.61,NL0000888691,2022-11-09,Citadel Advisors LLC,archive
Pharming Group N.V.,0.88,NL0010391025,2022-11-09,Citadel Advisors LLC,archive
PostNL N.V.,0.79,NL0009739416,2022-11-09,GSA Capital Partners LLP,archive
ABN AMRO Bank NV,0.68,NL0011540547,2022-11-09,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,1.32,NL0012866412,2022-11-09,Millennium International Management LP,archive
BE Semiconductor Industries N.V.,1.64,NL0012866412,2022-11-09,"Point72 Asset Management, L.P.",archive
PostNL N.V.,0.51,NL0009739416,2022-11-09,Qube Research & Technologies Ltd.,archive
Koninklijke Heijmans N.V.,0.94,NL0009269109,2022-11-09,SIH Partners LLLP,archive
AMG Critical Materials N.V.,0.59,NL0000888691,2022-11-09,Systematica Investments Limited,archive
Wereldhave N.V.,2.78,NL0000289213,2022-11-09,"Woodson Capital Master Fund, LP",archive
Alfen N.V.,0.49,NL0012817175,2022-11-08,AHL Partners LLP,archive
ASML Holding N.V.,0.49,NL0010273215,2022-11-08,"Bridgewater Associates, LP",archive
ING Groep N.V.,0.48,NL0011821202,2022-11-08,"Bridgewater Associates, LP",archive
Basic-Fit N.V.,0.95,NL0011872650,2022-11-08,CapeView Capital LLP,archive
BE Semiconductor Industries N.V.,0.67,NL0012866412,2022-11-08,Citadel Advisors LLC,archive
Koninklijke BAM Groep N.V.,0.7,NL0000337319,2022-11-08,Citadel Advisors LLC,archive
ArcelorMittal S.A.,0.68,LU1598757687,2022-11-08,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,1.23,NL0000337319,2022-11-08,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,0.98,FR0013326246,2022-11-08,Marshall Wace LLP,archive
Signify N.V.,0.48,NL0011821392,2022-11-08,Millennium International Management LP,archive
Basic-Fit N.V.,0.28,NL0011872650,2022-11-08,Praxis Alpha Partners LLP,archive
Wereldhave N.V.,2.87,NL0000289213,2022-11-08,"Woodson Capital Master Fund, LP",archive
PostNL N.V.,0.56,NL0009739416,2022-11-08,"WorldQuant, LLC",archive
Signify N.V.,1.32,NL0011821392,2022-11-07,AKO Capital LLP,archive
Basic-Fit N.V.,1.04,NL0011872650,2022-11-07,CapeView Capital LLP,archive
ABN AMRO Bank NV,0.53,NL0011540547,2022-11-07,Marshall Wace LLP,archive
PostNL N.V.,1.61,NL0009739416,2022-11-07,Marshall Wace LLP,archive
SBM Offshore N.V.,0.69,NL0000360618,2022-11-07,Marshall Wace LLP,archive
Signify N.V.,0.49,NL0011821392,2022-11-07,Millennium Capital Partners LLP,archive
AMG Critical Materials N.V.,0.8,NL0000888691,2022-11-07,Qube Research & Technologies Ltd.,archive
Basic-Fit N.V.,0.52,NL0011872650,2022-11-07,SIH Partners LLLP,archive
Koninklijke Heijmans N.V.,1.08,NL0009269109,2022-11-07,SIH Partners LLLP,archive
AMG Critical Materials N.V.,0.64,NL0000888691,2022-11-07,Systematica Investments Limited,archive
Wereldhave N.V.,2.96,NL0000289213,2022-11-07,"Woodson Capital Master Fund, LP",archive
BE Semiconductor Industries N.V.,0.79,NL0012866412,2022-11-04,Citadel Advisors LLC,archive
Koninklijke BAM Groep N.V.,0.65,NL0000337319,2022-11-04,Citadel Advisors LLC,archive
Pharming Group N.V.,0.91,NL0010391025,2022-11-04,Citadel Advisors LLC,archive
ArcelorMittal S.A.,0.58,LU1598757687,2022-11-04,"D. E. Shaw & Co., L.P.",archive
Koninklijke BAM Groep N.V.,1.11,NL0000337319,2022-11-04,Marshall Wace LLP,archive
AMG Critical Materials N.V.,0.72,NL0000888691,2022-11-04,Qube Research & Technologies Ltd.,archive
PostNL N.V.,0.49,NL0009739416,2022-11-04,Qube Research & Technologies Ltd.,archive
Basic-Fit N.V.,1.12,NL0011872650,2022-11-03,CapeView Capital LLP,archive
Koninklijke BAM Groep N.V.,0.57,NL0000337319,2022-11-03,Citadel Advisors LLC,archive
ArcelorMittal S.A.,0.6,LU1598757687,2022-11-03,"D. E. Shaw & Co., L.P.",archive
ABN AMRO Bank NV,0.38,NL0011540547,2022-11-03,Exane Asset Management,archive
PostNL N.V.,0.81,NL0009739416,2022-11-03,GSA Capital Partners LLP,archive
ArcelorMittal S.A.,0.71,LU1598757687,2022-11-03,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,0.88,NL0000337319,2022-11-03,Marshall Wace LLP,archive
Koninklijke Philips N.V.,1.01,NL0000009538,2022-11-03,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,1.01,FR0013326246,2022-11-03,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,1.2,NL0012866412,2022-11-03,"Point72 Asset Management, L.P.",archive
AMG Critical Materials N.V.,0.84,NL0000888691,2022-11-03,Qube Research & Technologies Ltd.,archive
Koninklijke Philips N.V.,1.36,NL0000009538,2022-11-03,Viking Global Investors LP,archive
PostNL N.V.,0.64,NL0009739416,2022-11-03,"WorldQuant, LLC",archive
Basic-Fit N.V.,1.06,NL0011872650,2022-11-02,CapeView Capital LLP,archive
AMG Critical Materials N.V.,0.5,NL0000888691,2022-11-02,Citadel Advisors LLC,archive
