position_holder,net_short_position,position_date,issuer_name,isin,source
Marshall Wace LLP,1.02,2026-07-28,Signify N.V.,NL0011821392,current
Sculptor Capital Management Europe Limited,0.8,2026-07-28,Basic-Fit N.V.,NL0011872650,current
Syquant Capital,0.6,2026-07-28,Basic-Fit N.V.,NL0011872650,current
Capital Fund Management S.A.,0.89,2026-07-27,IMCD N.V.,NL0010801007,current
"Two Sigma Investments, LP",1.21,2026-07-27,Pharming Group N.V.,NL0010391025,current
"WorldQuant, LLC",0.62,2026-07-27,TomTom N.V.,NL0013332471,current
Citadel Advisors LLC,0.91,2026-07-24,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,0.81,2026-07-24,Sligro Food Group N.V.,NL0000817179,current
Davidson Kempner Capital Management LP,1.5,2026-07-24,Akzo Nobel N.V.,NL0013267909,current
Marshall Wace LLP,0.95,2026-07-24,Signify N.V.,NL0011821392,current
"PDT Partners, LLC",0.79,2026-07-24,IMCD N.V.,NL0010801007,current
Walleye Capital LLC,1.21,2026-07-24,Pharming Group N.V.,NL0010391025,current
Capital Fund Management S.A.,0.5,2026-07-23,ARCADIS N.V.,NL0006237562,current
Citadel Advisors LLC,0.79,2026-07-23,Signify N.V.,NL0011821392,current
Citadel Securities (Europe) Limited,0.8,2026-07-23,Avantium N.V.,NL0015002IE0,current
JPMorgan Asset Management (UK) Ltd.,0.71,2026-07-23,Sligro Food Group N.V.,NL0000817179,current
Marshall Wace LLP,1.03,2026-07-23,DSM-Firmenich AG,CH1216478797,current
Marshall Wace LLP,0.8,2026-07-23,Signify N.V.,NL0011821392,current
"WorldQuant, LLC",0.53,2026-07-23,TomTom N.V.,NL0013332471,current
Citadel Advisors LLC,0.97,2026-07-22,Signify N.V.,NL0011821392,current
"Farallon Capital Management, L.L.C.",1.51,2026-07-22,Signify N.V.,NL0011821392,current
Millennium Capital Partners LLP,0.51,2026-07-22,Alfen N.V.,NL0012817175,current
Capital Fund Management S.A.,0.96,2026-07-21,IMCD N.V.,NL0010801007,current
Citadel Advisors LLC,1.01,2026-07-21,Signify N.V.,NL0011821392,current
"WorldQuant, LLC",1.11,2026-07-21,Alfen N.V.,NL0012817175,current
"BlackRock Financial Management, Inc.",0.51,2026-07-20,Akzo Nobel N.V.,NL0013267909,current
Citadel Advisors LLC,0.97,2026-07-20,Signify N.V.,NL0011821392,current
Citadel Securities (Europe) Limited,0.8,2026-07-20,Alfen N.V.,NL0012817175,current
"Farallon Capital Management, L.L.C.",1.44,2026-07-20,Signify N.V.,NL0011821392,current
Marshall Wace LLP,0.67,2026-07-20,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
Squarepoint Ops LLC,0.78,2026-07-20,Signify N.V.,NL0011821392,current
"Two Sigma Investments, LP",0.68,2026-07-20,Theon International Plc,CY0200751713,current
"BlackRock Institutional Trust Company, National Association",0.61,2026-07-17,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,1.01,2026-07-17,Signify N.V.,NL0011821392,current
Marshall Wace LLP,0.98,2026-07-17,DSM-Firmenich AG,CH1216478797,current
"BlackRock Financial Management, Inc.",0.71,2026-07-16,IMCD N.V.,NL0010801007,current
"BlackRock Institutional Trust Company, National Association",0.59,2026-07-16,Signify N.V.,NL0011821392,current
Citadel Securities (Europe) Limited,0.71,2026-07-16,Alfen N.V.,NL0012817175,current
"Farallon Capital Management, L.L.C.",1.37,2026-07-16,Signify N.V.,NL0011821392,current
Walleye Capital LLC,1.1,2026-07-16,Pharming Group N.V.,NL0010391025,current
"BlackRock Advisors, LLC",1.0,2026-07-15,Akzo Nobel N.V.,NL0013267909,current
Citadel Advisors LLC,0.98,2026-07-15,Signify N.V.,NL0011821392,current
Marshall Wace LLP,0.73,2026-07-15,Signify N.V.,NL0011821392,current
Actus Ray Partners Limited,0.72,2026-07-14,Fugro N.V.,NL00150003E1,current
"AQR Capital Management, LLC",0.78,2026-07-14,Akzo Nobel N.V.,NL0013267909,current
Citadel Securities (Europe) Limited,0.62,2026-07-14,Alfen N.V.,NL0012817175,current
Davidson Kempner Capital Management LP,1.4,2026-07-14,Akzo Nobel N.V.,NL0013267909,current
Marshall Wace LLP,0.82,2026-07-14,Signify N.V.,NL0011821392,current
Marshall Wace LLP,0.79,2026-07-14,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
Squarepoint Ops LLC,0.89,2026-07-14,Signify N.V.,NL0011821392,current
Lazard Asset Management LLC,0.73,2026-07-13,Pharming Group N.V.,NL0010391025,current
Citadel Advisors LLC,1.05,2026-07-10,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,1.09,2026-07-10,Wereldhave N.V.,NL0000289213,current
Marshall Wace LLP,0.98,2026-07-10,Signify N.V.,NL0011821392,current
Squarepoint Ops LLC,0.91,2026-07-10,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,1.1,2026-07-09,Wereldhave N.V.,NL0000289213,current
Citadel Securities (Europe) Limited,0.52,2026-07-09,Alfen N.V.,NL0012817175,current
JPMorgan Asset Management (UK) Ltd.,1.97,2026-07-09,Fugro N.V.,NL00150003E1,current
Marshall Wace LLP,1.06,2026-07-09,Signify N.V.,NL0011821392,current
Marshall Wace LLP,0.84,2026-07-09,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
Numeric Investors LLC,0.91,2026-07-09,NSI N.V.,NL0012365084,current
"WorldQuant, LLC",1.02,2026-07-09,Alfen N.V.,NL0012817175,current
"AQR Capital Management, LLC",0.79,2026-07-08,ARCADIS N.V.,NL0006237562,current
Capital Fund Management S.A.,0.6,2026-07-08,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
Citadel Advisors LLC,1.16,2026-07-08,Signify N.V.,NL0011821392,current
Citadel Securities (Europe) Limited,0.62,2026-07-08,Alfen N.V.,NL0012817175,current
Marshall Wace LLP,0.51,2026-07-08,NSI N.V.,NL0012365084,current
"WorldQuant, LLC",0.99,2026-07-08,Alfen N.V.,NL0012817175,current
Actus Ray Partners Limited,0.61,2026-07-07,Fugro N.V.,NL00150003E1,current
Capital Fund Management S.A.,0.59,2026-07-07,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
"BlackRock Financial Management, Inc.",0.69,2026-07-06,Signify N.V.,NL0011821392,current
Capital Fund Management S.A.,0.6,2026-07-06,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
Citadel Securities (Europe) Limited,0.52,2026-07-06,Alfen N.V.,NL0012817175,current
JPMorgan Asset Management (UK) Ltd.,2.08,2026-07-06,Fugro N.V.,NL00150003E1,current
Marshall Wace LLP,1.0,2026-07-06,DSM-Firmenich AG,CH1216478797,current
Marshall Wace LLP,1.17,2026-07-06,Signify N.V.,NL0011821392,current
Marshall Wace LLP,0.96,2026-07-06,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
JPMorgan Asset Management (UK) Ltd.,0.67,2026-07-03,Sligro Food Group N.V.,NL0000817179,current
Marshall Wace LLP,0.99,2026-07-03,DSM-Firmenich AG,CH1216478797,current
"BlackRock Advisors, LLC",0.92,2026-07-02,Akzo Nobel N.V.,NL0013267909,current
"BlackRock Financial Management, Inc.",0.7,2026-07-02,Signify N.V.,NL0011821392,current
Marshall Wace LLP,1.27,2026-07-02,Signify N.V.,NL0011821392,current
Actus Ray Partners Limited,0.5,2026-07-01,Fugro N.V.,NL00150003E1,current
"BlackRock Advisors, LLC",0.85,2026-07-01,Akzo Nobel N.V.,NL0013267909,current
Eleva Capital SAS,1.38,2026-07-01,Signify N.V.,NL0011821392,current
Fosse Capital Partners LLP,0.83,2026-07-01,Basic-Fit N.V.,NL0011872650,current
Marshall Wace LLP,1.0,2026-07-01,DSM-Firmenich AG,CH1216478797,current
Marshall Wace LLP,1.37,2026-07-01,Signify N.V.,NL0011821392,current
Millennium International Management LP,0.72,2026-07-01,Akzo Nobel N.V.,NL0013267909,current
"O'Connor Alternative Investments, LLC",1.09,2026-07-01,Akzo Nobel N.V.,NL0013267909,current
"AQR Capital Management, LLC",1.09,2026-06-30,Signify N.V.,NL0011821392,current
"BlackRock Financial Management, Inc.",0.69,2026-06-30,Signify N.V.,NL0011821392,current
Caisse de dépôt et placement du Québec,0.72,2026-06-30,IMCD N.V.,NL0010801007,current
Citadel Advisors LLC,1.25,2026-06-30,Signify N.V.,NL0011821392,current
Citadel Securities (Europe) Limited,0.75,2026-06-30,Avantium N.V.,NL0015002IE0,current
JPMorgan Asset Management (UK) Ltd.,2.16,2026-06-30,Fugro N.V.,NL00150003E1,current
Marshall Wace LLP,1.47,2026-06-30,Signify N.V.,NL0011821392,current
"WorldQuant, LLC",1.01,2026-06-30,Alfen N.V.,NL0012817175,current
"BlackRock Institutional Trust Company, National Association",0.6,2026-06-29,Signify N.V.,NL0011821392,current
Capital Fund Management S.A.,1.0,2026-06-29,IMCD N.V.,NL0010801007,current
Ilex Capital Partners (UK) LLP,2.01,2026-06-29,DSM-Firmenich AG,CH1216478797,current
Marshall Wace LLP,1.58,2026-06-29,Signify N.V.,NL0011821392,current
"WorldQuant, LLC",0.92,2026-06-29,Alfen N.V.,NL0012817175,current
Capital Fund Management S.A.,0.99,2026-06-26,IMCD N.V.,NL0010801007,current
Citadel Advisors LLC,1.09,2026-06-26,Wereldhave N.V.,NL0000289213,current
Marshall Wace LLP,0.99,2026-06-26,DSM-Firmenich AG,CH1216478797,current
Walleye Capital LLC,1.09,2026-06-26,Pharming Group N.V.,NL0010391025,current
Citadel Advisors LLC,1.33,2026-06-25,Signify N.V.,NL0011821392,current
"Farallon Capital Management, L.L.C.",1.2,2026-06-25,Signify N.V.,NL0011821392,current
Marshall Wace LLP,1.0,2026-06-25,DSM-Firmenich AG,CH1216478797,current
Marshall Wace LLP,1.65,2026-06-25,Signify N.V.,NL0011821392,current
"WorldQuant, LLC",0.88,2026-06-25,Alfen N.V.,NL0012817175,current
Citadel Advisors LLC,0.79,2026-06-24,Sligro Food Group N.V.,NL0000817179,current
Citadel Securities (Europe) Limited,0.51,2026-06-24,Avantium N.V.,NL0015002IE0,current
"Farallon Capital Management, L.L.C.",1.17,2026-06-24,Signify N.V.,NL0011821392,current
Millennium International Management LP,0.6,2026-06-24,Akzo Nobel N.V.,NL0013267909,current
Squarepoint Ops LLC,0.81,2026-06-24,Signify N.V.,NL0011821392,current
Eleva Capital SAS,0.93,2026-06-23,Basic-Fit N.V.,NL0011872650,current
"Farallon Capital Management, L.L.C.",1.04,2026-06-23,Signify N.V.,NL0011821392,current
Marshall Wace LLP,1.01,2026-06-23,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
Sculptor Capital Management Europe Limited,0.77,2026-06-23,Basic-Fit N.V.,NL0011872650,current
Squarepoint Ops LLC,0.79,2026-06-23,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,1.27,2026-06-22,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,1.1,2026-06-22,Wereldhave N.V.,NL0000289213,current
"PDT Partners, LLC",0.8,2026-06-22,IMCD N.V.,NL0010801007,current
"PDT Partners, LLC",0.61,2026-06-22,PostNL N.V.,NL0009739416,current
"PDT Partners, LLC",1.3,2026-06-22,Signify N.V.,NL0011821392,current
"Two Sigma Investments, LP",1.1,2026-06-22,Pharming Group N.V.,NL0010391025,current
"WorldQuant, LLC",0.74,2026-06-22,Alfen N.V.,NL0012817175,current
Capital Fund Management S.A.,1.0,2026-06-19,IMCD N.V.,NL0010801007,current
Capstone Volatility Master (Cayman) Limited,0.83,2026-06-19,Pharming Group N.V.,NL0010391025,current
Citadel Advisors LLC,1.3,2026-06-19,Signify N.V.,NL0011821392,current
Marshall Wace LLP,0.91,2026-06-19,DSM-Firmenich AG,CH1216478797,current
Spark Investment Management LLC,0.52,2026-06-19,Pharming Group N.V.,NL0010391025,current
"WorldQuant, LLC",0.68,2026-06-19,Alfen N.V.,NL0012817175,current
"Farallon Capital Management, L.L.C.",0.85,2026-06-18,Signify N.V.,NL0011821392,current
"PDT Partners, LLC",0.79,2026-06-18,IMCD N.V.,NL0010801007,current
"WorldQuant, LLC",0.71,2026-06-18,Alfen N.V.,NL0012817175,current
"Arrowstreet Capital, Limited Partnership",1.29,2026-06-17,IMCD N.V.,NL0010801007,current
"BlackRock Financial Management, Inc.",0.79,2026-06-17,Signify N.V.,NL0011821392,current
Capital Fund Management S.A.,0.51,2026-06-17,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
Citadel Advisors LLC,1.46,2026-06-17,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,0.89,2026-06-17,Sligro Food Group N.V.,NL0000817179,current
"Farallon Capital Management, L.L.C.",0.75,2026-06-17,Signify N.V.,NL0011821392,current
Ilex Capital Partners (UK) LLP,1.91,2026-06-17,DSM-Firmenich AG,CH1216478797,current
Marshall Wace LLP,1.51,2026-06-17,Signify N.V.,NL0011821392,current
Davidson Kempner Capital Management LP,1.3,2026-06-16,Akzo Nobel N.V.,NL0013267909,current
"Farallon Capital Management, L.L.C.",0.61,2026-06-16,Signify N.V.,NL0011821392,current
"WorldQuant, LLC",0.63,2026-06-16,Alfen N.V.,NL0012817175,current
"Farallon Capital Management, L.L.C.",0.56,2026-06-15,Signify N.V.,NL0011821392,current
Marshall Wace LLP,0.9,2026-06-15,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
Millennium International Management LP,0.5,2026-06-15,Akzo Nobel N.V.,NL0013267909,current
"O'Connor Alternative Investments, LLC",1.09,2026-06-15,Akzo Nobel N.V.,NL0013267909,current
"BlackRock Advisors, LLC",0.7,2026-06-12,Akzo Nobel N.V.,NL0013267909,current
Citadel Advisors LLC,1.56,2026-06-12,Signify N.V.,NL0011821392,current
Marshall Wace LLP,0.88,2026-06-12,DSM-Firmenich AG,CH1216478797,current
Marshall Wace LLP,1.48,2026-06-12,Signify N.V.,NL0011821392,current
Linden Advisors LP,0.75,2026-06-11,Basic-Fit N.V.,NL0011872650,current
Marshall Wace LLP,0.89,2026-06-11,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
"WorldQuant, LLC",0.56,2026-06-11,Alfen N.V.,NL0012817175,current
"AQR Capital Management, LLC",0.89,2026-06-10,ARCADIS N.V.,NL0006237562,current
Citadel Advisors LLC,1.6,2026-06-10,Signify N.V.,NL0011821392,current
Sculptor Capital Management Europe Limited,0.83,2026-06-10,Basic-Fit N.V.,NL0011872650,current
Walleye Capital LLC,1.1,2026-06-10,Pharming Group N.V.,NL0010391025,current
Capital Fund Management S.A.,0.9,2026-06-09,IMCD N.V.,NL0010801007,current
Citadel Advisors LLC,1.59,2026-06-09,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,1.0,2026-06-09,Wereldhave N.V.,NL0000289213,current
LMR Partners LLP,1.12,2026-06-09,Akzo Nobel N.V.,NL0013267909,current
Marshall Wace LLP,0.9,2026-06-09,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
"Two Sigma Investments, LP",0.77,2026-06-09,Theon International Plc,CY0200751713,current
LMR Partners LLP,1.08,2026-06-08,Akzo Nobel N.V.,NL0013267909,current
"PDT Partners, LLC",1.2,2026-06-08,Signify N.V.,NL0011821392,current
"BlackRock Institutional Trust Company, National Association",0.51,2026-06-05,Signify N.V.,NL0011821392,current
Davidson Kempner Capital Management LP,1.24,2026-06-05,Akzo Nobel N.V.,NL0013267909,current
Marshall Wace LLP,1.59,2026-06-05,Signify N.V.,NL0011821392,current
"BlackRock Advisors, LLC",0.65,2026-06-04,Akzo Nobel N.V.,NL0013267909,current
Davidson Kempner Capital Management LP,1.17,2026-06-04,Akzo Nobel N.V.,NL0013267909,current
LMR Partners LLP,0.91,2026-06-04,Akzo Nobel N.V.,NL0013267909,current
Squarepoint Ops LLC,0.62,2026-06-04,Signify N.V.,NL0011821392,current
Davidson Kempner Capital Management LP,1.02,2026-06-03,Akzo Nobel N.V.,NL0013267909,current
LMR Partners LLP,0.83,2026-06-03,Akzo Nobel N.V.,NL0013267909,current
Marshall Wace LLP,0.91,2026-06-03,DSM-Firmenich AG,CH1216478797,current
Marshall Wace LLP,0.81,2026-06-03,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
Whitebox Advisors LLC,0.58,2026-06-03,Pharming Group N.V.,NL0010391025,current
JPMorgan Asset Management (UK) Ltd.,2.2,2026-06-02,Fugro N.V.,NL00150003E1,current
Sculptor Capital Management Europe Limited,0.79,2026-06-02,Basic-Fit N.V.,NL0011872650,current
Walleye Capital LLC,1.02,2026-06-02,Pharming Group N.V.,NL0010391025,current
Numeric Investors LLC,0.81,2026-06-01,NSI N.V.,NL0012365084,current
"BlackRock Financial Management, Inc.",0.69,2026-05-29,IMCD N.V.,NL0010801007,current
"BlackRock Financial Management, Inc.",0.83,2026-05-29,Signify N.V.,NL0011821392,current
Davidson Kempner Capital Management LP,0.58,2026-05-29,Akzo Nobel N.V.,NL0013267909,current
Ilex Capital Partners (UK) LLP,1.85,2026-05-29,DSM-Firmenich AG,CH1216478797,current
Marshall Wace LLP,0.85,2026-05-29,DSM-Firmenich AG,CH1216478797,current
"PDT Partners, LLC",1.11,2026-05-29,Signify N.V.,NL0011821392,current
Squarepoint Ops LLC,0.5,2026-05-29,Signify N.V.,NL0011821392,current
"Two Sigma Investments, LP",1.09,2026-05-29,Pharming Group N.V.,NL0010391025,current
Davidson Kempner Capital Management LP,0.66,2026-05-28,Akzo Nobel N.V.,NL0013267909,current
Linden Advisors LP,0.87,2026-05-28,Basic-Fit N.V.,NL0011872650,current
Walleye Capital LLC,0.92,2026-05-28,Pharming Group N.V.,NL0010391025,current
"AQR Capital Management, LLC",0.6,2026-05-27,Akzo Nobel N.V.,NL0013267909,current
Citadel Advisors LLC,0.91,2026-05-27,Wereldhave N.V.,NL0000289213,current
Davidson Kempner Capital Management LP,1.01,2026-05-27,Akzo Nobel N.V.,NL0013267909,current
Numeric Investors LLC,0.79,2026-05-27,NSI N.V.,NL0012365084,current
"AQR Capital Management, LLC",1.18,2026-05-26,Signify N.V.,NL0011821392,current
"Arrowstreet Capital, Limited Partnership",1.3,2026-05-26,IMCD N.V.,NL0010801007,current
Capital Fund Management S.A.,0.8,2026-05-26,IMCD N.V.,NL0010801007,current
Marshall Wace LLP,1.6,2026-05-26,Signify N.V.,NL0011821392,current
"PDT Partners, LLC",0.8,2026-05-25,IMCD N.V.,NL0010801007,current
Sculptor Capital Management Europe Limited,0.8,2026-05-25,Basic-Fit N.V.,NL0011872650,current
"Algert Global, LLC",0.53,2026-05-22,Fugro N.V.,NL00150003E1,current
Citadel Advisors LLC,1.6,2026-05-22,Signify N.V.,NL0011821392,current
Marshall Wace LLP,0.78,2026-05-22,DSM-Firmenich AG,CH1216478797,current
"PDT Partners, LLC",0.79,2026-05-22,IMCD N.V.,NL0010801007,current
Walleye Capital LLC,0.8,2026-05-22,Pharming Group N.V.,NL0010391025,current
Canada Pension Plan Investment Board,1.0,2026-05-21,Signify N.V.,NL0011821392,current
Ilex Capital Partners (UK) LLP,1.71,2026-05-21,DSM-Firmenich AG,CH1216478797,current
Marshall Wace LLP,0.6,2026-05-21,DSM-Firmenich AG,CH1216478797,current
Marshall Wace LLP,1.58,2026-05-21,Signify N.V.,NL0011821392,current
"Two Sigma Investments, LP",0.99,2026-05-21,Pharming Group N.V.,NL0010391025,current
"Two Sigma Investments, LP",1.0,2026-05-20,Pharming Group N.V.,NL0010391025,current
Linden Advisors LP,0.9,2026-05-19,Basic-Fit N.V.,NL0011872650,current
"PDT Partners, LLC",1.0,2026-05-19,Signify N.V.,NL0011821392,current
"AQR Capital Management, LLC",0.99,2026-05-18,ARCADIS N.V.,NL0006237562,current
Citadel Advisors LLC,1.59,2026-05-18,Signify N.V.,NL0011821392,current
Marshall Wace LLP,0.73,2026-05-18,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
"BlackRock Financial Management, Inc.",0.79,2026-05-15,IMCD N.V.,NL0010801007,current
Citadel Advisors LLC,0.82,2026-05-15,Wereldhave N.V.,NL0000289213,current
Marshall Wace LLP,0.68,2026-05-15,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
Capital Fund Management S.A.,0.78,2026-05-14,IMCD N.V.,NL0010801007,current
"PDT Partners, LLC",0.8,2026-05-14,IMCD N.V.,NL0010801007,current
Sculptor Capital Management Europe Limited,0.77,2026-05-14,Basic-Fit N.V.,NL0011872650,current
Capital Fund Management S.A.,0.8,2026-05-13,IMCD N.V.,NL0010801007,current
Citadel Advisors LLC,1.61,2026-05-13,Signify N.V.,NL0011821392,current
"Two Sigma Investments, LP",0.91,2026-05-13,Pharming Group N.V.,NL0010391025,current
Walleye Capital LLC,0.74,2026-05-13,Pharming Group N.V.,NL0010391025,current
"BlackRock Advisors, LLC",0.59,2026-05-12,IMCD N.V.,NL0010801007,current
"BlackRock Financial Management, Inc.",0.71,2026-05-12,Signify N.V.,NL0011821392,current
Capital Fund Management S.A.,0.79,2026-05-12,IMCD N.V.,NL0010801007,current
Lazard Asset Management LLC,0.82,2026-05-12,Pharming Group N.V.,NL0010391025,current
Numeric Investors LLC,0.8,2026-05-12,NSI N.V.,NL0012365084,current
Capital Fund Management S.A.,0.8,2026-05-11,IMCD N.V.,NL0010801007,current
Citadel Advisors LLC,0.7,2026-05-11,Wereldhave N.V.,NL0000289213,current
"Two Sigma Investments, LP",0.86,2026-05-11,Pharming Group N.V.,NL0010391025,current
"Two Sigma Investments, LP",0.8,2026-05-11,Theon International Plc,CY0200751713,current
Walleye Capital LLC,0.63,2026-05-11,Pharming Group N.V.,NL0010391025,current
Citadel Advisors LLC,1.5,2026-05-08,Signify N.V.,NL0011821392,current
Davidson Kempner Capital Management LP,1.72,2026-05-08,Akzo Nobel N.V.,NL0013267909,current
"Two Sigma Investments, LP",0.75,2026-05-08,Pharming Group N.V.,NL0010391025,current
Walleye Capital LLC,0.53,2026-05-08,Pharming Group N.V.,NL0010391025,current
Lazard Asset Management LLC,0.76,2026-05-07,Pharming Group N.V.,NL0010391025,current
Marshall Wace LLP,1.69,2026-05-07,Signify N.V.,NL0011821392,current
Capital Fund Management S.A.,0.79,2026-05-06,IMCD N.V.,NL0010801007,current
Citadel Advisors LLC,1.41,2026-05-06,Signify N.V.,NL0011821392,current
Ilex Capital Partners (UK) LLP,1.4,2026-05-06,DSM-Firmenich AG,CH1216478797,current
"PDT Partners, LLC",0.77,2026-05-06,IMCD N.V.,NL0010801007,current
"PDT Partners, LLC",0.9,2026-05-06,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,1.36,2026-05-05,Signify N.V.,NL0011821392,current
Marshall Wace LLP,1.76,2026-05-05,Signify N.V.,NL0011821392,current
Sculptor Capital Management Europe Limited,0.65,2026-05-05,Basic-Fit N.V.,NL0011872650,current
Capital Fund Management S.A.,0.81,2026-05-04,IMCD N.V.,NL0010801007,current
Davidson Kempner Capital Management LP,1.61,2026-05-04,Akzo Nobel N.V.,NL0013267909,current
Marshall Wace LLP,0.86,2026-04-30,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
"PDT Partners, LLC",0.89,2026-04-30,Signify N.V.,NL0011821392,current
Sculptor Capital Management Europe Limited,0.59,2026-04-30,Basic-Fit N.V.,NL0011872650,current
Citadel Advisors LLC,1.29,2026-04-29,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,0.9,2026-04-29,Sligro Food Group N.V.,NL0000817179,current
"PDT Partners, LLC",0.9,2026-04-29,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,1.32,2026-04-28,Signify N.V.,NL0011821392,current
Marshall Wace LLP,1.8,2026-04-28,Signify N.V.,NL0011821392,current
Marshall Wace LLP,0.98,2026-04-28,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
Citadel Advisors LLC,1.43,2026-04-27,Signify N.V.,NL0011821392,current
Ilex Capital Partners (UK) LLP,1.3,2026-04-27,DSM-Firmenich AG,CH1216478797,current
JPMorgan Asset Management (UK) Ltd.,2.15,2026-04-27,Fugro N.V.,NL00150003E1,current
JPMorgan Asset Management (UK) Ltd.,2.06,2026-04-24,Fugro N.V.,NL00150003E1,current
Linden Advisors LP,0.82,2026-04-24,Basic-Fit N.V.,NL0011872650,current
Marshall Wace LLP,1.04,2026-04-24,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
Citadel Advisors LLC,1.68,2026-04-23,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,0.8,2026-04-23,Sligro Food Group N.V.,NL0000817179,current
Eleva Capital SAS,0.84,2026-04-23,Basic-Fit N.V.,NL0011872650,current
Marshall Wace LLP,1.11,2026-04-23,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
Capstone Volatility Master (Cayman) Limited,0.77,2026-04-22,Pharming Group N.V.,NL0010391025,current
Citadel Advisors LLC,1.71,2026-04-22,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,0.68,2026-04-22,Wereldhave N.V.,NL0000289213,current
Davidson Kempner Capital Management LP,1.55,2026-04-22,Akzo Nobel N.V.,NL0013267909,current
JPMorgan Asset Management (UK) Ltd.,1.73,2026-04-22,Fugro N.V.,NL00150003E1,current
Marshall Wace LLP,1.76,2026-04-22,Signify N.V.,NL0011821392,current
Marshall Wace LLP,1.09,2026-04-22,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
Canada Pension Plan Investment Board,0.91,2026-04-21,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,1.82,2026-04-21,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,0.7,2026-04-21,Wereldhave N.V.,NL0000289213,current
JPMorgan Asset Management (UK) Ltd.,1.56,2026-04-21,Fugro N.V.,NL00150003E1,current
"PDT Partners, LLC",0.88,2026-04-21,Signify N.V.,NL0011821392,current
Canada Pension Plan Investment Board,0.87,2026-04-20,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,2.0,2026-04-20,Signify N.V.,NL0011821392,current
JPMorgan Asset Management (UK) Ltd.,1.45,2026-04-20,Fugro N.V.,NL00150003E1,current
Linden Advisors LP,0.7,2026-04-20,Basic-Fit N.V.,NL0011872650,current
"O'Connor Alternative Investments, LLC",1.16,2026-04-20,Akzo Nobel N.V.,NL0013267909,current
"BlackRock Financial Management, Inc.",0.89,2026-04-17,IMCD N.V.,NL0010801007,current
Citadel Advisors LLC,2.22,2026-04-17,Signify N.V.,NL0011821392,current
Citadel Advisors LLC,0.71,2026-04-17,Sligro Food Group N.V.,NL0000817179,current
Davidson Kempner Capital Management LP,1.41,2026-04-17,Akzo Nobel N.V.,NL0013267909,current
Fosse Capital Partners LLP,1.02,2026-04-17,Basic-Fit N.V.,NL0011872650,current
JPMorgan Asset Management (UK) Ltd.,1.06,2026-04-17,Fugro N.V.,NL00150003E1,current
JPMorgan Asset Management (UK) Ltd.,0.91,2026-04-17,IMCD N.V.,NL0010801007,current
Linden Advisors LP,0.59,2026-04-17,Basic-Fit N.V.,NL0011872650,current
"PDT Partners, LLC",0.9,2026-04-17,Signify N.V.,NL0011821392,current
Sculptor Capital Management Europe Limited,0.6,2026-04-17,Basic-Fit N.V.,NL0011872650,current
Citadel Advisors LLC,2.32,2026-04-16,Signify N.V.,NL0011821392,current
JPMorgan Asset Management (UK) Ltd.,0.85,2026-04-16,IMCD N.V.,NL0010801007,current
Lazard Asset Management LLC,1.18,2026-04-16,Pharming Group N.V.,NL0010391025,current
Ilex Capital Partners (UK) LLP,1.23,2026-04-15,DSM-Firmenich AG,CH1216478797,current
JPMorgan Asset Management (UK) Ltd.,0.76,2026-04-15,IMCD N.V.,NL0010801007,current
Lazard Asset Management LLC,1.2,2026-04-15,Pharming Group N.V.,NL0010391025,current
Marshall Wace LLP,1.82,2026-04-15,Signify N.V.,NL0011821392,current
Marshall Wace LLP,1.15,2026-04-15,The Magnum Ice Cream Company N.V.,NL0015002MS2,current
